grade_id,run_id,grade_level,moisture_content,inspector_employee_id
1082,1082,C,11.37,1161
1083,1083,A,8.95,1041
1084,1084,B,14.74,1181
1085,1085,A,15.83,925
1086,1086,C,12.0,1111
1087,1087,A,16.82,968
1088,1088,A,9.27,948
1089,1089,B,12.05,1061
1090,1090,A,16.08,1179
1091,1091,A,10.55,989
1092,1092,B,17.71,935
1093,1093,C,13.4,934
1094,1094,A,17.09,1131
1095,1095,B,11.96,1001
1096,1096,B,14.12,960
1097,1097,B,12.47,1074
1098,1098,A,13.55,1102
1099,1099,A,8.52,1007
1100,1100,B,10.18,984
1101,1101,A,9.89,1125
1102,1102,B,14.04,1075
1103,1103,B,14.87,948
1104,1104,A,9.66,911
1105,1105,B,10.67,1141
1106,1106,A,11.6,917
1107,1107,B,8.47,1091
1108,1108,B,15.47,1005
1109,1109,B,17.43,1023
1110,1110,A,11.06,1004
1111,1111,B,11.39,1191
1112,1112,C,12.42,902
1113,1113,C,11.78,1003
1114,1114,A,8.14,916
1115,1115,A,16.25,984
1116,1116,A,9.72,1177
1117,1117,reject,16.4,909
1118,1118,B,8.2,981
1119,1119,A,17.5,1191
1120,1120,B,13.52,1037
1121,1121,B,9.94,1079
1122,1122,C,16.28,952
1123,1123,B,9.42,958
1124,1124,A,11.15,1118
1125,1125,A,9.19,1182
1126,1126,B,9.73,1185
1127,1127,B,16.41,983
1128,1128,A,14.72,1021
1129,1129,A,15.23,1157
1130,1130,B,16.2,1112
1131,1131,B,10.17,1021
1132,1132,A,16.52,951
1133,1133,B,11.4,968
1134,1134,C,8.83,1150
1135,1135,C,9.18,1017
1136,1136,B,15.76,1127
1137,1137,C,16.38,1028
1138,1138,B,11.36,1197
1139,1139,B,16.59,1023
1140,1140,B,14.67,971
1141,1141,B,14.8,997
1142,1142,C,10.7,1190
1143,1143,B,11.11,1035
1144,1144,reject,14.79,1018
1145,1145,reject,15.28,986
1146,1146,A,13.94,1031
1147,1147,A,12.25,909
1148,1148,B,16.01,928
1149,1149,B,15.39,944
1150,1150,C,10.48,1090
1151,1151,C,8.57,912
1152,1152,A,11.17,1045
1153,1153,A,9.85,925
1154,1154,B,10.65,1124
1155,1155,A,17.63,1000
1156,1156,B,17.28,1098
1157,1157,A,15.5,1108
1158,1158,A,13.0,996
1159,1159,A,8.58,1167
1160,1160,A,14.26,1061
1161,1161,A,10.02,1026
1162,1162,A,8.04,906
1163,1163,A,9.4,985
1164,1164,A,17.54,977
1165,1165,A,13.15,1197
1166,1166,B,14.02,1087
1167,1167,B,12.79,1068
1168,1168,B,16.28,1076
1169,1169,reject,16.17,1134
1170,1170,A,11.92,1170
1171,1171,C,8.32,935
1172,1172,B,12.81,915
1173,1173,B,8.83,1072
1174,1174,reject,14.03,1110
1175,1175,B,11.24,1136
1176,1176,A,9.46,1034
1177,1177,A,14.42,912
1178,1178,B,8.04,1198
1179,1179,A,9.92,1189
1180,1180,B,17.24,958
1181,1181,B,8.23,1099
1182,1182,A,17.65,1073
1183,1183,A,13.19,923
1184,1184,B,8.11,1054
1185,1185,A,15.78,939
1186,1186,A,16.91,1193
1187,1187,A,9.9,924
1188,1188,B,13.47,1055
1189,1189,A,9.34,1066
1190,1190,C,17.49,1050
1191,1191,B,15.89,1174
1192,1192,B,12.71,1121
1193,1193,B,14.85,1068
1194,1194,C,9.8,1103
1195,1195,B,8.93,1003
1196,1196,B,10.61,1152
1197,1197,C,16.87,904
1198,1198,B,13.94,955
1199,1199,B,8.15,940
1200,1200,B,13.33,1010
1201,1201,C,16.59,906
1202,1202,B,11.34,1029
1203,1203,C,9.52,1142
1204,1204,C,14.9,1044
1205,1205,A,9.12,950
1206,1206,B,16.72,1143
1207,1207,C,8.26,1145
1208,1208,A,15.16,1090
1209,1209,A,13.36,930
1210,1210,B,15.47,935
1211,1211,A,14.09,1052
1212,1212,A,14.02,902
1213,1213,A,13.85,990
1214,1214,A,8.92,1004
1215,1215,A,13.78,964
1216,1216,reject,15.04,1138
1217,1217,B,15.46,1141
1218,1218,A,8.49,921
1219,1219,B,12.3,1076
1220,1220,B,16.6,1049
1221,1221,reject,8.74,1059
1222,1222,B,10.76,974
1223,1223,A,9.33,1004
1224,1224,B,14.17,1178
1225,1225,B,10.19,1022
1226,1226,B,9.85,1127
1227,1227,B,8.71,1140
1228,1228,A,14.39,1032
1229,1229,A,10.42,1165
1230,1230,B,10.06,1013
1231,1231,reject,17.09,1021
1232,1232,C,17.98,1038
1233,1233,B,9.49,958
1234,1234,C,14.15,1121
1235,1235,reject,16.37,957
1236,1236,A,10.67,1199
1237,1237,A,8.43,945
1238,1238,B,14.52,1148
1239,1239,A,13.51,1129
1240,1240,C,12.48,1169
1241,1241,reject,10.5,921
1242,1242,A,10.27,1178
1243,1243,A,13.27,929
1244,1244,B,10.59,908
1245,1245,A,15.83,1031
1246,1246,A,8.73,918
1247,1247,A,8.4,1174
1248,1248,B,8.65,962
1249,1249,A,16.39,1132
1250,1250,A,15.68,1132
1251,1251,A,10.77,1068
1252,1252,C,11.57,1093
1253,1253,C,13.41,1169
1254,1254,B,16.02,1061
1255,1255,A,15.39,1098
1256,1256,C,13.04,989
1257,1257,B,13.49,949
1258,1258,A,10.26,1133
1259,1259,A,15.2,1125
1260,1260,C,17.03,998
1261,1261,B,8.31,992
1262,1262,A,12.56,956
1263,1263,A,9.79,1067
1264,1264,C,17.0,1149
1265,1265,B,10.61,1065
1266,1266,B,17.83,1127
1267,1267,A,15.48,1041
1268,1268,C,13.57,1180
1269,1269,B,12.27,1117
1270,1270,A,16.07,1155
1271,1271,A,17.56,1011
1272,1272,B,10.56,1135
1273,1273,B,13.75,1122
1274,1274,B,16.07,1189
1275,1275,B,8.42,1139
1276,1276,B,16.55,1020
1277,1277,A,15.06,951
1278,1278,A,13.26,1095
1279,1279,B,9.56,1171
1280,1280,C,9.1,1019
1281,1281,B,8.18,1034
1282,1282,A,11.64,970
1283,1283,B,16.44,996
1284,1284,B,16.38,979
1285,1285,B,16.02,1040
1286,1286,C,16.24,998
1287,1287,B,8.44,941
1288,1288,A,15.02,916
1289,1289,B,16.97,1155
1290,1290,C,12.54,1052
1291,1291,A,8.3,961
1292,1292,A,14.36,1024
1293,1293,B,16.28,1011
1294,1294,C,13.58,1022
1295,1295,B,14.81,1056
1296,1296,B,13.34,1117
1297,1297,A,12.31,916
1298,1298,C,10.51,1156
1299,1299,A,16.72,1064
1300,1300,C,8.47,914
1301,1301,B,10.02,1073
1302,1302,C,9.4,1172
1303,1303,C,12.0,906
1304,1304,B,8.37,1174
1305,1305,A,8.83,969
1306,1306,A,10.52,934
1307,1307,B,10.68,1068
1308,1308,A,16.6,1059
1309,1309,A,15.02,1046
1310,1310,B,12.14,1188
1311,1311,B,11.38,1200
1312,1312,B,17.96,1173
1313,1313,reject,16.41,977
1314,1314,B,14.92,1189
1315,1315,C,12.64,1002
1316,1316,B,15.55,1196
1317,1317,B,11.48,1186
1318,1318,C,17.13,1050
1319,1319,A,12.24,922
1320,1320,B,10.34,1018
1321,1321,A,15.19,1073
1322,1322,reject,10.81,1178
1323,1323,A,14.89,1087
1324,1324,B,10.52,1077
1325,1325,C,8.14,1128
1326,1326,A,14.7,978
1327,1327,A,17.46,1138
1328,1328,B,13.73,1092
1329,1329,B,13.92,909
1330,1330,B,14.64,920
1331,1331,B,13.93,961
1332,1332,B,8.12,1112
1333,1333,A,13.22,928
1334,1334,A,13.2,1134
1335,1335,reject,15.2,1196
1336,1336,reject,16.94,918
1337,1337,A,16.22,1165
1338,1338,A,14.97,1188
1339,1339,C,14.78,1119
1340,1340,A,8.6,1062
1341,1341,B,16.34,984
1342,1342,B,10.14,1114
1343,1343,C,14.87,913
1344,1344,C,14.07,1090
1345,1345,A,8.62,1016
1346,1346,A,9.94,998
1347,1347,A,17.81,966
1348,1348,B,11.8,1177
1349,1349,reject,13.6,1102
1350,1350,B,16.94,1103
1351,1351,B,11.1,1071
1352,1352,A,17.27,1036
1353,1353,A,14.47,946
1354,1354,A,8.33,1111
1355,1355,A,12.61,977
1356,1356,B,16.56,1115
1357,1357,C,13.71,1129
1358,1358,C,12.19,1089
1359,1359,reject,14.53,914
1360,1360,B,12.67,915
1361,1361,B,12.87,1008
1362,1362,reject,17.61,913
1363,1363,A,17.9,1197
1364,1364,reject,17.5,1050
1365,1365,A,14.29,947
1366,1366,reject,12.88,1111
1367,1367,B,16.36,1128
1368,1368,A,9.87,1193
1369,1369,C,14.41,946
1370,1370,reject,17.87,908
1371,1371,C,10.86,953
1372,1372,C,12.44,1167
1373,1373,A,17.44,970
1374,1374,B,8.13,966
1375,1375,B,9.48,1195
1376,1376,C,12.03,1037
1377,1377,A,14.78,1112
1378,1378,C,13.9,1033
1379,1379,A,17.12,1029
1380,1380,A,15.26,1174
1381,1381,B,13.21,1143
1382,1382,B,8.77,1111
1383,1383,B,9.82,984
1384,1384,A,12.18,1129
1385,1385,A,10.6,957
1386,1386,C,8.85,1090
1387,1387,C,13.1,1084
1388,1388,B,15.4,904
1389,1389,A,12.91,1078
1390,1390,A,10.52,910
1391,1391,C,8.65,909
1392,1392,reject,8.0,1180
1393,1393,reject,8.55,945
1394,1394,A,8.38,919
1395,1395,A,15.84,1192
1396,1396,B,16.61,982
1397,1397,A,15.73,1060
1398,1398,B,17.46,942
1399,1399,A,15.93,960
1400,1400,A,16.31,1180
1401,1401,A,12.27,1139
1402,1402,A,16.5,1098
1403,1403,C,16.46,943
1404,1404,A,11.61,1124
1405,1405,B,14.19,1200
1406,1406,A,15.65,912
1407,1407,C,13.63,927
1408,1408,A,14.58,1134
1409,1409,A,9.72,1074
1410,1410,C,15.19,1030
1411,1411,C,12.4,948
1412,1412,C,14.36,1005
1413,1413,C,14.19,1126
1414,1414,C,14.55,971
1415,1415,A,11.2,1192
1416,1416,A,15.52,1127
1417,1417,B,16.09,1071
1418,1418,A,16.22,1063
1419,1419,A,12.44,1105
1420,1420,B,16.23,1117
1421,1421,B,12.69,1097
1422,1422,B,9.4,909
1423,1423,A,17.41,1161
1424,1424,C,11.77,977
1425,1425,C,8.76,1031
1426,1426,C,8.71,981
1427,1427,B,16.73,1099
1428,1428,A,10.7,1156
1429,1429,C,15.32,1095
1430,1430,A,9.71,1019
1431,1431,C,10.61,1133
1432,1432,B,10.58,1181
1433,1433,A,8.65,1182
1434,1434,C,14.6,906
1435,1435,A,9.48,1015
1436,1436,A,11.08,984
1437,1437,B,14.61,1008
1438,1438,C,16.54,1085
1439,1439,A,13.4,1124
1440,1440,A,17.92,1176
1441,1441,reject,16.87,1087
1442,1442,B,16.22,1001
1443,1443,B,9.65,983
1444,1444,B,17.14,1188
1445,1445,B,17.34,927
1446,1446,reject,11.6,1169
1447,1447,B,15.85,931
1448,1448,C,9.38,1076
1449,1449,C,8.99,1114
1450,1450,A,10.68,939
1451,1451,B,12.51,1152
1452,1452,B,12.17,1060
1453,1453,C,10.68,1179
1454,1454,C,9.63,1118
1455,1455,A,13.15,1015
1456,1456,A,14.14,1003
1457,1457,A,10.72,1057
1458,1458,C,10.82,967
1459,1459,B,14.99,949
1460,1460,A,13.55,925
1461,1461,B,15.41,1075
1462,1462,A,9.55,1042
1463,1463,B,16.18,1130
1464,1464,B,17.13,1008
1465,1465,A,12.47,922
1466,1466,B,16.44,1071
1467,1467,B,9.76,1073
1468,1468,B,12.11,986
1469,1469,reject,9.15,1045
1470,1470,A,9.33,911
1471,1471,C,10.14,1162
1472,1472,B,9.61,1024
1473,1473,B,15.14,993
1474,1474,C,14.42,1112
1475,1475,C,11.52,1200
1476,1476,B,17.02,1070
1477,1477,A,16.12,1089
1478,1478,C,9.66,1039
1479,1479,C,10.97,1026
1480,1480,A,16.07,1149
1481,1481,reject,14.12,1012
1482,1482,C,10.65,926
1483,1483,C,10.15,1037
1484,1484,C,9.63,954
1485,1485,C,12.19,1052
1486,1486,C,13.81,1003
1487,1487,reject,12.33,921
1488,1488,C,9.71,986
1489,1489,A,8.91,1083
1490,1490,A,17.26,1198
1491,1491,B,13.58,1123
1492,1492,B,13.3,1187
1493,1493,C,14.69,949
1494,1494,C,15.79,923
1495,1495,A,15.24,1056
1496,1496,B,14.86,1076
1497,1497,A,8.7,946
1498,1498,A,10.41,1188
1499,1499,B,17.79,1178
1500,1500,B,14.63,1080
1501,1501,B,9.31,994
1502,1502,B,17.41,1127
1503,1503,B,10.59,948
1504,1504,A,17.56,984
1505,1505,A,9.32,1174
1506,1506,B,15.96,1130
1507,1507,A,10.59,1054
1508,1508,B,17.55,1024
1509,1509,A,11.19,1159
1510,1510,C,17.67,1192
1511,1511,C,9.28,1097
1512,1512,A,13.39,1181
1513,1513,B,17.27,1093
1514,1514,C,9.46,906
1515,1515,C,11.52,1119
1516,1516,A,11.48,989
1517,1517,A,17.94,1195
1518,1518,C,11.56,1169
1519,1519,B,8.33,1055
1520,1520,C,14.99,1198
1521,1521,A,13.58,1040
1522,1522,C,12.18,1024
1523,1523,A,17.44,1075
1524,1524,reject,17.21,997
1525,1525,A,15.7,950
1526,1526,B,10.39,1108
1527,1527,A,9.61,1127
1528,1528,A,17.82,961
1529,1529,C,8.43,1144
1530,1530,A,13.03,1150
1531,1531,B,15.91,1194
1532,1532,A,13.58,1114
1533,1533,B,13.05,907
1534,1534,B,13.96,1064
1535,1535,B,8.88,924
1536,1536,C,9.63,1163
1537,1537,A,15.22,1113
1538,1538,A,12.41,967
1539,1539,B,17.78,1019
1540,1540,C,14.75,1014
1541,1541,B,9.56,1076
1542,1542,A,14.56,1074
1543,1543,C,17.43,1153
1544,1544,A,10.5,986
1545,1545,A,13.31,1036
1546,1546,B,13.94,918
1547,1547,C,12.17,1055
1548,1548,B,10.2,1051
1549,1549,C,8.54,1162
1550,1550,reject,12.06,944
1551,1551,A,11.69,1198
1552,1552,C,15.54,903
1553,1553,C,10.34,991
1554,1554,C,17.72,945
1555,1555,A,17.95,950
1556,1556,B,13.46,952
1557,1557,A,12.55,972
1558,1558,A,12.51,1189
1559,1559,A,15.45,1011
1560,1560,B,15.76,980
1561,1561,C,13.12,929
1562,1562,A,10.28,1027
1563,1563,C,9.66,1155
1564,1564,A,17.82,1017
1565,1565,A,9.63,973
1566,1566,C,10.04,1017
1567,1567,A,15.26,1088
1568,1568,B,9.31,1011
1569,1569,A,15.64,1055
1570,1570,B,8.56,969
1571,1571,A,14.26,1006
1572,1572,B,11.9,1174
1573,1573,A,8.72,978
1574,1574,reject,14.34,1194
1575,1575,B,16.24,958
1576,1576,C,12.63,1113
1577,1577,A,16.34,989
1578,1578,B,13.17,1148
1579,1579,A,8.75,1184
1580,1580,B,11.48,1200
1581,1581,A,11.8,968
1582,1582,B,14.9,938
1583,1583,A,8.1,1091
1584,1584,reject,10.22,1145
1585,1585,A,9.67,921
1586,1586,A,9.56,1041
1587,1587,A,14.56,945
1588,1588,A,12.92,903
1589,1589,B,17.57,1042
1590,1590,reject,8.8,1095
1591,1591,reject,15.56,1067
1592,1592,C,13.02,1183
1593,1593,A,16.25,1066
1594,1594,A,16.91,954
1595,1595,A,13.03,1057
1596,1596,B,8.08,1146
1597,1597,A,14.79,1058
1598,1598,A,8.22,970
1599,1599,A,11.51,1059
1600,1600,A,12.25,1096
1601,1601,reject,15.63,1096
1602,1602,A,17.08,1175
1603,1603,A,9.15,1022
1604,1604,reject,10.27,947
1605,1605,A,14.75,1086
1606,1606,A,8.83,1014
1607,1607,A,10.6,1014
1608,1608,B,13.21,1130
1609,1609,B,15.54,1110
1610,1610,C,9.7,1181
1611,1611,A,16.2,946
1612,1612,A,14.08,991
1613,1613,A,8.69,998
1614,1614,A,9.68,917
1615,1615,A,15.74,1157
1616,1616,A,15.41,1048
1617,1617,B,14.39,939
1618,1618,C,16.17,964
1619,1619,A,16.32,1088
1620,1620,B,14.54,1105
1621,1621,B,13.69,1106
1622,1622,A,12.86,1133
1623,1623,reject,17.46,915
1624,1624,B,12.77,946
1625,1625,A,17.54,1123
1626,1626,B,17.79,1022
1627,1627,B,11.47,1042
1628,1628,C,8.91,1090
1629,1629,A,11.0,907
1630,1630,A,12.38,1066
1631,1631,B,12.61,1130
1632,1632,B,12.76,992
1633,1633,A,16.48,1104
1634,1634,B,12.2,977
1635,1635,A,17.37,1200
1636,1636,reject,16.95,1020
1637,1637,B,8.05,1155
1638,1638,C,16.46,1042
1639,1639,C,16.44,1081
1640,1640,C,15.12,1008
1641,1641,B,15.53,904
1642,1642,B,12.17,1061
1643,1643,B,17.62,1132
1644,1644,A,12.97,1180
1645,1645,A,14.17,1199
1646,1646,C,10.46,935
1647,1647,B,10.08,996
1648,1648,B,11.69,1066
1649,1649,A,9.04,949
1650,1650,A,15.93,1112
1651,1651,B,14.16,1151
1652,1652,B,16.57,1120
1653,1653,A,14.25,960
1654,1654,C,16.7,1062
1655,1655,B,15.68,1098
1656,1656,C,11.25,967
1657,1657,C,15.7,1083
1658,1658,A,9.8,1189
1659,1659,A,13.86,1116
1660,1660,B,13.8,1045
1661,1661,A,15.78,1002
1662,1662,B,13.19,906
1663,1663,B,11.38,1113
1664,1664,B,12.77,961
1665,1665,B,16.24,1014
1666,1666,A,17.99,1163
1667,1667,B,9.92,1061
1668,1668,A,11.74,953
1669,1669,C,15.24,1180
1670,1670,A,13.8,1146
1671,1671,C,16.46,938
1672,1672,A,16.1,996
1673,1673,A,17.04,1094
1674,1674,B,10.43,1040
1675,1675,A,17.71,959
1676,1676,B,12.62,1023
1677,1677,A,9.9,1107
1678,1678,B,10.91,1169
1679,1679,B,17.64,1133
1680,1680,A,14.18,974
1681,1681,A,8.75,971
1682,1682,A,12.31,947
1683,1683,A,11.13,1004
1684,1684,B,11.11,1060
1685,1685,A,17.78,982
1686,1686,C,13.29,998
1687,1687,B,12.03,1075
1688,1688,A,9.59,978
1689,1689,B,8.74,1150
1690,1690,A,9.58,942
1691,1691,B,14.19,1022
1692,1692,A,10.17,1182
1693,1693,C,17.53,1194
1694,1694,B,15.34,1085
1695,1695,A,13.42,1022
1696,1696,A,13.81,944
1697,1697,A,15.08,1032
1698,1698,C,17.73,1198
1699,1699,B,12.42,1164
1700,1700,A,8.32,1095
1701,1701,C,9.15,940
1702,1702,C,13.6,983
1703,1703,A,10.72,1096
1704,1704,B,9.87,979
1705,1705,C,9.27,1084
1706,1706,B,10.46,1045
1707,1707,A,15.14,989
1708,1708,A,14.23,1065
1709,1709,C,13.41,1158
1710,1710,B,16.44,911
1711,1711,A,16.47,1029
1712,1712,C,11.45,993
1713,1713,B,10.02,915
1714,1714,A,10.78,1168
1715,1715,A,14.16,1070
1716,1716,C,14.59,1147
1717,1717,C,15.57,968
1718,1718,C,11.55,1000
1719,1719,A,10.76,993
1720,1720,A,11.2,906
1721,1721,A,12.21,1072
1722,1722,B,9.81,1008
1723,1723,A,13.63,992
1724,1724,A,17.02,1010
1725,1725,B,8.62,1179
1726,1726,A,17.43,968
1727,1727,A,14.2,1055
1728,1728,B,11.19,972
1729,1729,A,8.14,1121
1730,1730,B,9.98,1190
1731,1731,B,11.53,955
1732,1732,B,10.6,1045
1733,1733,A,11.96,944
1734,1734,A,13.09,940
1735,1735,A,15.33,938
1736,1736,B,16.52,984
1737,1737,B,15.27,1030
1738,1738,B,9.94,1161
1739,1739,B,11.34,1105
1740,1740,A,14.39,1108
1741,1741,C,11.34,1043
1742,1742,B,9.04,972
1743,1743,B,17.16,913
1744,1744,A,13.92,1128
1745,1745,B,16.0,1026
1746,1746,A,8.88,1093
1747,1747,reject,14.52,1115
1748,1748,C,14.71,1166
1749,1749,C,15.48,1170
1750,1750,B,14.35,1149
1751,1751,reject,16.85,1086
1752,1752,A,10.9,1193
1753,1753,A,15.32,1101
1754,1754,A,9.77,978
1755,1755,B,8.62,1042
1756,1756,B,12.27,996
1757,1757,A,13.4,1089
1758,1758,C,11.62,905
1759,1759,B,10.1,1164
1760,1760,B,11.06,1009
1761,1761,A,8.36,1016
1762,1762,C,14.05,1083
1763,1763,B,14.4,936
1764,1764,B,14.57,922
1765,1765,A,15.92,1174
1766,1766,A,17.94,1160
1767,1767,B,12.25,932
1768,1768,B,8.91,1101
1769,1769,B,8.01,1051
1770,1770,B,16.55,1121
1771,1771,B,8.04,946
1772,1772,A,15.77,1158
1773,1773,B,10.45,1147
1774,1774,A,9.72,992
1775,1775,C,16.95,996
1776,1776,C,12.09,1119
1777,1777,A,17.13,1193
1778,1778,reject,11.33,1135
1779,1779,A,14.43,1186
1780,1780,B,13.63,1043
1781,1781,B,11.75,1110
1782,1782,A,16.19,982
1783,1783,C,17.43,1127
1784,1784,B,12.89,905
1785,1785,B,17.16,951
1786,1786,B,12.13,1110
1787,1787,A,13.04,1179
1788,1788,A,14.85,1126
1789,1789,A,15.39,1110
1790,1790,C,17.24,1071
1791,1791,A,12.53,1025
1792,1792,C,15.4,1026
1793,1793,A,11.11,969
1794,1794,B,14.24,1108
1795,1795,A,17.93,962
1796,1796,B,15.49,906
1797,1797,A,17.24,936
1798,1798,C,16.51,1157
1799,1799,A,14.47,1140
1800,1800,C,11.24,1031
1801,1801,reject,15.59,1172
1802,1802,A,15.27,989
1803,1803,C,16.45,1183
1804,1804,reject,14.92,906
1805,1805,A,14.52,943
1806,1806,B,13.09,987
1807,1807,A,17.45,1109
1808,1808,B,11.82,1130
1809,1809,A,14.44,1055
1810,1810,A,16.49,1009
1811,1811,A,13.81,972
1812,1812,A,17.34,1165
1813,1813,A,8.28,912
1814,1814,C,17.47,1120
1815,1815,B,9.77,966
1816,1816,C,15.7,1109
1817,1817,A,11.21,954
1818,1818,A,12.88,1132
1819,1819,A,13.19,947
1820,1820,A,10.37,1085
1821,1821,C,13.92,1099
1822,1822,A,11.53,979
1823,1823,A,10.95,1116
1824,1824,C,10.89,1101
1825,1825,B,10.71,1030
1826,1826,B,11.04,990
1827,1827,C,10.94,926
1828,1828,B,9.91,1063
1829,1829,B,14.64,1112
1830,1830,A,8.31,1135
1831,1831,A,9.64,1123
1832,1832,A,15.73,1034
1833,1833,B,15.47,1004
1834,1834,B,17.64,1026
1835,1835,B,16.29,1112
1836,1836,A,15.88,1040
1837,1837,B,8.77,1022
1838,1838,A,14.59,1145
1839,1839,C,14.66,929
1840,1840,C,12.55,971
1841,1841,A,12.11,920
1842,1842,B,15.22,1034
1843,1843,B,15.64,1166
1844,1844,B,15.08,1087
1845,1845,C,16.83,1009
1846,1846,A,17.49,1095
1847,1847,B,14.93,975
1848,1848,A,14.84,926
1849,1849,A,15.59,980
1850,1850,A,15.27,981
1851,1851,C,16.86,1073
1852,1852,A,9.17,979
1853,1853,B,11.81,978
1854,1854,B,16.08,932
1855,1855,C,11.72,1194
1856,1856,B,8.85,910
1857,1857,B,15.47,959
1858,1858,A,14.65,962
1859,1859,B,14.6,1035
1860,1860,A,12.17,1013
1861,1861,C,10.08,926
1862,1862,A,9.44,1016
1863,1863,B,17.31,1097
1864,1864,A,13.91,918
1865,1865,B,17.08,1043
1866,1866,C,17.6,913
1867,1867,B,12.89,973
1868,1868,B,15.41,937
1869,1869,A,17.47,930
1870,1870,A,9.59,1123
1871,1871,A,12.03,1025
1872,1872,A,14.13,921
1873,1873,A,16.07,939
1874,1874,A,10.5,1186
1875,1875,B,10.1,1192
1876,1876,B,9.3,1026
1877,1877,B,15.81,1069
1878,1878,A,11.14,1115
1879,1879,B,9.08,1101
1880,1880,A,17.29,1048
1881,1881,C,17.17,1162
1882,1882,C,10.06,1169
1883,1883,B,16.47,1093
1884,1884,A,11.11,985
1885,1885,reject,16.43,965
1886,1886,B,8.58,1025
1887,1887,B,17.23,1152
1888,1888,A,8.36,987
1889,1889,A,11.51,1160
1890,1890,B,13.58,1064
1891,1891,B,8.69,1169
1892,1892,C,14.46,973
1893,1893,B,15.05,1076
1894,1894,A,9.58,931
1895,1895,C,10.58,925
1896,1896,B,16.25,1180
1897,1897,C,16.01,958
1898,1898,B,10.46,1119
1899,1899,A,12.19,925
1900,1900,B,10.49,1040
1901,1901,C,15.88,970
1902,1902,A,8.47,1077
1903,1903,B,10.9,1019
1904,1904,A,15.04,1035
1905,1905,B,9.03,1029
1906,1906,A,17.28,1177
1907,1907,reject,15.16,999
1908,1908,B,14.08,997
1909,1909,B,13.01,973
1910,1910,B,11.12,1111
1911,1911,B,14.05,1101
1912,1912,C,10.47,1098
1913,1913,A,10.79,952
1914,1914,C,11.2,1112
1915,1915,A,13.77,937
1916,1916,A,11.64,1010
1917,1917,B,13.95,932
1918,1918,C,12.51,1051
1919,1919,C,8.28,1106
1920,1920,C,15.62,993
1921,1921,B,13.5,1038
1922,1922,A,15.77,1001
1923,1923,A,13.38,1135
1924,1924,A,15.38,903
1925,1925,B,14.33,1101
1926,1926,A,10.09,992
1927,1927,A,10.83,964
1928,1928,C,10.5,949
1929,1929,reject,13.24,1118
1930,1930,A,17.46,1023
1931,1931,B,17.12,1099
1932,1932,B,15.3,946
1933,1933,A,13.0,1186
1934,1934,A,9.56,1032
1935,1935,C,15.94,1135
1936,1936,B,13.28,1161
1937,1937,C,15.04,1102
1938,1938,C,16.64,1190
1939,1939,A,13.76,969
1940,1940,B,17.89,1097
1941,1941,B,8.03,919
1942,1942,A,12.37,946
1943,1943,B,13.03,987
1944,1944,B,15.81,989
1945,1945,C,11.7,1014
1946,1946,A,8.57,1079
1947,1947,B,13.17,1060
1948,1948,A,14.1,935
1949,1949,A,10.16,1052
1950,1950,A,15.76,1193
1951,1951,A,8.65,954
1952,1952,A,16.17,1134
1953,1953,A,12.63,1036
1954,1954,A,8.15,1013
1955,1955,C,13.93,953
1956,1956,B,11.96,1049
1957,1957,A,15.43,960
1958,1958,B,14.67,1141
1959,1959,A,12.23,1195
1960,1960,A,9.71,1093
1961,1961,C,12.47,987
1962,1962,C,11.76,1099
1963,1963,A,8.75,1185
1964,1964,B,12.92,1028
1965,1965,A,17.45,1001
1966,1966,C,16.55,1159
1967,1967,A,17.23,1121
1968,1968,A,14.84,971
1969,1969,A,17.81,966
1970,1970,reject,11.16,967
1971,1971,B,15.7,937
1972,1972,A,10.18,1008
1973,1973,C,8.63,1004
1974,1974,C,9.55,901
1975,1975,A,10.4,1034
1976,1976,B,11.53,1099
1977,1977,C,10.44,1105
1978,1978,A,13.5,1131
1979,1979,A,16.32,1093
1980,1980,B,9.33,1024
1981,1981,C,11.12,1111
1982,1982,A,15.89,1013
1983,1983,C,14.52,1006
1984,1984,B,16.49,979
1985,1985,A,17.91,1120
1986,1986,A,9.91,1187
1987,1987,A,14.04,1049
1988,1988,B,9.25,980
1989,1989,C,12.48,998
1990,1990,C,15.63,1033
1991,1991,C,16.88,1130
1992,1992,B,17.62,1119
1993,1993,A,9.65,980
1994,1994,A,13.49,1004
1995,1995,C,10.43,1063
1996,1996,A,15.54,984
1997,1997,B,9.23,905
1998,1998,reject,11.21,1083
1999,1999,B,8.27,1123
2000,2000,B,9.34,1193
2001,2001,reject,9.47,1120
2002,2002,A,9.68,1092
2003,2003,B,11.65,1061
2004,2004,reject,9.26,946
2005,2005,A,10.6,926
2006,2006,reject,8.81,1188
2007,2007,reject,8.71,1070
2008,2008,B,17.31,969
2009,2009,B,17.33,1052
2010,2010,B,16.75,1038
2011,2011,reject,14.37,1114
2012,2012,C,10.71,964
2013,2013,A,15.42,1189
2014,2014,B,10.43,918
2015,2015,A,11.49,1080
2016,2016,B,11.82,952
2017,2017,A,16.89,1014
2018,2018,C,13.34,1048
2019,2019,B,17.76,918
2020,2020,C,16.72,1140
2021,2021,A,15.04,934
2022,2022,A,13.45,1161
2023,2023,B,13.82,1136
2024,2024,A,11.12,1076
2025,2025,A,16.09,1054
2026,2026,A,16.5,915
2027,2027,C,14.93,1134
2028,2028,A,11.3,1093
2029,2029,B,9.37,1154
2030,2030,A,12.65,995
