location_id,site_name,site_type,address,city,country_code,latitude,longitude
616,Kano Farm Site 616,farm,0021 Christopher Place,Kano,NG,8.179377,24.833516
617,Port Harcourt Farm Site 617,farm,1564 Higgins Stravenue Suite 349,Port Harcourt,NG,6.837232,30.856458
618,Abuja Farm Site 618,farm,58816 Jeffrey Oval,Abuja,NG,5.964979,38.604363
619,Takoradi Farm Site 619,farm,0142 Carol Branch,Takoradi,GH,13.402169,39.621436
620,Kano Farm Site 620,farm,79354 Vaughan Rapid,Kano,NG,6.670117,26.521371
621,Enugu Farm Site 621,farm,38683 Patrick Falls Apt. 014,Enugu,NG,11.026941,32.725446
622,Takoradi Farm Site 622,farm,244 Harris Canyon,Takoradi,GH,12.545472,5.649208
623,Ibadan Farm Site 623,farm,1856 Jennifer Rapids Apt. 082,Ibadan,NG,10.203339,23.528272
624,Abuja Farm Site 624,farm,3088 Lyons Fords Apt. 485,Abuja,NG,8.810041,18.440887
625,Abuja Farm Site 625,farm,2982 Maxwell Throughway,Abuja,NG,6.441983,30.41925
626,Accra Farm Site 626,farm,6647 Zachary Mountains Suite 122,Accra,GH,8.225288,29.911055
627,Lagos Farm Site 627,farm,649 Victoria Summit Suite 766,Lagos,NG,11.601266,4.264229
628,Lagos Farm Site 628,farm,24332 Nicole Burg,Lagos,NG,12.566926,11.456013
629,Uyo Farm Site 629,farm,44813 Joseph Trafficway Apt. 427,Uyo,NG,7.336607,0.838579
630,Ibadan Farm Site 630,farm,275 Scott Row,Ibadan,NG,6.825368,25.685518
631,Port Harcourt Farm Site 631,farm,77912 Luis Ramp,Port Harcourt,NG,6.102885,10.624187
632,Port Harcourt Farm Site 632,farm,798 Jason Valley,Port Harcourt,NG,4.27763,10.017454
633,Ibadan Farm Site 633,farm,016 Paul Fort Suite 654,Ibadan,NG,13.40545,28.409274
634,Benin City Farm Site 634,farm,71985 Candice Throughway Apt. 156,Benin City,NG,11.210818,33.649017
635,Port Harcourt Farm Site 635,farm,97218 Stewart Key,Port Harcourt,NG,12.517627,19.157053
636,Abuja Farm Site 636,farm,552 Jeffrey Manor,Abuja,NG,6.759533,32.78183
637,Enugu Farm Site 637,farm,1719 Erica Lake,Enugu,NG,7.386681,19.134194
638,Lagos Farm Site 638,farm,74228 Johnson Divide,Lagos,NG,10.119287,6.716014
639,Tamale Farm Site 639,farm,5912 Price Crescent,Tamale,GH,5.527719,6.567537
640,Mombasa Farm Site 640,farm,309 Rodney Junction Suite 128,Mombasa,KE,5.934269,-3.376603
641,Uyo Farm Site 641,farm,09597 Diana Forest,Uyo,NG,4.589683,7.728461
642,Benin City Farm Site 642,farm,676 Rogers Forge Suite 176,Benin City,NG,10.252372,21.307673
643,Kano Farm Site 643,farm,3451 Butler Walk Apt. 946,Kano,NG,10.340104,14.945021
644,Kano Farm Site 644,farm,33724 Miranda Terrace,Kano,NG,5.291458,19.230011
645,Benin City Farm Site 645,farm,322 Martinez Cove,Benin City,NG,8.956626,13.54592
646,Nairobi Farm Site 646,farm,101 Brian Port,Nairobi,KE,7.661375,32.202142
647,Benin City Farm Site 647,farm,477 Cooper Fall Apt. 668,Benin City,NG,6.367512,29.739995
648,Kano Farm Site 648,farm,94716 Nguyen Falls,Kano,NG,7.959397,23.896496
649,Abuja Farm Site 649,farm,8015 Guerra Forges,Abuja,NG,9.347553,-0.674469
650,Port Harcourt Farm Site 650,farm,77461 Hernandez Common,Port Harcourt,NG,9.836763,20.228921
651,Takoradi Farm Site 651,farm,6384 Miller Manors,Takoradi,GH,11.685381,20.382548
652,Kumasi Farm Site 652,farm,382 Tara Junction Apt. 406,Kumasi,GH,13.016244,4.322295
653,Kumasi Farm Site 653,farm,1336 Paula Forest,Kumasi,GH,10.862814,25.592017
654,Kano Farm Site 654,farm,41693 Amanda Vista Suite 094,Kano,NG,8.051854,10.297681
655,Takoradi Farm Site 655,farm,498 Hudson Falls Apt. 129,Takoradi,GH,10.411321,40.332111
656,Takoradi Farm Site 656,farm,42167 Freeman Meadow Apt. 286,Takoradi,GH,10.336436,35.397036
657,Tamale Farm Site 657,farm,86581 Henry Drive Apt. 785,Tamale,GH,4.294284,35.537979
658,Kano Farm Site 658,farm,38759 Alex Park Apt. 248,Kano,NG,6.738787,19.300436
659,Takoradi Farm Site 659,farm,316 Emily Flat Suite 026,Takoradi,GH,11.214122,28.886926
660,Ibadan Farm Site 660,farm,0249 Tucker Station,Ibadan,NG,7.00875,15.076033
661,Ibadan Farm Site 661,farm,25372 Brown Wells Suite 237,Ibadan,NG,7.514538,34.74252
662,Port Harcourt Farm Site 662,farm,0042 Ross Estates,Port Harcourt,NG,6.524414,23.88244
663,Nairobi Farm Site 663,farm,9291 Dunn Way Apt. 584,Nairobi,KE,13.431459,11.476436
664,Abuja Farm Site 664,farm,7773 Catherine Ramp,Abuja,NG,13.103756,26.203366
665,Kisumu Farm Site 665,farm,618 Williams Dale,Kisumu,KE,6.228698,31.80696
666,Port Harcourt Farm Site 666,farm,95716 Leslie Prairie Suite 211,Port Harcourt,NG,6.191471,4.823392
667,Kisumu Farm Site 667,farm,7929 Bell Manors Apt. 917,Kisumu,KE,12.733567,30.611508
668,Lagos Farm Site 668,farm,22756 Rojas Hills Suite 549,Lagos,NG,5.538818,0.01402
669,Takoradi Farm Site 669,farm,3842 Perry Tunnel Apt. 782,Takoradi,GH,8.799015,32.848848
670,Takoradi Farm Site 670,farm,622 Anderson Roads Apt. 164,Takoradi,GH,5.098624,1.113234
671,Enugu Farm Site 671,farm,059 Gallegos Courts Apt. 809,Enugu,NG,9.103837,11.224485
672,Uyo Farm Site 672,farm,47961 Christina Shores Suite 777,Uyo,NG,11.946614,28.942772
673,Mombasa Farm Site 673,farm,545 Martin Pike,Mombasa,KE,10.844323,20.598344
674,Nairobi Farm Site 674,farm,364 Jeff Ford Apt. 303,Nairobi,KE,4.056556,27.076589
675,Enugu Farm Site 675,farm,80853 Davis Trace Suite 195,Enugu,NG,4.887924,14.439432
676,Lagos Farm Site 676,farm,5395 Jones Land Apt. 982,Lagos,NG,4.793425,6.998506
677,Ibadan Farm Site 677,farm,847 Joshua Walk Suite 450,Ibadan,NG,6.41302,0.538748
678,Tamale Farm Site 678,farm,845 Hayden Stream,Tamale,GH,10.182796,39.144135
679,Lagos Farm Site 679,farm,3860 Oconnor Forest,Lagos,NG,11.08603,20.745572
680,Kano Farm Site 680,farm,4269 Pamela Island Apt. 523,Kano,NG,8.980422,31.681725
681,Abuja Farm Site 681,farm,4635 Mckinney Cape Apt. 423,Abuja,NG,4.355096,9.13451
682,Mombasa Farm Site 682,farm,7090 Chloe Court Suite 699,Mombasa,KE,8.009368,39.60214
683,Takoradi Farm Site 683,farm,9395 Jacqueline Via Suite 732,Takoradi,GH,8.739391,20.371649
684,Benin City Farm Site 684,farm,22780 Fuentes Ridge Suite 095,Benin City,NG,9.400122,32.529494
685,Benin City Farm Site 685,farm,7598 Reed Groves Apt. 044,Benin City,NG,10.92043,40.436505
686,Abuja Farm Site 686,farm,45780 Zoe Shoal,Abuja,NG,4.808778,19.214749
687,Uyo Farm Site 687,farm,17536 Stein Islands,Uyo,NG,10.053758,18.074462
688,Uyo Farm Site 688,farm,7761 Amy Overpass,Uyo,NG,5.909595,27.518555
689,Port Harcourt Farm Site 689,farm,920 Smith Glen Suite 357,Port Harcourt,NG,6.720597,38.002525
690,Benin City Farm Site 690,farm,35958 Michael Ridge,Benin City,NG,7.431377,29.145538
691,Enugu Farm Site 691,farm,40091 Lopez Centers,Enugu,NG,10.44285,7.535403
692,Uyo Farm Site 692,farm,855 Larry Cape Apt. 817,Uyo,NG,5.144509,7.476599
693,Benin City Farm Site 693,farm,06320 Kane Burg Suite 857,Benin City,NG,10.56759,25.294955
694,Lagos Farm Site 694,farm,4656 Jonathan Valley Suite 960,Lagos,NG,12.944131,34.952601
695,Kano Farm Site 695,farm,4413 Haynes Lakes,Kano,NG,6.240772,27.768775
696,Accra Farm Site 696,farm,15258 Jeffery Bridge Suite 975,Accra,GH,6.23463,11.674242
697,Abuja Farm Site 697,farm,7873 Brandy Cliffs Apt. 745,Abuja,NG,4.703117,23.34068
698,Benin City Farm Site 698,farm,67737 Erik Burgs,Benin City,NG,5.519057,32.612564
699,Nakuru Farm Site 699,farm,56320 Ann Extensions Apt. 041,Nakuru,KE,10.965389,17.459768
700,Lagos Farm Site 700,farm,077 Steve Knoll Suite 019,Lagos,NG,11.362996,6.128539
701,Kano Farm Site 701,farm,4272 Vaughn Prairie Apt. 260,Kano,NG,6.455036,26.441427
702,Abuja Farm Site 702,farm,7367 Alvarez Roads,Abuja,NG,9.159198,33.883013
703,Abuja Farm Site 703,farm,316 Fisher Extensions,Abuja,NG,6.717123,40.662529
704,Ibadan Farm Site 704,farm,723 Higgins Villages Suite 936,Ibadan,NG,7.861721,38.118978
705,Kano Farm Site 705,farm,203 Kim Street,Kano,NG,10.199712,38.84282
706,Nairobi Farm Site 706,farm,68973 Harris Lock,Nairobi,KE,8.235936,10.261819
707,Takoradi Farm Site 707,farm,0859 Barnett Ports Suite 580,Takoradi,GH,6.218092,5.143395
708,Port Harcourt Farm Site 708,farm,5129 Villa Inlet Apt. 071,Port Harcourt,NG,9.443846,11.557526
709,Abuja Farm Site 709,farm,257 Jackson Springs Apt. 880,Abuja,NG,9.228081,11.258274
710,Uyo Farm Site 710,farm,22171 Jennifer Mews,Uyo,NG,12.659937,7.756216
711,Lagos Farm Site 711,farm,8157 Frank Gateway Suite 720,Lagos,NG,11.263372,32.103073
712,Abuja Farm Site 712,farm,2476 Bailey Courts Apt. 429,Abuja,NG,12.110708,0.864115
713,Accra Farm Site 713,farm,195 Steven Neck,Accra,GH,8.27981,25.890029
714,Kisumu Farm Site 714,farm,80577 Hughes Port,Kisumu,KE,8.818436,29.238994
715,Benin City Farm Site 715,farm,144 Steven Plaza,Benin City,NG,10.338576,8.116996
716,Port Harcourt Farm Site 716,farm,641 Franco Lights Suite 346,Port Harcourt,NG,12.552496,11.384474
717,Kano Farm Site 717,farm,3283 Denise Ford Apt. 588,Kano,NG,12.974836,30.156732
718,Ibadan Farm Site 718,farm,3919 Kyle Lake Suite 349,Ibadan,NG,8.167604,31.822132
719,Abuja Farm Site 719,farm,034 Barr Way Apt. 607,Abuja,NG,6.640543,3.641532
720,Abuja Farm Site 720,farm,46221 Walker Mountains,Abuja,NG,11.966886,31.812761
721,Lagos Farm Site 721,farm,71145 Bryan Mountains,Lagos,NG,9.924924,23.821543
722,Accra Farm Site 722,farm,709 Russo Underpass,Accra,GH,7.979126,26.584162
723,Uyo Farm Site 723,farm,039 Byrd Lake Apt. 543,Uyo,NG,7.273105,35.395043
724,Port Harcourt Farm Site 724,farm,55457 Scott Corner,Port Harcourt,NG,5.605583,22.260836
725,Mombasa Farm Site 725,farm,109 Roberts Alley,Mombasa,KE,8.485806,5.954567
726,Enugu Farm Site 726,farm,51798 Brandt Skyway,Enugu,NG,6.42626,18.39572
727,Enugu Farm Site 727,farm,364 Bell Village Suite 014,Enugu,NG,5.056006,5.729024
728,Ibadan Farm Site 728,farm,9987 Chase Glens Suite 865,Ibadan,NG,8.898435,31.781177
729,Takoradi Farm Site 729,farm,15790 Felicia Alley,Takoradi,GH,8.481318,4.316728
730,Kumasi Farm Site 730,farm,3131 Jennifer Creek,Kumasi,GH,4.28524,0.395561
731,Nairobi Farm Site 731,farm,1721 Brandy Greens,Nairobi,KE,8.09151,37.481167
732,Tamale Farm Site 732,farm,11714 Knight Turnpike,Tamale,GH,13.020185,0.376274
733,Kano Farm Site 733,farm,6584 Carol Turnpike Suite 673,Kano,NG,6.358723,-2.197698
734,Lagos Farm Site 734,farm,97927 Lopez Coves,Lagos,NG,9.616429,32.966842
735,Uyo Farm Site 735,farm,21351 Keith Mall,Uyo,NG,6.266088,28.0883
736,Lagos Farm Site 736,farm,77142 Cynthia Mountains,Lagos,NG,12.642416,26.61529
737,Uyo Farm Site 737,farm,2989 Mary Estates,Uyo,NG,6.464843,10.65569
738,Enugu Farm Site 738,farm,796 Smith Street,Enugu,NG,9.172213,0.825732
739,Benin City Farm Site 739,farm,8470 Costa Stream Apt. 754,Benin City,NG,13.114732,34.549736
740,Uyo Farm Site 740,farm,0247 Jacqueline Summit Apt. 557,Uyo,NG,5.502694,19.19333
741,Nakuru Farm Site 741,farm,6052 Wright Ranch,Nakuru,KE,5.542193,23.316306
742,Tamale Farm Site 742,farm,704 Walker Ridges,Tamale,GH,5.738509,2.293342
743,Enugu Farm Site 743,farm,949 Johnson Viaduct,Enugu,NG,9.565395,12.983734
744,Mombasa Farm Site 744,farm,90820 Hawkins Groves Apt. 295,Mombasa,KE,9.610222,24.738478
745,Port Harcourt Farm Site 745,farm,63001 Williams Fort Apt. 900,Port Harcourt,NG,5.412015,14.928411
746,Abuja Farm Site 746,farm,36870 Brown Meadow,Abuja,NG,6.293946,5.145126
747,Uyo Farm Site 747,farm,9777 Nicholson Stream,Uyo,NG,7.564774,39.630493
748,Uyo Farm Site 748,farm,108 Zavala Keys Apt. 791,Uyo,NG,12.021533,15.632001
749,Ibadan Farm Site 749,farm,674 Lopez Spring,Ibadan,NG,5.444242,-2.258253
750,Kumasi Farm Site 750,farm,0500 Thompson Way Apt. 574,Kumasi,GH,8.72123,19.835577
751,Kano Farm Site 751,farm,34689 Kelly Mills,Kano,NG,5.897152,0.998925
752,Ibadan Farm Site 752,farm,276 Moore Walks Suite 624,Ibadan,NG,12.124121,38.28631
753,Lagos Farm Site 753,farm,067 David Terrace,Lagos,NG,10.320901,19.090913
754,Nakuru Farm Site 754,farm,4730 Robinson Brooks Suite 006,Nakuru,KE,13.040797,18.906645
755,Lagos Farm Site 755,farm,75923 Daniel Loop,Lagos,NG,7.505436,3.741131
756,Benin City Farm Site 756,farm,69412 King Parkway,Benin City,NG,10.889465,5.168903
757,Abuja Farm Site 757,farm,57899 Alex Field,Abuja,NG,8.243352,5.075761
758,Port Harcourt Farm Site 758,farm,69988 Aguirre Falls,Port Harcourt,NG,10.140227,30.842335
759,Enugu Farm Site 759,farm,52812 Amanda Trace,Enugu,NG,9.522346,35.493946
760,Takoradi Farm Site 760,farm,880 Duffy Springs Apt. 520,Takoradi,GH,4.15018,4.69153
761,Uyo Farm Site 761,farm,6542 Julie Ridge,Uyo,NG,12.903565,8.136502
762,Uyo Farm Site 762,farm,8637 Melinda Haven Apt. 517,Uyo,NG,4.178099,5.723157
763,Kisumu Farm Site 763,farm,214 Stokes Forges Suite 407,Kisumu,KE,7.964165,22.995779
764,Enugu Farm Site 764,farm,937 Sophia Glen Apt. 232,Enugu,NG,8.507742,6.360335
765,Enugu Farm Site 765,farm,0037 Hancock Mountains,Enugu,NG,7.653879,35.776842
766,Ibadan Farm Site 766,farm,845 Roberson Passage Apt. 345,Ibadan,NG,9.56741,36.267695
767,Kano Farm Site 767,farm,20931 Stephen Shore,Kano,NG,7.492418,24.072795
768,Uyo Farm Site 768,farm,634 Allison Ways Suite 962,Uyo,NG,4.505221,8.438903
769,Ibadan Farm Site 769,farm,035 Scott View,Ibadan,NG,9.145932,33.542822
770,Lagos Farm Site 770,farm,62411 Cruz Station Apt. 186,Lagos,NG,13.128198,27.951724
771,Uyo Farm Site 771,farm,170 Theodore Crescent Apt. 568,Uyo,NG,5.575579,-0.54553
772,Accra Farm Site 772,farm,978 Bell Path Suite 733,Accra,GH,11.064534,16.542426
773,Nakuru Farm Site 773,farm,39631 Fuentes Park Apt. 739,Nakuru,KE,10.81161,4.035424
774,Tamale Farm Site 774,farm,75242 Green Mission,Tamale,GH,4.408225,-0.39437
775,Tamale Farm Site 775,farm,978 Rubio Stream Apt. 515,Tamale,GH,8.730629,35.572328
776,Kano Farm Site 776,farm,745 Wilson Orchard,Kano,NG,5.592789,0.777131
777,Uyo Farm Site 777,farm,274 Collins Viaduct Apt. 842,Uyo,NG,12.962548,26.579225
778,Ibadan Farm Site 778,farm,885 Pace Harbor,Ibadan,NG,9.011195,32.654164
779,Port Harcourt Farm Site 779,farm,7704 Foster Cape,Port Harcourt,NG,11.891263,25.282804
780,Abuja Farm Site 780,farm,267 Susan Forge,Abuja,NG,7.174146,27.823606
781,Accra Farm Site 781,farm,28432 Cynthia Common Apt. 715,Accra,GH,5.975856,-2.981608
782,Kano Farm Site 782,farm,0588 Linda Mountains Suite 425,Kano,NG,10.180974,40.058217
783,Port Harcourt Farm Site 783,farm,9224 Oliver Plains Apt. 604,Port Harcourt,NG,12.697795,27.05922
784,Benin City Farm Site 784,farm,311 Carlos Rest Apt. 886,Benin City,NG,5.871759,9.412842
785,Uyo Farm Site 785,farm,871 Brian Cliff Apt. 985,Uyo,NG,12.553558,0.202859
786,Tamale Farm Site 786,farm,32979 Kennedy Centers,Tamale,GH,6.601336,2.92166
787,Mombasa Farm Site 787,farm,942 King Parks,Mombasa,KE,10.659967,18.327924
788,Enugu Farm Site 788,farm,0559 Becker Turnpike,Enugu,NG,4.175264,33.872346
789,Tamale Farm Site 789,farm,415 Gallegos Vista,Tamale,GH,11.54899,29.767769
790,Abuja Farm Site 790,farm,00909 Matthew Isle,Abuja,NG,9.268577,0.337904
791,Kisumu Farm Site 791,farm,387 Nicole Isle Apt. 511,Kisumu,KE,10.342114,8.755722
792,Kano Farm Site 792,farm,251 Shane Ferry,Kano,NG,4.064468,-2.77806
793,Abuja Farm Site 793,farm,169 Morgan Avenue,Abuja,NG,7.156253,34.103904
794,Benin City Farm Site 794,farm,755 Roberto Vista,Benin City,NG,6.337215,23.014452
795,Accra Farm Site 795,farm,338 Kristie Inlet Suite 026,Accra,GH,4.185504,39.737811
796,Kano Farm Site 796,farm,574 Tyrone Lock,Kano,NG,5.3549,4.481017
797,Uyo Farm Site 797,farm,751 Zachary Knolls Suite 455,Uyo,NG,10.148975,0.388803
798,Lagos Farm Site 798,farm,49463 Brown Prairie Suite 315,Lagos,NG,12.921565,14.73452
799,Accra Farm Site 799,farm,39185 Samantha Dale,Accra,GH,4.427743,27.792652
800,Ibadan Farm Site 800,farm,5529 Wilson Expressway Suite 781,Ibadan,NG,6.604576,5.191719
801,Uyo Farm Site 801,farm,177 Kevin Circle Suite 434,Uyo,NG,12.457296,17.406537
802,Mombasa Farm Site 802,farm,20394 Andrew Locks,Mombasa,KE,12.636898,17.878531
803,Nakuru Farm Site 803,farm,3197 Cynthia Vista,Nakuru,KE,5.579204,7.976378
804,Ibadan Farm Site 804,farm,27573 Schneider Parkways Apt. 297,Ibadan,NG,4.802979,40.124395
805,Tamale Farm Site 805,farm,273 Charles Branch Apt. 583,Tamale,GH,6.413973,18.529456
806,Uyo Farm Site 806,farm,910 Joseph Bypass,Uyo,NG,12.787914,5.76938
807,Port Harcourt Farm Site 807,farm,6075 Wyatt Course Apt. 114,Port Harcourt,NG,9.968922,12.849799
808,Abuja Farm Site 808,farm,360 Joshua Gateway,Abuja,NG,5.138761,15.823696
809,Lagos Farm Site 809,farm,81782 Johnson Junction,Lagos,NG,8.428408,22.578718
810,Benin City Farm Site 810,farm,70615 Braun Manors,Benin City,NG,13.216944,29.597738
811,Benin City Farm Site 811,farm,3930 Taylor Land,Benin City,NG,13.421731,26.232783
812,Mombasa Farm Site 812,farm,77257 Page Mews,Mombasa,KE,6.956951,-1.560019
813,Benin City Farm Site 813,farm,285 Sharon Manor,Benin City,NG,5.031147,5.307317
814,Abuja Farm Site 814,farm,895 Sara Islands Suite 032,Abuja,NG,8.719448,21.555448
815,Kano Farm Site 815,farm,19082 Garcia Square Suite 751,Kano,NG,12.708315,18.421219
816,Lagos Farm Site 816,farm,02101 Khan Hill Apt. 537,Lagos,NG,6.456989,4.165532
817,Tamale Farm Site 817,farm,310 Gregory Street,Tamale,GH,7.715056,-1.257729
818,Mombasa Farm Site 818,farm,34425 Vega Hills Apt. 804,Mombasa,KE,4.096762,23.456334
819,Abuja Farm Site 819,farm,94649 Earl Keys Suite 704,Abuja,NG,12.587645,16.889636
820,Benin City Farm Site 820,farm,6414 Riddle Rapid,Benin City,NG,4.977407,21.656972
821,Takoradi Farm Site 821,farm,380 Jones Pass,Takoradi,GH,13.375607,13.396894
822,Benin City Farm Site 822,farm,454 Williams Plain,Benin City,NG,6.487308,9.457425
823,Port Harcourt Farm Site 823,farm,9103 Dickson Parkway Suite 935,Port Harcourt,NG,7.564213,-0.8592
824,Takoradi Farm Site 824,farm,00698 Bowman Flats Suite 972,Takoradi,GH,7.508567,34.331106
825,Benin City Farm Site 825,farm,643 Jeffery Station,Benin City,NG,4.136693,17.853533
826,Nairobi Farm Site 826,farm,3568 Weeks Islands,Nairobi,KE,11.690026,23.832011
827,Abuja Farm Site 827,farm,61780 Philip Station,Abuja,NG,10.866734,-2.027188
828,Tamale Farm Site 828,farm,07815 John Locks,Tamale,GH,12.436183,-2.955468
829,Kano Farm Site 829,farm,539 Morales Mountain,Kano,NG,10.462115,10.594374
830,Ibadan Farm Site 830,farm,483 Lewis Plains,Ibadan,NG,11.137626,19.22014
831,Abuja Farm Site 831,farm,17947 Lucas Garden Apt. 376,Abuja,NG,9.404444,20.168666
832,Ibadan Farm Site 832,farm,748 April Canyon Apt. 257,Ibadan,NG,5.080835,8.177579
833,Ibadan Farm Site 833,farm,787 Brady Port Suite 503,Ibadan,NG,4.755016,37.981281
834,Mombasa Farm Site 834,farm,224 Brittany Vista,Mombasa,KE,10.067665,0.407339
835,Kano Farm Site 835,farm,8508 Joshua Spurs,Kano,NG,7.423947,10.925309
836,Port Harcourt Farm Site 836,farm,20417 Shepard Groves Apt. 951,Port Harcourt,NG,8.871485,30.497011
837,Kano Farm Site 837,farm,0397 Hays Route Apt. 696,Kano,NG,10.068935,6.04841
838,Enugu Farm Site 838,farm,02016 Amanda View,Enugu,NG,6.466473,29.984853
839,Ibadan Farm Site 839,farm,13670 Russell Skyway,Ibadan,NG,11.882482,38.264376
840,Kano Farm Site 840,farm,71602 Alan Neck Suite 184,Kano,NG,7.393663,7.758507
841,Kano Farm Site 841,farm,3236 John Spring Suite 297,Kano,NG,10.089421,-0.850888
842,Kumasi Farm Site 842,farm,8392 James Hollow Apt. 581,Kumasi,GH,7.394877,14.433843
843,Kano Farm Site 843,farm,2485 Davis Keys,Kano,NG,6.255592,22.452691
844,Tamale Farm Site 844,farm,57886 Ray Field,Tamale,GH,9.060266,39.532957
845,Lagos Farm Site 845,farm,63438 Whitney Trace,Lagos,NG,5.099367,36.632473
846,Lagos Farm Site 846,farm,23754 Rachel Plains Apt. 416,Lagos,NG,5.622785,34.091107
847,Port Harcourt Farm Site 847,farm,0554 Cook Shoal Suite 749,Port Harcourt,NG,7.472844,9.379327
848,Takoradi Farm Site 848,farm,13825 Timothy Dale Apt. 131,Takoradi,GH,4.647918,33.117906
849,Ibadan Farm Site 849,farm,359 Brown Plaza,Ibadan,NG,5.691731,15.790161
850,Kisumu Farm Site 850,farm,94920 Richard Wall Apt. 981,Kisumu,KE,8.647021,18.478373
851,Nairobi Farm Site 851,farm,2545 Burnett Estates Suite 952,Nairobi,KE,9.54117,37.097705
852,Kano Farm Site 852,farm,6359 Brown Flats,Kano,NG,8.251152,11.317116
853,Ibadan Farm Site 853,farm,780 Walker Parkways Suite 204,Ibadan,NG,6.755652,11.481986
854,Abuja Farm Site 854,farm,88413 Patton Mission Apt. 266,Abuja,NG,4.766889,22.529924
855,Lagos Farm Site 855,farm,79807 Garcia Square,Lagos,NG,5.284781,32.981629
856,Lagos Farm Site 856,farm,782 Lindsey Dale,Lagos,NG,6.155907,40.055514
857,Takoradi Farm Site 857,farm,89613 Jeffrey Locks Apt. 983,Takoradi,GH,7.958369,16.072607
858,Kumasi Farm Site 858,farm,19103 Tyler Passage Apt. 686,Kumasi,GH,10.090194,34.485863
859,Port Harcourt Farm Site 859,farm,7164 Lucas Ramp,Port Harcourt,NG,12.330595,18.964564
860,Kisumu Farm Site 860,farm,18068 Foster Center,Kisumu,KE,4.442973,29.199491
861,Uyo Farm Site 861,farm,08508 Gutierrez Path Apt. 165,Uyo,NG,5.404704,8.865392
862,Abuja Farm Site 862,farm,74180 Katherine Fork Apt. 723,Abuja,NG,6.825392,12.957926
863,Kisumu Farm Site 863,farm,026 Brittany Shore Apt. 348,Kisumu,KE,12.804093,4.580035
864,Kisumu Farm Site 864,farm,4874 Jessica Bridge,Kisumu,KE,9.220648,22.79996
865,Benin City Farm Site 865,farm,9426 Mary Centers,Benin City,NG,4.619125,8.512131
866,Kano Farm Site 866,farm,2950 Garcia Divide,Kano,NG,9.172105,36.726186
867,Lagos Farm Site 867,farm,534 William Inlet,Lagos,NG,7.93827,25.97638
868,Kumasi Farm Site 868,farm,42535 Mann Landing Suite 518,Kumasi,GH,7.137058,29.695792
869,Lagos Farm Site 869,farm,2266 Campbell Neck Suite 202,Lagos,NG,8.83915,8.519495
870,Enugu Farm Site 870,farm,59267 Smith Trafficway Suite 410,Enugu,NG,7.029496,31.340546
871,Enugu Farm Site 871,farm,142 Schultz Lights Suite 621,Enugu,NG,6.455424,18.578319
872,Lagos Farm Site 872,farm,1761 Kelly Walks Suite 726,Lagos,NG,9.049041,3.626209
873,Port Harcourt Farm Site 873,farm,813 Williams Highway Suite 446,Port Harcourt,NG,11.590568,2.442362
874,Tamale Farm Site 874,farm,559 Munoz Plain Apt. 250,Tamale,GH,8.404807,-1.931448
875,Uyo Farm Site 875,farm,38454 Collins Corners,Uyo,NG,6.198578,20.157943
876,Benin City Farm Site 876,farm,7732 George Centers Suite 927,Benin City,NG,9.420567,7.419816
877,Nakuru Farm Site 877,farm,0703 William Field,Nakuru,KE,8.791246,34.952717
878,Tamale Farm Site 878,farm,003 Phillips Junctions Suite 820,Tamale,GH,5.735864,37.160191
879,Takoradi Farm Site 879,farm,9272 Justin Bypass,Takoradi,GH,4.914206,7.2757
880,Port Harcourt Farm Site 880,farm,186 Pineda Bypass Apt. 764,Port Harcourt,NG,6.30806,37.440075
881,Tamale Farm Site 881,farm,815 Castro Glen Apt. 293,Tamale,GH,10.441317,23.536815
882,Ibadan Farm Site 882,farm,07276 Levy Wall Apt. 179,Ibadan,NG,11.137132,27.169472
883,Tamale Farm Site 883,farm,90301 Kenneth Tunnel Apt. 178,Tamale,GH,7.987218,10.15024
884,Uyo Farm Site 884,farm,76930 Todd Mills Suite 521,Uyo,NG,11.738061,27.222201
885,Abuja Farm Site 885,farm,2452 Mcclure Trail,Abuja,NG,6.772925,4.239311
886,Takoradi Farm Site 886,farm,114 Perez Spring,Takoradi,GH,9.765065,16.181695
887,Kano Farm Site 887,farm,93231 Bailey Ports,Kano,NG,12.395304,32.854931
888,Abuja Farm Site 888,farm,985 Julie Parkways Apt. 481,Abuja,NG,11.048975,20.909312
889,Lagos Farm Site 889,farm,9744 Cox Islands Apt. 747,Lagos,NG,11.690729,33.555426
890,Uyo Farm Site 890,farm,59344 Arnold Village Apt. 440,Uyo,NG,5.210101,21.927762
891,Port Harcourt Farm Site 891,farm,4294 Whitney Forge,Port Harcourt,NG,7.333244,14.007667
892,Abuja Farm Site 892,farm,172 Crawford Locks Suite 466,Abuja,NG,11.849962,35.56196
893,Uyo Farm Site 893,farm,843 Baker Walks Apt. 194,Uyo,NG,5.481411,26.999536
894,Enugu Farm Site 894,farm,591 Parker Lane,Enugu,NG,4.004287,14.748924
895,Enugu Farm Site 895,farm,65747 Melissa Unions Apt. 022,Enugu,NG,4.339562,29.531746
896,Ibadan Farm Site 896,farm,27390 William Rapids,Ibadan,NG,5.677083,40.906768
897,Benin City Farm Site 897,farm,540 Kristine Isle,Benin City,NG,10.326659,18.159523
898,Kano Farm Site 898,farm,25154 Kyle Oval,Kano,NG,6.06297,2.008429
899,Port Harcourt Farm Site 899,farm,6862 Becker Trafficway Apt. 101,Port Harcourt,NG,9.357072,0.589168
