stock_id,store_id,product_id,quantity_on_hand,last_counted_date
5261,20,179,255,2026-06-19
5262,20,19,319,2026-06-24
5263,20,301,51,2026-06-21
5264,20,371,75,2026-06-28
5265,20,144,396,2026-06-17
5266,20,111,472,2026-06-20
5267,20,87,40,2026-06-29
5268,20,307,285,2026-06-24
5269,20,270,386,2026-06-19
5270,20,350,169,2026-06-17
5271,20,71,454,2026-06-29
5272,20,356,493,2026-06-24
5273,20,366,151,2026-06-16
5274,20,84,74,2026-06-29
5275,20,378,165,2026-06-16
5276,20,289,489,2026-06-18
5277,20,26,89,2026-06-27
5278,20,292,345,2026-06-19
5279,20,346,218,2026-06-22
5280,20,114,452,2026-06-23
5281,20,273,338,2026-06-16
5282,20,243,259,2026-06-29
5283,20,112,148,2026-06-28
5284,20,226,81,2026-06-17
5285,20,108,348,2026-06-17
5286,20,29,154,2026-06-19
5287,20,245,111,2026-06-19
5288,20,191,331,2026-06-25
5289,20,127,255,2026-06-24
5290,20,330,146,2026-06-21
5291,20,173,162,2026-06-21
5292,20,391,474,2026-06-23
5293,20,237,103,2026-06-16
5294,20,139,73,2026-06-18
5295,20,322,126,2026-06-22
5296,20,98,238,2026-06-30
5297,20,236,375,2026-06-22
5298,20,130,183,2026-06-22
5299,20,248,110,2026-06-20
5300,20,133,477,2026-06-23
5301,20,167,9,2026-06-28
5302,20,395,345,2026-06-29
5303,20,271,87,2026-06-21
5304,20,52,61,2026-06-17
5305,20,347,146,2026-06-16
5306,20,286,253,2026-06-21
5307,20,75,377,2026-06-30
5308,20,329,166,2026-06-20
5309,20,332,199,2026-06-23
5310,20,219,330,2026-06-19
5311,20,182,92,2026-06-26
5312,20,325,386,2026-06-26
5313,20,229,490,2026-06-29
5314,20,379,79,2026-06-25
5315,20,42,25,2026-06-21
5316,20,143,256,2026-06-29
5317,20,40,3,2026-06-17
5318,20,186,470,2026-06-26
5319,20,244,338,2026-06-23
5320,20,163,161,2026-06-17
5321,20,135,430,2026-06-26
5322,20,175,346,2026-06-16
5323,21,374,460,2026-06-21
5324,21,115,282,2026-06-24
5325,21,134,433,2026-06-21
5326,21,268,258,2026-06-24
5327,21,227,269,2026-06-19
5328,21,250,182,2026-06-26
5329,21,185,350,2026-06-26
5330,21,191,68,2026-06-20
5331,21,350,212,2026-06-22
5332,21,133,243,2026-06-24
5333,21,349,187,2026-06-16
5334,21,347,299,2026-06-22
5335,21,351,91,2026-06-17
5336,21,9,489,2026-06-19
5337,21,336,227,2026-06-20
5338,21,355,215,2026-06-30
5339,21,96,251,2026-06-21
5340,21,21,437,2026-06-18
5341,21,383,233,2026-06-22
5342,21,328,491,2026-06-23
5343,21,6,396,2026-06-24
5344,21,168,44,2026-06-26
5345,21,104,340,2026-06-21
5346,21,234,258,2026-06-18
5347,21,196,276,2026-06-25
5348,21,249,487,2026-06-22
5349,21,113,325,2026-06-23
5350,21,73,143,2026-06-28
5351,21,187,270,2026-06-24
5352,21,345,403,2026-06-26
5353,21,106,443,2026-06-21
5354,21,3,160,2026-06-22
5355,21,128,372,2026-06-23
5356,21,392,30,2026-06-19
5357,21,176,116,2026-06-17
5358,21,157,405,2026-06-17
5359,21,380,406,2026-06-29
5360,21,147,392,2026-06-19
5361,21,125,292,2026-06-27
5362,21,251,204,2026-06-30
5363,21,130,289,2026-06-30
5364,21,1,296,2026-06-17
5365,21,171,196,2026-06-19
5366,21,308,121,2026-06-18
5367,21,79,386,2026-06-17
5368,21,261,384,2026-06-22
5369,21,149,160,2026-06-21
5370,21,273,475,2026-06-29
5371,21,178,143,2026-06-30
5372,21,371,284,2026-06-26
5373,21,44,422,2026-06-20
5374,21,131,403,2026-06-27
5375,21,77,13,2026-06-18
5376,21,334,40,2026-06-28
5377,21,42,215,2026-06-24
5378,21,213,351,2026-06-18
5379,21,65,413,2026-06-19
5380,21,332,442,2026-06-25
5381,21,239,482,2026-06-21
5382,21,56,244,2026-06-17
5383,21,198,83,2026-06-24
5384,21,256,451,2026-06-16
5385,21,200,25,2026-06-20
5386,21,4,349,2026-06-21
5387,21,146,439,2026-06-25
5388,21,30,462,2026-06-25
5389,21,14,387,2026-06-17
5390,21,367,379,2026-06-18
5391,21,263,418,2026-06-22
5392,21,272,305,2026-06-19
5393,21,229,398,2026-06-27
5394,21,224,133,2026-06-19
5395,21,90,472,2026-06-29
5396,21,116,267,2026-06-26
5397,21,344,480,2026-06-21
5398,21,190,107,2026-06-17
5399,21,312,356,2026-06-27
5400,21,388,32,2026-06-19
5401,21,194,464,2026-06-24
5402,21,91,334,2026-06-22
5403,21,375,117,2026-06-25
5404,21,295,220,2026-06-22
5405,21,121,324,2026-06-24
5406,21,32,149,2026-06-17
5407,21,89,52,2026-06-27
5408,21,86,450,2026-06-27
5409,21,59,278,2026-06-29
5410,21,139,462,2026-06-22
5411,21,286,70,2026-06-25
5412,21,297,216,2026-06-28
5413,21,122,91,2026-06-28
5414,21,363,221,2026-06-26
5415,21,283,114,2026-06-27
5416,21,280,89,2026-06-23
5417,21,335,48,2026-06-20
5418,21,193,47,2026-06-18
5419,21,242,410,2026-06-18
5420,21,394,21,2026-06-30
5421,21,35,4,2026-06-21
5422,21,195,123,2026-06-26
5423,21,293,481,2026-06-25
5424,21,148,371,2026-06-27
5425,21,395,26,2026-06-22
5426,21,277,199,2026-06-22
5427,21,105,70,2026-06-20
5428,21,68,199,2026-06-27
5429,21,318,63,2026-06-27
5430,21,54,148,2026-06-18
5431,21,127,182,2026-06-19
5432,21,319,459,2026-06-22
5433,21,370,303,2026-06-28
5434,21,47,36,2026-06-29
5435,21,18,407,2026-06-16
5436,21,145,47,2026-06-25
5437,21,85,353,2026-06-27
5438,21,15,194,2026-06-23
5439,21,246,485,2026-06-29
5440,21,7,190,2026-06-18
5441,21,117,26,2026-06-23
5442,21,225,141,2026-06-27
5443,21,321,367,2026-06-18
5444,21,365,349,2026-06-16
5445,21,151,84,2026-06-24
5446,21,222,220,2026-06-29
5447,21,252,445,2026-06-16
5448,21,177,64,2026-06-27
5449,21,386,447,2026-06-21
5450,21,348,244,2026-06-29
5451,21,25,458,2026-06-16
5452,21,150,451,2026-06-26
5453,21,123,302,2026-06-24
5454,21,74,377,2026-06-21
5455,21,245,352,2026-06-24
5456,21,353,126,2026-06-24
5457,21,183,373,2026-06-20
5458,21,99,442,2026-06-29
5459,21,313,198,2026-06-24
5460,21,165,188,2026-06-23
5461,21,69,241,2026-06-21
5462,21,358,252,2026-06-21
5463,21,333,224,2026-06-20
5464,21,211,59,2026-06-17
5465,21,208,451,2026-06-17
5466,21,23,498,2026-06-24
5467,21,214,61,2026-06-25
5468,21,160,62,2026-06-24
5469,21,120,72,2026-06-26
5470,21,310,246,2026-06-19
5471,21,153,406,2026-06-18
5472,21,340,480,2026-06-29
5473,21,100,90,2026-06-22
5474,21,95,81,2026-06-22
5475,21,33,218,2026-06-24
5476,21,181,455,2026-06-26
5477,21,302,94,2026-06-18
5478,21,102,490,2026-06-30
5479,21,179,13,2026-06-17
5480,21,324,359,2026-06-26
5481,21,41,355,2026-06-17
5482,21,269,92,2026-06-29
5483,21,343,462,2026-06-26
5484,21,360,53,2026-06-17
5485,21,188,424,2026-06-24
5486,21,161,115,2026-06-26
5487,21,114,325,2026-06-21
5488,21,247,419,2026-06-29
5489,21,175,106,2026-06-23
5490,21,260,44,2026-06-28
5491,21,270,8,2026-06-27
5492,21,29,178,2026-06-29
5493,21,40,262,2026-06-16
5494,21,337,359,2026-06-24
5495,21,155,454,2026-06-25
5496,21,219,124,2026-06-25
5497,21,323,77,2026-06-17
5498,21,186,205,2026-06-21
5499,21,376,91,2026-06-20
5500,21,169,198,2026-06-29
5501,21,137,161,2026-06-26
5502,21,279,54,2026-06-28
5503,21,369,153,2026-06-24
5504,21,382,330,2026-06-22
5505,21,203,16,2026-06-17
5506,21,83,140,2026-06-26
5507,21,296,371,2026-06-23
5508,21,78,448,2026-06-28
5509,21,8,189,2026-06-23
5510,21,346,56,2026-06-20
5511,21,204,449,2026-06-21
5512,21,71,109,2026-06-20
5513,21,215,223,2026-06-16
5514,21,304,461,2026-06-29
5515,21,22,204,2026-06-22
5516,21,167,138,2026-06-28
5517,21,13,104,2026-06-25
5518,21,10,8,2026-06-17
5519,21,57,100,2026-06-21
5520,21,109,0,2026-06-19
5521,21,63,313,2026-06-24
5522,21,45,215,2026-06-21
5523,21,368,133,2026-06-20
5524,21,192,284,2026-06-25
5525,21,373,209,2026-06-20
5526,21,136,9,2026-06-24
5527,21,278,354,2026-06-16
5528,21,172,411,2026-06-25
5529,21,93,31,2026-06-17
5530,21,142,434,2026-06-24
5531,21,92,461,2026-06-28
5532,21,199,450,2026-06-17
5533,21,301,51,2026-06-30
5534,21,163,474,2026-06-21
5535,21,372,311,2026-06-22
5536,21,49,383,2026-06-17
5537,21,72,52,2026-06-17
5538,21,236,323,2026-06-17
5539,21,60,254,2026-06-27
5540,21,294,32,2026-06-19
5541,21,180,454,2026-06-29
5542,21,298,328,2026-06-17
5543,21,218,404,2026-06-26
5544,21,264,213,2026-06-25
5545,21,80,285,2026-06-28
5546,21,243,178,2026-06-21
5547,21,124,135,2026-06-24
5548,21,126,417,2026-06-23
5549,21,144,127,2026-06-25
5550,21,170,149,2026-06-20
5551,21,397,329,2026-06-19
5552,21,258,79,2026-06-22
5553,21,265,490,2026-06-17
5554,21,70,464,2026-06-18
5555,21,282,446,2026-06-23
5556,21,238,85,2026-06-17
5557,21,135,92,2026-06-29
5558,21,329,240,2026-06-28
5559,21,223,492,2026-06-19
5560,21,221,12,2026-06-21
5561,21,398,145,2026-06-19
5562,21,159,320,2026-06-17
5563,21,119,184,2026-06-27
5564,21,266,263,2026-06-30
5565,21,76,445,2026-06-19
5566,21,201,217,2026-06-21
5567,21,39,280,2026-06-16
5568,21,378,169,2026-06-17
5569,21,129,154,2026-06-19
5570,21,281,105,2026-06-16
5571,21,88,42,2026-06-18
5572,21,326,37,2026-06-29
5573,21,231,36,2026-06-22
5574,21,209,346,2026-06-26
5575,21,356,148,2026-06-29
5576,21,75,373,2026-06-20
5577,21,316,356,2026-06-28
5578,21,366,398,2026-06-28
5579,21,38,268,2026-06-17
5580,21,271,457,2026-06-29
5581,21,381,444,2026-06-23
5582,21,303,179,2026-06-27
5583,21,27,260,2026-06-28
5584,21,289,267,2026-06-24
5585,21,138,222,2026-06-17
5586,21,361,379,2026-06-29
5587,21,216,166,2026-06-30
5588,21,305,353,2026-06-16
5589,21,81,292,2026-06-26
5590,21,166,351,2026-06-20
5591,21,98,43,2026-06-21
5592,21,164,408,2026-06-27
5593,21,51,152,2026-06-17
5594,21,53,485,2026-06-25
5595,21,244,239,2026-06-28
5596,21,43,84,2026-06-30
5597,21,36,451,2026-06-19
5598,21,152,473,2026-06-19
5599,21,66,195,2026-06-29
5600,21,232,285,2026-06-27
5601,21,287,402,2026-06-26
5602,21,384,121,2026-06-29
5603,21,307,415,2026-06-27
5604,21,338,45,2026-06-18
5605,21,253,51,2026-06-27
5606,21,248,205,2026-06-26
5607,21,97,285,2026-06-23
5608,21,309,86,2026-06-26
5609,21,290,313,2026-06-26
5610,21,162,322,2026-06-16
5611,21,202,108,2026-06-21
5612,21,207,174,2026-06-23
5613,21,400,102,2026-06-24
5614,21,317,324,2026-06-24
5615,21,108,208,2026-06-25
5616,21,262,209,2026-06-21
5617,21,377,227,2026-06-28
5618,21,391,429,2026-06-23
5619,21,259,231,2026-06-26
5620,21,339,411,2026-06-26
5621,21,237,139,2026-06-16
5622,21,112,3,2026-06-29
5623,21,274,391,2026-06-19
5624,21,285,181,2026-06-19
5625,21,132,339,2026-06-22
5626,21,325,188,2026-06-21
5627,21,206,148,2026-06-24
5628,21,156,83,2026-06-16
5629,21,154,403,2026-06-17
5630,21,87,55,2026-06-20
5631,21,379,383,2026-06-30
5632,21,284,436,2026-06-24
5633,21,299,245,2026-06-30
5634,21,82,447,2026-06-21
5635,21,50,17,2026-06-28
5636,21,12,198,2026-06-26
5637,21,292,478,2026-06-25
5638,21,5,485,2026-06-18
5639,21,48,416,2026-06-29
5640,21,52,112,2026-06-20
5641,21,205,339,2026-06-26
5642,21,257,274,2026-06-24
5643,21,291,8,2026-06-23
5644,21,385,483,2026-06-23
5645,21,320,46,2026-06-26
5646,21,110,341,2026-06-19
5647,21,288,113,2026-06-22
5648,21,357,35,2026-06-19
5649,21,94,137,2026-06-19
5650,21,141,193,2026-06-29
5651,21,354,143,2026-06-21
5652,21,327,181,2026-06-21
5653,21,230,110,2026-06-30
5654,21,393,25,2026-06-28
5655,21,362,232,2026-06-22
5656,21,28,139,2026-06-22
5657,21,389,112,2026-06-18
5658,21,233,51,2026-06-21
5659,21,267,405,2026-06-23
5660,21,275,306,2026-06-27
5661,21,31,288,2026-06-22
5662,21,300,428,2026-06-21
5663,21,255,222,2026-06-21
5664,21,34,131,2026-06-30
5665,21,158,152,2026-06-16
5666,21,342,363,2026-06-20
5667,21,197,469,2026-06-24
5668,21,184,31,2026-06-25
5669,21,67,153,2026-06-22
5670,21,352,95,2026-06-29
5671,21,276,135,2026-06-20
5672,21,61,76,2026-06-23
5673,21,311,103,2026-06-30
5674,21,220,126,2026-06-29
5675,21,390,311,2026-06-16
5676,21,107,197,2026-06-30
5677,21,364,3,2026-06-21
5678,21,173,87,2026-06-16
5679,21,20,416,2026-06-21
5680,21,212,225,2026-06-27
5681,21,24,92,2026-06-16
5682,21,26,339,2026-06-26
5683,21,103,211,2026-06-20
5684,21,19,114,2026-06-22
5685,21,330,261,2026-06-23
5686,21,331,293,2026-06-24
5687,21,189,294,2026-06-20
5688,21,359,318,2026-06-24
5689,21,235,17,2026-06-21
5690,21,314,289,2026-06-23
5691,21,62,432,2026-06-24
5692,21,306,497,2026-06-16
5693,21,46,139,2026-06-27
5694,21,37,490,2026-06-20
5695,21,111,87,2026-06-23
5696,21,182,139,2026-06-23
5697,21,315,111,2026-06-30
5698,21,16,466,2026-06-19
5699,21,84,229,2026-06-30
5700,21,143,150,2026-06-26
5701,21,101,230,2026-06-29
5702,21,396,228,2026-06-29
5703,21,226,159,2026-06-30
5704,21,55,367,2026-06-20
5705,21,64,282,2026-06-21
5706,21,210,323,2026-06-19
5707,21,228,235,2026-06-17
5708,21,2,46,2026-06-29
5709,21,118,300,2026-06-24
5710,21,399,353,2026-06-24
5711,21,241,418,2026-06-24
5712,21,58,419,2026-06-28
5713,21,11,396,2026-06-16
5714,21,240,418,2026-06-21
5715,21,254,303,2026-06-20
5716,21,174,321,2026-06-29
5717,21,322,74,2026-06-28
5718,21,341,79,2026-06-22
5719,21,217,453,2026-06-29
5720,22,49,240,2026-06-26
5721,22,271,419,2026-06-21
5722,22,53,37,2026-06-17
5723,22,178,223,2026-06-26
5724,22,361,300,2026-06-24
5725,22,14,493,2026-06-24
5726,22,309,218,2026-06-21
5727,22,50,308,2026-06-24
5728,22,133,132,2026-06-19
5729,22,101,183,2026-06-25
5730,22,339,67,2026-06-29
5731,22,324,229,2026-06-20
5732,22,28,321,2026-06-19
5733,22,363,400,2026-06-17
5734,22,235,186,2026-06-16
5735,22,15,158,2026-06-29
5736,22,186,285,2026-06-29
5737,22,333,154,2026-06-24
5738,22,242,199,2026-06-16
5739,22,36,390,2026-06-16
5740,22,117,340,2026-06-30
5741,22,65,63,2026-06-28
5742,22,26,206,2026-06-19
5743,22,272,106,2026-06-22
5744,22,353,88,2026-06-18
5745,22,340,345,2026-06-20
5746,22,48,346,2026-06-16
5747,22,390,410,2026-06-16
5748,22,269,468,2026-06-22
5749,22,90,402,2026-06-29
5750,22,140,102,2026-06-16
5751,22,11,214,2026-06-28
5752,22,364,434,2026-06-26
5753,22,47,360,2026-06-22
5754,22,104,388,2026-06-30
5755,22,291,329,2026-06-30
5756,22,362,371,2026-06-23
5757,22,177,36,2026-06-16
5758,22,174,146,2026-06-17
5759,22,380,160,2026-06-26
5760,22,150,437,2026-06-19
5761,22,310,357,2026-06-28
5762,22,126,102,2026-06-30
5763,22,76,218,2026-06-26
5764,22,318,192,2026-06-22
5765,22,398,201,2026-06-19
5766,22,247,348,2026-06-24
5767,22,370,172,2026-06-19
5768,22,268,324,2026-06-19
5769,22,105,6,2026-06-28
5770,22,64,437,2026-06-24
5771,22,7,120,2026-06-17
5772,22,57,494,2026-06-27
5773,22,163,26,2026-06-28
5774,22,27,410,2026-06-30
5775,22,145,105,2026-06-23
5776,22,249,186,2026-06-19
5777,22,267,352,2026-06-17
5778,22,88,463,2026-06-19
5779,22,358,466,2026-06-23
5780,22,136,498,2026-06-30
5781,22,256,250,2026-06-19
5782,22,252,234,2026-06-20
5783,22,116,302,2026-06-27
5784,22,260,272,2026-06-28
5785,22,31,312,2026-06-26
5786,22,234,396,2026-06-19
5787,22,170,434,2026-06-23
5788,22,232,302,2026-06-18
5789,22,139,295,2026-06-28
5790,22,250,230,2026-06-25
5791,22,52,393,2026-06-16
5792,22,187,387,2026-06-16
5793,22,306,67,2026-06-18
5794,22,110,162,2026-06-18
5795,22,2,17,2026-06-19
5796,22,137,233,2026-06-30
5797,22,20,86,2026-06-19
5798,22,304,386,2026-06-29
5799,22,59,192,2026-06-24
5800,22,327,240,2026-06-16
5801,22,89,295,2026-06-21
5802,22,203,252,2026-06-16
5803,22,124,447,2026-06-19
5804,22,325,338,2026-06-19
5805,22,302,426,2026-06-20
5806,22,237,101,2026-06-20
5807,22,388,175,2026-06-20
5808,22,103,275,2026-06-20
5809,22,71,37,2026-06-20
5810,22,222,271,2026-06-20
5811,22,243,328,2026-06-28
5812,22,289,470,2026-06-29
5813,22,316,417,2026-06-28
5814,22,326,252,2026-06-29
5815,22,156,189,2026-06-25
5816,22,246,307,2026-06-23
5817,22,159,449,2026-06-23
5818,22,192,381,2026-06-29
5819,22,62,135,2026-06-24
5820,22,12,120,2026-06-27
5821,22,295,123,2026-06-25
5822,22,134,444,2026-06-25
5823,22,172,368,2026-06-17
5824,22,199,403,2026-06-16
5825,22,348,19,2026-06-26
5826,22,240,276,2026-06-29
5827,22,6,51,2026-06-27
5828,22,285,333,2026-06-16
5829,22,95,257,2026-06-30
5830,22,135,367,2026-06-18
5831,22,366,423,2026-06-22
5832,22,343,35,2026-06-27
5833,22,225,425,2026-06-25
5834,22,183,58,2026-06-30
5835,22,330,496,2026-06-27
5836,22,205,423,2026-06-27
5837,22,231,64,2026-06-29
5838,22,332,83,2026-06-16
5839,22,184,200,2026-06-18
5840,22,29,260,2026-06-26
5841,22,23,265,2026-06-28
5842,22,229,182,2026-06-20
5843,22,233,433,2026-06-30
5844,22,344,453,2026-06-19
5845,22,352,214,2026-06-30
5846,22,153,11,2026-06-27
5847,22,301,468,2026-06-17
5848,22,46,124,2026-06-22
5849,22,280,484,2026-06-19
5850,22,94,172,2026-06-21
5851,22,368,192,2026-06-23
5852,22,43,343,2026-06-22
5853,22,227,290,2026-06-17
5854,22,230,145,2026-06-17
5855,22,273,201,2026-06-21
5856,22,206,28,2026-06-17
5857,22,51,89,2026-06-25
5858,22,345,294,2026-06-22
5859,22,198,417,2026-06-25
5860,22,83,230,2026-06-20
5861,22,319,89,2026-06-16
5862,22,300,129,2026-06-24
5863,22,314,497,2026-06-29
5864,22,112,28,2026-06-18
5865,22,146,56,2026-06-30
5866,22,245,20,2026-06-28
5867,22,42,401,2026-06-21
5868,22,277,112,2026-06-28
5869,22,338,500,2026-06-28
5870,22,114,255,2026-06-23
5871,22,381,97,2026-06-24
5872,22,373,455,2026-06-19
5873,22,96,216,2026-06-26
5874,22,196,35,2026-06-30
5875,22,262,6,2026-06-30
5876,22,158,19,2026-06-17
5877,22,34,35,2026-06-24
5878,22,190,178,2026-06-16
5879,22,303,82,2026-06-30
5880,22,290,351,2026-06-16
5881,22,386,188,2026-06-18
5882,22,321,4,2026-06-25
5883,22,298,300,2026-06-23
5884,22,55,349,2026-06-17
5885,22,77,447,2026-06-21
5886,22,357,24,2026-06-22
5887,22,211,146,2026-06-27
5888,22,266,138,2026-06-18
5889,22,265,146,2026-06-22
5890,22,40,179,2026-06-23
5891,22,215,16,2026-06-18
5892,22,132,265,2026-06-27
5893,22,39,22,2026-06-16
5894,22,180,42,2026-06-29
5895,22,141,188,2026-06-21
5896,22,308,212,2026-06-25
5897,22,299,59,2026-06-27
5898,22,261,394,2026-06-23
5899,22,392,152,2026-06-18
5900,22,396,195,2026-06-16
5901,22,275,109,2026-06-24
5902,22,107,384,2026-06-18
5903,22,169,461,2026-06-18
5904,22,161,203,2026-06-26
5905,22,157,80,2026-06-20
5906,22,387,459,2026-06-19
5907,22,307,385,2026-06-17
5908,22,276,345,2026-06-25
5909,22,125,173,2026-06-23
5910,22,37,220,2026-06-17
5911,22,185,67,2026-06-26
5912,22,154,171,2026-06-19
5913,22,38,183,2026-06-16
5914,22,78,248,2026-06-16
5915,22,181,242,2026-06-24
5916,22,254,447,2026-06-19
5917,22,349,155,2026-06-20
5918,22,45,285,2026-06-24
5919,22,328,188,2026-06-20
5920,22,241,398,2026-06-29
5921,22,283,104,2026-06-18
5922,22,142,199,2026-06-24
5923,22,281,482,2026-06-23
5924,22,74,385,2026-06-19
5925,22,106,42,2026-06-24
5926,22,131,184,2026-06-18
5927,22,148,22,2026-06-23
5928,22,164,425,2026-06-21
5929,22,9,492,2026-06-17
5930,22,251,168,2026-06-16
5931,22,294,379,2026-06-22
5932,22,200,465,2026-06-26
5933,22,86,358,2026-06-17
5934,22,207,484,2026-06-28
5935,22,18,342,2026-06-25
5936,22,263,205,2026-06-25
5937,22,115,89,2026-06-16
5938,22,292,409,2026-06-27
5939,22,143,287,2026-06-20
5940,22,226,198,2026-06-30
5941,22,393,482,2026-06-30
5942,22,372,227,2026-06-28
5943,22,56,260,2026-06-29
5944,22,195,495,2026-06-21
5945,22,286,5,2026-06-29
5946,22,194,312,2026-06-30
5947,22,84,372,2026-06-22
5948,22,296,85,2026-06-23
5949,22,58,36,2026-06-28
5950,22,108,283,2026-06-26
5951,22,5,120,2026-06-29
5952,22,365,375,2026-06-24
5953,22,323,144,2026-06-28
5954,22,81,476,2026-06-19
5955,22,16,222,2026-06-20
5956,22,191,135,2026-06-20
5957,22,356,23,2026-06-16
5958,22,165,17,2026-06-28
5959,22,73,371,2026-06-20
5960,22,60,359,2026-06-16
5961,22,17,140,2026-06-16
5962,22,313,91,2026-06-22
5963,22,334,330,2026-06-21
5964,22,162,144,2026-06-21
5965,22,248,283,2026-06-24
5966,22,122,63,2026-06-19
5967,22,204,283,2026-06-18
5968,22,400,318,2026-06-23
5969,22,144,255,2026-06-28
5970,22,255,58,2026-06-28
5971,22,219,335,2026-06-17
5972,22,258,300,2026-06-18
5973,22,284,61,2026-06-30
5974,22,383,266,2026-06-26
5975,22,129,228,2026-06-22
5976,22,377,386,2026-06-20
5977,22,85,307,2026-06-19
5978,22,355,198,2026-06-18
5979,22,228,39,2026-06-30
5980,22,4,144,2026-06-21
5981,22,217,441,2026-06-27
5982,22,128,206,2026-06-28
5983,22,33,451,2026-06-28
5984,22,99,192,2026-06-28
5985,22,360,247,2026-06-25
5986,22,351,142,2026-06-17
5987,22,109,57,2026-06-19
5988,22,320,444,2026-06-20
5989,22,118,499,2026-06-17
5990,22,367,8,2026-06-22
5991,22,197,236,2026-06-19
5992,22,369,61,2026-06-23
5993,22,259,311,2026-06-19
5994,22,378,361,2026-06-16
5995,22,354,494,2026-06-18
5996,22,287,65,2026-06-24
5997,22,293,21,2026-06-16
5998,22,21,63,2026-06-18
5999,22,342,483,2026-06-20
6000,22,176,107,2026-06-27
6001,22,224,29,2026-06-30
6002,22,374,467,2026-06-28
6003,22,175,281,2026-06-24
6004,22,120,163,2026-06-21
6005,22,394,435,2026-06-17
6006,22,155,139,2026-06-18
6007,22,379,200,2026-06-24
6008,22,152,292,2026-06-16
6009,22,32,423,2026-06-26
6010,22,382,447,2026-06-19
6011,22,335,90,2026-06-18
6012,22,63,238,2026-06-25
6013,22,91,370,2026-06-29
6014,22,397,33,2026-06-18
6015,22,92,173,2026-06-26
6016,22,138,192,2026-06-24
6017,22,123,83,2026-06-22
6018,22,113,36,2026-06-20
6019,22,385,256,2026-06-16
6020,22,391,283,2026-06-18
6021,22,270,239,2026-06-30
6022,22,93,224,2026-06-30
6023,22,149,28,2026-06-26
6024,22,72,216,2026-06-22
6025,22,75,316,2026-06-19
6026,22,111,286,2026-06-23
6027,22,317,53,2026-06-18
6028,22,341,205,2026-06-21
6029,22,188,93,2026-06-22
6030,22,119,19,2026-06-19
6031,22,168,318,2026-06-26
6032,22,130,79,2026-06-27
6033,22,201,207,2026-06-18
6034,22,68,379,2026-06-16
6035,22,288,9,2026-06-25
6036,22,384,215,2026-06-26
6037,22,54,342,2026-06-27
6038,22,173,300,2026-06-20
6039,22,167,323,2026-06-16
6040,22,8,63,2026-06-27
6041,22,82,117,2026-06-17
6042,22,10,108,2026-06-28
6043,22,244,34,2026-06-18
6044,22,70,451,2026-06-17
6045,22,13,434,2026-06-16
6046,22,79,256,2026-06-20
6047,22,347,217,2026-06-19
6048,22,102,334,2026-06-23
6049,22,151,115,2026-06-25
6050,22,209,252,2026-06-21
6051,22,98,483,2026-06-22
6052,22,312,129,2026-06-22
6053,23,160,190,2026-06-16
6054,23,78,88,2026-06-29
6055,23,126,235,2026-06-28
6056,23,155,29,2026-06-26
6057,23,187,33,2026-06-22
6058,23,99,337,2026-06-28
6059,23,148,492,2026-06-28
6060,23,312,359,2026-06-16
6061,23,80,163,2026-06-30
6062,23,390,55,2026-06-20
6063,23,1,147,2026-06-19
6064,23,216,213,2026-06-16
6065,23,45,204,2026-06-28
6066,23,184,347,2026-06-22
6067,23,351,197,2026-06-29
6068,23,382,111,2026-06-23
6069,23,290,20,2026-06-22
6070,23,291,49,2026-06-21
6071,23,9,177,2026-06-26
6072,23,146,199,2026-06-24
6073,23,396,43,2026-06-21
6074,23,70,151,2026-06-16
6075,23,65,162,2026-06-19
6076,23,363,160,2026-06-29
6077,23,136,352,2026-06-24
6078,23,84,94,2026-06-16
6079,23,399,52,2026-06-27
6080,23,247,1,2026-06-18
6081,23,259,102,2026-06-30
6082,23,43,100,2026-06-24
6083,23,153,65,2026-06-20
6084,23,120,175,2026-06-29
6085,23,167,338,2026-06-17
6086,23,217,442,2026-06-16
6087,23,194,431,2026-06-18
6088,23,73,278,2026-06-16
6089,23,298,451,2026-06-24
6090,23,286,268,2026-06-23
6091,23,128,202,2026-06-24
6092,23,142,134,2026-06-16
6093,23,117,363,2026-06-22
6094,23,227,51,2026-06-17
6095,23,92,327,2026-06-30
6096,23,380,154,2026-06-21
6097,23,53,364,2026-06-24
6098,23,152,443,2026-06-26
6099,23,19,327,2026-06-25
6100,23,321,397,2026-06-26
6101,23,306,246,2026-06-20
6102,23,180,401,2026-06-16
6103,23,182,496,2026-06-24
6104,23,129,298,2026-06-29
6105,23,72,9,2026-06-20
6106,23,36,235,2026-06-26
6107,23,337,282,2026-06-16
6108,23,79,267,2026-06-19
6109,23,381,116,2026-06-20
6110,23,87,420,2026-06-19
6111,23,378,326,2026-06-26
6112,23,168,12,2026-06-24
6113,23,56,395,2026-06-20
6114,23,149,153,2026-06-25
6115,23,348,364,2026-06-28
6116,23,105,75,2026-06-24
6117,23,85,59,2026-06-29
6118,23,355,420,2026-06-21
6119,23,353,262,2026-06-24
6120,23,50,330,2026-06-19
6121,23,121,420,2026-06-24
6122,23,71,269,2026-06-30
6123,23,5,118,2026-06-28
6124,23,284,425,2026-06-24
6125,23,370,72,2026-06-21
6126,23,272,290,2026-06-26
6127,23,296,267,2026-06-29
6128,23,29,22,2026-06-16
6129,23,14,254,2026-06-24
6130,23,220,121,2026-06-22
6131,23,285,160,2026-06-19
6132,23,190,24,2026-06-25
6133,23,374,137,2026-06-30
