farm_id,supplier_id,location_id,size_hectares,primary_crop
1689,1342,1763,4.2,Rice (Paddy)
1690,1343,1764,3.82,Cocoa
1691,1344,1765,14.23,Cocoa
1692,1345,1766,17.79,Rice (Paddy)
1693,1345,1767,19.85,Plantain
1694,1346,1768,21.86,Plantain
1695,1347,1769,12.18,Groundnut
1696,1348,1770,10.03,Groundnut
1697,1349,1771,4.33,Yam
1698,1350,1772,7.99,Rice (Paddy)
1699,1350,1773,2.98,Rice (Paddy)
1700,1351,1774,11.47,Rice (Paddy)
1701,1352,1775,8.72,Cassava
1702,1353,1776,5.72,Yam
1703,1354,1777,13.95,Maize
1704,1354,1778,8.87,Rice (Paddy)
1705,1355,1779,6.3,Maize
1706,1356,1780,6.98,Plantain
1707,1357,1781,3.99,Cocoa
1708,1358,1782,18.59,Cocoa
1709,1359,1783,21.77,Cassava
1710,1360,1784,13.18,Yam
1711,1361,1785,11.91,Yam
1712,1362,1786,15.03,Maize
1713,1363,1787,21.34,Cassava
1714,1364,1788,12.44,Groundnut
1715,1364,1789,10.16,Plantain
1716,1365,1790,17.84,Cassava
1717,1365,1791,19.65,Cassava
1718,1365,1792,3.4,Yam
1719,1366,1793,12.78,Yam
1720,1367,1794,14.41,Yam
1721,1367,1795,20.27,Plantain
1722,1368,1796,21.31,Rice (Paddy)
1723,1369,1797,11.11,Cocoa
1724,1370,1798,16.64,Maize
1725,1371,1799,21.85,Yam
1726,1371,1800,4.76,Groundnut
1727,1372,1801,9.73,Groundnut
1728,1373,1802,23.43,Groundnut
1729,1374,1803,7.8,Rice (Paddy)
1730,1375,1804,12.94,Groundnut
1731,1376,1805,13.76,Cocoa
1732,1377,1806,20.16,Cassava
1733,1378,1807,16.14,Cassava
1734,1379,1808,12.71,Cocoa
1735,1380,1809,3.63,Rice (Paddy)
1736,1381,1810,4.81,Rice (Paddy)
1737,1382,1811,10.82,Rice (Paddy)
1738,1383,1812,6.87,Groundnut
1739,1384,1813,15.44,Groundnut
1740,1385,1814,5.35,Groundnut
1741,1386,1815,12.29,Cocoa
1742,1387,1816,14.19,Yam
1743,1388,1817,17.52,Cassava
1744,1389,1818,19.46,Maize
1745,1390,1819,2.09,Rice (Paddy)
1746,1391,1820,9.35,Groundnut
1747,1392,1821,10.55,Plantain
1748,1393,1822,0.62,Groundnut
1749,1394,1823,23.28,Plantain
1750,1395,1824,5.29,Rice (Paddy)
1751,1396,1825,1.21,Maize
1752,1397,1826,9.04,Yam
1753,1398,1827,15.01,Maize
1754,1399,1828,5.71,Yam
1755,1400,1829,4.18,Cassava
1756,1401,1830,24.27,Groundnut
1757,1401,1831,13.79,Cassava
1758,1402,1832,19.88,Maize
1759,1403,1833,7.11,Maize
1760,1403,1834,1.85,Cocoa
1761,1404,1835,2.56,Maize
1762,1405,1836,19.54,Cocoa
1763,1406,1837,7.17,Cocoa
1764,1407,1838,11.37,Cocoa
1765,1408,1839,18.19,Cassava
1766,1409,1840,10.92,Rice (Paddy)
1767,1410,1841,3.8,Plantain
1768,1411,1842,11.83,Yam
1769,1412,1843,14.59,Plantain
1770,1413,1844,10.33,Cassava
1771,1413,1845,4.94,Rice (Paddy)
1772,1413,1846,11.2,Plantain
1773,1414,1847,13.16,Maize
1774,1415,1848,10.9,Rice (Paddy)
1775,1415,1849,20.56,Cassava
1776,1415,1850,18.16,Groundnut
1777,1416,1851,9.08,Yam
1778,1417,1852,18.97,Cocoa
1779,1418,1853,8.9,Cassava
1780,1419,1854,20.74,Cassava
1781,1419,1855,14.63,Cassava
1782,1420,1856,22.58,Maize
1783,1421,1857,7.68,Maize
1784,1422,1858,2.91,Groundnut
1785,1423,1859,24.28,Yam
1786,1423,1860,3.7,Cassava
1787,1424,1861,3.43,Yam
1788,1425,1862,11.38,Yam
1789,1425,1863,20.19,Yam
1790,1426,1864,9.37,Cassava
1791,1426,1865,7.45,Groundnut
1792,1427,1866,17.39,Cassava
1793,1428,1867,0.73,Rice (Paddy)
1794,1429,1868,16.08,Rice (Paddy)
1795,1430,1869,11.95,Cocoa
1796,1431,1870,22.46,Plantain
1797,1432,1871,15.54,Cassava
1798,1433,1872,20.68,Maize
1799,1434,1873,15.89,Rice (Paddy)
1800,1434,1874,15.21,Maize
1801,1434,1875,19.87,Rice (Paddy)
1802,1435,1876,16.3,Groundnut
1803,1436,1877,11.4,Cocoa
1804,1436,1878,5.68,Rice (Paddy)
1805,1436,1879,11.56,Rice (Paddy)
1806,1437,1880,3.83,Yam
1807,1437,1881,1.2,Plantain
1808,1438,1882,11.58,Plantain
1809,1439,1883,7.32,Plantain
1810,1440,1884,10.48,Cocoa
1811,1441,1885,15.48,Groundnut
1812,1442,1886,3.64,Maize
1813,1442,1887,6.94,Plantain
1814,1443,1888,21.67,Plantain
1815,1443,1889,21.91,Cocoa
1816,1444,1890,21.86,Groundnut
1817,1445,1891,4.13,Rice (Paddy)
1818,1446,1892,21.23,Groundnut
1819,1447,1893,7.22,Yam
1820,1447,1894,6.82,Yam
1821,1447,1895,16.8,Cassava
1822,1448,1896,2.12,Maize
1823,1448,1897,3.93,Rice (Paddy)
1824,1449,1898,3.41,Groundnut
1825,1450,1899,19.65,Yam
1826,1451,1900,11.15,Cassava
1827,1452,1901,15.71,Yam
1828,1453,1902,19.29,Cassava
1829,1454,1903,16.02,Maize
1830,1455,1904,19.09,Yam
1831,1456,1905,12.5,Groundnut
1832,1457,1906,11.15,Groundnut
1833,1458,1907,4.92,Plantain
1834,1459,1908,16.69,Rice (Paddy)
1835,1460,1909,1.98,Groundnut
1836,1460,1910,3.97,Rice (Paddy)
1837,1460,1911,3.21,Maize
1838,1461,1912,7.6,Maize
1839,1462,1913,24.74,Cassava
1840,1463,1914,23.13,Cocoa
1841,1464,1915,15.74,Yam
1842,1465,1916,15.3,Rice (Paddy)
1843,1466,1917,3.16,Rice (Paddy)
1844,1467,1918,20.21,Maize
1845,1468,1919,4.14,Rice (Paddy)
1846,1468,1920,16.79,Maize
1847,1469,1921,7.17,Groundnut
1848,1470,1922,23.45,Rice (Paddy)
1849,1471,1923,4.18,Groundnut
1850,1472,1924,19.38,Maize
1851,1473,1925,5.41,Maize
1852,1474,1926,5.43,Maize
1853,1474,1927,5.45,Yam
1854,1475,1928,18.11,Cocoa
1855,1476,1929,22.32,Groundnut
1856,1477,1930,13.66,Plantain
1857,1478,1931,22.49,Maize
1858,1479,1932,12.34,Plantain
1859,1480,1933,13.27,Groundnut
1860,1481,1934,22.13,Rice (Paddy)
1861,1482,1935,5.08,Plantain
1862,1483,1936,5.06,Groundnut
1863,1484,1937,11.71,Groundnut
1864,1485,1938,4.19,Cassava
1865,1486,1939,12.24,Rice (Paddy)
1866,1487,1940,10.35,Groundnut
1867,1488,1941,20.26,Cocoa
1868,1488,1942,11.2,Cassava
1869,1488,1943,9.86,Cassava
1870,1489,1944,7.11,Cocoa
1871,1490,1945,12.92,Groundnut
1872,1491,1946,14.01,Groundnut
1873,1492,1947,14.74,Yam
1874,1493,1948,19.8,Groundnut
1875,1494,1949,11.72,Maize
1876,1495,1950,16.73,Cocoa
1877,1496,1951,18.58,Plantain
1878,1497,1952,16.69,Maize
1879,1498,1953,15.61,Groundnut
1880,1499,1954,21.84,Groundnut
1881,1500,1955,10.77,Groundnut
1882,1501,1956,12.31,Maize
1883,1502,1957,18.74,Yam
1884,1503,1958,1.6,Cocoa
1885,1504,1959,19.4,Maize
1886,1505,1960,9.47,Groundnut
1887,1505,1961,11.79,Maize
1888,1505,1962,10.25,Yam
1889,1506,1963,21.22,Plantain
1890,1506,1964,19.24,Maize
1891,1507,1965,8.53,Groundnut
1892,1508,1966,7.68,Groundnut
1893,1509,1967,15.2,Rice (Paddy)
1894,1510,1968,9.68,Yam
1895,1511,1969,22.16,Groundnut
1896,1512,1970,15.42,Cassava
1897,1512,1971,16.77,Cassava
1898,1512,1972,0.58,Plantain
1899,1513,1973,7.38,Plantain
1900,1514,1974,6.52,Groundnut
1901,1515,1975,7.3,Cassava
1902,1516,1976,15.21,Rice (Paddy)
1903,1517,1977,17.89,Yam
1904,1518,1978,9.18,Yam
1905,1518,1979,6.48,Rice (Paddy)
1906,1519,1980,9.65,Maize
1907,1520,1981,24.58,Rice (Paddy)
1908,1520,1982,1.56,Cocoa
1909,1521,1983,22.38,Rice (Paddy)
1910,1522,1984,7.44,Groundnut
1911,1523,1985,11.09,Cassava
1912,1524,1986,11.19,Maize
1913,1525,1987,19.44,Rice (Paddy)
1914,1526,1988,14.78,Cocoa
1915,1527,1989,5.87,Groundnut
1916,1528,1990,8.79,Cocoa
1917,1529,1991,10.96,Groundnut
1918,1530,1992,13.0,Cocoa
1919,1531,1993,8.42,Yam
1920,1532,1994,8.49,Rice (Paddy)
1921,1532,1995,1.91,Rice (Paddy)
1922,1533,1996,13.23,Groundnut
1923,1533,1997,18.01,Plantain
1924,1534,1998,23.04,Rice (Paddy)
1925,1534,1999,24.5,Groundnut
1926,1535,2000,13.31,Yam
1927,1536,2001,9.12,Maize
1928,1536,2002,24.68,Plantain
1929,1537,2003,14.61,Plantain
1930,1538,2004,2.31,Cassava
1931,1539,2005,24.23,Cassava
1932,1539,2006,6.33,Rice (Paddy)
1933,1540,2007,18.48,Groundnut
1934,1541,2008,9.23,Cocoa
1935,1542,2009,13.45,Cocoa
1936,1543,2010,16.12,Plantain
1937,1544,2011,7.86,Rice (Paddy)
1938,1545,2012,24.99,Plantain
1939,1546,2013,0.81,Groundnut
1940,1547,2014,17.42,Cassava
1941,1548,2015,4.75,Yam
1942,1549,2016,5.61,Maize
1943,1550,2017,15.27,Rice (Paddy)
1944,1551,2018,2.77,Maize
1945,1552,2019,21.07,Cassava
1946,1553,2020,0.71,Yam
1947,1554,2021,13.78,Plantain
1948,1555,2022,22.77,Maize
1949,1556,2023,1.4,Cocoa
1950,1557,2024,4.84,Maize
1951,1558,2025,13.7,Maize
1952,1558,2026,20.85,Plantain
1953,1559,2027,18.38,Groundnut
1954,1560,2028,7.77,Yam
1955,1561,2029,2.46,Rice (Paddy)
1956,1562,2030,15.37,Cocoa
1957,1563,2031,15.62,Rice (Paddy)
1958,1563,2032,21.4,Maize
1959,1564,2033,6.89,Cassava
1960,1565,2034,24.09,Cassava
1961,1566,2035,7.11,Yam
1962,1567,2036,8.54,Maize
1963,1568,2037,7.34,Yam
1964,1569,2038,7.87,Cocoa
1965,1569,2039,0.61,Maize
1966,1570,2040,5.09,Maize
1967,1571,2041,24.05,Yam
1968,1572,2042,5.25,Yam
1969,1573,2043,20.04,Cassava
1970,1574,2044,18.91,Plantain
1971,1575,2045,9.88,Groundnut
1972,1576,2046,3.34,Cocoa
1973,1577,2047,6.36,Cocoa
1974,1578,2048,11.37,Cassava
1975,1579,2049,2.13,Cocoa
1976,1580,2050,22.62,Maize
1977,1580,2051,19.77,Plantain
1978,1581,2052,15.16,Groundnut
1979,1582,2053,0.56,Rice (Paddy)
1980,1583,2054,3.78,Cassava
1981,1583,2055,8.69,Groundnut
1982,1584,2056,2.48,Cocoa
1983,1584,2057,4.7,Cassava
1984,1585,2058,5.62,Maize
1985,1586,2059,22.82,Plantain
1986,1586,2060,7.72,Cassava
1987,1587,2061,9.93,Cocoa
1988,1588,2062,2.91,Rice (Paddy)
1989,1589,2063,11.35,Maize
1990,1589,2064,14.83,Groundnut
1991,1590,2065,5.64,Plantain
1992,1590,2066,12.8,Plantain
1993,1591,2067,5.31,Plantain
1994,1592,2068,3.31,Cassava
1995,1593,2069,17.09,Rice (Paddy)
1996,1593,2070,4.14,Cassava
1997,1593,2071,12.18,Cassava
1998,1594,2072,9.35,Maize
1999,1594,2073,17.53,Cassava
2000,1594,2074,4.19,Rice (Paddy)
2001,1595,2075,3.1,Cocoa
2002,1596,2076,13.98,Plantain
2003,1596,2077,17.44,Rice (Paddy)
2004,1597,2078,23.26,Maize
2005,1598,2079,1.69,Groundnut
2006,1599,2080,6.13,Groundnut
2007,1600,2081,12.58,Groundnut
2008,1601,2082,16.9,Maize
2009,1601,2083,16.27,Cassava
2010,1602,2084,1.56,Rice (Paddy)
2011,1602,2085,19.95,Cassava
2012,1603,2086,22.95,Groundnut
2013,1603,2087,1.02,Plantain
2014,1604,2088,1.86,Yam
2015,1605,2089,6.94,Maize
2016,1606,2090,11.91,Yam
2017,1607,2091,16.74,Cassava
2018,1608,2092,4.82,Groundnut
2019,1609,2093,4.97,Plantain
2020,1609,2094,20.98,Plantain
2021,1610,2095,20.5,Yam
2022,1610,2096,23.48,Rice (Paddy)
2023,1611,2097,21.44,Maize
2024,1612,2098,13.69,Maize
2025,1612,2099,16.86,Groundnut
2026,1613,2100,5.85,Plantain
2027,1614,2101,16.25,Maize
2028,1615,2102,3.33,Plantain
2029,1616,2103,2.02,Cassava
2030,1617,2104,23.67,Maize
2031,1618,2105,20.58,Yam
2032,1619,2106,10.2,Cocoa
2033,1620,2107,19.63,Cassava
2034,1620,2108,9.5,Yam
2035,1620,2109,23.98,Maize
2036,1621,2110,10.75,Cocoa
2037,1622,2111,15.61,Cassava
2038,1623,2112,10.86,Maize
2039,1624,2113,7.54,Cassava
2040,1625,2114,1.11,Cassava
2041,1626,2115,12.48,Plantain
2042,1627,2116,13.44,Rice (Paddy)
2043,1628,2117,21.66,Plantain
2044,1629,2118,12.77,Plantain
2045,1629,2119,21.42,Maize
2046,1630,2120,9.49,Groundnut
2047,1631,2121,16.75,Yam
2048,1632,2122,3.97,Maize
2049,1632,2123,2.55,Plantain
2050,1633,2124,0.65,Maize
2051,1633,2125,11.4,Cassava
2052,1634,2126,23.18,Maize
2053,1635,2127,10.74,Cocoa
2054,1635,2128,16.49,Cocoa
2055,1636,2129,13.66,Yam
2056,1637,2130,13.4,Maize
2057,1638,2131,11.08,Maize
2058,1639,2132,9.04,Cocoa
2059,1640,2133,7.61,Plantain
2060,1640,2134,20.82,Groundnut
2061,1641,2135,23.05,Rice (Paddy)
2062,1641,2136,18.7,Plantain
2063,1641,2137,24.49,Rice (Paddy)
2064,1642,2138,9.14,Cassava
2065,1642,2139,13.19,Maize
2066,1642,2140,23.73,Cocoa
2067,1643,2141,20.39,Maize
2068,1644,2142,2.51,Rice (Paddy)
2069,1645,2143,16.92,Cassava
2070,1646,2144,5.5,Maize
2071,1647,2145,9.51,Plantain
2072,1647,2146,1.16,Plantain
2073,1648,2147,10.13,Groundnut
2074,1649,2148,23.81,Cassava
2075,1650,2149,8.43,Rice (Paddy)
2076,1651,2150,5.6,Cassava
2077,1651,2151,10.75,Yam
2078,1651,2152,2.36,Cocoa
2079,1652,2153,21.47,Groundnut
2080,1653,2154,12.57,Groundnut
2081,1654,2155,24.77,Plantain
2082,1655,2156,10.62,Rice (Paddy)
2083,1655,2157,14.58,Plantain
2084,1656,2158,22.51,Yam
2085,1657,2159,11.48,Maize
2086,1658,2160,21.94,Rice (Paddy)
2087,1659,2161,3.65,Plantain
2088,1659,2162,24.11,Cassava
2089,1659,2163,8.68,Cocoa
2090,1660,2164,16.64,Groundnut
2091,1661,2165,2.74,Maize
2092,1662,2166,0.88,Cocoa
2093,1662,2167,7.78,Groundnut
2094,1662,2168,22.04,Cassava
2095,1663,2169,1.19,Groundnut
2096,1664,2170,15.74,Rice (Paddy)
2097,1665,2171,14.46,Rice (Paddy)
2098,1666,2172,11.98,Yam
2099,1667,2173,12.83,Cocoa
2100,1668,2174,15.96,Cocoa
2101,1669,2175,6.72,Yam
2102,1670,2176,7.6,Cocoa
2103,1670,2177,22.6,Cassava
2104,1670,2178,15.78,Plantain
2105,1671,2179,4.58,Yam
2106,1672,2180,22.66,Plantain
2107,1673,2181,1.13,Maize
2108,1674,2182,18.72,Rice (Paddy)
2109,1675,2183,13.63,Cassava
2110,1676,2184,5.35,Cassava
2111,1677,2185,0.79,Rice (Paddy)
2112,1678,2186,16.82,Plantain
2113,1678,2187,13.28,Rice (Paddy)
2114,1678,2188,18.16,Cassava
2115,1679,2189,19.8,Plantain
2116,1680,2190,24.64,Cassava
2117,1680,2191,3.95,Groundnut
2118,1680,2192,20.56,Yam
2119,1681,2193,24.22,Yam
2120,1682,2194,17.09,Rice (Paddy)
2121,1683,2195,17.5,Yam
2122,1684,2196,1.11,Cassava
2123,1685,2197,3.44,Groundnut
2124,1685,2198,23.91,Plantain
2125,1686,2199,7.13,Cassava
2126,1687,2200,16.74,Cocoa
2127,1687,2201,15.73,Maize
2128,1688,2202,24.72,Plantain
2129,1689,2203,12.26,Rice (Paddy)
2130,1690,2204,24.89,Cassava
2131,1691,2205,18.6,Cassava
2132,1692,2206,8.55,Rice (Paddy)
2133,1693,2207,13.17,Groundnut
2134,1694,2208,2.81,Plantain
2135,1695,2209,17.85,Plantain
2136,1696,2210,19.95,Yam
2137,1697,2211,1.33,Rice (Paddy)
2138,1698,2212,9.37,Maize
2139,1699,2213,12.11,Plantain
2140,1700,2214,21.77,Plantain
2141,1700,2215,0.66,Cocoa
2142,1701,2216,16.63,Plantain
2143,1702,2217,6.97,Rice (Paddy)
2144,1703,2218,14.21,Plantain
2145,1704,2219,12.61,Yam
2146,1705,2220,12.31,Cocoa
2147,1705,2221,14.42,Rice (Paddy)
2148,1706,2222,2.13,Cocoa
2149,1707,2223,18.97,Plantain
2150,1708,2224,2.48,Cassava
2151,1708,2225,20.06,Yam
2152,1709,2226,19.84,Plantain
2153,1709,2227,23.62,Rice (Paddy)
2154,1709,2228,18.15,Maize
2155,1710,2229,18.93,Cocoa
2156,1711,2230,23.04,Plantain
2157,1712,2231,10.37,Plantain
2158,1713,2232,2.7,Yam
2159,1714,2233,7.55,Plantain
2160,1715,2234,21.21,Groundnut
2161,1716,2235,15.21,Plantain
2162,1716,2236,2.52,Cocoa
2163,1717,2237,1.9,Yam
2164,1717,2238,4.36,Cassava
2165,1717,2239,9.43,Maize
2166,1718,2240,3.16,Maize
2167,1719,2241,3.68,Groundnut
2168,1720,2242,2.12,Rice (Paddy)
2169,1720,2243,22.51,Cassava
2170,1720,2244,4.9,Cassava
2171,1721,2245,17.64,Rice (Paddy)
2172,1722,2246,9.76,Cocoa
2173,1723,2247,24.98,Cassava
2174,1724,2248,1.29,Cocoa
2175,1725,2249,20.75,Rice (Paddy)
2176,1725,2250,10.79,Groundnut
2177,1726,2251,18.09,Groundnut
2178,1727,2252,5.87,Rice (Paddy)
2179,1728,2253,0.64,Yam
2180,1729,2254,9.67,Cassava
2181,1730,2255,13.42,Plantain
2182,1731,2256,11.27,Plantain
2183,1732,2257,6.78,Cocoa
2184,1732,2258,20.95,Maize
2185,1733,2259,21.08,Cassava
2186,1734,2260,17.16,Groundnut
2187,1735,2261,16.75,Yam
2188,1736,2262,21.99,Rice (Paddy)
2189,1737,2263,14.1,Maize
2190,1738,2264,17.1,Rice (Paddy)
2191,1738,2265,4.52,Maize
2192,1739,2266,22.04,Yam
2193,1740,2267,21.06,Rice (Paddy)
2194,1741,2268,5.27,Yam
2195,1742,2269,24.58,Rice (Paddy)
2196,1743,2270,18.88,Rice (Paddy)
2197,1744,2271,14.07,Cassava
2198,1745,2272,10.85,Groundnut
2199,1746,2273,11.28,Maize
2200,1747,2274,5.66,Cocoa
2201,1748,2275,7.67,Yam
2202,1749,2276,10.32,Rice (Paddy)
2203,1749,2277,20.01,Cocoa
2204,1750,2278,6.21,Cassava
2205,1751,2279,12.29,Plantain
2206,1752,2280,4.11,Cocoa
2207,1753,2281,15.32,Cocoa
2208,1754,2282,7.51,Yam
2209,1755,2283,2.5,Cassava
2210,1756,2284,17.29,Cocoa
2211,1757,2285,16.06,Rice (Paddy)
2212,1758,2286,11.26,Cocoa
2213,1759,2287,19.1,Maize
2214,1760,2288,2.96,Rice (Paddy)
2215,1761,2289,9.52,Cassava
2216,1762,2290,0.85,Plantain
2217,1763,2291,6.96,Groundnut
2218,1764,2292,15.5,Maize
2219,1764,2293,10.34,Plantain
2220,1765,2294,15.51,Plantain
2221,1765,2295,19.33,Yam
2222,1766,2296,5.16,Groundnut
2223,1767,2297,22.14,Plantain
2224,1768,2298,21.17,Plantain
2225,1769,2299,7.8,Yam
2226,1770,2300,19.22,Rice (Paddy)
2227,1771,2301,15.89,Groundnut
2228,1772,2302,23.01,Groundnut
2229,1773,2303,5.35,Plantain
2230,1773,2304,9.22,Yam
2231,1773,2305,9.07,Plantain
2232,1774,2306,24.55,Cassava
2233,1775,2307,12.0,Plantain
2234,1775,2308,4.01,Yam
2235,1776,2309,12.91,Groundnut
2236,1777,2310,12.77,Yam
2237,1778,2311,21.75,Groundnut
2238,1779,2312,11.16,Cassava
2239,1780,2313,10.61,Groundnut
2240,1781,2314,2.24,Yam
2241,1782,2315,3.73,Groundnut
2242,1782,2316,4.53,Groundnut
2243,1783,2317,9.93,Rice (Paddy)
2244,1783,2318,9.38,Yam
2245,1784,2319,18.07,Rice (Paddy)
2246,1785,2320,24.08,Cocoa
2247,1786,2321,13.11,Yam
2248,1787,2322,12.84,Cassava
2249,1787,2323,8.54,Groundnut
2250,1788,2324,8.11,Rice (Paddy)
2251,1789,2325,3.33,Groundnut
2252,1790,2326,11.8,Plantain
2253,1791,2327,16.2,Plantain
2254,1791,2328,10.25,Cocoa
2255,1792,2329,4.91,Yam
2256,1793,2330,15.46,Groundnut
2257,1794,2331,17.23,Cassava
2258,1795,2332,18.87,Maize
2259,1795,2333,3.59,Maize
2260,1796,2334,12.4,Rice (Paddy)
2261,1797,2335,17.15,Cocoa
2262,1798,2336,3.83,Cocoa
2263,1799,2337,22.26,Maize
2264,1799,2338,1.29,Cocoa
2265,1800,2339,11.36,Cocoa
2266,1801,2340,2.08,Rice (Paddy)
2267,1802,2341,18.47,Cassava
2268,1803,2342,15.94,Plantain
2269,1804,2343,0.77,Groundnut
2270,1805,2344,22.12,Maize
2271,1806,2345,3.01,Plantain
2272,1807,2346,14.22,Cocoa
2273,1808,2347,11.7,Rice (Paddy)
2274,1809,2348,15.81,Maize
2275,1810,2349,15.14,Rice (Paddy)
2276,1811,2350,18.88,Maize
2277,1811,2351,14.11,Rice (Paddy)
2278,1812,2352,18.18,Rice (Paddy)
2279,1813,2353,6.94,Plantain
2280,1814,2354,14.12,Yam
2281,1815,2355,12.04,Yam
2282,1816,2356,10.95,Yam
2283,1817,2357,21.93,Yam
2284,1818,2358,17.28,Cassava
2285,1819,2359,15.27,Maize
2286,1820,2360,8.32,Cassava
2287,1820,2361,24.81,Rice (Paddy)
2288,1821,2362,24.33,Yam
2289,1822,2363,24.88,Groundnut
2290,1823,2364,24.06,Plantain
2291,1823,2365,24.04,Groundnut
2292,1823,2366,12.1,Plantain
2293,1824,2367,0.97,Yam
2294,1825,2368,20.8,Groundnut
2295,1826,2369,7.02,Rice (Paddy)
2296,1827,2370,15.32,Yam
2297,1828,2371,19.78,Maize
2298,1829,2372,0.78,Cocoa
2299,1829,2373,19.57,Plantain
2300,1830,2374,22.92,Yam
2301,1831,2375,4.95,Cassava
2302,1832,2376,7.0,Rice (Paddy)
2303,1833,2377,17.89,Yam
2304,1834,2378,7.32,Rice (Paddy)
2305,1835,2379,11.98,Yam
2306,1836,2380,19.28,Groundnut
2307,1836,2381,11.87,Groundnut
2308,1837,2382,16.52,Yam
2309,1838,2383,22.0,Cassava
2310,1839,2384,5.55,Plantain
2311,1840,2385,21.7,Plantain
2312,1840,2386,12.92,Cassava
2313,1841,2387,10.28,Plantain
2314,1842,2388,3.74,Maize
2315,1843,2389,18.24,Yam
2316,1844,2390,6.24,Maize
2317,1845,2391,7.75,Cassava
2318,1846,2392,1.78,Yam
2319,1847,2393,13.47,Groundnut
2320,1847,2394,13.85,Yam
2321,1848,2395,12.22,Cocoa
2322,1849,2396,19.45,Cocoa
2323,1849,2397,20.52,Rice (Paddy)
2324,1849,2398,17.42,Yam
2325,1850,2399,17.64,Groundnut
2326,1851,2400,8.23,Maize
2327,1852,2401,17.89,Plantain
2328,1853,2402,17.78,Cassava
2329,1854,2403,3.36,Groundnut
2330,1854,2404,4.99,Cassava
2331,1855,2405,0.74,Cocoa
2332,1856,2406,23.98,Plantain
2333,1856,2407,20.87,Rice (Paddy)
2334,1856,2408,23.33,Groundnut
2335,1857,2409,20.3,Yam
2336,1857,2410,13.79,Plantain
2337,1857,2411,24.77,Maize
2338,1858,2412,21.58,Plantain
2339,1859,2413,18.27,Groundnut
2340,1860,2414,19.36,Cassava
2341,1861,2415,12.99,Yam
2342,1862,2416,2.58,Groundnut
2343,1862,2417,0.74,Cassava
2344,1863,2418,24.46,Maize
2345,1864,2419,11.47,Cocoa
2346,1865,2420,19.29,Cocoa
2347,1865,2421,9.56,Cassava
2348,1865,2422,6.25,Cocoa
2349,1866,2423,9.44,Yam
2350,1867,2424,15.44,Yam
2351,1868,2425,9.6,Plantain
2352,1869,2426,9.38,Maize
2353,1870,2427,21.12,Rice (Paddy)
2354,1870,2428,23.66,Groundnut
2355,1871,2429,10.77,Rice (Paddy)
2356,1871,2430,12.91,Yam
2357,1872,2431,19.34,Groundnut
2358,1873,2432,10.41,Yam
2359,1873,2433,24.17,Yam
2360,1874,2434,24.58,Plantain
2361,1875,2435,17.49,Maize
2362,1876,2436,20.07,Cassava
2363,1876,2437,19.22,Cassava
2364,1877,2438,5.25,Cocoa
2365,1878,2439,9.61,Plantain
2366,1879,2440,22.92,Cocoa
2367,1880,2441,3.9,Cocoa
2368,1881,2442,4.04,Maize
2369,1882,2443,14.18,Groundnut
2370,1883,2444,7.75,Maize
2371,1884,2445,12.08,Rice (Paddy)
2372,1885,2446,16.6,Groundnut
2373,1886,2447,5.94,Rice (Paddy)
2374,1887,2448,9.12,Cassava
2375,1888,2449,17.13,Plantain
2376,1889,2450,21.37,Cocoa
2377,1890,2451,8.34,Yam
2378,1890,2452,8.66,Rice (Paddy)
2379,1891,2453,18.68,Groundnut
2380,1892,2454,17.81,Maize
2381,1893,2455,15.87,Yam
2382,1894,2456,2.54,Yam
2383,1895,2457,0.58,Plantain
2384,1896,2458,1.28,Yam
2385,1897,2459,18.0,Yam
2386,1897,2460,6.66,Yam
2387,1897,2461,5.96,Maize
2388,1898,2462,3.4,Maize
2389,1899,2463,18.49,Groundnut
2390,1900,2464,15.05,Groundnut
2391,1900,2465,7.59,Groundnut
2392,1901,2466,0.54,Rice (Paddy)
2393,1902,2467,23.63,Cocoa
2394,1902,2468,4.29,Cocoa
2395,1903,2469,5.98,Cocoa
2396,1904,2470,3.38,Cocoa
2397,1905,2471,22.51,Plantain
2398,1906,2472,16.95,Plantain
2399,1907,2473,4.58,Cassava
2400,1907,2474,2.07,Plantain
2401,1907,2475,0.88,Groundnut
2402,1908,2476,19.67,Groundnut
2403,1909,2477,11.01,Cocoa
2404,1910,2478,15.99,Maize
2405,1911,2479,20.66,Cassava
2406,1912,2480,14.22,Maize
2407,1913,2481,12.44,Yam
2408,1914,2482,1.63,Cassava
2409,1915,2483,6.79,Plantain
2410,1916,2484,17.32,Groundnut
2411,1917,2485,18.86,Groundnut
2412,1918,2486,21.93,Yam
2413,1918,2487,15.59,Rice (Paddy)
2414,1918,2488,14.1,Cassava
2415,1919,2489,18.87,Maize
2416,1920,2490,13.13,Maize
2417,1921,2491,17.4,Maize
2418,1922,2492,10.96,Maize
2419,1923,2493,13.41,Plantain
2420,1924,2494,5.1,Plantain
2421,1925,2495,13.31,Yam
2422,1926,2496,18.28,Rice (Paddy)
2423,1927,2497,2.87,Maize
2424,1927,2498,5.57,Yam
2425,1928,2499,21.3,Yam
2426,1928,2500,24.05,Cassava
2427,1929,2501,16.62,Groundnut
2428,1930,2502,21.12,Plantain
2429,1931,2503,7.47,Yam
2430,1931,2504,15.11,Plantain
2431,1932,2505,7.35,Cassava
2432,1933,2506,16.06,Rice (Paddy)
2433,1934,2507,15.48,Groundnut
2434,1935,2508,17.69,Plantain
