loyalty_id,customer_id,store_format,tier,points_balance,enrolment_date
4937,9632,standard,bronze,12645,2024-08-06
4938,9634,standard,bronze,1934,2025-07-09
4939,9640,standard,silver,27260,2023-10-05
4940,9642,standard,silver,36221,2019-05-14
4941,9647,standard,bronze,41482,2025-05-07
4942,9649,standard,bronze,7033,2023-10-01
4943,9650,express,bronze,14331,2021-04-12
4944,9653,standard,gold,49296,2019-01-04
4945,9661,express,bronze,38912,2020-12-27
4946,9664,standard,bronze,37364,2025-11-03
4947,9665,express,bronze,32999,2022-12-24
4948,9670,express,silver,47346,2022-03-17
4949,9672,online,bronze,29398,2025-10-11
4950,9672,express,gold,24292,2025-07-02
4951,9673,express,bronze,42614,2022-11-05
4952,9675,flagship,bronze,21854,2020-11-13
4953,9683,flagship,bronze,21123,2022-06-29
4954,9684,online,bronze,881,2019-06-27
4955,9685,standard,bronze,36057,2020-06-06
4956,9688,online,bronze,38739,2026-04-09
4957,9689,online,gold,24885,2025-06-24
4958,9691,standard,bronze,2538,2025-06-07
4959,9693,standard,silver,44562,2020-12-13
4960,9695,standard,bronze,11925,2022-06-24
4961,9697,standard,silver,44142,2021-03-12
4962,9697,online,gold,14590,2020-09-21
4963,9698,online,silver,32668,2022-09-18
4964,9703,standard,bronze,18325,2024-05-16
4965,9706,express,platinum,34614,2019-01-16
4966,9708,standard,silver,17272,2021-06-25
4967,9708,online,bronze,24400,2025-04-03
4968,9709,online,silver,10525,2024-03-15
4969,9712,online,silver,15874,2025-12-08
4970,9713,online,bronze,44611,2019-04-06
4971,9717,online,bronze,31522,2025-06-05
4972,9718,online,bronze,39364,2022-07-09
4973,9721,standard,bronze,38138,2024-05-13
4974,9721,flagship,gold,4281,2024-04-26
4975,9725,online,bronze,15828,2020-04-26
4976,9726,flagship,bronze,32971,2020-03-12
4977,9727,online,silver,20285,2021-06-10
4978,9728,standard,gold,35480,2025-05-31
4979,9729,express,silver,19238,2021-07-19
4980,9730,flagship,bronze,43997,2024-02-09
4981,9731,express,bronze,28871,2025-11-08
4982,9737,flagship,silver,49493,2020-03-09
4983,9741,online,silver,4197,2019-05-28
4984,9743,flagship,silver,2501,2020-10-06
4985,9744,express,silver,513,2019-08-14
4986,9746,flagship,bronze,15689,2023-12-04
4987,9747,flagship,bronze,27170,2019-12-16
4988,9750,online,silver,39517,2024-10-31
4989,9751,online,silver,24398,2023-12-21
4990,9752,online,bronze,30545,2025-06-10
4991,9755,standard,bronze,5015,2020-02-26
4992,9756,express,bronze,24230,2025-07-05
4993,9757,standard,bronze,45272,2026-06-03
4994,9760,express,silver,39066,2024-07-09
4995,9766,flagship,bronze,19329,2023-04-20
4996,9769,express,silver,38200,2023-12-16
4997,9770,standard,silver,8527,2021-03-21
4998,9770,online,bronze,29027,2022-09-08
4999,9773,flagship,bronze,44988,2025-06-26
5000,9779,online,bronze,39817,2019-09-17
5001,9782,online,silver,7117,2025-09-19
5002,9783,standard,silver,7181,2024-02-10
5003,9786,express,bronze,24219,2023-08-16
5004,9792,standard,bronze,5359,2019-11-15
5005,9793,flagship,bronze,43556,2025-06-08
5006,9793,express,silver,30701,2024-10-12
5007,9794,flagship,silver,43486,2023-04-11
5008,9795,online,silver,3475,2024-07-10
5009,9796,online,gold,18949,2021-01-18
5010,9797,flagship,bronze,40977,2019-09-17
5011,9799,flagship,bronze,40344,2023-12-24
5012,9802,express,silver,28842,2024-02-28
5013,9807,standard,bronze,13678,2021-07-28
5014,9810,online,silver,32697,2021-02-06
5015,9811,standard,silver,43368,2022-08-22
5016,9814,online,bronze,16454,2024-02-27
5017,9815,flagship,gold,10812,2025-09-24
5018,9817,online,bronze,2011,2019-05-18
5019,9819,standard,silver,39576,2025-11-05
5020,9822,standard,gold,8026,2026-03-14
5021,9823,standard,silver,33912,2026-05-26
5022,9824,standard,bronze,14491,2020-05-11
5023,9824,express,silver,42905,2022-04-10
5024,9828,flagship,gold,8628,2022-01-13
5025,9829,flagship,bronze,12142,2021-07-25
5026,9830,express,silver,49114,2021-06-30
5027,9834,standard,bronze,24928,2025-08-07
5028,9834,flagship,bronze,6394,2024-09-17
5029,9836,standard,bronze,19347,2023-05-09
5030,9837,standard,gold,37810,2025-08-24
5031,9838,standard,silver,24986,2022-02-19
5032,9839,online,bronze,23769,2020-04-12
5033,9840,express,silver,49563,2024-09-17
5034,9843,standard,bronze,44776,2022-03-09
5035,9846,express,gold,21901,2020-03-27
5036,9848,online,silver,29193,2023-09-08
5037,9849,express,bronze,39725,2021-11-26
5038,9849,flagship,bronze,2573,2023-12-02
5039,9852,express,bronze,5573,2021-08-17
5040,9853,express,bronze,39878,2020-04-01
5041,9853,flagship,silver,9835,2023-06-08
5042,9855,online,bronze,49327,2019-06-29
5043,9856,standard,bronze,17549,2025-06-10
5044,9858,express,bronze,14061,2022-11-24
5045,9861,flagship,bronze,13266,2025-06-30
5046,9862,online,bronze,43530,2023-03-03
5047,9866,flagship,silver,4237,2022-12-03
5048,9867,express,bronze,31344,2025-04-25
5049,9869,standard,platinum,38421,2026-02-17
5050,9870,flagship,bronze,24758,2019-12-05
5051,9870,express,silver,3847,2023-03-19
5052,9871,flagship,bronze,18450,2025-04-06
5053,9873,standard,silver,14074,2021-05-06
5054,9874,standard,bronze,8898,2023-06-18
5055,9874,online,bronze,6058,2024-03-05
5056,9878,express,gold,43838,2025-06-12
5057,9878,standard,bronze,18271,2023-10-26
5058,9881,flagship,bronze,9367,2022-07-09
5059,9884,standard,bronze,12219,2023-07-18
5060,9891,online,bronze,9388,2022-06-05
5061,9893,standard,silver,22703,2026-03-26
5062,9894,express,silver,30870,2025-01-09
5063,9894,flagship,silver,11108,2025-02-17
5064,9895,flagship,silver,7846,2023-10-15
5065,9896,express,bronze,17103,2024-01-14
5066,9897,express,bronze,35742,2021-03-23
5067,9898,flagship,bronze,44040,2021-10-14
5068,9902,flagship,silver,32611,2019-01-01
5069,9903,express,bronze,24337,2019-04-04
5070,9904,standard,bronze,24610,2026-02-19
5071,9907,express,gold,5183,2020-07-12
5072,9908,standard,bronze,4608,2020-07-08
5073,9910,flagship,silver,8276,2020-09-17
5074,9914,standard,bronze,22055,2020-09-14
5075,9915,flagship,bronze,27714,2023-01-19
5076,9917,express,silver,11787,2025-08-10
5077,9922,flagship,silver,4111,2024-06-05
5078,9924,flagship,bronze,18566,2022-07-02
5079,9925,standard,gold,37420,2022-09-15
5080,9929,standard,bronze,3226,2022-03-24
5081,9934,standard,silver,4371,2019-08-30
5082,9934,flagship,bronze,33034,2019-06-11
5083,9937,standard,bronze,1080,2026-04-27
5084,9938,online,silver,12498,2019-04-14
5085,9940,online,silver,44463,2020-09-08
5086,9941,online,silver,28747,2026-01-31
5087,9941,express,bronze,15049,2019-01-01
5088,9942,online,silver,48434,2026-06-01
5089,9942,express,bronze,13018,2023-09-25
5090,9944,express,bronze,24302,2023-06-06
5091,9948,standard,bronze,14591,2026-03-29
5092,9950,express,silver,26932,2026-05-13
5093,9950,standard,silver,37359,2025-06-03
5094,9953,express,silver,47776,2025-02-17
5095,9954,express,bronze,46256,2024-11-14
5096,9957,express,gold,42315,2019-05-07
5097,9958,online,bronze,48135,2023-05-07
5098,9963,flagship,bronze,24183,2020-05-21
5099,9963,express,silver,36120,2021-04-16
5100,9964,online,gold,697,2024-07-17
5101,9965,online,gold,46773,2022-10-30
5102,9965,standard,bronze,41191,2023-09-19
5103,9967,flagship,bronze,8857,2019-09-02
5104,9967,standard,bronze,23206,2021-01-12
5105,9968,flagship,bronze,8816,2019-12-13
5106,9971,standard,gold,21439,2025-06-27
5107,9973,online,silver,20944,2021-12-26
5108,9974,flagship,bronze,26728,2022-12-10
5109,9978,flagship,bronze,9979,2020-08-15
5110,9981,express,bronze,31016,2022-12-21
5111,9981,standard,bronze,25245,2019-09-04
5112,9982,standard,bronze,49726,2020-05-12
5113,9983,flagship,bronze,22878,2025-08-18
5114,9988,express,bronze,36745,2022-03-06
5115,9990,flagship,bronze,16029,2021-11-13
5116,9996,standard,bronze,16793,2020-04-16
5117,9996,express,silver,47532,2020-11-28
5118,10001,standard,bronze,30558,2020-11-29
5119,10002,online,bronze,5602,2024-09-11
5120,10003,express,silver,15602,2020-10-24
5121,10004,flagship,bronze,27394,2022-02-28
5122,10008,express,bronze,32672,2022-05-02
5123,10011,standard,bronze,241,2022-02-21
5124,10014,flagship,bronze,30278,2025-11-18
5125,10016,express,gold,30762,2019-03-04
5126,10017,online,bronze,39262,2022-07-08
5127,10018,online,bronze,44336,2025-04-28
5128,10018,express,silver,17058,2024-08-20
5129,10019,express,bronze,37048,2025-07-06
5130,10021,express,gold,15376,2019-05-26
5131,10022,flagship,bronze,32889,2021-10-11
5132,10022,express,bronze,15030,2021-07-29
5133,10033,standard,platinum,17326,2025-04-07
5134,10034,standard,bronze,8572,2025-07-04
5135,10035,flagship,bronze,34124,2019-04-04
5136,10036,express,bronze,13045,2020-06-26
5137,10039,flagship,bronze,36068,2022-02-02
5138,10040,online,platinum,49109,2022-07-28
5139,10045,standard,gold,2506,2022-06-10
5140,10050,online,silver,11201,2022-12-30
5141,10050,express,bronze,33171,2020-07-24
5142,10052,online,bronze,36513,2025-11-04
5143,10053,standard,bronze,468,2025-11-05
5144,10065,flagship,bronze,36539,2024-03-05
5145,10066,standard,silver,9614,2022-02-10
5146,10068,standard,gold,39490,2023-07-30
5147,10069,standard,silver,33964,2021-06-06
5148,10070,standard,bronze,42073,2019-12-29
5149,10071,standard,bronze,14722,2024-12-31
5150,10071,express,silver,12136,2024-02-29
5151,10073,flagship,bronze,9424,2024-08-02
5152,10073,standard,bronze,6535,2020-09-08
5153,10074,flagship,bronze,26938,2020-01-25
5154,10075,online,bronze,32875,2024-07-19
5155,10077,online,bronze,32021,2026-04-19
5156,10078,online,bronze,31305,2025-09-21
5157,10083,flagship,bronze,45314,2022-06-07
5158,10084,standard,platinum,6429,2023-02-08
5159,10085,online,bronze,28836,2021-04-15
5160,10085,express,bronze,5567,2025-06-30
5161,10086,express,bronze,8449,2020-02-08
5162,10087,express,silver,33932,2023-07-29
5163,10090,express,bronze,17532,2024-08-20
5164,10091,online,silver,40400,2020-06-07
5165,10093,express,silver,24495,2024-05-01
5166,10094,flagship,silver,17959,2022-02-03
5167,10098,express,bronze,19125,2024-09-07
5168,10102,standard,bronze,3889,2022-04-21
5169,10105,express,silver,7618,2023-12-29
5170,10105,flagship,bronze,7020,2025-01-18
5171,10106,online,silver,33148,2021-09-17
5172,10106,flagship,gold,12179,2026-03-04
5173,10108,flagship,bronze,38829,2026-06-25
5174,10109,express,bronze,30852,2023-06-02
5175,10111,online,silver,20237,2024-02-06
5176,10112,express,bronze,5146,2020-03-08
5177,10113,standard,bronze,6761,2026-05-25
5178,10114,standard,bronze,5254,2022-10-23
5179,10114,express,silver,13359,2020-07-03
5180,10115,online,silver,682,2019-07-15
5181,10115,flagship,bronze,41347,2023-01-08
5182,10117,express,bronze,25523,2023-02-17
5183,10120,flagship,gold,4342,2021-01-06
5184,10123,online,gold,22648,2023-09-11
5185,10127,online,platinum,44091,2022-10-29
5186,10133,flagship,bronze,30690,2019-10-13
5187,10133,standard,silver,46969,2019-02-02
5188,10137,standard,silver,34209,2023-07-20
5189,10138,express,gold,823,2024-04-26
5190,10139,online,bronze,27313,2019-10-04
5191,10142,flagship,bronze,39002,2023-07-11
5192,10143,standard,silver,34521,2024-12-30
5193,10143,express,gold,8595,2022-03-13
5194,10145,online,bronze,48832,2025-12-21
5195,10147,flagship,silver,47720,2021-06-21
5196,10152,online,silver,49529,2020-06-23
5197,10152,standard,bronze,33685,2023-05-16
5198,10153,standard,bronze,26893,2019-11-23
5199,10154,standard,bronze,8874,2021-12-28
5200,10156,standard,gold,22077,2024-04-27
5201,10166,online,gold,37398,2019-04-09
5202,10167,express,silver,4627,2023-07-04
5203,10171,online,bronze,44146,2020-01-17
5204,10172,standard,silver,21810,2022-03-16
5205,10176,flagship,bronze,11552,2026-04-02
5206,10178,standard,bronze,4024,2022-11-26
5207,10183,express,bronze,4511,2025-11-17
5208,10183,standard,silver,5149,2022-12-17
5209,10184,online,bronze,17997,2022-10-31
5210,10186,online,silver,44947,2021-07-25
5211,10187,flagship,bronze,33448,2020-12-19
5212,10188,online,bronze,12437,2019-11-19
5213,10190,standard,bronze,19484,2023-07-22
5214,10191,standard,bronze,7533,2021-08-01
5215,10193,express,gold,11775,2020-02-10
5216,10196,flagship,bronze,25827,2021-07-30
5217,10197,express,bronze,23375,2019-11-14
5218,10197,flagship,bronze,31664,2020-04-19
5219,10198,flagship,platinum,41765,2020-05-14
5220,10199,flagship,bronze,39280,2021-12-29
5221,10200,express,bronze,1197,2022-06-16
5222,10203,online,bronze,49423,2021-08-11
5223,10203,flagship,bronze,45596,2022-03-18
5224,10206,express,silver,45278,2025-10-19
5225,10207,express,bronze,7617,2024-10-22
5226,10208,flagship,bronze,45365,2026-05-21
5227,10209,online,bronze,25437,2022-05-09
5228,10211,online,bronze,18778,2022-12-31
5229,10211,flagship,bronze,8705,2020-03-11
5230,10213,express,bronze,12992,2026-03-17
5231,10213,standard,silver,33590,2020-10-20
5232,10214,online,bronze,10020,2022-01-26
5233,10217,standard,bronze,2552,2025-07-17
5234,10218,standard,silver,42256,2025-06-16
5235,10219,flagship,bronze,44922,2025-06-21
5236,10221,flagship,bronze,24226,2025-06-12
5237,10222,express,silver,17298,2019-08-06
5238,10222,online,bronze,17364,2021-11-27
5239,10226,online,platinum,45780,2019-02-02
5240,10226,express,silver,30800,2020-02-10
5241,10227,express,silver,46302,2025-01-31
5242,10228,online,bronze,49404,2023-02-17
5243,10229,express,silver,23648,2024-06-07
5244,10230,express,silver,36662,2024-07-19
5245,10233,standard,bronze,38814,2021-04-12
5246,10235,express,bronze,30191,2023-09-16
5247,10235,standard,bronze,13360,2020-08-17
5248,10240,flagship,bronze,29061,2019-02-15
5249,10241,express,platinum,44641,2019-05-14
5250,10242,express,bronze,21700,2020-09-24
5251,10243,express,bronze,48280,2023-02-03
5252,10246,flagship,bronze,33123,2023-04-14
5253,10246,online,bronze,39038,2022-12-04
5254,10248,flagship,silver,46676,2022-05-31
5255,10250,standard,silver,874,2025-11-10
5256,10255,express,gold,14039,2024-05-07
5257,10256,online,bronze,39998,2023-02-08
5258,10258,express,platinum,38844,2026-02-15
5259,10260,flagship,bronze,25171,2019-01-09
5260,10262,express,bronze,9273,2024-07-10
5261,10262,flagship,bronze,15808,2025-10-26
5262,10264,online,bronze,36200,2022-02-09
5263,10268,standard,bronze,49003,2021-08-13
5264,10271,express,gold,16987,2022-02-26
5265,10275,flagship,bronze,48815,2019-05-16
5266,10277,online,bronze,2729,2022-02-15
5267,10279,express,gold,21973,2020-02-27
5268,10281,standard,bronze,38240,2025-01-01
5269,10282,standard,gold,37004,2019-12-27
5270,10284,standard,bronze,711,2024-07-15
5271,10286,flagship,silver,45872,2024-07-27
5272,10287,express,bronze,29774,2020-03-17
5273,10288,flagship,bronze,38109,2019-08-02
5274,10292,flagship,bronze,10945,2020-07-09
5275,10293,standard,platinum,39901,2019-01-26
5276,10294,flagship,bronze,48051,2023-05-22
5277,10299,standard,bronze,10274,2019-01-22
5278,10302,online,gold,7236,2019-02-13
5279,10303,standard,silver,29461,2022-01-13
5280,10304,flagship,silver,5968,2019-05-01
5281,10308,express,silver,1121,2025-12-18
5282,10309,online,bronze,28148,2025-08-16
5283,10310,express,silver,48380,2019-04-12
5284,10316,standard,bronze,38993,2019-02-18
5285,10316,express,bronze,28827,2025-06-20
5286,10318,online,silver,16810,2025-03-23
5287,10320,online,bronze,32898,2025-01-08
5288,10320,standard,bronze,29099,2026-02-13
5289,10327,express,bronze,31992,2022-06-05
5290,10332,flagship,bronze,27704,2022-10-01
5291,10333,standard,silver,24438,2020-08-21
5292,10337,flagship,bronze,49281,2023-04-06
5293,10338,flagship,bronze,44671,2022-04-04
5294,10341,flagship,silver,14211,2020-12-22
5295,10342,flagship,silver,6102,2020-10-27
5296,10342,express,silver,28398,2025-01-05
5297,10344,online,silver,32777,2021-09-05
5298,10345,standard,bronze,22851,2022-07-29
5299,10346,online,silver,40531,2020-02-03
5300,10347,online,bronze,49105,2022-06-17
5301,10348,express,bronze,46716,2021-06-02
5302,10349,flagship,silver,6943,2025-11-26
5303,10350,express,silver,41067,2020-12-03
5304,10353,express,silver,37454,2025-09-16
5305,10353,flagship,bronze,31134,2024-04-17
5306,10356,flagship,bronze,26208,2025-07-16
5307,10364,standard,bronze,38699,2021-07-05
5308,10365,flagship,bronze,17628,2019-02-15
5309,10366,standard,silver,5893,2019-12-27
5310,10367,express,silver,44545,2025-05-18
5311,10368,standard,silver,27571,2021-06-17
5312,10371,flagship,bronze,21556,2019-12-08
5313,10372,standard,bronze,25965,2023-05-25
5314,10373,flagship,bronze,6256,2024-10-21
5315,10377,standard,gold,49186,2020-09-29
5316,10378,express,bronze,34105,2023-07-03
5317,10381,flagship,silver,42986,2024-10-08
5318,10384,online,bronze,952,2025-02-18
5319,10385,standard,bronze,45121,2026-06-27
5320,10385,flagship,silver,43354,2022-02-01
5321,10387,standard,bronze,31838,2020-11-27
5322,10387,express,silver,38297,2021-01-11
5323,10394,express,bronze,30223,2024-09-21
5324,10395,standard,bronze,24211,2019-04-22
5325,10395,online,bronze,31720,2020-10-10
5326,10397,flagship,bronze,10445,2023-06-11
5327,10400,express,bronze,31614,2024-06-29
5328,10401,standard,bronze,16923,2021-06-13
5329,10401,express,bronze,17480,2021-10-19
5330,10403,express,silver,11968,2025-07-05
5331,10405,online,silver,18335,2022-01-28
5332,10407,flagship,bronze,18021,2021-10-25
5333,10409,online,gold,12733,2021-02-01
5334,10412,standard,silver,45504,2023-07-11
5335,10413,express,bronze,4032,2023-03-14
5336,10416,standard,bronze,6413,2023-12-12
5337,10420,express,bronze,20804,2020-12-21
5338,10422,flagship,silver,41124,2019-02-21
5339,10423,standard,bronze,41494,2023-08-10
5340,10428,standard,bronze,17915,2019-11-07
5341,10429,express,silver,15943,2024-05-06
5342,10432,express,silver,15357,2020-01-17
5343,10433,express,gold,39276,2024-02-29
5344,10435,flagship,bronze,13838,2022-09-20
5345,10436,online,bronze,35781,2023-10-01
5346,10439,standard,gold,29448,2019-07-14
5347,10440,flagship,bronze,15779,2022-09-13
5348,10447,standard,silver,39837,2022-08-29
5349,10449,standard,silver,23724,2019-08-03
5350,10452,flagship,bronze,49174,2023-10-13
5351,10453,express,bronze,37565,2019-07-24
5352,10453,standard,bronze,44443,2021-12-07
5353,10457,express,bronze,19729,2020-04-20
5354,10457,online,silver,39635,2022-03-08
5355,10458,standard,bronze,36656,2023-04-29
5356,10458,express,bronze,33279,2019-08-14
5357,10460,flagship,bronze,37454,2020-07-11
5358,10462,standard,bronze,15216,2021-07-26
5359,10465,standard,bronze,10213,2020-07-03
5360,10466,express,bronze,18023,2020-10-04
5361,10470,express,silver,22176,2024-07-01
5362,10472,flagship,platinum,7858,2026-01-23
5363,10476,express,silver,27815,2022-10-21
5364,10478,online,bronze,23058,2019-03-13
5365,10479,standard,silver,31243,2023-11-10
5366,10479,flagship,bronze,31039,2023-09-05
5367,10482,flagship,gold,350,2021-06-10
5368,10487,express,gold,16298,2026-06-17
5369,10490,express,bronze,45563,2025-01-01
5370,10491,flagship,silver,18857,2023-11-13
5371,10493,standard,silver,45353,2019-06-13
5372,10495,online,bronze,11959,2019-08-13
5373,10495,express,bronze,42321,2026-03-10
5374,10496,flagship,bronze,31333,2019-08-25
5375,10498,online,silver,49388,2021-05-10
5376,10499,express,bronze,41655,2025-01-02
5377,10500,flagship,bronze,45028,2025-02-02
5378,10501,express,bronze,29745,2025-02-07
5379,10502,standard,gold,10150,2025-01-31
5380,10503,online,bronze,14915,2020-08-09
5381,10505,standard,silver,31054,2021-07-06
5382,10506,express,bronze,3692,2022-12-23
5383,10508,flagship,bronze,38796,2020-03-28
5384,10509,express,bronze,21251,2019-11-10
5385,10513,express,bronze,6323,2020-09-02
5386,10514,express,bronze,12412,2026-04-19
5387,10520,online,bronze,25341,2019-04-26
5388,10521,flagship,bronze,22273,2021-03-01
5389,10522,express,silver,36519,2022-01-22
5390,10525,express,bronze,44546,2022-08-04
5391,10525,standard,silver,32689,2025-01-18
5392,10528,flagship,gold,47748,2024-06-13
5393,10532,flagship,silver,983,2019-08-01
5394,10537,standard,bronze,34345,2023-12-13
5395,10540,express,silver,18714,2023-09-06
5396,10541,express,silver,11411,2023-11-30
5397,10545,standard,bronze,3356,2022-01-05
5398,10547,flagship,silver,15732,2020-01-15
5399,10547,express,bronze,18940,2024-07-09
5400,10549,standard,bronze,28797,2025-09-07
5401,10550,express,bronze,13157,2025-11-12
5402,10556,flagship,bronze,8745,2019-09-30
5403,10559,flagship,platinum,8443,2019-04-06
5404,10560,flagship,silver,8005,2024-04-01
5405,10561,standard,bronze,32022,2019-04-02
5406,10564,standard,gold,32285,2025-08-15
5407,10567,express,silver,19185,2024-01-14
5408,10573,express,bronze,28274,2022-05-23
5409,10574,express,bronze,4173,2023-04-25
5410,10575,online,bronze,37513,2023-04-10
5411,10576,flagship,bronze,26083,2023-01-04
5412,10578,flagship,gold,23493,2025-10-16
5413,10579,standard,bronze,42127,2020-04-03
5414,10581,express,bronze,21316,2025-07-14
5415,10582,standard,silver,39559,2019-12-26
5416,10586,flagship,bronze,37048,2019-01-25
5417,10592,flagship,gold,45370,2020-05-09
5418,10594,standard,silver,39431,2020-08-27
5419,10595,online,bronze,21895,2020-05-26
5420,10598,express,bronze,2022,2019-03-03
5421,10599,standard,bronze,10305,2023-02-09
5422,10600,online,bronze,11946,2023-11-06
5423,10604,express,bronze,38276,2020-12-16
5424,10607,online,silver,35002,2019-07-15
5425,10609,flagship,gold,13256,2020-12-15
5426,10612,flagship,bronze,26577,2026-04-21
5427,10612,express,bronze,5264,2026-04-22
5428,10614,online,bronze,14934,2024-09-05
5429,10615,online,platinum,1099,2022-07-12
5430,10617,flagship,bronze,25860,2023-06-17
5431,10624,express,bronze,32362,2021-01-28
5432,10625,online,bronze,11881,2021-05-06
5433,10626,standard,bronze,20063,2023-10-29
5434,10627,online,bronze,30398,2025-08-15
5435,10628,standard,bronze,40350,2023-12-17
5436,10630,flagship,silver,26362,2021-10-27
5437,10631,standard,bronze,16553,2024-07-22
5438,10635,express,silver,29046,2019-12-18
5439,10635,standard,bronze,40330,2021-07-18
5440,10636,express,platinum,49130,2020-04-26
5441,10640,flagship,bronze,13440,2024-06-20
5442,10641,express,bronze,30499,2020-03-14
5443,10645,online,silver,34974,2020-02-06
5444,10650,online,bronze,48225,2019-03-09
5445,10651,express,silver,22073,2021-02-20
5446,10653,standard,silver,3095,2020-01-28
5447,10656,flagship,bronze,25071,2023-10-21
5448,10659,standard,bronze,2644,2021-04-28
5449,10659,express,bronze,4503,2023-07-12
5450,10664,express,bronze,38189,2019-02-09
5451,10666,standard,platinum,25999,2021-06-11
5452,10669,standard,bronze,40148,2019-01-31
5453,10669,express,gold,45621,2020-08-11
5454,10671,flagship,bronze,29190,2023-01-09
5455,10671,standard,bronze,49592,2022-06-07
5456,10674,online,bronze,24238,2026-03-23
5457,10674,standard,bronze,2647,2024-05-14
5458,10675,flagship,silver,40843,2025-11-06
5459,10679,express,platinum,2892,2020-08-02
5460,10680,standard,bronze,14841,2024-10-28
5461,10683,standard,silver,3977,2023-09-26
5462,10684,express,gold,46906,2019-01-13
5463,10686,standard,gold,31757,2026-06-18
5464,10687,flagship,bronze,10043,2020-09-10
5465,10688,online,silver,24020,2025-03-10
5466,10689,online,gold,10407,2022-08-04
5467,10690,flagship,gold,24592,2020-12-09
5468,10698,online,bronze,47847,2021-02-19
5469,10698,standard,silver,44414,2025-07-09
5470,10699,standard,bronze,42683,2020-09-04
5471,10700,online,gold,48085,2021-11-02
5472,10704,standard,bronze,44424,2026-02-16
5473,10705,standard,bronze,2426,2020-07-29
5474,10707,flagship,silver,12532,2020-11-22
5475,10708,standard,silver,32879,2019-07-17
5476,10711,flagship,bronze,37867,2026-01-26
5477,10712,standard,silver,17163,2021-11-05
5478,10715,flagship,bronze,33561,2023-12-21
5479,10720,flagship,gold,17421,2019-01-13
5480,10720,express,gold,43879,2022-10-20
5481,10721,online,bronze,46431,2020-12-01
5482,10723,express,silver,43691,2025-10-07
5483,10725,standard,bronze,8225,2023-03-10
5484,10725,online,bronze,49024,2020-11-15
5485,10727,standard,bronze,26221,2026-06-01
5486,10733,standard,silver,8683,2020-03-26
5487,10734,standard,bronze,21712,2025-04-21
5488,10736,online,gold,27133,2022-03-25
5489,10737,standard,silver,27577,2021-04-20
5490,10740,standard,silver,47114,2024-06-11
5491,10742,flagship,bronze,7106,2021-04-05
5492,10744,standard,gold,31688,2025-08-07
5493,10745,online,silver,15606,2026-05-11
5494,10747,standard,bronze,21334,2021-05-01
5495,10753,standard,gold,21927,2023-01-14
5496,10758,express,gold,4505,2023-07-06
5497,10762,standard,bronze,29727,2019-10-17
5498,10762,online,gold,31747,2023-10-23
5499,10763,online,bronze,20205,2024-11-29
5500,10764,online,bronze,22719,2025-05-30
5501,10764,standard,bronze,26486,2025-08-08
5502,10767,online,bronze,42683,2019-04-01
5503,10772,flagship,bronze,27947,2025-10-17
5504,10774,standard,silver,46241,2021-09-27
5505,10776,standard,bronze,47250,2019-02-26
5506,10778,online,silver,46616,2024-06-13
5507,10780,express,bronze,9289,2023-10-31
5508,10780,online,bronze,21458,2021-06-21
5509,10781,standard,bronze,41568,2025-02-03
5510,10782,online,silver,3942,2019-07-05
5511,10782,standard,silver,34201,2025-09-17
5512,10783,flagship,bronze,27809,2022-04-07
5513,10787,online,bronze,45958,2019-05-09
5514,10787,flagship,bronze,29932,2025-07-10
5515,10789,express,bronze,18618,2020-01-21
5516,10790,online,bronze,26842,2023-12-16
5517,10792,express,bronze,25967,2020-09-13
5518,10795,online,bronze,8809,2025-06-23
5519,10796,flagship,gold,47051,2019-11-16
5520,10796,express,silver,45666,2019-05-26
5521,10797,online,gold,39354,2019-10-24
5522,10798,standard,gold,28359,2019-05-13
5523,10800,online,silver,29327,2022-08-09
5524,10801,standard,gold,17949,2019-10-11
5525,10802,standard,bronze,35549,2019-12-28
5526,10805,online,bronze,40611,2020-12-21
5527,10807,express,bronze,34566,2026-06-07
5528,10808,standard,bronze,11599,2020-08-07
5529,10810,flagship,silver,9884,2019-09-02
5530,10814,express,bronze,16630,2023-02-17
5531,10816,standard,bronze,9577,2024-05-10
5532,10817,standard,silver,43050,2025-01-31
5533,10820,express,bronze,22209,2026-06-29
5534,10821,online,bronze,22778,2020-05-27
5535,10823,standard,bronze,47683,2020-01-02
5536,10825,online,bronze,36686,2025-12-31
5537,10829,online,silver,7313,2024-07-26
5538,10831,standard,bronze,20794,2024-07-03
5539,10833,flagship,bronze,35754,2019-09-26
5540,10836,flagship,bronze,49541,2026-03-09
5541,10838,express,bronze,45484,2026-04-10
5542,10838,online,bronze,21449,2020-09-02
5543,10843,online,bronze,11080,2020-03-19
5544,10850,flagship,bronze,16585,2023-06-07
5545,10853,express,silver,10515,2022-08-22
5546,10859,standard,bronze,36991,2025-12-14
5547,10860,express,silver,33487,2019-04-18
5548,10861,express,platinum,34696,2022-10-16
5549,10864,standard,gold,16485,2019-07-18
5550,10868,standard,bronze,12347,2023-11-11
5551,10868,online,bronze,5405,2026-02-18
5552,10869,express,silver,12224,2025-06-22
5553,10870,express,silver,27997,2024-02-21
5554,10875,express,bronze,9526,2024-01-10
5555,10876,flagship,bronze,37325,2019-03-14
5556,10877,express,gold,9160,2021-12-08
5557,10880,standard,bronze,15256,2023-03-17
5558,10880,flagship,silver,3789,2024-05-10
5559,10882,standard,silver,10989,2021-03-15
5560,10883,standard,bronze,3026,2019-06-28
