shipment_id,origin_location_id,destination_location_id,client_type,status
1406,4211,6565,internal,delivered
1407,6123,5529,external,delivered
1408,4313,5539,internal,delivered
1409,6272,2521,external,delivered
1410,757,5075,external,delivered
1411,3095,3822,internal,in_transit
1412,2642,4724,external,scheduled
1413,6136,1361,internal,delivered
1414,3145,1186,internal,delivered
1415,6726,4128,external,delivered
1416,5396,4629,external,in_transit
1417,1168,3596,internal,delivered
1418,6095,5983,external,scheduled
1419,5814,6000,external,scheduled
1420,5884,6644,internal,delivered
1421,4220,6444,external,scheduled
1422,3025,3365,internal,delivered
1423,5108,6999,internal,delivered
1424,6014,6947,external,delivered
1425,2701,4163,internal,delivered
1426,4916,2254,external,delivered
1427,4975,1325,internal,delivered
1428,6071,4114,external,delivered
1429,5610,3635,external,in_transit
1430,6235,101,external,scheduled
1431,523,2553,internal,delivered
1432,2346,5774,external,delayed
1433,6635,955,internal,delayed
1434,6026,2514,external,delivered
1435,1471,3876,external,in_transit
1436,4075,3945,internal,in_transit
1437,6766,3606,internal,in_transit
1438,4497,2167,internal,delivered
1439,4177,6932,internal,delivered
1440,6630,6205,external,delivered
1441,3089,4196,external,delivered
1442,3226,1744,external,delayed
1443,3708,3741,external,delivered
1444,4469,3216,internal,delivered
1445,3556,2665,internal,delivered
1446,5773,2378,internal,delivered
1447,5000,2108,external,in_transit
1448,2083,518,internal,in_transit
1449,4375,2684,internal,delivered
1450,6359,4265,internal,delivered
1451,5356,4975,external,delivered
1452,1194,4329,internal,in_transit
1453,5667,6163,internal,delivered
1454,5410,5110,internal,delivered
1455,7171,985,internal,in_transit
1456,3630,4092,internal,delivered
1457,1873,4684,internal,delivered
1458,1108,3275,external,in_transit
1459,5473,3063,internal,delivered
1460,5164,337,internal,cancelled
1461,1445,665,internal,delivered
1462,4752,3003,external,scheduled
1463,6424,5564,external,delivered
1464,810,2249,external,delivered
1465,428,6913,internal,delayed
1466,5969,6051,external,delayed
1467,2388,279,internal,delivered
1468,3969,6260,external,delivered
1469,275,920,internal,delivered
1470,82,1699,internal,delivered
1471,2294,5599,internal,cancelled
1472,4038,6355,internal,delivered
1473,4873,2348,internal,delayed
1474,385,1565,external,delivered
1475,5995,3594,external,in_transit
1476,5157,3006,internal,delayed
1477,281,3753,internal,delivered
1478,6071,1673,internal,delivered
1479,676,4789,internal,delivered
1480,1805,5029,external,delivered
1481,3369,1293,external,delivered
1482,2993,3825,external,in_transit
1483,903,2828,internal,delivered
1484,4363,4134,internal,delivered
1485,3551,3990,external,delivered
1486,923,1045,external,delivered
1487,3292,3097,internal,delivered
1488,6241,285,internal,delivered
1489,6352,4094,internal,delivered
1490,4238,4341,external,delivered
1491,4973,2784,external,delivered
1492,2512,691,external,delivered
1493,1167,4489,external,delivered
1494,2121,5017,external,in_transit
1495,3122,4483,internal,in_transit
1496,1474,3625,external,in_transit
1497,7078,1178,internal,delivered
1498,3943,3702,internal,in_transit
1499,3351,6904,external,delivered
1500,1677,7034,internal,delivered
1501,5260,367,internal,delivered
1502,2249,4406,external,delivered
1503,4973,907,internal,delivered
1504,2333,6011,internal,in_transit
1505,4993,1315,external,in_transit
1506,6974,3213,external,in_transit
1507,1796,408,external,scheduled
1508,148,2030,internal,delivered
1509,6495,980,internal,scheduled
1510,6330,971,external,delivered
1511,6085,3278,internal,delivered
1512,4964,5954,internal,delivered
1513,1082,2020,internal,delivered
1514,7016,4967,internal,delivered
1515,5391,1885,internal,delivered
1516,6021,3920,external,delivered
1517,1933,2078,internal,delivered
1518,6780,5371,internal,scheduled
1519,2971,2101,external,in_transit
1520,2559,1478,internal,delivered
1521,3139,53,internal,in_transit
1522,4241,3542,external,delivered
1523,218,453,external,delivered
1524,6643,1056,internal,delivered
1525,2554,2515,internal,delivered
1526,2975,4864,external,delivered
1527,1932,5636,external,in_transit
1528,745,2542,external,delivered
1529,2608,3165,external,delivered
1530,4636,7056,internal,in_transit
1531,3666,3774,internal,delivered
1532,6092,4018,internal,delivered
1533,3314,5517,internal,delivered
1534,4012,6744,internal,delivered
1535,592,6440,external,delivered
1536,5687,1817,internal,delivered
1537,631,5734,internal,in_transit
1538,2388,1329,external,delivered
1539,3846,6386,internal,delivered
1540,1909,1505,internal,delivered
1541,5819,3331,internal,delivered
1542,925,1626,external,in_transit
1543,5470,2602,external,delivered
1544,4474,1470,internal,in_transit
1545,6792,5695,external,delayed
1546,3248,3865,external,in_transit
1547,3897,3005,external,delivered
1548,2313,3114,internal,delivered
1549,4578,4004,internal,cancelled
1550,4691,5052,internal,delivered
1551,5038,5958,internal,delivered
1552,3361,4721,internal,delivered
1553,7154,3565,internal,delayed
1554,4555,836,internal,delivered
1555,6098,891,internal,delivered
1556,7007,3216,external,delivered
1557,5805,3426,external,delayed
1558,4896,1419,internal,scheduled
1559,4592,4421,internal,in_transit
1560,2330,3880,external,delivered
1561,6509,3535,internal,scheduled
1562,3502,2323,external,delivered
1563,4652,2427,internal,delivered
1564,1600,4027,external,delivered
1565,1224,6198,external,delivered
1566,1606,1285,external,cancelled
1567,5271,3499,external,delivered
1568,4360,2695,external,delivered
1569,5768,280,external,delivered
1570,847,5199,external,delivered
1571,3111,6303,external,cancelled
1572,1360,5042,internal,scheduled
1573,765,864,internal,scheduled
1574,4147,7065,internal,in_transit
1575,4244,6936,internal,delivered
1576,4038,3109,external,delivered
1577,7060,3299,internal,delivered
1578,459,6593,internal,delivered
1579,6803,535,internal,delivered
1580,40,5967,external,in_transit
1581,3831,5807,external,scheduled
1582,4734,483,internal,delivered
1583,7028,1156,external,delivered
1584,5063,4479,internal,delivered
1585,6430,3340,external,delayed
1586,3157,861,internal,delivered
1587,971,6331,internal,delivered
1588,2652,2402,internal,delivered
1589,4193,1650,internal,scheduled
1590,6744,3549,external,in_transit
1591,6306,7153,internal,delivered
1592,4996,5961,internal,delivered
1593,5899,4179,internal,delivered
1594,886,1945,external,in_transit
1595,2597,1376,internal,in_transit
1596,2675,2628,external,delivered
1597,1093,5026,internal,delivered
1598,6170,1959,internal,delivered
1599,1725,3367,internal,delivered
1600,1139,6371,external,delivered
1601,3689,6312,internal,delivered
1602,6941,4076,internal,delayed
1603,4467,1897,internal,delivered
1604,2760,836,internal,delivered
1605,4388,829,external,delivered
1606,887,6907,external,delivered
1607,1656,5270,internal,delivered
1608,1220,189,internal,delivered
1609,2156,6739,internal,scheduled
1610,5811,360,external,delivered
1611,1210,1415,internal,delivered
1612,2984,892,external,in_transit
1613,637,1221,internal,delivered
1614,3903,2751,external,delivered
1615,4458,4472,external,scheduled
1616,6453,6339,internal,scheduled
1617,5856,4214,external,delivered
1618,5229,971,internal,delivered
1619,2538,4291,internal,delayed
1620,3578,3390,internal,in_transit
1621,168,5509,external,delivered
1622,5424,3832,internal,scheduled
1623,6770,3665,internal,delayed
1624,5020,548,external,delivered
1625,6990,870,external,delivered
1626,5152,4495,internal,delivered
1627,4405,3516,external,scheduled
1628,2416,4498,external,delivered
1629,428,5183,internal,delivered
1630,4498,1195,external,in_transit
1631,4314,3195,internal,cancelled
1632,2990,5480,internal,delivered
1633,1831,4078,external,delivered
1634,2860,6000,internal,delivered
1635,2547,6966,internal,delivered
1636,347,2282,external,in_transit
1637,6594,3134,internal,delivered
1638,3164,730,external,delivered
1639,6266,6565,external,in_transit
1640,4648,3046,external,delivered
1641,1623,5289,external,delivered
1642,6194,7103,external,delivered
1643,6360,2163,external,delivered
1644,5292,5229,internal,scheduled
1645,877,7021,external,delivered
1646,954,3505,internal,delivered
1647,808,4090,internal,scheduled
1648,4277,29,external,delayed
1649,6871,5062,internal,delivered
1650,2490,716,external,delivered
1651,346,5133,external,delivered
1652,3893,1965,external,delayed
1653,2372,6142,internal,delivered
1654,5866,5828,internal,delivered
1655,69,3398,external,in_transit
1656,4115,6119,internal,delivered
1657,3025,7099,internal,delivered
1658,6056,4180,external,delivered
1659,1947,6547,internal,delivered
1660,6567,4977,external,in_transit
1661,5053,6090,internal,delivered
1662,158,1680,internal,delivered
1663,4128,3443,external,delivered
1664,4129,4884,internal,in_transit
1665,5441,6645,internal,delivered
1666,3133,3851,external,delivered
1667,2989,6520,external,delivered
1668,5258,3353,internal,in_transit
1669,6500,2563,internal,delivered
1670,849,5746,external,delivered
1671,6581,210,external,delivered
1672,6943,6465,internal,delivered
1673,6702,5676,internal,delivered
1674,6532,4387,external,delivered
1675,5373,2676,internal,delivered
1676,1211,6179,internal,delivered
1677,4412,5597,external,delivered
1678,6885,5922,external,delivered
1679,4398,5969,external,delivered
1680,3565,5335,internal,delivered
1681,4162,4037,external,delivered
1682,6019,141,external,delivered
1683,2892,4000,internal,scheduled
1684,4800,2638,external,in_transit
1685,1895,5356,internal,in_transit
1686,1562,4199,external,in_transit
1687,1898,6224,internal,delivered
1688,3694,6830,internal,in_transit
1689,6483,4924,external,delivered
1690,4776,5944,external,delivered
1691,6807,7029,external,delivered
1692,1748,7134,external,in_transit
1693,1973,5171,external,delivered
1694,5272,5380,internal,delivered
1695,3254,2471,internal,delivered
1696,2399,5919,external,delayed
1697,610,723,internal,in_transit
1698,5333,2942,internal,delivered
1699,1358,4244,internal,delivered
1700,5911,1277,external,delivered
1701,3793,5694,internal,delivered
1702,3112,1701,external,in_transit
1703,512,5948,external,delivered
1704,5456,5076,external,in_transit
1705,6980,2520,internal,delivered
1706,5684,5867,external,delivered
1707,25,5289,external,delivered
1708,2666,4807,internal,scheduled
1709,1376,805,internal,scheduled
1710,6347,5803,external,delivered
1711,3119,5260,external,delivered
1712,2449,6590,internal,delivered
1713,6763,5842,external,delivered
1714,2818,225,external,delivered
1715,5793,5264,internal,delivered
1716,1297,338,external,delivered
1717,6818,2561,internal,delayed
1718,6921,4059,internal,delivered
1719,3100,4033,internal,delivered
1720,7029,5782,internal,delivered
1721,3231,3153,internal,scheduled
1722,527,4135,internal,delivered
1723,5966,947,external,delivered
1724,3336,2770,external,delivered
1725,3695,6362,internal,delivered
1726,4484,3056,internal,delivered
1727,156,5170,internal,delivered
1728,1215,5464,external,in_transit
1729,6037,2060,internal,delivered
1730,2508,4942,external,in_transit
1731,1491,620,external,delivered
1732,1161,4932,internal,delivered
1733,3887,1354,internal,delivered
1734,3562,7084,internal,delivered
1735,5584,5666,external,cancelled
1736,588,2608,external,cancelled
1737,2475,1244,external,delivered
1738,5419,1655,internal,scheduled
1739,3953,2356,internal,delivered
1740,6321,4141,external,delivered
1741,2170,3881,internal,delayed
1742,5994,4368,external,delivered
1743,4968,832,internal,delivered
1744,4254,120,internal,in_transit
1745,1713,5186,internal,delivered
1746,6238,2064,internal,delivered
1747,1127,678,internal,delivered
1748,1382,6012,internal,delivered
1749,4471,2699,external,cancelled
1750,6249,6064,internal,delivered
1751,6712,591,external,delivered
1752,6879,5583,external,delivered
1753,3640,3746,external,delivered
1754,6739,4696,external,delivered
1755,3543,2417,internal,delivered
1756,2107,4822,external,delivered
1757,6901,4537,internal,scheduled
1758,2347,5135,internal,delivered
1759,5946,3224,internal,delivered
1760,5446,892,external,cancelled
1761,4871,6165,internal,delivered
1762,2511,1972,internal,in_transit
1763,3917,226,external,delivered
1764,3209,5241,external,delivered
1765,6353,2304,internal,in_transit
1766,5315,4199,internal,delivered
1767,5398,2432,external,delivered
1768,2733,1784,internal,delivered
1769,3365,5027,external,delivered
1770,3467,5442,external,delivered
1771,1287,2077,external,delivered
1772,4833,244,internal,scheduled
1773,1911,2280,external,in_transit
1774,5055,3571,external,delivered
1775,2165,6667,internal,delivered
1776,2693,3470,external,delivered
1777,6394,841,internal,delivered
1778,6744,4247,internal,delivered
1779,1583,4989,internal,scheduled
1780,5353,2068,internal,delivered
1781,6267,6076,external,delayed
1782,2886,6595,external,delivered
1783,318,6967,internal,delivered
1784,3387,395,external,delivered
1785,3768,3098,external,delivered
1786,1906,3670,external,delivered
1787,4345,4594,internal,in_transit
1788,2975,1266,internal,delivered
1789,5367,4806,external,delayed
1790,2157,3182,internal,delivered
1791,5237,3026,internal,delivered
1792,4811,2369,external,in_transit
1793,1527,5341,external,delivered
1794,2848,3360,internal,delivered
1795,1508,4294,internal,delivered
1796,4795,544,external,delivered
1797,295,1197,external,delivered
1798,3744,354,internal,cancelled
1799,4810,6994,external,delivered
1800,2966,6601,internal,delivered
1801,2189,862,internal,delivered
1802,6207,2455,internal,delivered
1803,5739,1162,internal,delivered
1804,3354,4068,internal,delivered
1805,3488,195,internal,delivered
1806,3504,2435,external,in_transit
1807,6953,5676,external,in_transit
1808,3868,5342,internal,in_transit
1809,5351,837,internal,delivered
1810,4075,3335,external,delivered
1811,332,3203,external,delivered
1812,1063,5240,internal,delivered
1813,6017,1254,external,scheduled
1814,4741,6988,internal,in_transit
1815,2312,5699,internal,delayed
1816,5371,4671,internal,delivered
1817,1296,1803,external,in_transit
1818,5799,4327,external,delivered
1819,4807,4682,internal,delivered
1820,4419,293,internal,delayed
1821,6969,3604,external,delivered
1822,5283,3167,internal,in_transit
1823,12,142,internal,delivered
1824,6683,1859,external,scheduled
1825,3386,223,external,delayed
1826,5068,1956,internal,delivered
1827,5167,3927,external,scheduled
1828,5724,2447,external,delivered
1829,3133,1967,external,delivered
1830,831,3978,external,delivered
1831,1563,1580,internal,delivered
1832,7088,5004,internal,delivered
1833,2300,3996,internal,delivered
1834,6295,2768,internal,in_transit
1835,771,4596,internal,delivered
1836,815,6363,external,delivered
1837,5212,1277,internal,delivered
1838,3938,853,external,delivered
1839,5474,7161,external,delivered
1840,461,5756,internal,in_transit
1841,6816,3752,external,scheduled
1842,7033,1685,internal,delivered
1843,1494,5004,internal,delivered
1844,6848,3680,internal,delivered
1845,4015,3831,external,scheduled
1846,4892,6378,internal,in_transit
1847,2203,452,internal,in_transit
1848,5771,1853,external,delivered
1849,2651,4881,internal,delivered
1850,1716,4796,external,delayed
1851,908,4495,internal,delivered
1852,6586,3626,internal,delivered
1853,854,106,internal,delivered
1854,5009,6254,external,in_transit
1855,2379,6784,internal,delivered
1856,6889,3849,internal,delivered
1857,515,4391,internal,delivered
1858,5437,1814,internal,delivered
1859,984,2633,internal,delivered
1860,797,3952,external,delivered
1861,5230,5140,external,delivered
1862,1729,2193,internal,delivered
1863,6778,559,internal,delivered
1864,3716,5475,internal,cancelled
1865,1537,2888,internal,delivered
1866,2956,3579,internal,delivered
1867,4732,1527,external,delivered
1868,4237,55,external,delivered
1869,2548,1689,external,delivered
1870,5063,3583,internal,delivered
1871,5054,1343,internal,delivered
1872,3475,1427,internal,delivered
1873,87,6754,external,delivered
1874,2996,6448,external,in_transit
1875,1100,3962,internal,delivered
1876,3711,5123,internal,delivered
1877,2158,5741,internal,delivered
1878,6228,3408,external,delivered
1879,3901,6817,internal,scheduled
1880,6849,837,internal,delayed
1881,6194,6831,external,scheduled
1882,3092,7056,internal,delivered
1883,1952,4233,internal,delivered
1884,6930,11,external,cancelled
1885,370,3337,external,cancelled
1886,104,2089,external,cancelled
1887,715,4631,external,in_transit
1888,2984,1148,internal,cancelled
1889,3033,2224,external,delivered
1890,6368,5730,internal,delivered
1891,1290,3061,internal,delivered
1892,1617,4831,internal,delivered
1893,4850,6416,external,in_transit
1894,4179,581,internal,delivered
1895,1124,2430,internal,delivered
1896,389,3328,internal,delivered
1897,3700,3787,external,delivered
1898,3959,5470,external,delayed
1899,6869,6241,external,delivered
1900,5353,2809,internal,delivered
1901,6833,998,internal,in_transit
1902,4141,654,internal,delivered
1903,7089,1793,external,delayed
1904,2668,3865,internal,delivered
1905,5052,5320,external,delivered
1906,3994,6247,external,delivered
1907,101,168,external,delivered
1908,2535,3081,external,delivered
1909,6947,159,external,delivered
1910,33,3512,external,scheduled
1911,1757,845,internal,in_transit
1912,452,1325,external,in_transit
1913,3767,3168,external,delivered
1914,1838,745,internal,in_transit
1915,6461,3057,external,delivered
1916,5618,4276,internal,delivered
1917,2162,5598,external,delivered
1918,2267,6120,external,delivered
1919,416,457,internal,scheduled
1920,6657,2937,external,in_transit
1921,4655,2573,external,delivered
1922,3417,657,external,scheduled
1923,3002,3995,external,delivered
1924,4603,3813,internal,in_transit
1925,2044,4327,internal,in_transit
1926,3091,4491,internal,delivered
1927,4493,2513,internal,in_transit
1928,6280,6367,external,in_transit
1929,1938,4361,internal,delivered
1930,1352,3535,external,in_transit
1931,7003,5058,internal,delivered
1932,4914,1256,external,cancelled
1933,2326,3841,internal,delivered
1934,6376,4429,internal,delivered
1935,3604,1719,internal,in_transit
1936,4116,684,internal,scheduled
1937,3374,3664,internal,delivered
1938,2406,5193,external,delivered
1939,6950,351,internal,delivered
1940,2112,908,external,cancelled
1941,1760,1524,external,delayed
1942,110,6781,external,delivered
1943,1453,3010,external,delayed
1944,3623,3735,external,delivered
1945,5954,1814,external,delayed
1946,6424,7027,internal,delivered
1947,2095,3917,external,delivered
1948,816,2239,external,in_transit
1949,6094,1144,external,scheduled
1950,3628,265,external,delivered
1951,2728,2828,external,delivered
1952,5934,7148,internal,delivered
1953,5427,4637,external,delivered
1954,4157,5703,internal,scheduled
1955,2522,3068,internal,delivered
1956,3455,3988,external,delivered
1957,4436,5403,external,delivered
1958,3680,2747,internal,delivered
1959,5324,3034,external,delivered
1960,1740,2473,internal,in_transit
1961,4371,5505,internal,scheduled
1962,2545,3057,internal,scheduled
1963,1132,3266,external,scheduled
1964,1909,4964,internal,delivered
1965,1130,4582,external,scheduled
1966,1473,7018,internal,scheduled
1967,7031,1789,external,delivered
1968,6015,11,internal,in_transit
1969,4520,3878,internal,delivered
1970,3446,3085,external,delivered
1971,1191,2797,external,delivered
1972,4187,3268,external,delivered
1973,6266,808,internal,scheduled
1974,2602,4736,internal,in_transit
1975,2228,4342,internal,in_transit
1976,1353,5926,external,delivered
1977,1640,4607,external,delivered
1978,2375,5113,external,cancelled
1979,7168,5534,external,delivered
1980,14,5832,external,delivered
1981,7105,5438,internal,delivered
1982,5834,278,internal,in_transit
1983,3757,5487,internal,delivered
1984,4224,1789,internal,delivered
1985,3321,46,external,delivered
1986,4321,5722,external,delivered
1987,2668,3738,internal,delivered
1988,274,676,internal,cancelled
1989,1730,6810,external,delivered
1990,1879,2647,external,scheduled
1991,4983,156,external,delivered
1992,2171,4758,internal,delivered
1993,2599,228,internal,delivered
1994,5049,2083,internal,delivered
1995,97,6119,internal,in_transit
1996,2170,4691,external,delivered
1997,6123,1383,internal,delivered
1998,3464,4523,internal,delivered
1999,2628,4934,external,delivered
2000,5721,856,internal,delivered
2001,4866,6938,internal,delivered
2002,766,3490,internal,delivered
2003,6574,3375,internal,delivered
2004,3767,977,external,delivered
2005,6293,3538,internal,delivered
2006,347,2836,internal,delivered
2007,5833,6774,external,delivered
2008,3574,6947,external,delivered
2009,3364,2292,internal,delivered
2010,522,2375,internal,delivered
2011,1311,632,internal,delivered
2012,6134,1920,external,in_transit
2013,5595,2622,external,scheduled
2014,851,6347,internal,delivered
2015,5963,6591,external,scheduled
2016,394,3000,internal,delivered
2017,4976,3636,internal,delivered
2018,660,4080,internal,delivered
2019,4484,2629,external,delayed
2020,4400,3930,internal,delivered
2021,4958,4365,internal,delivered
2022,2836,5733,external,delivered
2023,4526,2279,external,delivered
2024,5919,566,external,in_transit
2025,5202,5214,external,delivered
2026,4838,6499,internal,scheduled
2027,6743,4820,external,delivered
2028,256,1637,internal,delivered
2029,6233,2542,external,scheduled
2030,6535,3317,internal,delivered
2031,809,3740,external,scheduled
2032,5626,855,internal,delivered
2033,1968,3810,external,scheduled
2034,6050,6737,external,in_transit
2035,27,6317,external,scheduled
2036,3316,5746,internal,delivered
2037,5606,2722,internal,in_transit
2038,949,4697,internal,delayed
2039,583,6878,internal,delayed
2040,3920,2184,external,delivered
2041,5986,4113,external,delivered
2042,3174,1120,external,in_transit
2043,5235,2556,internal,delivered
2044,3005,3470,external,delivered
2045,4043,4657,external,scheduled
2046,3572,2859,internal,delivered
2047,4163,4281,external,delivered
2048,4380,1736,internal,delivered
2049,1278,4205,internal,delivered
2050,4221,4452,internal,delivered
2051,182,5970,external,delivered
2052,1076,6808,internal,delivered
2053,5498,886,external,delivered
2054,3637,5293,internal,scheduled
2055,6074,555,internal,delivered
2056,1987,5502,internal,in_transit
2057,203,4167,external,delivered
2058,1281,4767,external,delivered
2059,2804,1994,internal,delivered
2060,3185,5922,internal,cancelled
2061,14,6814,external,delivered
2062,4351,804,external,in_transit
2063,2787,6272,internal,delivered
2064,1039,4711,internal,scheduled
2065,687,691,internal,delivered
2066,3437,1455,internal,delivered
2067,6885,2317,internal,scheduled
2068,6190,987,internal,delivered
2069,3328,6966,internal,delivered
2070,6625,715,external,delivered
2071,6544,3608,internal,delivered
2072,5437,4577,internal,delivered
2073,5742,5266,internal,delivered
2074,4408,5112,external,delivered
2075,7080,5835,internal,delayed
2076,2906,6801,internal,delayed
2077,4532,4040,internal,scheduled
2078,133,2115,internal,in_transit
2079,4159,2833,external,scheduled
2080,3437,6929,internal,delivered
2081,1795,7066,internal,delivered
2082,4622,5027,internal,delivered
2083,5691,1547,internal,in_transit
2084,3962,5337,external,scheduled
2085,1994,5779,internal,in_transit
2086,738,5263,external,in_transit
2087,2177,3775,external,scheduled
2088,3883,4527,internal,delivered
2089,3532,4671,internal,delivered
2090,4675,6438,internal,delivered
2091,1330,3774,internal,delivered
2092,2561,703,external,delivered
2093,3500,4848,internal,scheduled
2094,4343,5094,external,in_transit
2095,3315,5139,internal,delivered
2096,3076,2149,external,delayed
2097,1331,3244,internal,delivered
2098,6502,4701,external,delivered
2099,5418,7178,external,delivered
2100,3615,4433,internal,delivered
2101,1913,4027,external,in_transit
2102,6466,3559,internal,in_transit
2103,2085,2484,internal,delivered
2104,1901,2491,external,delivered
2105,594,4732,external,scheduled
2106,5190,1502,external,delivered
2107,5354,1859,internal,in_transit
2108,181,5616,internal,delivered
2109,1001,4656,internal,scheduled
2110,1685,3649,internal,in_transit
2111,1581,7175,external,delivered
2112,2383,5388,external,scheduled
2113,6943,6447,internal,delivered
2114,6706,6433,internal,delivered
2115,1110,3285,internal,delivered
2116,5054,168,external,delivered
2117,6126,5940,external,delivered
2118,5061,5944,external,delivered
2119,4242,4848,external,delivered
2120,6540,6538,internal,delivered
2121,4561,6972,external,scheduled
2122,4812,775,external,in_transit
2123,2551,3408,internal,delivered
2124,4640,3196,external,delivered
2125,1600,2760,internal,delivered
2126,5790,935,external,delayed
2127,2899,6273,internal,delivered
2128,663,6982,internal,delivered
2129,4106,3462,external,scheduled
2130,1915,500,internal,delivered
2131,2897,3303,external,delivered
2132,4783,941,internal,delivered
2133,4087,4749,internal,delivered
2134,1872,1598,internal,delivered
2135,7030,1514,external,delivered
2136,759,7182,internal,delivered
2137,2289,7059,internal,delivered
2138,769,5797,external,delivered
2139,3818,5382,external,in_transit
2140,4923,6045,external,in_transit
2141,3608,4907,internal,delivered
2142,2191,6003,external,delivered
2143,1973,5093,internal,delivered
2144,4894,2991,internal,delivered
2145,3167,2430,external,scheduled
2146,6765,2316,internal,delayed
2147,1467,2201,internal,delivered
2148,1442,3862,external,delivered
2149,6693,5319,internal,delivered
2150,3896,2524,internal,delivered
2151,1476,2100,external,delivered
2152,5543,3972,internal,scheduled
2153,3716,5389,internal,delivered
2154,760,4335,external,in_transit
2155,6227,6285,internal,in_transit
2156,4231,6984,external,delivered
2157,2547,4491,internal,delivered
2158,4723,1965,internal,in_transit
2159,3433,1170,external,delivered
2160,1896,4209,external,delivered
2161,1121,6689,external,delayed
2162,2698,5122,external,delivered
2163,264,3579,internal,delivered
2164,4291,121,internal,delivered
2165,2005,649,external,scheduled
2166,1027,6111,external,delivered
2167,2820,3082,external,delivered
2168,1106,5865,external,delivered
2169,6264,4614,internal,in_transit
2170,3189,5192,internal,in_transit
2171,2530,4268,internal,delivered
2172,4259,6774,internal,delivered
2173,5751,5101,internal,delivered
2174,3535,6545,internal,delivered
2175,5665,6753,internal,delivered
2176,6319,536,external,delivered
2177,4146,5119,internal,delivered
2178,2839,1361,internal,delivered
2179,1525,3736,external,delivered
2180,2907,1578,internal,delivered
2181,5467,4309,internal,delivered
2182,5430,1552,internal,delivered
2183,2818,5571,external,delayed
2184,255,5067,internal,delivered
2185,7172,6463,external,delivered
2186,1876,6873,internal,in_transit
2187,4821,5161,internal,delivered
2188,536,6331,external,delivered
2189,80,503,internal,in_transit
2190,5235,6303,internal,delivered
2191,2109,751,internal,delivered
2192,158,1206,internal,delivered
2193,3793,3668,internal,delivered
2194,6250,6463,internal,delivered
2195,2199,7074,internal,in_transit
2196,2812,6433,internal,delivered
2197,6028,4179,internal,delivered
2198,2094,3012,external,delivered
2199,4612,3566,internal,delayed
2200,4786,4834,internal,delivered
2201,7135,4766,external,delivered
2202,2112,1215,internal,in_transit
2203,5121,4628,external,delivered
2204,383,3798,external,delivered
2205,5642,2835,external,delivered
2206,6374,720,internal,delivered
2207,927,2732,internal,delivered
2208,2854,3064,external,delivered
2209,5742,4044,internal,delivered
2210,5513,6624,external,delayed
2211,5144,710,external,scheduled
2212,211,4120,internal,delivered
2213,6071,6967,external,delivered
2214,2360,4020,external,delivered
2215,1851,3644,external,in_transit
2216,5512,3220,external,delivered
2217,552,612,external,delivered
2218,1734,1153,external,delivered
2219,1156,2586,internal,delivered
2220,7008,2135,external,delivered
2221,1036,3729,internal,in_transit
2222,2847,5102,external,delivered
2223,3834,3576,internal,in_transit
2224,352,958,internal,in_transit
2225,2832,2427,internal,delivered
2226,2536,3930,external,delivered
2227,3072,4926,internal,delivered
2228,108,926,external,delivered
2229,3314,910,internal,delivered
2230,3042,5958,internal,delayed
2231,7096,3569,internal,delivered
2232,6939,6284,internal,delivered
2233,1029,24,internal,delivered
2234,2727,6594,external,delayed
2235,1986,739,internal,cancelled
2236,702,2686,external,in_transit
2237,867,425,external,delivered
2238,2476,950,external,delivered
2239,6083,662,external,delivered
2240,1012,4536,external,delivered
2241,6129,915,external,delivered
2242,4603,780,internal,in_transit
2243,2163,839,external,delivered
2244,4281,4328,external,delivered
2245,384,3452,external,delivered
2246,4895,1402,external,delivered
2247,6082,4057,internal,delayed
2248,3223,1017,internal,scheduled
2249,4542,670,internal,delivered
2250,3007,1032,external,delivered
2251,4572,2928,internal,delivered
2252,4908,3232,internal,delivered
2253,2424,5157,external,delivered
2254,4910,1065,external,delivered
2255,3061,5753,external,delivered
2256,86,2346,external,delivered
2257,6057,347,internal,cancelled
2258,5686,1711,external,delivered
2259,6002,868,internal,delivered
2260,4201,2375,internal,delayed
2261,2511,3047,external,delivered
2262,2335,1260,internal,delivered
2263,1761,5759,internal,scheduled
2264,2165,1078,internal,delivered
2265,5342,4992,external,scheduled
2266,4815,2999,internal,delivered
2267,4815,3080,internal,in_transit
2268,6086,236,internal,delivered
2269,3857,1501,external,delivered
2270,4523,2737,internal,delivered
2271,3658,2954,internal,scheduled
2272,4551,4623,internal,delivered
2273,1203,1226,internal,delivered
2274,6370,2462,internal,delivered
2275,4104,5335,internal,scheduled
2276,2471,5909,internal,delivered
2277,73,482,internal,delivered
2278,428,5294,external,delivered
2279,1768,3216,external,delivered
2280,6019,2809,internal,scheduled
2281,2067,4149,internal,delivered
2282,6733,6614,external,delivered
2283,4864,1613,internal,delivered
2284,6741,3962,internal,delivered
2285,4439,5881,internal,delivered
2286,1517,499,external,delivered
2287,6882,1757,internal,delivered
2288,4564,1316,external,in_transit
2289,2444,5282,internal,delivered
2290,774,5239,external,delivered
2291,3480,6610,external,in_transit
2292,1114,1255,external,scheduled
2293,2086,1157,internal,delivered
2294,5738,5777,internal,scheduled
2295,6605,3461,internal,delivered
2296,3584,4678,internal,delivered
2297,619,1311,internal,scheduled
2298,3799,1944,internal,delivered
2299,2909,5078,internal,delayed
2300,4374,1823,external,delivered
2301,463,5444,internal,delivered
2302,3880,3873,internal,delivered
2303,2433,323,external,delayed
