leg_id,shipment_id,vehicle_id,driver_id,departure_time,arrival_time
7697,6417,103,82,2026-02-01T14:00:00,2026-02-02T08:08:30.836496
7698,6418,91,121,2026-05-16T09:00:00,2026-05-17T10:26:11.799347
7699,6419,157,249,2024-10-25T13:00:00,2024-10-26T14:50:54.566083
7700,6419,180,237,2024-12-17T08:00:00,2024-12-18T04:51:56.321362
7701,6420,4,52,2024-12-01T17:00:00,2024-12-02T14:51:29.460396
7702,6421,283,235,2026-04-03T11:00:00,2026-04-03T20:26:21.667933
7703,6421,250,225,2024-07-08T11:00:00,2024-07-08T13:50:18.091367
7704,6422,19,44,2025-03-04T12:00:00,2025-03-04T17:08:58.712631
7705,6423,239,46,2024-04-19T05:00:00,2024-04-19T23:18:39.196307
7706,6424,291,15,2025-02-19T19:00:00,2025-02-20T21:35:33.542250
7707,6425,245,143,2025-03-25T13:00:00,2025-03-26T14:49:02.178586
7708,6426,165,104,2025-05-28T14:00:00,2025-05-28T22:19:07.826563
7709,6427,184,190,2024-01-30T12:00:00,2024-01-30T14:56:54.066450
7710,6428,24,69,2025-05-19T16:00:00,2025-05-20T20:54:53.917629
7711,6429,29,117,2025-11-26T13:00:00,2025-11-27T02:59:36.498499
7712,6430,99,46,2024-11-03T16:00:00,2024-11-04T10:47:36.520530
7713,6431,20,119,2024-07-30T07:00:00,2024-07-30T19:04:50.832908
7714,6432,72,238,2025-11-16T17:00:00,2025-11-17T10:47:02.150621
7715,6433,218,102,2024-02-01T12:00:00,2024-02-01T21:15:29.169283
7716,6434,5,7,2024-10-10T05:00:00,2024-10-10T23:11:16.934605
7717,6435,1,80,2025-10-15T08:00:00,2025-10-16T06:45:12.647340
7718,6435,57,216,2025-05-11T06:00:00,2025-05-11T16:33:24.090748
7719,6436,169,235,2024-02-06T12:00:00,2024-02-06T16:30:20.580524
7720,6437,30,39,2024-07-25T14:00:00,2024-07-26T14:49:11.543328
7721,6438,197,32,2025-03-02T16:00:00,2025-03-03T13:27:46.190171
7722,6438,238,171,2024-06-06T11:00:00,2024-06-07T14:20:01.978219
7723,6439,303,269,2025-02-08T09:00:00,2025-02-09T04:02:35.065286
7724,6440,95,119,2025-08-19T17:00:00,2025-08-20T07:59:35.311913
7725,6441,125,29,2026-01-02T05:00:00,2026-01-02T09:51:51.336742
7726,6442,58,31,2024-08-16T16:00:00,2024-08-17T05:08:18.525341
7727,6442,77,223,2024-05-15T15:00:00,2024-05-16T07:33:51.607999
7728,6443,156,251,2024-01-31T17:00:00,2024-02-01T15:21:10.359414
7729,6444,23,3,2024-02-17T18:00:00,2024-02-17T19:18:09.645198
7730,6445,31,63,2025-09-01T09:00:00,2025-09-02T13:56:44.018537
7731,6445,235,124,2025-12-15T19:00:00,2025-12-16T18:24:29.452929
7732,6446,1,122,2024-07-05T06:00:00,2024-07-06T04:15:24.672877
7733,6447,25,200,2025-09-06T16:00:00,2025-09-07T13:24:06.430299
7734,6448,6,259,2026-03-04T15:00:00,2026-03-04T16:58:09.427485
7735,6449,226,150,2026-04-21T09:00:00,2026-04-21T20:22:34.756468
7736,6449,187,106,2024-08-19T13:00:00,2024-08-20T09:06:39.149206
7737,6450,130,254,2024-03-11T19:00:00,2024-03-12T11:50:00.216235
7738,6451,261,178,2024-02-20T11:00:00,2024-02-21T03:28:28.319395
7739,6452,25,47,2025-06-18T05:00:00,2025-06-18T19:39:32.841889
7740,6453,206,213,2026-01-17T16:00:00,2026-01-18T12:14:12.900525
7741,6454,197,255,2025-02-17T16:00:00,2025-02-18T20:52:44.811600
7742,6455,139,167,2026-01-04T13:00:00,2026-01-04T20:41:51.959378
7743,6456,237,224,2024-12-11T05:00:00,2024-12-12T07:21:13.629266
7744,6457,131,110,2024-10-19T14:00:00,2024-10-19T20:39:19.076224
7745,6457,195,42,2024-10-07T07:00:00,2024-10-07T15:39:08.432653
7746,6458,195,46,2024-03-03T11:00:00,2024-03-04T01:39:13.960335
7747,6459,55,194,2024-08-09T13:00:00,2024-08-10T00:18:39.383826
7748,6460,230,132,2025-03-17T13:00:00,2025-03-17T16:58:50.487823
7749,6461,84,222,2026-03-05T10:00:00,2026-03-05T18:21:38.269737
7750,6462,251,235,2025-08-25T12:00:00,2025-08-26T02:46:10.260011
7751,6463,228,70,2025-01-16T16:00:00,2025-01-16T20:06:49.861960
7752,6464,181,126,2026-03-03T05:00:00,2026-03-04T07:39:40.279063
7753,6465,172,157,2024-07-28T06:00:00,2024-07-28T12:14:07.249958
7754,6466,175,183,2026-04-22T19:00:00,2026-04-22T22:31:42.992664
7755,6467,11,177,2024-11-09T19:00:00,2024-11-10T19:53:06.592944
7756,6467,146,198,2024-11-09T16:00:00,2024-11-10T03:19:52.136848
7757,6468,11,79,2024-10-08T05:00:00,2024-10-09T08:17:19.807610
7758,6469,62,149,2025-02-14T14:00:00,2025-02-15T18:15:22.908951
7759,6470,268,186,2025-06-14T12:00:00,2025-06-15T05:29:03.466094
7760,6471,310,80,2024-05-06T12:00:00,2024-05-06T17:34:36.799239
7761,6471,150,74,2025-02-21T06:00:00,2025-02-22T00:17:56.409044
7762,6472,156,32,2026-01-03T05:00:00,2026-01-04T10:12:44.770991
7763,6473,290,240,2025-06-07T13:00:00,2025-06-08T17:22:03.569615
7764,6474,102,27,2025-06-18T10:00:00,2025-06-18T13:10:03.066876
7765,6474,61,255,2026-05-31T09:00:00,2026-05-31T21:49:50.664605
7766,6475,198,239,2025-06-19T11:00:00,2025-06-20T08:23:17.148057
7767,6476,66,141,2025-09-23T09:00:00,2025-09-24T12:16:04.930888
7768,6477,72,210,2024-03-19T07:00:00,2024-03-20T00:10:33.495744
7769,6478,60,20,2026-02-24T10:00:00,2026-02-24T20:09:28.761483
7770,6479,169,138,2025-04-22T18:00:00,2025-04-23T21:38:51.628911
7771,6480,298,64,2025-10-18T13:00:00,2025-10-18T14:04:35.093466
7772,6481,114,133,2025-09-19T13:00:00,2025-09-20T13:02:29.318384
7773,6482,121,150,2024-01-27T15:00:00,2024-01-28T04:55:07.931972
7774,6483,176,39,2025-04-22T13:00:00,2025-04-22T15:16:29.979522
7775,6484,64,255,2024-11-13T05:00:00,2024-11-13T15:28:19.582393
7776,6485,190,187,2025-10-19T10:00:00,2025-10-19T20:42:22.600531
7777,6485,260,182,2025-10-07T08:00:00,2025-10-08T04:43:08.116371
7778,6486,16,60,2024-04-15T13:00:00,2024-04-16T14:10:11.747869
7779,6487,296,225,2024-09-12T17:00:00,2024-09-13T04:56:39.686514
7780,6488,124,116,2024-07-25T09:00:00,2024-07-26T07:12:49.655744
7781,6489,308,49,2024-06-05T19:00:00,2024-06-06T04:32:09.264545
7782,6490,73,265,2025-10-26T09:00:00,2025-10-27T08:33:30.409297
7783,6491,107,190,2024-04-28T08:00:00,2024-04-29T04:54:38.057222
7784,6492,300,267,2025-09-28T11:00:00,2025-09-28T20:43:07.658317
7785,6493,137,254,2025-08-30T15:00:00,2025-08-31T16:37:01.656200
7786,6494,148,199,2026-06-28T06:00:00,2026-06-28T17:09:38.039262
7787,6495,158,21,2024-05-04T05:00:00,2024-05-05T02:51:50.968759
7788,6496,296,105,2025-10-08T05:00:00,2025-10-08T09:01:52.978163
7789,6497,139,87,2025-11-11T05:00:00,2025-11-11T15:46:21.106279
7790,6498,288,253,2026-04-29T13:00:00,2026-04-29T15:52:40.237972
7791,6498,240,42,2025-06-16T06:00:00,2025-06-16T17:06:36.965528
7792,6499,184,258,2026-05-17T08:00:00,2026-05-18T00:54:30.476567
7793,6499,113,213,2024-09-19T13:00:00,2024-09-19T22:54:13.943170
7794,6500,194,53,2024-07-31T15:00:00,2024-07-31T18:24:17.991099
7795,6501,216,2,2026-01-15T06:00:00,2026-01-15T22:37:22.302095
7796,6502,164,20,2024-10-09T11:00:00,2024-10-09T18:14:55.903572
7797,6503,10,149,2024-02-20T08:00:00,2024-02-20T13:28:39.015049
7798,6504,286,248,2024-10-06T18:00:00,2024-10-07T02:04:31.795671
7799,6505,225,70,2024-05-28T15:00:00,2024-05-28T18:56:20.196753
7800,6505,272,6,2026-01-12T05:00:00,2026-01-13T00:29:27.564911
7801,6506,85,74,2026-03-21T13:00:00,2026-03-21T23:45:20.550097
7802,6506,77,159,2024-12-02T14:00:00,2024-12-03T18:00:30.758430
7803,6507,196,141,2024-06-23T19:00:00,2024-06-24T20:30:39.124243
7804,6508,184,67,2024-01-28T12:00:00,2024-01-29T11:55:31.763014
7805,6509,172,168,2026-04-07T09:00:00,2026-04-07T13:42:33.074406
7806,6510,28,117,2024-03-03T09:00:00,2024-03-04T09:54:47.783454
7807,6511,140,121,2024-09-25T17:00:00,2024-09-25T20:12:10.553840
7808,6512,287,46,2024-08-20T20:00:00,2024-08-20T22:20:54.180361
7809,6513,143,240,2024-12-16T05:00:00,2024-12-17T09:30:09.750856
7810,6514,25,149,2024-02-25T11:00:00,2024-02-25T21:59:43.202908
7811,6515,66,191,2025-09-22T08:00:00,2025-09-23T11:03:12.764142
7812,6516,270,97,2025-04-08T07:00:00,2025-04-08T09:40:55.756433
7813,6517,260,270,2025-03-18T06:00:00,2025-03-19T11:25:17.594146
7814,6518,111,39,2024-08-05T08:00:00,2024-08-06T13:14:04.909426
7815,6518,227,163,2025-02-12T18:00:00,2025-02-13T13:39:35.753562
7816,6519,94,148,2025-05-23T10:00:00,2025-05-24T12:26:43.090821
7817,6520,84,98,2026-05-13T14:00:00,2026-05-14T11:37:46.108254
7818,6521,252,97,2024-05-23T19:00:00,2024-05-24T18:26:52.231167
7819,6522,1,91,2024-06-06T14:00:00,2024-06-07T04:20:52.824068
7820,6523,65,170,2025-01-12T10:00:00,2025-01-13T07:15:55.680704
7821,6524,30,33,2025-06-26T15:00:00,2025-06-26T19:42:09.665744
7822,6525,114,61,2024-03-20T19:00:00,2024-03-21T20:03:23.372179
7823,6526,136,241,2025-07-27T08:00:00,2025-07-28T00:43:57.933195
7824,6526,74,206,2024-03-03T07:00:00,2024-03-03T18:42:14.372544
7825,6527,196,50,2024-06-13T10:00:00,2024-06-14T06:39:04.074141
7826,6528,51,55,2024-03-06T10:00:00,2024-03-07T12:51:23.920968
7827,6529,302,152,2024-05-13T09:00:00,2024-05-14T03:38:36.240648
7828,6529,258,139,2026-03-27T14:00:00,2026-03-28T13:25:16.079109
7829,6530,220,196,2025-01-03T19:00:00,2025-01-04T02:06:20.378173
7830,6531,85,244,2024-10-26T18:00:00,2024-10-26T22:02:22.089192
7831,6532,44,247,2024-04-19T13:00:00,2024-04-19T20:03:40.977874
7832,6532,186,29,2025-03-20T18:00:00,2025-03-21T20:24:02.924045
7833,6533,124,117,2024-07-08T10:00:00,2024-07-08T11:51:25.897994
7834,6534,106,54,2026-03-23T13:00:00,2026-03-24T18:51:43.984999
7835,6535,92,93,2025-02-23T07:00:00,2025-02-23T14:34:20.342443
7836,6536,113,249,2025-11-04T13:00:00,2025-11-05T03:39:08.918734
7837,6537,189,217,2024-04-10T08:00:00,2024-04-11T11:59:47.344346
7838,6537,49,90,2026-06-07T12:00:00,2026-06-08T03:01:19.156118
7839,6538,190,71,2024-04-16T12:00:00,2024-04-17T12:21:53.229647
7840,6538,117,198,2026-03-12T05:00:00,2026-03-13T10:58:52.884208
7841,6539,246,20,2025-07-06T06:00:00,2025-07-06T19:13:13.020388
7842,6540,210,191,2024-03-16T10:00:00,2024-03-16T17:14:46.224704
7843,6541,142,175,2025-05-26T16:00:00,2025-05-27T01:44:15.548989
7844,6542,56,99,2026-02-20T12:00:00,2026-02-21T13:29:10.697706
7845,6543,186,59,2026-02-19T07:00:00,2026-02-19T17:08:39.459139
7846,6544,15,48,2025-07-11T12:00:00,2025-07-12T17:18:39.557841
7847,6545,155,199,2024-08-24T10:00:00,2024-08-25T04:46:48.296110
7848,6546,300,38,2024-03-24T19:00:00,2024-03-25T06:06:33.375346
7849,6547,137,153,2024-03-05T17:00:00,2024-03-05T21:47:12.577355
7850,6548,129,186,2025-11-14T08:00:00,2025-11-14T23:02:27.308294
7851,6549,58,200,2025-01-29T07:00:00,2025-01-29T22:58:07.018940
7852,6549,245,255,2024-03-20T11:00:00,2024-03-20T12:11:51.687162
7853,6550,173,7,2024-11-26T09:00:00,2024-11-26T18:17:32.338154
7854,6551,251,117,2026-03-12T05:00:00,2026-03-12T22:44:53.842138
7855,6551,40,198,2024-08-26T14:00:00,2024-08-26T19:20:48.556695
7856,6552,155,209,2025-02-06T13:00:00,2025-02-07T00:54:13.354740
7857,6553,200,96,2024-12-03T11:00:00,2024-12-04T09:32:31.238044
7858,6554,203,45,2025-01-12T10:00:00,2025-01-13T07:53:15.501084
7859,6555,131,32,2025-12-04T19:00:00,2025-12-05T07:04:47.978392
7860,6555,190,263,2026-06-08T06:00:00,2026-06-08T12:17:51.455870
7861,6556,105,53,2024-03-14T17:00:00,2024-03-15T18:13:58.256095
7862,6556,62,113,2024-02-13T18:00:00,2024-02-14T04:19:50.389787
7863,6557,274,146,2025-02-04T15:00:00,2025-02-05T03:17:37.562188
7864,6558,212,130,2024-01-04T18:00:00,2024-01-05T16:07:27.346647
7865,6559,182,217,2026-02-05T14:00:00,2026-02-06T05:39:40.586331
7866,6560,110,163,2025-08-20T14:00:00,2025-08-21T09:50:05.939348
7867,6561,110,126,2026-02-02T16:00:00,2026-02-02T20:24:11.757710
7868,6561,150,223,2026-03-05T14:00:00,2026-03-06T03:44:13.807779
7869,6562,124,188,2024-09-15T17:00:00,2024-09-16T21:32:42.144133
7870,6563,270,226,2025-11-10T15:00:00,2025-11-11T15:16:22.361387
7871,6564,188,130,2026-03-22T15:00:00,2026-03-23T18:43:20.863490
7872,6565,231,238,2024-02-01T05:00:00,2024-02-02T02:04:57.158374
7873,6565,147,232,2026-02-11T09:00:00,2026-02-11T10:24:35.417690
7874,6566,160,96,2024-04-04T08:00:00,2024-04-04T18:28:46.105230
7875,6567,22,215,2026-04-21T15:00:00,2026-04-21T17:04:44.166543
7876,6568,52,48,2024-04-09T20:00:00,2024-04-09T21:08:26.950948
7877,6569,51,51,2024-04-22T16:00:00,2024-04-23T06:13:48.292153
7878,6570,164,53,2024-08-01T09:00:00,2024-08-02T00:31:55.937946
7879,6571,162,99,2026-01-08T20:00:00,2026-01-09T08:24:20.768930
7880,6572,140,209,2026-06-04T20:00:00,2026-06-05T16:48:39.658519
7881,6573,51,28,2024-02-29T14:00:00,2024-03-01T05:48:14.148136
7882,6574,5,86,2026-06-24T06:00:00,2026-06-24T10:53:43.787257
7883,6575,184,267,2026-01-23T20:00:00,2026-01-24T11:32:50.694516
7884,6576,7,159,2026-01-01T05:00:00,2026-01-01T22:31:27.839463
7885,6577,105,232,2026-03-01T18:00:00,2026-03-02T11:54:56.836998
7886,6578,134,190,2025-10-12T18:00:00,2025-10-12T23:25:06.508651
7887,6579,180,220,2024-05-07T10:00:00,2024-05-07T15:13:27.262947
7888,6580,166,33,2026-02-14T10:00:00,2026-02-14T17:43:08.305301
7889,6581,32,228,2024-06-22T16:00:00,2024-06-23T14:31:56.634396
7890,6581,71,45,2024-02-12T16:00:00,2024-02-13T03:30:16.988892
7891,6582,298,35,2025-01-13T19:00:00,2025-01-14T18:04:57.874358
7892,6583,206,165,2024-04-01T06:00:00,2024-04-02T09:36:27.651688
7893,6584,270,128,2024-12-23T06:00:00,2024-12-23T13:55:35.171385
7894,6584,47,53,2026-01-11T13:00:00,2026-01-12T09:31:40.544167
7895,6585,102,176,2024-09-01T20:00:00,2024-09-02T13:38:31.169757
7896,6586,40,126,2026-06-08T18:00:00,2026-06-09T11:02:28.645073
7897,6587,139,28,2024-01-08T07:00:00,2024-01-09T07:00:45.272133
7898,6588,162,61,2025-09-18T06:00:00,2025-09-18T13:08:15.452865
7899,6588,117,34,2024-07-13T13:00:00,2024-07-13T16:29:26.297930
7900,6589,275,207,2024-05-22T20:00:00,2024-05-23T12:18:42.274065
7901,6590,236,247,2025-01-07T11:00:00,2025-01-07T21:23:16.174204
7902,6591,38,222,2025-08-30T13:00:00,2025-08-30T18:09:27.065159
7903,6592,234,59,2024-10-26T14:00:00,2024-10-26T23:40:40.468941
7904,6593,88,148,2025-01-04T19:00:00,2025-01-05T05:59:39.422738
7905,6594,203,33,2024-01-22T17:00:00,2024-01-22T23:54:56.320708
7906,6595,268,55,2025-01-01T10:00:00,2025-01-02T12:03:02.239041
7907,6596,202,253,2025-04-30T08:00:00,2025-04-30T19:45:38.216077
7908,6597,65,63,2024-05-30T13:00:00,2024-05-31T05:20:55.299415
7909,6598,302,32,2025-08-02T16:00:00,2025-08-03T17:24:03.496613
7910,6599,263,118,2025-02-13T09:00:00,2025-02-14T06:30:45.519287
7911,6599,121,10,2024-05-20T09:00:00,2024-05-21T12:02:58.128558
7912,6600,188,223,2025-11-05T07:00:00,2025-11-05T15:30:32.693992
7913,6601,222,211,2025-10-08T08:00:00,2025-10-08T14:57:36.390421
7914,6601,84,33,2024-12-19T20:00:00,2024-12-20T00:57:04.893183
7915,6602,187,126,2026-06-22T16:00:00,2026-06-23T04:35:50.212646
7916,6602,224,210,2026-01-19T10:00:00,2026-01-20T08:28:34.038454
7917,6603,78,241,2024-05-04T12:00:00,2024-05-04T14:48:43.196505
7918,6604,175,192,2024-08-16T14:00:00,2024-08-16T20:19:11.760492
7919,6605,7,73,2026-04-07T16:00:00,2026-04-07T20:27:47.383991
7920,6606,159,110,2024-11-02T18:00:00,2024-11-03T16:31:42.994976
7921,6607,237,92,2024-03-21T18:00:00,2024-03-22T03:26:43.665000
7922,6608,216,67,2025-07-12T17:00:00,2025-07-12T21:47:12.222733
7923,6608,125,158,2024-07-18T14:00:00,2024-07-19T14:06:14.638189
7924,6609,266,54,2026-06-02T20:00:00,2026-06-03T14:41:20.441736
7925,6610,170,72,2024-06-04T05:00:00,2024-06-04T17:35:46.039359
7926,6611,129,146,2025-08-08T06:00:00,2025-08-09T10:27:18.004233
7927,6612,264,155,2025-01-10T11:00:00,2025-01-11T07:03:28.169371
7928,6613,110,61,2025-07-03T09:00:00,2025-07-03T20:21:46.969562
7929,6614,118,100,2026-03-10T07:00:00,2026-03-11T05:51:11.055083
7930,6614,295,166,2024-09-17T13:00:00,2024-09-18T12:12:47.100404
7931,6615,72,176,2025-07-03T10:00:00,2025-07-04T10:53:40.715951
7932,6616,146,49,2025-06-24T06:00:00,2025-06-24T23:21:15.053720
7933,6617,227,163,2026-03-29T10:00:00,2026-03-30T02:33:48.197301
7934,6618,162,84,2024-04-24T12:00:00,2024-04-25T08:18:47.449418
7935,6619,202,21,2026-03-11T20:00:00,2026-03-12T18:39:16.199166
7936,6620,257,168,2026-06-07T17:00:00,2026-06-07T22:49:20.332350
7937,6621,225,229,2025-04-03T15:00:00,2025-04-04T15:54:47.905837
7938,6622,65,65,2025-10-25T16:00:00,2025-10-26T15:10:38.555267
7939,6623,278,160,2025-06-12T15:00:00,2025-06-13T11:25:43.189708
7940,6623,137,82,2025-05-15T08:00:00,2025-05-16T03:53:14.254508
7941,6624,171,23,2024-05-12T19:00:00,2024-05-12T20:25:54.064764
7942,6625,90,161,2024-11-17T10:00:00,2024-11-18T02:39:56.244199
7943,6626,200,117,2026-04-14T09:00:00,2026-04-15T01:00:43.287707
7944,6627,53,42,2025-02-24T18:00:00,2025-02-25T00:37:46.033626
7945,6628,293,269,2026-01-22T07:00:00,2026-01-23T10:03:14.277489
7946,6629,54,173,2024-09-09T19:00:00,2024-09-10T16:15:15.707555
7947,6630,151,132,2024-02-11T17:00:00,2024-02-12T08:55:15.722811
7948,6631,174,52,2025-08-07T09:00:00,2025-08-08T12:33:47.372706
7949,6632,78,159,2024-09-14T06:00:00,2024-09-14T11:10:24.613474
7950,6632,141,267,2025-05-17T10:00:00,2025-05-18T08:47:53.897109
7951,6633,98,204,2025-02-23T10:00:00,2025-02-24T13:45:30.155171
7952,6634,233,61,2024-12-26T14:00:00,2024-12-27T18:51:29.244549
7953,6635,56,115,2026-05-28T06:00:00,2026-05-29T01:35:10.623588
7954,6636,80,184,2024-06-17T15:00:00,2024-06-18T12:00:59.468383
7955,6637,291,131,2024-10-29T07:00:00,2024-10-30T02:54:13.243047
7956,6638,156,227,2026-03-06T14:00:00,2026-03-07T11:54:45.767347
7957,6639,223,67,2025-05-14T06:00:00,2025-05-14T13:05:00.324739
7958,6640,163,33,2024-02-26T08:00:00,2024-02-27T08:35:31.005389
7959,6641,184,165,2025-05-18T17:00:00,2025-05-19T19:30:53.384445
7960,6642,123,150,2024-01-10T20:00:00,2024-01-11T09:54:06.905965
7961,6643,306,228,2025-08-24T15:00:00,2025-08-25T02:05:59.084020
7962,6644,177,233,2024-07-04T19:00:00,2024-07-05T21:38:05.507560
7963,6645,12,128,2026-06-18T13:00:00,2026-06-18T19:42:46.032655
7964,6646,251,177,2024-03-05T20:00:00,2024-03-06T22:20:35.875230
7965,6647,288,121,2024-05-15T13:00:00,2024-05-16T09:37:28.272998
7966,6648,280,6,2025-08-17T17:00:00,2025-08-18T20:00:43.228407
7967,6648,135,103,2026-04-29T09:00:00,2026-04-30T02:56:38.323480
7968,6649,297,30,2026-02-02T16:00:00,2026-02-02T20:48:39.789010
7969,6650,206,236,2025-11-21T14:00:00,2025-11-22T04:24:26.440622
7970,6651,259,140,2026-04-26T11:00:00,2026-04-27T05:09:56.551590
7971,6652,54,134,2025-01-11T11:00:00,2025-01-11T21:47:54.507366
7972,6653,246,172,2024-08-31T20:00:00,2024-09-01T22:01:07.167727
7973,6654,263,233,2024-05-04T06:00:00,2024-05-05T10:13:30.713296
7974,6654,263,256,2025-03-07T11:00:00,2025-03-08T12:08:37.143655
7975,6655,264,242,2024-03-06T15:00:00,2024-03-06T23:15:39.053385
7976,6656,70,211,2024-11-21T14:00:00,2024-11-21T19:54:00.099203
7977,6657,290,170,2024-04-19T13:00:00,2024-04-20T07:05:03.835473
7978,6657,119,86,2025-09-02T12:00:00,2025-09-03T10:30:11.297372
7979,6658,138,108,2026-03-06T18:00:00,2026-03-07T01:04:07.145025
7980,6659,158,107,2024-09-07T16:00:00,2024-09-08T14:52:39.017856
7981,6660,114,194,2024-07-02T14:00:00,2024-07-03T16:19:34.115622
7982,6660,218,51,2024-03-05T15:00:00,2024-03-06T01:01:19.946727
7983,6661,135,32,2026-05-19T12:00:00,2026-05-20T13:18:01.384030
7984,6662,237,100,2026-06-21T07:00:00,2026-06-22T04:02:18.641560
7985,6662,125,167,2025-12-13T17:00:00,2025-12-13T22:59:11.308762
7986,6663,206,225,2025-07-13T16:00:00,2025-07-13T17:18:55.674897
7987,6664,225,69,2025-06-09T15:00:00,2025-06-10T00:58:20.421172
7988,6665,303,99,2025-10-15T18:00:00,2025-10-16T22:47:56.982434
7989,6666,271,133,2024-08-17T09:00:00,2024-08-17T11:35:34.162196
7990,6667,286,219,2025-05-28T07:00:00,2025-05-28T18:49:32.477220
7991,6667,255,197,2025-06-11T11:00:00,2025-06-11T12:27:46.675142
7992,6668,13,95,2024-10-25T13:00:00,2024-10-26T05:30:00.169034
7993,6669,182,190,2025-02-05T13:00:00,2025-02-06T16:57:10.422411
7994,6670,146,258,2025-03-11T18:00:00,2025-03-12T04:35:09.129974
7995,6671,169,184,2025-06-12T12:00:00,2025-06-12T17:59:30.953038
7996,6672,30,17,2024-12-11T14:00:00,2024-12-12T11:19:38.311980
7997,6673,237,183,2026-05-31T08:00:00,2026-06-01T06:50:38.480284
7998,6674,197,265,2024-05-08T16:00:00,2024-05-09T06:21:35.347656
7999,6675,226,97,2026-04-17T10:00:00,2026-04-18T06:38:10.674369
8000,6675,3,37,2024-07-08T13:00:00,2024-07-09T08:55:58.788295
8001,6676,150,212,2026-06-28T09:00:00,2026-06-28T16:10:26.289408
8002,6677,230,153,2025-05-21T09:00:00,2025-05-21T19:28:40.425197
8003,6677,127,197,2026-06-09T10:00:00,2026-06-10T12:56:49.272616
8004,6678,39,32,2026-04-03T15:00:00,2026-04-04T20:17:15.574870
8005,6678,271,239,2026-02-21T16:00:00,2026-02-22T02:34:01.220638
8006,6679,56,141,2025-12-16T12:00:00,2025-12-17T13:53:36.023832
8007,6679,72,18,2024-12-26T08:00:00,2024-12-26T19:11:54.075750
8008,6680,198,46,2025-07-20T14:00:00,2025-07-21T02:56:36.768786
8009,6681,47,152,2025-01-06T15:00:00,2025-01-07T17:37:26.990662
8010,6682,139,63,2026-05-29T14:00:00,2026-05-29T17:16:46.383222
8011,6683,89,150,2025-04-18T07:00:00,2025-04-18T09:55:45.064960
8012,6684,90,39,2026-02-16T20:00:00,2026-02-17T14:05:02.643136
8013,6684,237,54,2024-05-13T12:00:00,2024-05-13T18:23:01.923223
8014,6685,167,178,2026-02-10T14:00:00,2026-02-11T10:13:43.614034
8015,6686,292,172,2026-04-25T05:00:00,2026-04-25T12:45:43.015565
8016,6687,156,144,2025-11-05T19:00:00,2025-11-06T13:05:35.229687
8017,6688,198,90,2026-01-02T11:00:00,2026-01-03T09:20:11.493586
8018,6689,225,64,2025-12-15T20:00:00,2025-12-16T05:25:24.897877
8019,6690,145,118,2025-01-30T17:00:00,2025-01-31T21:44:28.831913
8020,6691,126,217,2026-04-15T18:00:00,2026-04-16T18:54:14.731853
8021,6692,264,144,2026-05-14T10:00:00,2026-05-14T18:53:39.611031
8022,6693,299,120,2024-05-14T16:00:00,2024-05-14T21:41:11.289108
8023,6694,74,124,2026-05-20T15:00:00,2026-05-21T13:54:10.719788
8024,6694,118,201,2024-04-26T06:00:00,2024-04-26T12:35:43.087447
8025,6695,88,244,2026-06-06T07:00:00,2026-06-07T05:19:20.341549
8026,6696,182,147,2024-04-04T08:00:00,2024-04-05T13:13:46.732151
8027,6697,38,269,2024-11-29T18:00:00,2024-11-30T09:30:44.126965
8028,6698,212,119,2024-10-24T19:00:00,2024-10-25T20:40:32.163895
8029,6698,281,146,2024-06-11T14:00:00,2024-06-11T18:57:46.335877
8030,6699,197,138,2025-09-20T05:00:00,2025-09-21T06:10:19.926274
8031,6700,11,5,2024-05-08T05:00:00,2024-05-08T22:14:07.360404
8032,6701,40,83,2025-03-06T19:00:00,2025-03-07T23:49:04.928946
8033,6702,285,6,2025-09-11T19:00:00,2025-09-11T21:46:04.754220
8034,6703,260,27,2024-05-02T19:00:00,2024-05-03T17:20:24.217446
8035,6703,198,98,2025-05-18T19:00:00,2025-05-20T00:29:37.484952
8036,6704,10,230,2025-08-08T20:00:00,2025-08-10T01:13:49.055833
8037,6704,217,145,2026-03-22T19:00:00,2026-03-23T04:42:58.242517
8038,6705,67,14,2025-08-13T15:00:00,2025-08-13T23:07:53.366652
8039,6706,203,257,2024-05-16T10:00:00,2024-05-17T00:32:30.443842
8040,6707,231,155,2025-02-03T14:00:00,2025-02-04T15:05:23.948531
8041,6708,62,266,2024-01-03T13:00:00,2024-01-04T18:54:50.833919
8042,6709,275,162,2025-10-24T10:00:00,2025-10-25T10:52:34.120892
8043,6710,137,233,2024-04-27T16:00:00,2024-04-28T03:17:48.264828
8044,6710,133,70,2024-06-23T19:00:00,2024-06-24T18:42:56.009307
8045,6711,263,258,2024-01-19T08:00:00,2024-01-19T14:20:40.836911
8046,6712,236,109,2026-03-17T16:00:00,2026-03-17T23:51:33.096981
8047,6712,13,44,2024-02-02T12:00:00,2024-02-03T15:57:16.918554
8048,6713,85,27,2025-12-07T12:00:00,2025-12-07T21:07:42.130365
8049,6714,151,224,2024-05-23T12:00:00,2024-05-24T12:29:50.283080
8050,6715,241,218,2025-10-22T14:00:00,2025-10-23T04:53:21.873127
8051,6716,20,1,2024-05-19T18:00:00,2024-05-20T16:38:00.940401
8052,6717,176,36,2026-01-30T19:00:00,2026-01-31T00:13:54.394485
8053,6717,236,64,2026-05-20T20:00:00,2026-05-21T06:17:35.967118
8054,6718,103,128,2025-04-12T15:00:00,2025-04-13T04:58:24.871177
