supplier_id,legal_name,supplier_type,primary_division_id,onboarding_date,status
895,Campbell Farms,farmer,agricore,2023-03-11,active
896,Hayes Farms,farmer,agricore,2022-04-28,active
897,Russell Farms,farmer,agricore,2018-06-19,active
898,Hutchinson Farms,farmer,agricore,2024-05-15,active
899,Holt Farms,farmer,agricore,2026-03-06,active
900,Estrada Farms,farmer,agricore,2022-04-28,active
901,Rodriguez Farms,farmer,agricore,2018-08-13,inactive
902,Campos Farms,farmer,agricore,2018-06-26,active
903,Raymond Farms,farmer,agricore,2025-06-08,inactive
904,Mcpherson Farms,farmer,agricore,2024-07-09,active
905,Clements Farms,farmer,agricore,2024-01-10,active
906,Nichols Farms,farmer,agricore,2023-08-29,active
907,Kelly Farms,farmer,agricore,2025-06-27,active
908,Davidson Farms,farmer,agricore,2025-01-28,active
909,Robinson Farms,farmer,agricore,2023-07-07,active
910,Miller Farms,farmer,agricore,2019-12-05,inactive
911,Collins Farms,farmer,agricore,2023-01-18,suspended
912,Nelson Farms,farmer,agricore,2024-09-05,active
913,Clark Farms,farmer,agricore,2021-02-18,active
914,Diaz Farms,farmer,agricore,2024-07-08,active
915,Mitchell Farms,farmer,agricore,2020-04-10,active
916,Ramirez Farms,farmer,agricore,2020-07-13,active
917,Alvarado Farms,farmer,agricore,2021-04-28,active
918,Warren Farms,farmer,agricore,2023-12-29,active
919,Lutz Farms,farmer,agricore,2023-07-18,active
920,Butler Farms,farmer,agricore,2019-06-08,active
921,Walker Farms,farmer,agricore,2019-05-11,active
922,Schmidt Farms,farmer,agricore,2017-09-16,active
923,Fuentes Farms,farmer,agricore,2017-11-02,active
924,Carter Farms,farmer,agricore,2025-10-13,active
925,Gutierrez Farms,farmer,agricore,2018-02-13,active
926,Gould Farms,farmer,agricore,2019-12-22,active
927,Weber Farms,farmer,agricore,2017-02-19,active
928,Moore Farms,farmer,agricore,2021-03-01,suspended
929,Powers Farms,farmer,agricore,2017-10-31,active
930,Townsend Farms,farmer,agricore,2020-08-22,active
931,Gray Farms,farmer,agricore,2017-10-31,active
932,Knight Farms,farmer,agricore,2019-07-10,active
933,Morgan Farms,farmer,agricore,2021-11-03,active
934,Smith Farms,farmer,agricore,2022-05-27,suspended
935,Gardner Farms,farmer,agricore,2026-04-08,active
936,Martinez Farms,farmer,agricore,2022-12-22,active
937,Swanson Farms,farmer,agricore,2025-05-09,active
938,Wheeler Farms,farmer,agricore,2024-01-12,active
939,Burgess Farms,farmer,agricore,2017-08-13,active
940,Moore Farms,farmer,agricore,2018-04-04,active
941,Peterson Farms,farmer,agricore,2017-11-29,active
942,Burgess Farms,farmer,agricore,2026-01-25,active
943,May Farms,farmer,agricore,2026-03-11,inactive
944,Fisher Farms,farmer,agricore,2020-06-29,active
945,Mcgee Farms,farmer,agricore,2022-12-07,active
946,Holt Farms,farmer,agricore,2020-02-28,active
947,Martin Farms,farmer,agricore,2025-07-10,active
948,Gilbert Farms,farmer,agricore,2022-11-18,active
949,Stanton Farms,farmer,agricore,2025-05-17,active
950,Houston Farms,farmer,agricore,2023-05-15,active
951,Cortez Farms,farmer,agricore,2025-12-23,active
952,Perez Farms,farmer,agricore,2022-03-16,active
953,Dawson Farms,farmer,agricore,2021-11-24,active
954,Farmer Farms,farmer,agricore,2017-08-11,active
955,Johnson Farms,farmer,agricore,2026-02-28,active
956,Richards Farms,farmer,agricore,2020-11-06,active
957,Farley Farms,farmer,agricore,2021-02-17,active
958,Osborne Farms,farmer,agricore,2017-03-21,active
959,Yang Farms,farmer,agricore,2020-09-10,active
960,Stephenson Farms,farmer,agricore,2017-05-09,active
961,Rubio Farms,farmer,agricore,2019-06-04,active
962,Mccarty Farms,farmer,agricore,2019-12-21,active
963,Flynn Farms,farmer,agricore,2020-04-14,active
964,Chambers Farms,farmer,agricore,2017-10-13,active
965,James Farms,farmer,agricore,2021-10-31,active
966,Boyd Farms,farmer,agricore,2025-06-27,active
967,Walsh Farms,farmer,agricore,2017-01-06,active
968,Knapp Farms,farmer,agricore,2026-06-28,inactive
969,Hill Farms,farmer,agricore,2022-07-13,active
970,Harris Farms,farmer,agricore,2018-11-21,active
971,Daugherty Farms,farmer,agricore,2018-08-22,inactive
972,Price Farms,farmer,agricore,2025-07-15,active
973,Cole Farms,farmer,agricore,2019-10-01,active
974,Flores Farms,farmer,agricore,2019-05-11,inactive
975,Smith Farms,farmer,agricore,2019-05-07,active
976,Phillips Farms,farmer,agricore,2023-09-04,active
977,Peck Farms,farmer,agricore,2023-08-28,active
978,Rodriguez Farms,farmer,agricore,2025-02-23,active
979,Grant Farms,farmer,agricore,2022-02-03,active
980,Jones Farms,farmer,agricore,2023-03-30,active
981,Higgins Farms,farmer,agricore,2024-06-20,active
982,Andrade Farms,farmer,agricore,2022-08-16,active
983,Washington Farms,farmer,agricore,2024-01-21,active
984,Bailey Farms,farmer,agricore,2023-03-07,active
985,Fields Farms,farmer,agricore,2024-02-01,active
986,Campbell Farms,farmer,agricore,2021-03-05,active
987,Morgan Farms,farmer,agricore,2026-02-21,active
988,Luna Farms,farmer,agricore,2025-04-11,active
989,Smith Farms,farmer,agricore,2024-08-03,active
990,Peters Farms,farmer,agricore,2021-04-21,active
991,Serrano Farms,farmer,agricore,2017-04-19,active
992,Payne Farms,farmer,agricore,2023-05-28,active
993,Hawkins Farms,farmer,agricore,2021-04-30,active
994,Rodgers Farms,farmer,agricore,2025-06-10,active
995,Francis Farms,farmer,agricore,2025-08-28,active
996,Reed Farms,farmer,agricore,2021-05-10,active
997,White Farms,farmer,agricore,2025-03-12,active
998,Dunn Farms,farmer,agricore,2021-03-29,inactive
999,Ford Farms,farmer,agricore,2017-07-07,active
1000,Brown Farms,farmer,agricore,2019-03-28,active
1001,Mayer Farms,farmer,agricore,2019-09-02,active
1002,Peterson Farms,farmer,agricore,2017-06-21,active
1003,Kelly Farms,farmer,agricore,2025-07-28,active
1004,Jones Farms,farmer,agricore,2017-10-08,active
1005,Nash Farms,farmer,agricore,2021-02-15,active
1006,Smith Farms,farmer,agricore,2024-02-25,active
1007,Mcguire Farms,farmer,agricore,2018-11-17,active
1008,Wilson Farms,farmer,agricore,2020-01-25,active
1009,Scott Farms,farmer,agricore,2024-05-25,active
1010,Doyle Farms,farmer,agricore,2024-10-16,active
1011,Robinson Farms,farmer,agricore,2021-01-08,inactive
1012,Sloan Farms,farmer,agricore,2023-04-06,active
1013,Stewart Farms,farmer,agricore,2020-12-04,active
1014,Walton Farms,farmer,agricore,2020-02-17,active
1015,Robertson Farms,farmer,agricore,2021-08-20,active
1016,Gilbert Farms,farmer,agricore,2018-03-25,active
1017,Adams Farms,farmer,agricore,2025-01-20,active
1018,Kemp Farms,farmer,agricore,2017-10-07,active
1019,Herman Farms,farmer,agricore,2020-03-21,active
1020,Hughes Farms,farmer,agricore,2020-04-13,active
1021,Williams Farms,farmer,agricore,2025-03-14,active
1022,White Farms,farmer,agricore,2019-11-24,active
1023,Lee Farms,farmer,agricore,2024-04-23,active
1024,Baker Farms,farmer,agricore,2021-03-01,active
1025,Anderson Farms,farmer,agricore,2018-04-05,active
1026,Soto Farms,farmer,agricore,2021-10-16,active
1027,Martinez Farms,farmer,agricore,2020-08-05,active
1028,Schmidt Farms,farmer,agricore,2025-07-16,active
1029,Anderson Farms,farmer,agricore,2026-04-08,active
1030,Dixon Farms,farmer,agricore,2022-03-08,active
1031,Travis Farms,farmer,agricore,2019-12-16,active
1032,Roberts Farms,farmer,agricore,2025-08-06,active
1033,Pham Farms,farmer,agricore,2018-09-08,active
1034,Stout Farms,farmer,agricore,2018-10-04,active
1035,Ryan Farms,farmer,agricore,2017-07-14,inactive
1036,Snow Farms,farmer,agricore,2021-10-04,active
1037,West Farms,farmer,agricore,2017-04-25,active
1038,Chandler Farms,farmer,agricore,2018-06-08,active
1039,Wilson Farms,farmer,agricore,2018-05-18,active
1040,Webb Farms,farmer,agricore,2019-06-04,active
1041,Hurst Farms,farmer,agricore,2018-01-12,active
1042,Simmons Farms,farmer,agricore,2024-06-02,active
1043,Esparza Farms,farmer,agricore,2023-02-20,active
1044,Wolfe Farms,farmer,agricore,2022-02-08,active
1045,Guerrero Farms,farmer,agricore,2020-01-06,active
1046,Sweeney Farms,farmer,agricore,2020-06-18,active
1047,Oconnor Farms,farmer,agricore,2023-12-07,active
1048,Mcdaniel Farms,farmer,agricore,2021-05-25,inactive
1049,Miller Farms,farmer,agricore,2022-12-04,active
1050,Cruz Farms,farmer,agricore,2024-04-25,active
1051,Thompson Farms,farmer,agricore,2023-08-28,active
1052,Merritt Farms,farmer,agricore,2020-04-14,active
1053,Collins Farms,farmer,agricore,2023-11-23,active
1054,Graves Farms,farmer,agricore,2019-04-29,inactive
1055,Rojas Farms,farmer,agricore,2023-09-30,active
1056,King Farms,farmer,agricore,2019-03-08,active
1057,Rogers Farms,farmer,agricore,2019-04-04,active
1058,Lopez Farms,farmer,agricore,2022-12-26,active
1059,Clay Farms,farmer,agricore,2024-04-12,active
1060,Rivera Farms,farmer,agricore,2023-04-01,suspended
1061,Allen Farms,farmer,agricore,2020-08-26,active
1062,Hawkins Farms,farmer,agricore,2022-12-05,suspended
1063,Patrick Farms,farmer,agricore,2022-01-02,active
1064,Bray Farms,farmer,agricore,2019-04-12,active
1065,Bowers Farms,farmer,agricore,2019-09-01,active
1066,Buck Farms,farmer,agricore,2024-07-04,active
1067,Schmidt Farms,farmer,agricore,2026-05-17,active
1068,Martinez Farms,farmer,agricore,2019-03-23,active
1069,Kim Farms,farmer,agricore,2020-04-02,inactive
1070,Collins Farms,farmer,agricore,2022-03-25,active
1071,Henderson Farms,farmer,agricore,2023-11-13,active
1072,Rodgers Farms,farmer,agricore,2017-04-06,active
1073,Garza Farms,farmer,agricore,2021-05-29,active
1074,Wilson Farms,farmer,agricore,2023-11-12,active
1075,Torres Farms,farmer,agricore,2021-09-21,active
1076,Martin Farms,farmer,agricore,2020-03-19,active
1077,Baker Farms,farmer,agricore,2017-10-04,active
1078,Steele Farms,farmer,agricore,2022-07-19,active
1079,Griffin Farms,farmer,agricore,2025-07-18,inactive
1080,Scott Farms,farmer,agricore,2024-12-19,active
1081,Morris Farms,farmer,agricore,2018-05-16,active
1082,Frederick Farms,farmer,agricore,2022-05-26,active
1083,Anderson Farms,farmer,agricore,2025-07-18,active
1084,Cervantes Farms,farmer,agricore,2024-01-30,active
1085,Atkinson Farms,farmer,agricore,2019-12-02,active
1086,Calhoun Farms,farmer,agricore,2019-09-01,suspended
1087,Clark Farms,farmer,agricore,2019-08-14,active
1088,Cox Farms,farmer,agricore,2025-09-18,active
1089,Anderson Farms,farmer,agricore,2021-05-28,active
1090,Chaney Farms,farmer,agricore,2026-05-12,active
1091,Moore Farms,farmer,agricore,2026-04-20,active
1092,Ortega Farms,farmer,agricore,2025-07-27,active
1093,Obrien Farms,farmer,agricore,2024-02-26,active
1094,Berger Farms,farmer,agricore,2019-05-23,active
1095,Stephenson Farms,farmer,agricore,2019-10-01,active
1096,Robertson Farms,farmer,agricore,2018-04-11,active
1097,Allen Farms,farmer,agricore,2024-03-17,active
1098,Marshall Farms,farmer,agricore,2017-05-08,active
1099,Phelps Farms,farmer,agricore,2022-03-19,active
1100,Williams Farms,farmer,agricore,2019-07-21,active
1101,Reyes Farms,farmer,agricore,2018-11-23,active
1102,Brown Farms,farmer,agricore,2026-03-03,active
1103,Montes Farms,farmer,agricore,2025-01-28,active
1104,Burton Farms,farmer,agricore,2023-02-14,active
1105,Hayden Farms,farmer,agricore,2021-01-25,active
1106,Anderson Farms,farmer,agricore,2022-11-28,active
1107,Fitzpatrick Farms,farmer,agricore,2023-09-01,active
1108,Moore Farms,farmer,agricore,2023-11-26,active
1109,Poole Farms,farmer,agricore,2019-06-05,inactive
1110,Lynch Farms,farmer,agricore,2026-01-20,active
1111,Williams Farms,farmer,agricore,2018-07-01,active
1112,Long Farms,farmer,agricore,2025-12-11,active
1113,Blackburn Farms,farmer,agricore,2023-10-24,active
1114,Hanson Farms,farmer,agricore,2018-01-30,active
1115,Meyer Farms,farmer,agricore,2022-06-15,active
1116,Lee Farms,farmer,agricore,2019-04-20,active
1117,Jennings Farms,farmer,agricore,2017-03-24,active
1118,Kennedy Farms,farmer,agricore,2021-07-25,active
1119,Anderson Farms,farmer,agricore,2020-12-20,active
1120,Alvarado Farms,farmer,agricore,2019-06-21,active
1121,Conley Farms,farmer,agricore,2020-04-08,active
1122,Valdez Farms,farmer,agricore,2018-02-21,inactive
1123,Gutierrez Farms,farmer,agricore,2021-11-10,active
1124,Brown Farms,farmer,agricore,2023-06-29,active
1125,Ramirez Farms,farmer,agricore,2021-06-21,active
1126,Henry Farms,farmer,agricore,2018-02-09,active
1127,Hughes Farms,farmer,agricore,2026-06-01,active
1128,Cooper Farms,farmer,agricore,2023-08-27,active
1129,Lewis Farms,farmer,agricore,2026-02-27,active
1130,Hurley Farms,farmer,agricore,2023-12-14,active
1131,Frank Farms,farmer,agricore,2020-06-07,active
1132,Sanchez Farms,farmer,agricore,2020-02-13,active
1133,Mann Farms,farmer,agricore,2017-03-27,suspended
1134,Fox Farms,farmer,agricore,2023-11-12,active
1135,Taylor Farms,farmer,agricore,2023-05-15,active
1136,Ho Farms,farmer,agricore,2018-04-11,active
1137,Williams Farms,farmer,agricore,2021-05-22,active
1138,Bowman Farms,farmer,agricore,2017-06-13,active
1139,Gray Farms,farmer,agricore,2021-04-04,active
1140,Nelson Farms,farmer,agricore,2018-05-12,active
1141,Atkins Farms,farmer,agricore,2024-11-18,active
1142,Knapp Farms,farmer,agricore,2020-03-22,active
1143,Oconnor Farms,farmer,agricore,2024-11-29,active
1144,King Farms,farmer,agricore,2018-03-01,active
1145,Parks Farms,farmer,agricore,2017-02-06,active
1146,Hutchinson Farms,farmer,agricore,2025-03-12,active
1147,White Farms,farmer,agricore,2025-10-11,active
1148,Ferguson Farms,farmer,agricore,2024-05-20,suspended
1149,Norman Farms,farmer,agricore,2024-03-05,active
1150,Bishop Farms,farmer,agricore,2022-06-25,inactive
1151,Long Farms,farmer,agricore,2017-05-15,active
1152,Page Farms,farmer,agricore,2019-01-10,active
1153,Forbes Farms,farmer,agricore,2021-05-06,active
1154,Reilly Farms,farmer,agricore,2019-02-01,active
1155,Herring Farms,farmer,agricore,2022-12-03,active
1156,Smith Farms,farmer,agricore,2022-09-29,active
1157,Lindsey Farms,farmer,agricore,2025-11-11,active
1158,Robinson Farms,farmer,agricore,2019-05-06,active
1159,Cook Farms,farmer,agricore,2022-04-27,active
1160,Boyd Farms,farmer,agricore,2022-01-21,active
1161,Smith Farms,farmer,agricore,2022-07-03,active
1162,Hickman Farms,farmer,agricore,2021-11-26,active
1163,Lopez Farms,farmer,agricore,2023-01-08,active
1164,Mccoy Farms,farmer,agricore,2022-02-23,active
1165,Fox Farms,farmer,agricore,2023-11-14,active
1166,Perez Farms,farmer,agricore,2023-08-24,active
1167,Olsen Farms,farmer,agricore,2017-03-06,active
1168,Fisher Farms,farmer,agricore,2021-06-01,active
1169,Lopez Farms,farmer,agricore,2017-08-05,active
1170,Cordova Farms,farmer,agricore,2020-09-06,active
1171,Willis Farms,farmer,agricore,2017-08-19,active
1172,Martinez Farms,farmer,agricore,2022-12-16,active
1173,Taylor Farms,farmer,agricore,2019-11-15,active
1174,Harmon Farms,farmer,agricore,2017-02-23,active
1175,Sexton Farms,farmer,agricore,2024-12-05,active
1176,Edwards Farms,farmer,agricore,2026-02-25,active
1177,Barnes Farms,farmer,agricore,2020-07-19,active
1178,Mejia Farms,farmer,agricore,2024-09-19,active
1179,Morris Farms,farmer,agricore,2018-09-15,suspended
1180,Thompson Farms,farmer,agricore,2018-09-15,suspended
1181,Simmons Farms,farmer,agricore,2023-09-07,active
1182,Webster Farms,farmer,agricore,2025-03-22,active
1183,Huff Farms,farmer,agricore,2018-08-06,active
1184,Wood Farms,farmer,agricore,2017-05-10,active
1185,Wheeler Farms,farmer,agricore,2021-07-19,inactive
1186,Lynch Farms,farmer,agricore,2017-03-17,active
1187,Farrell Farms,farmer,agricore,2022-10-30,inactive
1188,Hughes Farms,farmer,agricore,2022-09-09,active
1189,Kelly Farms,farmer,agricore,2018-04-01,active
1190,Hawkins Farms,farmer,agricore,2020-11-28,active
1191,Blair Farms,farmer,agricore,2020-07-23,active
1192,Howard Farms,farmer,agricore,2020-07-29,active
1193,Lewis Farms,farmer,agricore,2021-12-22,active
1194,Frederick Farms,farmer,agricore,2019-04-28,active
1195,Smith Farms,farmer,agricore,2022-09-25,active
1196,Mckee Farms,farmer,agricore,2022-01-29,active
1197,Shelton Farms,farmer,agricore,2018-12-03,active
1198,Blevins Farms,farmer,agricore,2017-01-07,active
1199,Guerrero Farms,farmer,agricore,2019-12-07,inactive
1200,Roth Farms,farmer,agricore,2017-07-08,active
1201,Trujillo Farms,farmer,agricore,2018-11-01,inactive
1202,Brown Farms,farmer,agricore,2020-01-25,inactive
1203,Perez Farms,farmer,agricore,2017-01-08,inactive
1204,Chambers Farms,farmer,agricore,2021-04-02,active
1205,Lowery Farms,farmer,agricore,2023-11-28,active
1206,Jimenez Farms,farmer,agricore,2018-11-15,active
1207,Hart Farms,farmer,agricore,2024-01-10,active
1208,Collins Farms,farmer,agricore,2018-11-10,active
1209,Williams Farms,farmer,agricore,2018-11-04,active
1210,Miller Farms,farmer,agricore,2020-04-19,active
1211,Newton Farms,farmer,agricore,2021-06-12,active
1212,Davis Farms,farmer,agricore,2026-06-09,active
1213,Henson Farms,farmer,agricore,2024-12-01,active
1214,Cohen Farms,farmer,agricore,2024-07-18,inactive
1215,Marshall Farms,farmer,agricore,2018-08-09,active
1216,Foster Farms,farmer,agricore,2023-10-21,active
1217,Escobar Farms,farmer,agricore,2021-12-26,active
1218,Guerrero Farms,farmer,agricore,2019-06-23,active
1219,Mitchell Farms,farmer,agricore,2026-01-07,active
1220,Cole Farms,farmer,agricore,2025-11-16,active
1221,Sanders Farms,farmer,agricore,2022-08-04,active
1222,Lindsey Farms,farmer,agricore,2026-05-01,active
1223,Chang Farms,farmer,agricore,2018-02-12,active
1224,Farmer Farms,farmer,agricore,2024-01-01,active
1225,Austin Farms,farmer,agricore,2026-06-21,active
1226,Bell Farms,farmer,agricore,2022-04-29,active
1227,Mcdonald Farms,farmer,agricore,2026-06-20,active
1228,Payne Farms,farmer,agricore,2017-10-19,active
1229,Jones Farms,farmer,agricore,2025-06-01,active
1230,Williamson Farms,farmer,agricore,2023-12-14,active
1231,Smith Farms,farmer,agricore,2023-09-21,active
1232,Vincent Farms,farmer,agricore,2026-04-09,active
1233,Price Farms,farmer,agricore,2026-04-27,inactive
1234,Cox Farms,farmer,agricore,2019-04-11,active
1235,Davis Farms,farmer,agricore,2024-08-10,active
1236,Perry Farms,farmer,agricore,2017-01-26,active
1237,Pearson Farms,farmer,agricore,2020-01-16,active
1238,Reeves Farms,farmer,agricore,2023-03-30,active
1239,James Farms,farmer,agricore,2024-08-07,active
1240,Lewis Farms,farmer,agricore,2023-06-08,active
1241,Mendez Farms,farmer,agricore,2023-03-19,active
1242,Thornton Farms,farmer,agricore,2020-11-16,active
1243,Wilson Farms,farmer,agricore,2020-11-05,active
1244,Johnson Farms,farmer,agricore,2023-01-17,active
1245,Taylor Farms,farmer,agricore,2020-09-02,active
1246,Black Farms,farmer,agricore,2020-03-21,active
1247,Stafford Farms,farmer,agricore,2024-10-28,inactive
1248,Harrington Farms,farmer,agricore,2019-02-16,active
1249,Reynolds Farms,farmer,agricore,2023-03-26,active
1250,Howard Farms,farmer,agricore,2020-10-08,active
1251,Potts Farms,farmer,agricore,2024-06-26,active
1252,Parrish Farms,farmer,agricore,2025-08-20,active
1253,Moreno Farms,farmer,agricore,2025-09-05,active
1254,Trevino Farms,farmer,agricore,2025-08-13,active
1255,Branch Farms,farmer,agricore,2022-07-16,active
1256,Johnson Farms,farmer,agricore,2024-10-20,active
1257,Wolfe Farms,farmer,agricore,2022-04-18,active
1258,Henderson Farms,farmer,agricore,2019-11-01,active
1259,Davidson Farms,farmer,agricore,2021-04-02,active
1260,Williams Farms,farmer,agricore,2017-05-29,active
1261,Roman Farms,farmer,agricore,2019-07-12,active
1262,Daniel Farms,farmer,agricore,2017-08-16,inactive
1263,Berger Farms,farmer,agricore,2018-08-31,active
1264,Cabrera Farms,farmer,agricore,2026-01-25,active
1265,Patton Farms,farmer,agricore,2024-08-17,active
1266,Smith Farms,farmer,agricore,2022-09-01,active
1267,Adams Farms,farmer,agricore,2023-04-17,active
1268,Rivers Farms,farmer,agricore,2020-11-23,active
1269,Cisneros Farms,farmer,agricore,2020-02-09,active
1270,Hurley Farms,farmer,agricore,2022-01-10,active
1271,Luna Farms,farmer,agricore,2017-02-12,active
1272,Freeman Farms,farmer,agricore,2017-07-08,inactive
1273,Braun Farms,farmer,agricore,2025-02-05,active
1274,Morales Farms,farmer,agricore,2023-02-08,active
1275,Brown Farms,farmer,agricore,2022-10-10,active
1276,Powell Farms,farmer,agricore,2021-03-13,active
1277,Griffin Farms,farmer,agricore,2019-11-08,active
1278,Gibson Farms,farmer,agricore,2025-09-27,active
1279,Mitchell Farms,farmer,agricore,2018-11-27,active
1280,Thornton Farms,farmer,agricore,2019-03-21,active
1281,Bryant Farms,farmer,agricore,2022-11-05,active
1282,Rollins Farms,farmer,agricore,2026-02-12,active
1283,Miller Farms,farmer,agricore,2026-01-27,active
1284,Garner Farms,farmer,agricore,2019-12-26,active
1285,Scott Farms,farmer,agricore,2019-11-11,active
1286,Short Farms,farmer,agricore,2017-04-15,active
1287,Young Farms,farmer,agricore,2019-06-10,active
1288,Mccullough Farms,farmer,agricore,2022-05-21,suspended
1289,Montoya Farms,farmer,agricore,2019-01-20,active
1290,Franklin Farms,farmer,agricore,2025-01-30,active
1291,Graham Farms,farmer,agricore,2021-12-22,active
1292,Scott Farms,farmer,agricore,2024-04-26,active
1293,Hoffman Farms,farmer,agricore,2023-02-02,inactive
1294,Montgomery Farms,farmer,agricore,2020-08-04,active
1295,Robinson Farms,farmer,agricore,2023-12-22,active
1296,Harris Farms,farmer,agricore,2021-09-23,active
1297,Olson Farms,farmer,agricore,2019-07-16,active
1298,Morales Farms,farmer,agricore,2021-07-25,suspended
1299,Anderson Farms,farmer,agricore,2018-11-15,active
1300,Black Farms,farmer,agricore,2021-11-18,active
1301,Lara Farms,farmer,agricore,2018-09-13,active
1302,Carson Farms,farmer,agricore,2018-12-02,active
1303,Long Farms,farmer,agricore,2024-03-14,active
1304,Carter Farms,farmer,agricore,2018-04-28,active
1305,Scott Farms,farmer,agricore,2017-05-30,active
1306,Wilson Farms,farmer,agricore,2018-09-07,active
1307,White Farms,farmer,agricore,2021-09-14,active
1308,Cherry Farms,farmer,agricore,2020-03-12,active
1309,Scott Farms,farmer,agricore,2020-09-28,active
1310,Gordon Farms,farmer,agricore,2021-07-05,active
1311,Koch Farms,farmer,agricore,2024-06-26,active
1312,Green Farms,farmer,agricore,2023-04-30,inactive
1313,Fletcher Farms,farmer,agricore,2018-08-16,active
1314,Park Farms,farmer,agricore,2020-02-14,active
1315,Miller Farms,farmer,agricore,2020-04-15,active
1316,Robbins Farms,farmer,agricore,2026-05-25,active
1317,Tucker Farms,farmer,agricore,2018-07-04,active
1318,Tyler Farms,farmer,agricore,2025-03-22,active
1319,Kelly Farms,farmer,agricore,2022-04-20,active
1320,Powell Farms,farmer,agricore,2025-12-15,active
1321,Banks Farms,farmer,agricore,2026-05-23,active
1322,Wallace Farms,farmer,agricore,2026-02-13,active
1323,Galvan Farms,farmer,agricore,2023-11-22,active
1324,Brown Farms,farmer,agricore,2025-02-03,active
1325,Bryant Farms,farmer,agricore,2019-08-27,active
1326,Underwood Farms,farmer,agricore,2023-10-26,active
1327,Edwards Farms,farmer,agricore,2020-03-16,active
1328,Rivera Farms,farmer,agricore,2025-09-01,active
1329,Jones Farms,farmer,agricore,2023-02-28,active
1330,Weber Farms,farmer,agricore,2018-07-21,active
1331,Russell Farms,farmer,agricore,2021-09-16,active
1332,Morris Farms,farmer,agricore,2023-07-27,active
1333,Schneider Farms,farmer,agricore,2021-08-04,active
1334,Smith Farms,farmer,agricore,2024-03-16,active
1335,Peterson Farms,farmer,agricore,2017-08-20,active
1336,Johnston Farms,farmer,agricore,2023-05-02,inactive
1337,Johnson Farms,farmer,agricore,2025-04-12,suspended
1338,Meyer Farms,farmer,agricore,2020-12-12,active
1339,Russell Farms,farmer,agricore,2025-12-30,active
1340,Valencia Farms,farmer,agricore,2018-12-14,active
1341,Lopez Farms,farmer,agricore,2024-11-02,active
1342,Foley Farms,farmer,agricore,2023-07-26,active
1343,Alexander Farms,farmer,agricore,2022-04-04,active
1344,Campos Farms,farmer,agricore,2020-07-20,active
1345,Reed Farms,farmer,agricore,2022-09-15,active
1346,Brown Farms,farmer,agricore,2021-12-29,active
1347,Hartman Farms,farmer,agricore,2019-12-23,active
1348,Wilkerson Farms,farmer,agricore,2023-10-08,active
1349,Gordon Farms,farmer,agricore,2021-07-27,active
1350,Sanders Farms,farmer,agricore,2023-02-24,active
1351,Cardenas Farms,farmer,agricore,2026-02-27,active
1352,Webb Farms,farmer,agricore,2022-10-06,inactive
1353,Olson Farms,farmer,agricore,2022-06-14,active
1354,Barr Farms,farmer,agricore,2018-06-10,active
1355,Hatfield Farms,farmer,agricore,2020-05-30,active
1356,Watson Farms,farmer,agricore,2024-05-04,active
1357,Dalton Farms,farmer,agricore,2021-11-02,active
1358,Figueroa Farms,farmer,agricore,2023-03-08,active
1359,Lee Farms,farmer,agricore,2018-02-09,active
1360,Reed Farms,farmer,agricore,2024-08-13,active
1361,Gibson Farms,farmer,agricore,2019-09-13,active
1362,Carroll Farms,farmer,agricore,2020-07-10,active
1363,Parker Farms,farmer,agricore,2020-06-03,active
1364,Fields Farms,farmer,agricore,2026-01-10,inactive
1365,Smith Farms,farmer,agricore,2020-09-29,active
1366,Lyons Farms,farmer,agricore,2025-06-24,active
1367,Jones Farms,farmer,agricore,2022-10-16,active
1368,Smith Farms,farmer,agricore,2025-03-20,active
1369,Kelly Farms,farmer,agricore,2022-12-03,active
1370,Hanson Farms,farmer,agricore,2020-02-28,inactive
1371,Wilson Farms,farmer,agricore,2018-05-16,active
1372,Snyder Farms,farmer,agricore,2022-02-27,active
1373,Harris Farms,farmer,agricore,2025-02-15,active
1374,Farmer Farms,farmer,agricore,2020-08-01,active
1375,Weber Farms,farmer,agricore,2018-09-16,active
1376,Lewis Farms,farmer,agricore,2022-01-24,inactive
1377,Bryant Farms,farmer,agricore,2021-12-10,active
1378,Brown Farms,farmer,agricore,2019-02-03,active
1379,Fitzgerald Farms,farmer,agricore,2021-09-30,active
1380,Parker Farms,farmer,agricore,2024-06-09,active
1381,Smith Farms,farmer,agricore,2025-10-30,active
1382,Hall Farms,farmer,agricore,2019-04-09,active
1383,Howell Farms,farmer,agricore,2018-04-29,active
1384,Harris Farms,farmer,agricore,2018-10-17,active
1385,Turner Farms,farmer,agricore,2024-06-09,active
1386,Herrera Farms,farmer,agricore,2018-08-31,active
1387,Lewis Farms,farmer,agricore,2019-02-14,active
1388,Mcfarland Farms,farmer,agricore,2024-08-31,active
1389,Hicks Farms,farmer,agricore,2020-06-13,inactive
1390,Sanchez Farms,farmer,agricore,2017-05-09,active
1391,Chapman Farms,farmer,agricore,2020-09-24,active
1392,Wright Farms,farmer,agricore,2026-04-05,active
1393,Smith Farms,farmer,agricore,2020-12-08,active
1394,Kidd Farms,farmer,agricore,2020-03-10,active
1395,Simpson Farms,farmer,agricore,2021-03-15,active
1396,Harris Farms,farmer,agricore,2024-08-08,active
1397,Lopez Farms,farmer,agricore,2019-09-05,active
1398,Moreno Farms,farmer,agricore,2022-03-18,active
1399,Nguyen Farms,farmer,agricore,2022-10-08,active
