repayment_id,loan_id,due_date,amount_due,amount_paid,paid_date
8267,535,2025-11-17,105886.55,105886.55,2025-11-21
8268,535,2025-12-17,105886.55,105886.55,2025-12-27
8269,535,2026-01-16,105886.55,105886.55,2026-01-26
8270,535,2026-02-15,105886.55,105886.55,2026-02-15
8271,536,2024-10-31,109842.74,109842.74,2024-11-08
8272,536,2024-11-30,109842.74,109842.74,2024-12-10
8273,536,2024-12-30,109842.74,109842.74,2025-01-09
8274,536,2025-01-29,109842.74,109842.74,2025-02-08
8275,536,2025-02-28,109842.74,109842.74,2025-03-04
8276,536,2025-03-30,109842.74,109842.74,2025-04-03
8277,536,2025-04-29,109842.74,109842.74,2025-05-04
8278,536,2025-05-29,109842.74,109842.74,2025-06-05
8279,536,2025-06-28,109842.74,109842.74,2025-07-02
8280,536,2025-07-28,109842.74,109842.74,2025-07-25
8281,536,2025-08-27,109842.74,109842.74,2025-08-31
8282,536,2025-09-26,109842.74,109842.74,2025-10-02
8283,536,2025-10-26,109842.74,109842.74,2025-11-07
8284,536,2025-11-25,109842.74,109842.74,2025-11-23
8285,536,2025-12-25,109842.74,109842.74,2025-12-24
8286,537,2023-08-24,104761.22,104761.22,2023-08-23
8287,537,2023-09-23,104761.22,104761.22,2023-10-02
8288,537,2023-10-23,104761.22,104761.22,2023-11-04
8289,537,2023-11-22,104761.22,0,
8290,537,2023-12-22,104761.22,104761.22,2023-12-27
8291,537,2024-01-21,104761.22,104761.22,2024-01-26
8292,537,2024-02-20,104761.22,104761.22,2024-02-17
8293,537,2024-03-21,104761.22,104761.22,2024-03-26
8294,537,2024-04-20,104761.22,104761.22,2024-05-02
8295,537,2024-05-20,104761.22,104761.22,2024-05-25
8296,537,2024-06-19,104761.22,104761.22,2024-06-22
8297,537,2024-07-19,104761.22,0,
8298,537,2024-08-18,104761.22,104761.22,2024-08-16
8299,537,2024-09-17,104761.22,104761.22,2024-09-16
8300,537,2024-10-17,104761.22,104761.22,2024-10-25
8301,537,2024-11-16,104761.22,104761.22,2024-11-27
8302,537,2024-12-16,104761.22,0,
8303,537,2025-01-15,104761.22,104761.22,2025-01-21
8304,537,2025-02-14,104761.22,104761.22,2025-02-16
8305,537,2025-03-16,104761.22,104761.22,2025-03-28
8306,537,2025-04-15,104761.22,104761.22,2025-04-24
8307,538,2025-03-09,102323.73,102323.73,2025-03-21
8308,538,2025-04-08,102323.73,102323.73,2025-04-11
8309,538,2025-05-08,102323.73,102323.73,2025-05-09
8310,538,2025-06-07,102323.73,102323.73,2025-06-13
8311,538,2025-07-07,102323.73,102323.73,2025-07-18
8312,538,2025-08-06,102323.73,102323.73,2025-08-18
8313,538,2025-09-05,102323.73,102323.73,2025-09-10
8314,538,2025-10-05,102323.73,102323.73,2025-10-12
8315,538,2025-11-04,102323.73,102323.73,2025-11-07
8316,538,2025-12-04,102323.73,102323.73,2025-12-12
8317,538,2026-01-03,102323.73,102323.73,2026-01-15
8318,538,2026-02-02,102323.73,102323.73,2026-01-30
8319,538,2026-03-04,102323.73,102323.73,2026-03-11
8320,538,2026-04-03,102323.73,102323.73,2026-04-09
8321,538,2026-05-03,102323.73,102323.73,2026-05-03
8322,538,2026-06-02,102323.73,102323.73,2026-06-04
8323,538,2026-07-02,102323.73,102323.73,2026-07-06
8324,538,2026-08-01,102323.73,102323.73,2026-08-10
8325,538,2026-08-31,102323.73,102323.73,2026-09-10
8326,538,2026-09-30,102323.73,102323.73,2026-10-05
8327,538,2026-10-30,102323.73,102323.73,2026-11-02
8328,538,2026-11-29,102323.73,102323.73,2026-12-03
8329,538,2026-12-29,102323.73,102323.73,2027-01-10
8330,538,2027-01-28,102323.73,102323.73,2027-02-01
8331,539,2023-10-15,138150.33,138150.33,2023-10-15
8332,539,2023-11-14,138150.33,0,
8333,539,2023-12-14,138150.33,138150.33,2023-12-14
8334,539,2024-01-13,138150.33,138150.33,2024-01-19
8335,539,2024-02-12,138150.33,138150.33,2024-02-11
8336,539,2024-03-13,138150.33,138150.33,2024-03-17
8337,539,2024-04-12,138150.33,138150.33,2024-04-12
8338,539,2024-05-12,138150.33,138150.33,2024-05-14
8339,539,2024-06-11,138150.33,138150.33,2024-06-14
8340,539,2024-07-11,138150.33,138150.33,2024-07-15
8341,539,2024-08-10,138150.33,0,
8342,540,2023-01-23,184268.85,0,
8343,540,2023-02-22,184268.85,184268.85,2023-03-01
8344,540,2023-03-24,184268.85,184268.85,2023-03-31
8345,540,2023-04-23,184268.85,184268.85,2023-04-20
8346,540,2023-05-23,184268.85,184268.85,2023-05-23
8347,540,2023-06-22,184268.85,184268.85,2023-06-27
8348,540,2023-07-22,184268.85,184268.85,2023-07-23
8349,540,2023-08-21,184268.85,184268.85,2023-09-02
8350,540,2023-09-20,184268.85,184268.85,2023-09-23
8351,541,2023-01-05,33871.55,33871.55,2023-01-05
8352,541,2023-02-04,33871.55,33871.55,2023-02-05
8353,541,2023-03-06,33871.55,0,
8354,541,2023-04-05,33871.55,0,
8355,541,2023-05-05,33871.55,33871.55,2023-05-17
8356,541,2023-06-04,33871.55,33871.55,2023-06-05
8357,541,2023-07-04,33871.55,33871.55,2023-07-14
8358,541,2023-08-03,33871.55,0,
8359,541,2023-09-02,33871.55,33871.55,2023-09-10
8360,541,2023-10-02,33871.55,33871.55,2023-10-05
8361,541,2023-11-01,33871.55,0,
8362,541,2023-12-01,33871.55,33871.55,2023-12-10
8363,541,2023-12-31,33871.55,33871.55,2023-12-28
8364,541,2024-01-30,33871.55,33871.55,2024-01-27
8365,541,2024-02-29,33871.55,33871.55,2024-03-05
8366,541,2024-03-30,33871.55,33871.55,2024-03-29
8367,541,2024-04-29,33871.55,33871.55,2024-05-08
8368,541,2024-05-29,33871.55,33871.55,2024-05-28
8369,541,2024-06-28,33871.55,0,
8370,541,2024-07-28,33871.55,0,
8371,542,2023-04-16,69129.51,69129.51,2023-04-21
8372,542,2023-05-16,69129.51,69129.51,2023-05-22
8373,542,2023-06-15,69129.51,69129.51,2023-06-23
8374,542,2023-07-15,69129.51,69129.51,2023-07-18
8375,542,2023-08-14,69129.51,69129.51,2023-08-19
8376,542,2023-09-13,69129.51,69129.51,2023-09-17
8377,542,2023-10-13,69129.51,0,
8378,542,2023-11-12,69129.51,0,
8379,542,2023-12-12,69129.51,69129.51,2023-12-15
8380,542,2024-01-11,69129.51,69129.51,2024-01-10
8381,542,2024-02-10,69129.51,69129.51,2024-02-18
8382,542,2024-03-11,69129.51,69129.51,2024-03-17
8383,542,2024-04-10,69129.51,69129.51,2024-04-22
8384,542,2024-05-10,69129.51,69129.51,2024-05-19
8385,542,2024-06-09,69129.51,69129.51,2024-06-08
8386,542,2024-07-09,69129.51,69129.51,2024-07-14
8387,542,2024-08-08,69129.51,69129.51,2024-08-16
8388,542,2024-09-07,69129.51,69129.51,2024-09-05
8389,542,2024-10-07,69129.51,69129.51,2024-10-15
8390,542,2024-11-06,69129.51,69129.51,2024-11-10
8391,542,2024-12-06,69129.51,69129.51,2024-12-16
8392,542,2025-01-05,69129.51,0,
8393,543,2024-05-29,35406.18,35406.18,2024-06-09
8394,543,2024-06-28,35406.18,35406.18,2024-07-08
8395,543,2024-07-28,35406.18,35406.18,2024-08-05
8396,543,2024-08-27,35406.18,35406.18,2024-09-02
8397,543,2024-09-26,35406.18,35406.18,2024-09-29
8398,543,2024-10-26,35406.18,35406.18,2024-11-07
8399,543,2024-11-25,35406.18,35406.18,2024-11-23
8400,543,2024-12-25,35406.18,35406.18,2024-12-29
8401,543,2025-01-24,35406.18,35406.18,2025-01-28
8402,543,2025-02-23,35406.18,35406.18,2025-03-01
8403,543,2025-03-25,35406.18,0,
8404,543,2025-04-24,35406.18,35406.18,2025-05-06
8405,543,2025-05-24,35406.18,35406.18,2025-05-21
8406,543,2025-06-23,35406.18,35406.18,2025-06-30
8407,543,2025-07-23,35406.18,35406.18,2025-08-02
8408,544,2023-06-29,142792.28,142792.28,2023-07-02
8409,544,2023-07-29,142792.28,142792.28,2023-08-01
8410,544,2023-08-28,142792.28,0,
8411,544,2023-09-27,142792.28,0,
8412,544,2023-10-27,142792.28,142792.28,2023-10-26
8413,544,2023-11-26,142792.28,142792.28,2023-11-28
8414,544,2023-12-26,142792.28,142792.28,2023-12-29
8415,544,2024-01-25,142792.28,142792.28,2024-01-23
8416,544,2024-02-24,142792.28,0,
8417,544,2024-03-25,142792.28,142792.28,2024-03-31
8418,544,2024-04-24,142792.28,142792.28,2024-05-03
8419,544,2024-05-24,142792.28,0,
8420,544,2024-06-23,142792.28,0,
8421,544,2024-07-23,142792.28,142792.28,2024-07-20
8422,544,2024-08-22,142792.28,142792.28,2024-09-02
8423,544,2024-09-21,142792.28,142792.28,2024-09-27
8424,544,2024-10-21,142792.28,0,
8425,544,2024-11-20,142792.28,142792.28,2024-11-24
8426,545,2024-06-12,135310.35,135310.35,2024-06-22
8427,545,2024-07-12,135310.35,135310.35,2024-07-11
8428,545,2024-08-11,135310.35,135310.35,2024-08-23
8429,545,2024-09-10,135310.35,135310.35,2024-09-11
8430,545,2024-10-10,135310.35,135310.35,2024-10-16
8431,545,2024-11-09,135310.35,135310.35,2024-11-07
8432,545,2024-12-09,135310.35,135310.35,2024-12-10
8433,545,2025-01-08,135310.35,135310.35,2025-01-08
8434,545,2025-02-07,135310.35,0,
8435,545,2025-03-09,135310.35,135310.35,2025-03-12
8436,546,2023-08-02,68508.26,68508.26,2023-07-31
8437,546,2023-09-01,68508.26,68508.26,2023-08-31
8438,546,2023-10-01,68508.26,68508.26,2023-10-01
8439,546,2023-10-31,68508.26,68508.26,2023-11-08
8440,546,2023-11-30,68508.26,68508.26,2023-12-12
8441,546,2023-12-30,68508.26,68508.26,2023-12-30
8442,546,2024-01-29,68508.26,68508.26,2024-02-04
8443,546,2024-02-28,68508.26,68508.26,2024-03-09
8444,546,2024-03-29,68508.26,68508.26,2024-04-02
8445,546,2024-04-28,68508.26,68508.26,2024-04-25
8446,546,2024-05-28,68508.26,68508.26,2024-06-05
8447,546,2024-06-27,68508.26,68508.26,2024-07-01
8448,546,2024-07-27,68508.26,68508.26,2024-07-28
8449,546,2024-08-26,68508.26,68508.26,2024-09-03
8450,546,2024-09-25,68508.26,68508.26,2024-10-04
8451,546,2024-10-25,68508.26,68508.26,2024-10-22
8452,546,2024-11-24,68508.26,68508.26,2024-12-01
8453,546,2024-12-24,68508.26,68508.26,2025-01-01
8454,546,2025-01-23,68508.26,68508.26,2025-02-02
8455,546,2025-02-22,68508.26,68508.26,2025-02-23
8456,546,2025-03-24,68508.26,68508.26,2025-04-01
8457,546,2025-04-23,68508.26,68508.26,2025-04-20
8458,547,2024-02-12,82080.12,82080.12,2024-02-19
8459,547,2024-03-13,82080.12,82080.12,2024-03-10
8460,547,2024-04-12,82080.12,0,
8461,547,2024-05-12,82080.12,82080.12,2024-05-16
8462,547,2024-06-11,82080.12,82080.12,2024-06-13
8463,547,2024-07-11,82080.12,82080.12,2024-07-09
8464,548,2025-01-20,181038.51,181038.51,2025-02-01
8465,548,2025-02-19,181038.51,181038.51,2025-02-24
8466,548,2025-03-21,181038.51,181038.51,2025-03-20
8467,548,2025-04-20,181038.51,181038.51,2025-04-29
8468,548,2025-05-20,181038.51,181038.51,2025-05-22
8469,548,2025-06-19,181038.51,181038.51,2025-06-30
8470,548,2025-07-19,181038.51,181038.51,2025-07-28
8471,548,2025-08-18,181038.51,181038.51,2025-08-21
8472,548,2025-09-17,181038.51,181038.51,2025-09-25
8473,548,2025-10-17,181038.51,181038.51,2025-10-25
8474,548,2025-11-16,181038.51,181038.51,2025-11-25
8475,548,2025-12-16,181038.51,181038.51,2025-12-14
8476,548,2026-01-15,181038.51,181038.51,2026-01-20
8477,548,2026-02-14,181038.51,181038.51,2026-02-19
8478,548,2026-03-16,181038.51,181038.51,2026-03-27
8479,548,2026-04-15,181038.51,181038.51,2026-04-16
8480,549,2024-11-20,99751.09,99751.09,2024-11-17
8481,549,2024-12-20,99751.09,99751.09,2024-12-21
8482,549,2025-01-19,99751.09,99751.09,2025-01-24
8483,549,2025-02-18,99751.09,99751.09,2025-02-19
8484,549,2025-03-20,99751.09,99751.09,2025-04-01
8485,549,2025-04-19,99751.09,99751.09,2025-04-19
8486,549,2025-05-19,99751.09,99751.09,2025-05-21
8487,549,2025-06-18,99751.09,99751.09,2025-06-16
8488,549,2025-07-18,99751.09,99751.09,2025-07-22
8489,549,2025-08-17,99751.09,99751.09,2025-08-18
8490,549,2025-09-16,99751.09,99751.09,2025-09-26
8491,549,2025-10-16,99751.09,0,
8492,549,2025-11-15,99751.09,99751.09,2025-11-21
8493,549,2025-12-15,99751.09,99751.09,2025-12-27
8494,549,2026-01-14,99751.09,99751.09,2026-01-25
8495,549,2026-02-13,99751.09,99751.09,2026-02-23
8496,549,2026-03-15,99751.09,0,
8497,549,2026-04-14,99751.09,99751.09,2026-04-23
8498,549,2026-05-14,99751.09,99751.09,2026-05-22
8499,549,2026-06-13,99751.09,99751.09,2026-06-12
8500,549,2026-07-13,99751.09,0,
8501,549,2026-08-12,99751.09,0,
8502,549,2026-09-11,99751.09,0,
8503,550,2023-06-04,48488.57,48488.57,2023-06-08
8504,550,2023-07-04,48488.57,0,
8505,550,2023-08-03,48488.57,48488.57,2023-08-14
8506,550,2023-09-02,48488.57,0,
8507,550,2023-10-02,48488.57,48488.57,2023-10-06
8508,550,2023-11-01,48488.57,48488.57,2023-11-07
8509,550,2023-12-01,48488.57,48488.57,2023-12-01
8510,550,2023-12-31,48488.57,48488.57,2024-01-08
8511,550,2024-01-30,48488.57,48488.57,2024-02-11
8512,550,2024-02-29,48488.57,48488.57,2024-03-03
8513,550,2024-03-30,48488.57,48488.57,2024-03-31
8514,550,2024-04-29,48488.57,48488.57,2024-04-30
8515,550,2024-05-29,48488.57,0,
8516,550,2024-06-28,48488.57,0,
8517,550,2024-07-28,48488.57,48488.57,2024-08-05
8518,550,2024-08-27,48488.57,48488.57,2024-09-08
8519,550,2024-09-26,48488.57,48488.57,2024-09-27
8520,550,2024-10-26,48488.57,48488.57,2024-11-06
8521,550,2024-11-25,48488.57,48488.57,2024-12-02
8522,550,2024-12-25,48488.57,48488.57,2025-01-02
8523,550,2025-01-24,48488.57,0,
8524,550,2025-02-23,48488.57,0,
8525,551,2023-11-09,170666.45,170666.45,2023-11-10
8526,551,2023-12-09,170666.45,170666.45,2023-12-13
8527,551,2024-01-08,170666.45,170666.45,2024-01-16
8528,551,2024-02-07,170666.45,170666.45,2024-02-17
8529,551,2024-03-08,170666.45,170666.45,2024-03-16
8530,551,2024-04-07,170666.45,170666.45,2024-04-04
8531,551,2024-05-07,170666.45,170666.45,2024-05-07
8532,551,2024-06-06,170666.45,170666.45,2024-06-14
8533,551,2024-07-06,170666.45,170666.45,2024-07-04
8534,551,2024-08-05,170666.45,170666.45,2024-08-06
8535,551,2024-09-04,170666.45,170666.45,2024-09-13
8536,551,2024-10-04,170666.45,170666.45,2024-10-16
8537,552,2023-02-17,278716.68,278716.68,2023-02-19
8538,552,2023-03-19,278716.68,278716.68,2023-03-24
8539,552,2023-04-18,278716.68,278716.68,2023-04-30
8540,552,2023-05-18,278716.68,278716.68,2023-05-19
8541,552,2023-06-17,278716.68,278716.68,2023-06-19
8542,552,2023-07-17,278716.68,278716.68,2023-07-28
8543,552,2023-08-16,278716.68,278716.68,2023-08-26
8544,552,2023-09-15,278716.68,278716.68,2023-09-23
8545,552,2023-10-15,278716.68,278716.68,2023-10-21
8546,552,2023-11-14,278716.68,278716.68,2023-11-19
8547,553,2025-02-01,100365.02,100365.02,2025-02-13
8548,553,2025-03-03,100365.02,100365.02,2025-03-10
8549,553,2025-04-02,100365.02,100365.02,2025-04-14
8550,553,2025-05-02,100365.02,100365.02,2025-05-02
8551,553,2025-06-01,100365.02,100365.02,2025-06-01
8552,553,2025-07-01,100365.02,100365.02,2025-07-08
8553,553,2025-07-31,100365.02,100365.02,2025-08-01
8554,553,2025-08-30,100365.02,100365.02,2025-08-27
8555,553,2025-09-29,100365.02,0,
8556,553,2025-10-29,100365.02,100365.02,2025-11-09
8557,553,2025-11-28,100365.02,100365.02,2025-12-05
8558,553,2025-12-28,100365.02,100365.02,2026-01-08
8559,553,2026-01-27,100365.02,100365.02,2026-01-25
8560,553,2026-02-26,100365.02,100365.02,2026-03-03
8561,553,2026-03-28,100365.02,100365.02,2026-04-07
8562,553,2026-04-27,100365.02,100365.02,2026-05-09
8563,553,2026-05-27,100365.02,100365.02,2026-05-24
8564,553,2026-06-26,100365.02,100365.02,2026-06-25
8565,554,2024-11-27,24250.3,24250.3,2024-12-05
8566,554,2024-12-27,24250.3,24250.3,2024-12-28
8567,554,2025-01-26,24250.3,24250.3,2025-02-01
8568,554,2025-02-25,24250.3,24250.3,2025-02-26
8569,554,2025-03-27,24250.3,24250.3,2025-03-30
8570,554,2025-04-26,24250.3,24250.3,2025-05-02
8571,554,2025-05-26,24250.3,24250.3,2025-05-23
8572,554,2025-06-25,24250.3,24250.3,2025-06-22
8573,554,2025-07-25,24250.3,24250.3,2025-07-28
8574,554,2025-08-24,24250.3,24250.3,2025-08-22
8575,554,2025-09-23,24250.3,24250.3,2025-09-27
8576,554,2025-10-23,24250.3,24250.3,2025-10-26
8577,554,2025-11-22,24250.3,24250.3,2025-12-02
8578,554,2025-12-22,24250.3,24250.3,2026-01-02
8579,554,2026-01-21,24250.3,24250.3,2026-01-25
8580,554,2026-02-20,24250.3,24250.3,2026-02-21
8581,554,2026-03-22,24250.3,24250.3,2026-03-30
8582,554,2026-04-21,24250.3,24250.3,2026-04-21
8583,554,2026-05-21,24250.3,24250.3,2026-06-02
8584,554,2026-06-20,24250.3,24250.3,2026-06-20
8585,554,2026-07-20,24250.3,24250.3,2026-07-31
8586,554,2026-08-19,24250.3,24250.3,2026-08-29
8587,555,2023-02-10,78569.6,0,
8588,555,2023-03-12,78569.6,78569.6,2023-03-18
8589,555,2023-04-11,78569.6,78569.6,2023-04-11
8590,555,2023-05-11,78569.6,0,
8591,555,2023-06-10,78569.6,78569.6,2023-06-17
8592,555,2023-07-10,78569.6,78569.6,2023-07-12
8593,555,2023-08-09,78569.6,78569.6,2023-08-12
8594,555,2023-09-08,78569.6,78569.6,2023-09-14
8595,555,2023-10-08,78569.6,78569.6,2023-10-14
8596,555,2023-11-07,78569.6,78569.6,2023-11-11
8597,555,2023-12-07,78569.6,78569.6,2023-12-14
8598,555,2024-01-06,78569.6,78569.6,2024-01-11
8599,555,2024-02-05,78569.6,78569.6,2024-02-03
8600,555,2024-03-06,78569.6,78569.6,2024-03-15
8601,555,2024-04-05,78569.6,78569.6,2024-04-13
8602,556,2024-02-26,239315.33,239315.33,2024-02-24
8603,556,2024-03-27,239315.33,239315.33,2024-03-24
8604,556,2024-04-26,239315.33,239315.33,2024-05-03
8605,556,2024-05-26,239315.33,239315.33,2024-05-29
8606,556,2024-06-25,239315.33,0,
8607,556,2024-07-25,239315.33,239315.33,2024-07-31
8608,556,2024-08-24,239315.33,239315.33,2024-08-25
8609,556,2024-09-23,239315.33,239315.33,2024-10-05
8610,557,2023-11-11,58063.74,58063.74,2023-11-22
8611,557,2023-12-11,58063.74,58063.74,2023-12-18
8612,557,2024-01-10,58063.74,58063.74,2024-01-19
8613,557,2024-02-09,58063.74,58063.74,2024-02-18
8614,557,2024-03-10,58063.74,58063.74,2024-03-12
8615,557,2024-04-09,58063.74,58063.74,2024-04-20
8616,557,2024-05-09,58063.74,58063.74,2024-05-13
8617,557,2024-06-08,58063.74,58063.74,2024-06-16
8618,557,2024-07-08,58063.74,58063.74,2024-07-14
8619,557,2024-08-07,58063.74,58063.74,2024-08-15
8620,557,2024-09-06,58063.74,58063.74,2024-09-13
8621,557,2024-10-06,58063.74,58063.74,2024-10-17
8622,557,2024-11-05,58063.74,58063.74,2024-11-09
8623,557,2024-12-05,58063.74,58063.74,2024-12-12
8624,558,2024-10-03,263685.42,263685.42,2024-10-08
8625,558,2024-11-02,263685.42,263685.42,2024-11-04
8626,558,2024-12-02,263685.42,263685.42,2024-12-10
8627,558,2025-01-01,263685.42,263685.42,2025-01-11
8628,558,2025-01-31,263685.42,263685.42,2025-02-04
8629,558,2025-03-02,263685.42,263685.42,2025-03-08
8630,558,2025-04-01,263685.42,263685.42,2025-03-29
8631,558,2025-05-01,263685.42,263685.42,2025-05-09
8632,558,2025-05-31,263685.42,263685.42,2025-06-08
8633,558,2025-06-30,263685.42,263685.42,2025-07-06
8634,559,2025-05-18,32704.7,32704.7,2025-05-18
8635,559,2025-06-17,32704.7,32704.7,2025-06-27
8636,559,2025-07-17,32704.7,32704.7,2025-07-21
8637,559,2025-08-16,32704.7,32704.7,2025-08-16
8638,559,2025-09-15,32704.7,32704.7,2025-09-13
8639,559,2025-10-15,32704.7,32704.7,2025-10-27
8640,559,2025-11-14,32704.7,32704.7,2025-11-21
8641,559,2025-12-14,32704.7,32704.7,2025-12-12
8642,559,2026-01-13,32704.7,32704.7,2026-01-13
8643,559,2026-02-12,32704.7,32704.7,2026-02-21
8644,559,2026-03-14,32704.7,32704.7,2026-03-15
8645,559,2026-04-13,32704.7,32704.7,2026-04-24
8646,559,2026-05-13,32704.7,32704.7,2026-05-11
8647,559,2026-06-12,32704.7,32704.7,2026-06-21
8648,559,2026-07-12,32704.7,32704.7,2026-07-20
8649,559,2026-08-11,32704.7,32704.7,2026-08-21
8650,559,2026-09-10,32704.7,32704.7,2026-09-13
8651,559,2026-10-10,32704.7,32704.7,2026-10-09
8652,559,2026-11-09,32704.7,32704.7,2026-11-14
8653,559,2026-12-09,32704.7,32704.7,2026-12-18
8654,559,2027-01-08,32704.7,32704.7,2027-01-16
8655,559,2027-02-07,32704.7,32704.7,2027-02-10
8656,559,2027-03-09,32704.7,32704.7,2027-03-16
8657,560,2024-09-23,39972.08,39972.08,2024-10-04
8658,560,2024-10-23,39972.08,39972.08,2024-10-30
8659,560,2024-11-22,39972.08,39972.08,2024-11-29
8660,560,2024-12-22,39972.08,39972.08,2024-12-23
8661,560,2025-01-21,39972.08,39972.08,2025-01-24
8662,560,2025-02-20,39972.08,39972.08,2025-02-24
8663,560,2025-03-22,39972.08,39972.08,2025-03-22
8664,560,2025-04-21,39972.08,39972.08,2025-04-18
8665,560,2025-05-21,39972.08,39972.08,2025-05-25
8666,561,2024-04-09,200570.59,0,
8667,561,2024-05-09,200570.59,0,
8668,561,2024-06-08,200570.59,200570.59,2024-06-08
8669,561,2024-07-08,200570.59,200570.59,2024-07-16
8670,561,2024-08-07,200570.59,0,
8671,561,2024-09-06,200570.59,200570.59,2024-09-10
8672,561,2024-10-06,200570.59,200570.59,2024-10-06
8673,561,2024-11-05,200570.59,0,
8674,561,2024-12-05,200570.59,200570.59,2024-12-04
8675,561,2025-01-04,200570.59,200570.59,2025-01-07
8676,561,2025-02-03,200570.59,200570.59,2025-02-08
8677,561,2025-03-05,200570.59,200570.59,2025-03-02
8678,562,2023-07-03,183116.4,183116.4,2023-07-01
8679,562,2023-08-02,183116.4,0,
8680,562,2023-09-01,183116.4,183116.4,2023-09-09
8681,562,2023-10-01,183116.4,183116.4,2023-10-10
8682,562,2023-10-31,183116.4,183116.4,2023-11-07
8683,562,2023-11-30,183116.4,183116.4,2023-11-29
8684,562,2023-12-30,183116.4,183116.4,2024-01-10
8685,562,2024-01-29,183116.4,183116.4,2024-01-31
8686,562,2024-02-28,183116.4,183116.4,2024-03-06
8687,562,2024-03-29,183116.4,183116.4,2024-04-01
8688,562,2024-04-28,183116.4,183116.4,2024-04-27
8689,562,2024-05-28,183116.4,183116.4,2024-06-02
8690,562,2024-06-27,183116.4,183116.4,2024-07-09
8691,562,2024-07-27,183116.4,183116.4,2024-08-01
8692,563,2024-04-11,134705.33,134705.33,2024-04-18
8693,563,2024-05-11,134705.33,134705.33,2024-05-16
8694,563,2024-06-10,134705.33,134705.33,2024-06-18
8695,563,2024-07-10,134705.33,134705.33,2024-07-19
8696,563,2024-08-09,134705.33,134705.33,2024-08-10
8697,563,2024-09-08,134705.33,134705.33,2024-09-16
8698,563,2024-10-08,134705.33,134705.33,2024-10-20
8699,563,2024-11-07,134705.33,134705.33,2024-11-18
8700,563,2024-12-07,134705.33,134705.33,2024-12-11
8701,563,2025-01-06,134705.33,134705.33,2025-01-12
8702,563,2025-02-05,134705.33,0,
8703,563,2025-03-07,134705.33,134705.33,2025-03-08
8704,563,2025-04-06,134705.33,134705.33,2025-04-14
8705,563,2025-05-06,134705.33,0,
8706,563,2025-06-05,134705.33,134705.33,2025-06-14
8707,564,2023-05-17,3792.41,0,
8708,564,2023-06-16,3792.41,3792.41,2023-06-20
8709,564,2023-07-16,3792.41,3792.41,2023-07-14
8710,564,2023-08-15,3792.41,3792.41,2023-08-12
8711,564,2023-09-14,3792.41,0,
8712,564,2023-10-14,3792.41,3792.41,2023-10-13
8713,564,2023-11-13,3792.41,3792.41,2023-11-18
8714,564,2023-12-13,3792.41,3792.41,2023-12-17
8715,564,2024-01-12,3792.41,3792.41,2024-01-24
8716,564,2024-02-11,3792.41,3792.41,2024-02-12
8717,564,2024-03-12,3792.41,0,
8718,564,2024-04-11,3792.41,3792.41,2024-04-08
8719,564,2024-05-11,3792.41,3792.41,2024-05-20
8720,564,2024-06-10,3792.41,3792.41,2024-06-17
8721,564,2024-07-10,3792.41,3792.41,2024-07-17
8722,564,2024-08-09,3792.41,0,
8723,564,2024-09-08,3792.41,3792.41,2024-09-17
8724,564,2024-10-08,3792.41,3792.41,2024-10-15
8725,564,2024-11-07,3792.41,0,
8726,564,2024-12-07,3792.41,3792.41,2024-12-11
8727,564,2025-01-06,3792.41,3792.41,2025-01-06
8728,564,2025-02-05,3792.41,3792.41,2025-02-13
8729,564,2025-03-07,3792.41,3792.41,2025-03-04
8730,564,2025-04-06,3792.41,3792.41,2025-04-14
8731,565,2024-08-28,24732.72,24732.72,2024-08-27
8732,565,2024-09-27,24732.72,24732.72,2024-09-25
8733,565,2024-10-27,24732.72,24732.72,2024-11-07
8734,565,2024-11-26,24732.72,24732.72,2024-12-07
8735,565,2024-12-26,24732.72,24732.72,2025-01-06
8736,565,2025-01-25,24732.72,24732.72,2025-02-04
8737,565,2025-02-24,24732.72,24732.72,2025-03-08
8738,565,2025-03-26,24732.72,24732.72,2025-04-03
8739,565,2025-04-25,24732.72,24732.72,2025-04-23
8740,566,2024-07-04,27437.64,27437.64,2024-07-12
8741,566,2024-08-03,27437.64,27437.64,2024-08-09
8742,566,2024-09-02,27437.64,27437.64,2024-09-09
8743,566,2024-10-02,27437.64,27437.64,2024-10-07
8744,566,2024-11-01,27437.64,27437.64,2024-11-02
8745,566,2024-12-01,27437.64,27437.64,2024-11-28
8746,566,2024-12-31,27437.64,0,
8747,566,2025-01-30,27437.64,27437.64,2025-02-11
8748,566,2025-03-01,27437.64,0,
8749,566,2025-03-31,27437.64,27437.64,2025-04-05
8750,566,2025-04-30,27437.64,27437.64,2025-05-11
8751,567,2024-05-05,99917.88,99917.88,2024-05-14
8752,567,2024-06-04,99917.88,99917.88,2024-06-13
8753,567,2024-07-04,99917.88,99917.88,2024-07-13
8754,567,2024-08-03,99917.88,99917.88,2024-08-08
8755,567,2024-09-02,99917.88,0,
8756,567,2024-10-02,99917.88,99917.88,2024-10-06
8757,567,2024-11-01,99917.88,99917.88,2024-10-31
8758,567,2024-12-01,99917.88,99917.88,2024-12-05
8759,567,2024-12-31,99917.88,99917.88,2025-01-01
8760,567,2025-01-30,99917.88,99917.88,2025-02-09
8761,567,2025-03-01,99917.88,0,
8762,567,2025-03-31,99917.88,99917.88,2025-04-04
8763,567,2025-04-30,99917.88,99917.88,2025-05-08
8764,567,2025-05-30,99917.88,99917.88,2025-06-06
