reference_id,farmer_id,loan_id,visible_summary_status
1401,4139,1401,current
1402,1819,1402,current
1403,892,1403,closed
1404,2953,1404,overdue
1405,3861,1405,closed
1406,4778,1406,current
1407,2400,1407,closed
1408,1796,1408,overdue
1409,509,1409,current
1410,1419,1410,current
1411,1371,1411,closed
1412,5297,1412,overdue
1413,1459,1413,current
1414,3700,1414,current
1415,2639,1415,closed
1416,994,1416,closed
1417,2539,1417,current
1418,3497,1418,closed
1419,1048,1419,closed
1420,904,1420,current
1421,3748,1421,current
1422,1187,1422,overdue
1423,3493,1423,overdue
1424,2505,1424,current
1425,2730,1425,closed
1426,2262,1426,current
1427,511,1427,current
1428,4630,1428,current
1429,4815,1429,closed
1430,3989,1430,overdue
1431,3113,1431,closed
1432,1798,1432,current
1433,951,1433,current
1434,2379,1434,closed
1435,3345,1435,overdue
1436,1869,1436,current
1437,1491,1437,current
1438,1494,1438,current
1439,819,1439,closed
1440,1745,1440,closed
1441,3222,1441,closed
1442,3820,1442,current
1443,3621,1443,current
1444,4091,1444,closed
1445,926,1445,current
1446,2886,1446,closed
1447,2625,1447,current
1448,2380,1448,current
1449,4681,1449,closed
1450,4530,1450,current
1451,4701,1451,current
1452,446,1452,current
1453,1080,1453,closed
1454,2590,1454,closed
1455,2891,1455,current
1456,5437,1456,current
1457,3647,1457,closed
1458,3123,1458,closed
1459,2870,1459,closed
1460,3050,1460,current
1461,3424,1461,current
1462,2483,1462,closed
1463,3129,1463,current
1464,4513,1464,current
1465,4495,1465,closed
1466,2589,1466,current
1467,5256,1467,overdue
1468,161,1468,closed
1469,1410,1469,overdue
1470,1827,1470,closed
1471,5364,1471,current
1472,2188,1472,current
1473,65,1473,closed
1474,4832,1474,closed
1475,2340,1475,closed
1476,4017,1476,current
1477,4757,1477,closed
1478,1871,1478,current
1479,719,1479,current
1480,250,1480,closed
1481,565,1481,closed
1482,3939,1482,current
1483,2334,1483,closed
1484,2795,1484,current
1485,1065,1485,current
1486,5509,1486,current
1487,2839,1487,current
1488,3913,1488,closed
1489,4171,1489,current
1490,4880,1490,closed
1491,5373,1491,closed
1492,1878,1492,current
1493,1463,1493,current
1494,1402,1494,closed
1495,2916,1495,current
1496,4765,1496,closed
1497,5334,1497,overdue
1498,4182,1498,closed
1499,2346,1499,closed
1500,1439,1500,closed
1501,5576,1501,closed
1502,5139,1502,current
1503,201,1503,closed
1504,3560,1504,current
1505,1716,1505,closed
1506,5299,1506,current
1507,1611,1507,current
1508,2410,1508,current
1509,735,1509,closed
1510,5092,1510,closed
1511,5340,1511,current
1512,5082,1512,closed
1513,4483,1513,overdue
1514,2734,1514,current
1515,4239,1515,current
1516,1737,1516,closed
1517,3087,1517,closed
1518,364,1518,current
1519,465,1519,closed
1520,3653,1520,closed
1521,4396,1521,current
1522,3244,1522,current
1523,808,1523,current
1524,3018,1524,current
1525,3204,1525,closed
1526,5552,1526,overdue
1527,4517,1527,current
1528,576,1528,closed
1529,641,1529,closed
1530,596,1530,closed
1531,3439,1531,current
1532,4333,1532,closed
1533,4177,1533,current
1534,3934,1534,closed
1535,2648,1535,closed
1536,1496,1536,closed
1537,330,1537,current
1538,5527,1538,current
1539,4099,1539,current
1540,4704,1540,overdue
1541,4384,1541,closed
1542,2576,1542,current
1543,461,1543,closed
1544,4004,1544,current
1545,1842,1545,closed
1546,2767,1546,current
1547,4731,1547,overdue
1548,499,1548,current
1549,2765,1549,current
1550,2421,1550,current
1551,297,1551,closed
1552,3419,1552,closed
1553,1942,1553,current
1554,1960,1554,closed
1555,3351,1555,overdue
1556,4098,1556,overdue
1557,3915,1557,current
1558,109,1558,current
1559,2917,1559,closed
1560,636,1560,current
1561,3842,1561,current
1562,3290,1562,overdue
1563,2092,1563,current
1564,197,1564,current
1565,1659,1565,closed
1566,2632,1566,closed
1567,53,1567,current
1568,5291,1568,current
