kyc_id,customer_id,verification_level,verified_date
1935,6210,tier1,2024-04-19
1936,6212,tier1,2022-08-14
1937,6213,tier1,2023-02-02
1938,6219,tier1,2025-06-04
1939,6220,tier1,2025-05-15
1940,6222,tier2,2025-02-07
1941,6224,tier1,2026-02-02
1942,6226,tier2,2020-06-02
1943,6228,tier2,2021-11-12
1944,6229,tier2,2021-12-05
1945,6233,tier2,2019-12-01
1946,6234,tier2,2023-01-11
1947,6236,tier3,2020-01-14
1948,6238,tier2,2024-11-22
1949,6241,tier1,2022-11-02
1950,6247,tier1,2021-04-24
1951,6248,tier3,2024-07-17
1952,6254,tier3,2022-03-21
1953,6258,tier2,2024-11-25
1954,6259,tier2,2019-03-28
1955,6260,tier2,
1956,6268,tier3,2019-05-20
1957,6269,tier2,2019-06-21
1958,6272,tier1,2022-11-12
1959,6273,tier1,2023-10-09
1960,6274,tier1,2021-12-26
1961,6277,tier1,2022-12-31
1962,6281,tier2,2020-12-21
1963,6282,tier2,2019-04-10
1964,6285,tier2,2022-12-24
1965,6288,tier1,2024-06-07
1966,6290,tier1,2023-05-16
1967,6293,tier1,2019-12-03
1968,6295,tier1,2019-08-19
1969,6298,tier1,2022-02-18
1970,6305,tier1,2025-06-20
1971,6306,tier1,2019-08-25
1972,6309,tier3,2025-07-01
1973,6314,tier2,2020-12-03
1974,6315,tier1,2022-01-14
1975,6316,tier1,2020-04-14
1976,6317,tier1,2026-04-23
1977,6318,tier1,2022-05-06
1978,6322,tier2,2020-04-19
1979,6324,tier1,2025-09-24
1980,6325,tier1,2019-05-09
1981,6331,tier1,2024-08-15
1982,6333,tier1,2019-03-26
1983,6337,tier2,2025-08-12
1984,6344,tier2,2019-11-02
1985,6345,tier2,2023-01-19
1986,6346,tier2,2024-06-03
1987,6349,tier2,2023-02-08
1988,6351,tier2,2019-02-14
1989,6355,tier1,2025-01-09
1990,6358,tier2,2021-11-05
1991,6359,tier1,2025-02-02
1992,6360,tier1,2022-08-21
1993,6375,tier2,2024-01-27
1994,6376,tier1,2019-02-07
1995,6378,tier1,2024-03-07
1996,6379,tier1,2022-10-22
1997,6382,tier3,2019-02-03
1998,6383,tier1,2024-05-23
1999,6386,tier2,2023-01-04
2000,6387,tier3,2020-03-27
2001,6389,tier1,2024-10-26
2002,6393,tier2,2021-09-24
2003,6394,tier1,2021-03-01
2004,6395,tier2,2026-02-02
2005,6397,tier1,2025-11-09
2006,6399,tier2,
2007,6401,tier3,2020-12-26
2008,6402,tier1,2024-12-31
2009,6403,tier2,2025-10-03
2010,6407,tier1,2019-01-13
2011,6408,tier2,2026-05-08
2012,6409,tier2,2021-06-01
2013,6412,tier1,2021-09-28
2014,6417,tier2,2022-02-22
2015,6419,tier1,2023-09-20
2016,6421,tier1,2022-12-29
2017,6422,tier3,2025-07-13
2018,6428,tier1,
2019,6434,tier2,2025-01-01
2020,6436,tier2,2023-03-12
2021,6437,tier3,2026-05-05
2022,6438,tier3,
2023,6442,tier2,2021-10-20
2024,6443,tier2,2023-02-16
2025,6445,tier1,2022-04-10
2026,6447,tier1,2023-06-11
2027,6448,tier1,2025-02-05
2028,6450,tier1,2021-12-04
2029,6452,tier3,2025-05-17
2030,6458,tier3,
2031,6460,tier2,2021-08-25
2032,6462,tier2,2023-12-06
2033,6469,tier2,2024-03-11
2034,6485,tier1,2024-02-14
2035,6488,tier1,2020-06-27
2036,6490,tier2,2020-10-12
2037,6493,tier3,2021-12-09
2038,6495,tier1,2022-05-25
2039,6496,tier1,2022-03-11
2040,6500,tier3,2022-02-14
2041,6502,tier1,2026-01-01
2042,6504,tier3,2020-03-14
2043,6509,tier2,
2044,6510,tier1,
2045,6520,tier2,2023-02-07
2046,6521,tier2,2021-11-11
2047,6525,tier1,
2048,6527,tier1,2020-07-07
2049,6531,tier1,2022-05-06
2050,6533,tier1,2021-05-06
2051,6534,tier2,2020-07-19
2052,6536,tier1,
2053,6540,tier1,2023-09-28
2054,6543,tier2,2023-11-30
2055,6547,tier2,2025-08-15
2056,6548,tier2,
2057,6549,tier1,
2058,6551,tier2,2022-06-11
2059,6555,tier3,2021-08-03
2060,6556,tier1,2021-05-20
2061,6557,tier2,2025-12-01
2062,6559,tier3,2023-01-25
2063,6563,tier1,2023-06-04
2064,6567,tier2,
2065,6570,tier1,2020-08-24
2066,6572,tier2,2021-05-15
2067,6575,tier1,2024-08-28
2068,6577,tier1,2021-01-18
2069,6581,tier1,2023-06-14
2070,6583,tier2,2021-04-14
2071,6584,tier2,2023-12-07
2072,6588,tier2,2022-12-28
2073,6590,tier2,2023-08-16
2074,6591,tier3,2024-06-28
2075,6592,tier1,2021-10-17
2076,6597,tier2,2026-04-04
2077,6598,tier3,2026-01-13
2078,6603,tier3,2024-12-20
2079,6607,tier1,2023-03-14
2080,6609,tier2,2023-05-31
2081,6610,tier1,2025-08-15
2082,6611,tier1,2020-08-12
2083,6614,tier2,2021-05-02
2084,6618,tier2,2021-12-02
2085,6621,tier2,2024-09-07
2086,6622,tier2,2020-10-21
2087,6623,tier2,2023-06-06
2088,6629,tier1,2026-05-22
2089,6634,tier2,
2090,6643,tier1,2019-03-07
2091,6646,tier1,2024-01-11
2092,6647,tier3,2025-03-15
2093,6649,tier2,2024-09-19
2094,6651,tier3,2021-10-18
2095,6652,tier2,2024-05-16
2096,6653,tier2,
2097,6655,tier1,2023-06-25
2098,6656,tier3,2020-05-08
2099,6657,tier3,2024-03-05
2100,6660,tier1,2025-04-08
2101,6668,tier1,2023-08-10
2102,6669,tier1,2023-09-17
2103,6671,tier1,2020-02-13
2104,6682,tier3,2020-03-25
2105,6683,tier2,2025-09-14
2106,6697,tier1,2024-02-04
2107,6699,tier1,2024-09-06
2108,6704,tier2,2024-11-29
2109,6711,tier2,2021-07-22
2110,6717,tier3,2023-07-18
2111,6718,tier2,2023-08-24
2112,6719,tier1,2021-01-26
2113,6722,tier2,2020-05-06
2114,6727,tier2,2021-05-01
2115,6728,tier2,2026-05-09
2116,6734,tier1,2022-10-23
2117,6736,tier3,2021-09-27
2118,6737,tier3,2021-07-09
2119,6738,tier1,2025-04-29
2120,6739,tier1,
2121,6740,tier3,2021-11-24
2122,6742,tier1,2022-01-27
2123,6744,tier1,2023-05-04
2124,6746,tier2,2019-02-02
2125,6749,tier1,
2126,6750,tier1,2022-03-03
2127,6751,tier1,2022-07-08
2128,6754,tier3,2023-09-02
2129,6759,tier1,2020-01-25
2130,6765,tier2,2019-05-12
2131,6769,tier2,
2132,6772,tier1,2022-11-04
2133,6776,tier1,
2134,6779,tier2,2025-10-03
2135,6785,tier2,2019-06-21
2136,6786,tier1,2022-06-06
2137,6787,tier2,2020-08-20
2138,6790,tier1,2023-05-19
2139,6791,tier1,2025-02-03
2140,6797,tier2,2025-12-06
2141,6801,tier3,2024-01-29
2142,6802,tier1,
2143,6809,tier1,2019-11-04
2144,6810,tier1,2023-09-29
2145,6811,tier1,2021-04-29
2146,6812,tier1,2024-08-10
2147,6818,tier1,2021-07-13
2148,6824,tier2,2020-01-21
2149,6828,tier2,
2150,6835,tier1,2021-05-06
2151,6838,tier3,2020-05-31
2152,6842,tier3,
2153,6845,tier1,2022-11-15
2154,6846,tier2,2020-06-30
2155,6849,tier2,2020-06-05
2156,6851,tier2,2025-04-19
2157,6863,tier1,2024-08-11
2158,6864,tier1,2024-02-08
2159,6869,tier1,
2160,6870,tier1,2026-02-24
2161,6874,tier1,2026-01-16
2162,6876,tier1,
2163,6880,tier1,2023-08-09
2164,6882,tier1,2025-01-10
2165,6887,tier2,
2166,6888,tier1,2024-11-08
2167,6891,tier1,2023-08-11
2168,6898,tier1,2024-06-05
2169,6899,tier1,2026-03-29
2170,6901,tier3,2024-11-22
2171,6902,tier1,2024-08-23
2172,6906,tier2,2024-10-20
2173,6913,tier1,2019-12-12
2174,6922,tier1,2019-02-07
2175,6924,tier3,2020-01-14
2176,6927,tier1,2021-06-08
2177,6928,tier1,2024-09-12
2178,6934,tier3,2024-12-04
2179,6935,tier1,2021-03-06
2180,6937,tier1,2019-03-11
2181,6939,tier1,2020-07-16
2182,6940,tier1,2020-09-02
2183,6941,tier1,2024-11-27
2184,6943,tier2,2025-06-13
2185,6946,tier2,2023-09-28
2186,6950,tier1,2025-01-26
2187,6951,tier2,2021-06-05
2188,6956,tier2,2023-12-19
2189,6957,tier2,2023-11-23
2190,6958,tier2,2024-12-30
2191,6959,tier1,2023-09-09
2192,6961,tier1,2024-03-21
2193,6967,tier1,2021-08-09
2194,6968,tier1,2021-07-24
2195,6974,tier1,2020-02-28
2196,6977,tier1,2021-04-12
2197,6978,tier2,2024-03-11
2198,6982,tier1,2020-12-26
2199,6984,tier3,2025-11-01
2200,6985,tier2,2025-10-28
2201,6988,tier2,2019-02-16
2202,6989,tier1,2025-08-28
2203,6990,tier1,2022-01-20
2204,6993,tier1,2020-03-12
2205,6994,tier2,2026-06-13
2206,6996,tier3,2026-03-01
2207,6997,tier2,
2208,6998,tier1,2020-08-28
2209,7002,tier1,2025-11-03
2210,7003,tier2,2020-12-12
2211,7004,tier1,
2212,7007,tier1,2019-03-08
2213,7010,tier3,2023-06-11
2214,7011,tier1,2026-01-04
2215,7013,tier2,2026-05-09
2216,7014,tier1,
2217,7018,tier2,2026-04-14
2218,7019,tier1,2025-11-30
2219,7020,tier2,2024-12-14
2220,7024,tier3,2020-03-15
2221,7025,tier2,2022-11-22
2222,7026,tier2,2024-05-27
2223,7036,tier2,2019-05-03
2224,7047,tier2,2019-01-19
2225,7049,tier1,2025-07-31
2226,7050,tier1,
2227,7051,tier2,2025-08-29
2228,7054,tier1,2025-05-20
2229,7060,tier1,2025-05-06
2230,7064,tier1,2020-04-01
2231,7065,tier1,2019-01-08
2232,7068,tier2,2020-12-12
2233,7070,tier1,2026-06-14
2234,7071,tier1,2026-06-17
2235,7077,tier1,2023-09-20
2236,7079,tier1,2023-09-05
2237,7087,tier2,2019-11-20
2238,7092,tier3,
2239,7095,tier2,2023-03-11
2240,7097,tier2,
2241,7099,tier2,2021-05-21
2242,7101,tier1,2021-10-12
2243,7104,tier2,2024-03-04
2244,7105,tier2,
2245,7106,tier1,2019-07-30
2246,7107,tier1,
2247,7109,tier1,2021-04-04
2248,7110,tier1,2026-06-07
2249,7111,tier3,2022-02-13
2250,7112,tier2,2021-09-28
2251,7117,tier2,2020-05-05
2252,7119,tier1,2026-06-19
2253,7130,tier3,2020-12-20
2254,7132,tier2,2019-05-13
2255,7134,tier2,2019-02-28
2256,7142,tier2,2019-09-16
2257,7146,tier2,2024-02-17
2258,7147,tier2,2026-05-18
2259,7151,tier2,2022-11-19
2260,7152,tier1,2025-01-06
2261,7156,tier2,2025-10-14
2262,7157,tier1,2025-10-08
2263,7159,tier1,2021-12-08
2264,7162,tier1,2019-07-31
2265,7165,tier2,2023-06-17
2266,7166,tier2,2025-11-02
2267,7169,tier1,2026-03-05
2268,7171,tier1,2023-12-10
2269,7172,tier3,2024-11-06
2270,7177,tier1,2019-03-19
2271,7181,tier2,2020-02-09
2272,7183,tier2,2025-03-28
2273,7185,tier1,2021-07-30
2274,7196,tier2,2022-01-20
2275,7200,tier2,2022-01-24
2276,7203,tier2,2026-06-25
2277,7208,tier1,2019-12-01
2278,7209,tier3,2020-07-15
2279,7213,tier2,2024-10-03
2280,7218,tier2,2023-12-03
2281,7219,tier3,2022-08-13
2282,7221,tier1,2026-02-26
2283,7226,tier2,2020-12-27
2284,7229,tier1,2024-05-29
2285,7231,tier1,2020-12-04
2286,7234,tier2,
2287,7235,tier3,2026-06-23
2288,7236,tier2,
2289,7237,tier2,2025-10-15
2290,7246,tier1,2024-07-15
2291,7254,tier3,2021-06-29
2292,7257,tier1,2023-02-14
2293,7259,tier3,2019-11-14
2294,7280,tier1,2020-07-25
2295,7291,tier1,
2296,7298,tier1,2019-11-07
2297,7299,tier2,2023-10-26
2298,7303,tier1,2020-06-28
2299,7304,tier3,2024-05-30
2300,7309,tier1,
2301,7313,tier1,2025-08-29
2302,7314,tier1,2026-01-04
2303,7315,tier2,2025-07-12
2304,7317,tier1,2023-06-14
2305,7325,tier2,2022-03-03
2306,7327,tier2,2025-11-25
2307,7330,tier2,2025-07-31
2308,7332,tier1,2020-12-16
2309,7333,tier2,2024-05-02
2310,7334,tier2,2025-01-25
2311,7336,tier1,2020-12-27
2312,7337,tier1,2024-02-28
2313,7339,tier3,2026-01-27
2314,7343,tier1,2019-04-08
2315,7348,tier1,2022-12-30
2316,7353,tier1,2020-08-26
2317,7357,tier1,2025-10-05
2318,7365,tier1,2020-10-28
2319,7374,tier1,2025-11-06
2320,7377,tier2,2020-02-22
2321,7380,tier1,2023-09-26
2322,7382,tier1,2026-06-04
2323,7383,tier2,2026-04-10
2324,7388,tier2,2022-05-12
2325,7390,tier1,2023-07-27
2326,7391,tier1,2024-12-11
2327,7395,tier2,2026-01-27
2328,7399,tier2,
2329,7400,tier2,2019-12-02
2330,7406,tier3,2020-10-02
2331,7407,tier1,2024-08-17
2332,7410,tier1,2023-06-19
2333,7416,tier2,2025-11-26
2334,7422,tier2,2025-12-18
2335,7426,tier1,2022-02-11
2336,7427,tier1,2022-01-31
2337,7428,tier3,2019-01-29
2338,7431,tier1,
2339,7433,tier1,2022-12-28
2340,7434,tier1,2019-08-13
2341,7436,tier2,2019-10-23
2342,7439,tier2,2020-02-25
2343,7442,tier3,2022-03-07
2344,7450,tier1,2019-03-18
2345,7453,tier2,
2346,7457,tier1,2024-01-03
2347,7460,tier3,2024-06-28
2348,7465,tier3,2025-11-20
2349,7468,tier1,
2350,7470,tier3,2025-03-24
2351,7475,tier1,2020-09-24
2352,7480,tier2,2023-09-17
2353,7482,tier2,2023-11-09
2354,7483,tier1,2019-03-13
2355,7486,tier2,2022-07-16
2356,7487,tier1,2025-10-10
2357,7488,tier1,
2358,7503,tier1,2022-03-24
2359,7504,tier3,
2360,7511,tier2,2025-03-08
2361,7515,tier2,2024-07-31
2362,7516,tier1,2023-11-03
2363,7520,tier1,2024-09-19
2364,7521,tier2,2026-02-25
2365,7522,tier1,2019-08-27
2366,7525,tier1,2021-11-16
2367,7526,tier3,2023-05-01
2368,7529,tier1,2023-02-21
2369,7533,tier1,2025-06-02
2370,7534,tier1,2020-04-03
2371,7536,tier1,2020-10-23
2372,7541,tier2,2020-12-05
2373,7542,tier1,2026-04-30
2374,7545,tier1,2024-11-30
2375,7547,tier2,2025-07-23
2376,7550,tier2,2023-07-26
2377,7554,tier1,
2378,7558,tier3,2021-12-04
2379,7559,tier1,2021-10-14
2380,7560,tier2,
2381,7580,tier1,2022-03-13
2382,7582,tier1,2023-03-25
2383,7584,tier2,2023-06-15
2384,7585,tier1,2025-07-26
2385,7586,tier2,2020-03-25
2386,7587,tier2,2025-04-19
2387,7590,tier1,
2388,7592,tier2,2019-10-29
2389,7597,tier1,2022-09-11
2390,7611,tier1,2023-01-02
2391,7612,tier1,2024-04-21
2392,7614,tier1,
2393,7619,tier2,2024-08-27
2394,7621,tier1,2025-06-05
2395,7622,tier1,
2396,7627,tier1,2019-12-02
2397,7629,tier2,2024-11-07
2398,7630,tier2,2023-03-11
2399,7633,tier2,2021-05-09
2400,7638,tier2,2019-09-16
2401,7642,tier1,2019-01-31
2402,7646,tier2,2021-09-24
2403,7648,tier3,2020-07-05
2404,7650,tier1,2021-09-20
2405,7655,tier2,2022-09-25
2406,7657,tier1,2019-12-07
2407,7658,tier2,2021-09-14
2408,7659,tier1,2019-03-24
2409,7663,tier1,2020-10-19
2410,7664,tier1,2023-05-11
2411,7666,tier2,2023-02-23
2412,7668,tier2,2019-01-12
2413,7671,tier3,2019-12-28
2414,7681,tier3,2024-09-07
2415,7684,tier1,2020-11-14
2416,7688,tier3,2022-06-12
2417,7690,tier2,2025-01-20
2418,7692,tier1,2023-12-15
2419,7695,tier1,2020-11-26
2420,7702,tier2,2024-03-22
2421,7706,tier1,2021-11-06
2422,7709,tier1,2024-01-08
2423,7714,tier1,2022-03-18
2424,7715,tier2,2023-11-18
2425,7718,tier3,2025-09-18
2426,7722,tier2,2023-05-22
2427,7723,tier1,2020-11-19
2428,7727,tier1,2019-07-26
2429,7731,tier1,2022-02-20
2430,7732,tier1,2020-01-15
2431,7736,tier1,2020-09-27
2432,7747,tier3,
2433,7749,tier2,
2434,7751,tier2,2026-02-02
2435,7752,tier1,2023-03-17
2436,7759,tier3,2022-10-06
2437,7760,tier2,2021-11-24
2438,7761,tier3,2019-04-10
2439,7763,tier1,2024-01-04
2440,7764,tier1,
2441,7771,tier2,2021-06-26
2442,7772,tier1,2024-03-19
2443,7774,tier1,2020-05-16
2444,7775,tier1,
2445,7776,tier2,2023-04-18
2446,7778,tier3,2021-04-06
2447,7782,tier1,2021-05-06
2448,7783,tier1,2023-11-16
2449,7785,tier1,2025-01-03
2450,7796,tier2,2024-10-03
2451,7797,tier1,2025-01-28
2452,7798,tier1,2020-07-08
2453,7802,tier1,2024-06-24
2454,7805,tier1,2019-03-17
2455,7807,tier3,
2456,7809,tier1,2023-10-17
2457,7810,tier1,2019-04-18
2458,7818,tier1,2023-11-01
2459,7821,tier2,2026-04-03
2460,7822,tier3,2025-12-28
2461,7825,tier2,2022-08-18
2462,7827,tier2,2024-06-27
2463,7828,tier2,2024-03-18
2464,7830,tier2,2024-02-04
2465,7831,tier2,2022-07-08
2466,7835,tier1,2019-03-08
2467,7837,tier3,2023-08-14
2468,7838,tier2,2023-04-29
2469,7839,tier3,
2470,7845,tier2,2024-12-16
2471,7846,tier1,
2472,7848,tier2,2024-07-17
2473,7849,tier2,2021-03-24
2474,7850,tier1,2025-07-02
2475,7853,tier2,2026-01-23
2476,7854,tier2,2021-10-07
2477,7857,tier1,2024-08-29
2478,7858,tier2,
2479,7861,tier3,2021-04-24
2480,7862,tier2,2025-11-28
2481,7863,tier1,2024-01-02
2482,7864,tier1,2026-01-08
2483,7866,tier2,2019-09-06
2484,7867,tier1,2020-01-21
2485,7872,tier2,2023-01-06
2486,7873,tier2,2023-12-27
2487,7876,tier1,2021-11-10
2488,7883,tier2,2025-01-15
2489,7898,tier2,2025-12-15
2490,7905,tier1,2025-09-21
2491,7906,tier2,2022-03-03
2492,7907,tier1,2020-11-30
2493,7910,tier1,2021-04-14
2494,7913,tier1,2023-08-18
2495,7917,tier1,2021-01-11
2496,7923,tier3,2019-02-16
2497,7924,tier2,2020-09-19
2498,7925,tier1,2022-01-12
2499,7930,tier2,2025-03-12
2500,7932,tier1,2022-12-10
2501,7936,tier2,2021-03-07
2502,7938,tier2,2020-10-25
2503,7944,tier2,2025-02-09
2504,7947,tier1,2024-03-20
2505,7950,tier1,2020-07-29
2506,7951,tier1,2019-06-05
2507,7953,tier1,2025-08-22
2508,7956,tier1,
2509,7958,tier1,
2510,7960,tier3,2021-11-23
2511,7966,tier1,2023-11-11
2512,7968,tier3,2024-09-30
2513,7969,tier1,2023-07-23
2514,7984,tier2,2023-07-22
2515,7990,tier1,2023-11-05
2516,7998,tier1,
2517,8000,tier2,2020-12-07
2518,8001,tier1,2022-11-02
2519,8004,tier1,2022-02-26
2520,8006,tier3,2020-12-12
2521,8009,tier1,2026-06-05
2522,8011,tier2,
2523,8017,tier1,2020-06-17
2524,8020,tier2,2025-05-13
2525,8023,tier3,2022-07-26
2526,8024,tier1,2023-06-30
2527,8025,tier1,
2528,8026,tier1,2021-05-04
2529,8028,tier2,2022-10-31
2530,8029,tier1,2019-03-10
2531,8030,tier1,2024-02-04
2532,8032,tier1,2019-11-26
2533,8038,tier2,2020-02-15
2534,8041,tier1,2019-11-13
2535,8044,tier2,2021-03-04
2536,8053,tier1,2023-11-19
2537,8054,tier2,
2538,8055,tier3,2021-09-15
2539,8060,tier2,2025-05-01
2540,8063,tier2,2022-05-29
2541,8064,tier1,2025-02-14
2542,8065,tier2,2019-08-18
2543,8066,tier2,2025-09-26
2544,8071,tier1,2021-02-21
2545,8081,tier3,2019-05-10
2546,8090,tier2,2019-07-28
2547,8091,tier2,2023-11-14
2548,8095,tier3,2024-02-21
2549,8103,tier1,2024-11-02
2550,8109,tier2,
2551,8112,tier2,2025-02-10
2552,8116,tier1,2024-01-31
2553,8122,tier1,2022-04-18
2554,8123,tier2,2025-03-07
2555,8124,tier1,2020-01-27
2556,8125,tier3,2021-11-28
2557,8128,tier1,2019-06-24
2558,8129,tier1,2025-09-25
2559,8134,tier1,2026-04-24
2560,8137,tier2,2022-09-29
2561,8139,tier1,2020-08-30
2562,8143,tier1,2026-03-13
2563,8144,tier3,2022-10-28
2564,8145,tier1,
2565,8150,tier3,
2566,8153,tier1,2023-05-20
2567,8154,tier2,2024-02-10
2568,8156,tier2,2022-12-14
2569,8157,tier3,2025-04-16
2570,8162,tier1,2020-04-27
2571,8164,tier3,2024-04-23
2572,8165,tier2,2023-06-18
2573,8170,tier2,2019-11-01
2574,8171,tier1,2023-12-01
2575,8176,tier2,2022-06-22
2576,8177,tier2,2021-03-03
2577,8180,tier2,2022-09-07
2578,8181,tier1,2024-06-14
2579,8183,tier1,2021-10-23
2580,8184,tier2,
2581,8189,tier2,2020-01-19
2582,8190,tier2,2022-04-15
2583,8191,tier1,2021-06-27
2584,8192,tier2,2020-06-30
2585,8198,tier1,2020-07-01
2586,8200,tier3,2023-10-01
2587,8201,tier1,2025-07-14
2588,8203,tier1,
2589,8204,tier1,2019-02-04
2590,8206,tier1,2019-03-14
2591,8209,tier2,
2592,8210,tier1,
2593,8213,tier1,2025-01-12
2594,8215,tier1,2025-05-18
2595,8217,tier2,2022-09-29
2596,8223,tier1,
2597,8226,tier2,2025-09-21
2598,8227,tier1,2023-11-17
2599,8228,tier2,2022-07-21
2600,8229,tier2,2019-11-24
2601,8232,tier1,
2602,8233,tier2,2022-10-24
2603,8239,tier2,2023-01-05
2604,8243,tier2,2019-05-18
2605,8244,tier2,2020-12-07
2606,8245,tier3,2026-02-04
2607,8249,tier2,2019-01-15
2608,8251,tier2,2023-03-24
2609,8253,tier1,
2610,8254,tier2,2025-02-09
2611,8255,tier2,2019-05-01
2612,8260,tier1,2024-01-29
2613,8262,tier1,2025-08-18
2614,8266,tier3,2019-06-16
2615,8267,tier2,2026-03-04
2616,8272,tier3,2026-02-18
2617,8275,tier2,2025-10-17
2618,8276,tier2,2024-02-13
2619,8280,tier1,2021-10-05
2620,8286,tier3,2021-07-23
2621,8288,tier1,2021-06-04
2622,8290,tier2,2019-12-06
2623,8294,tier2,2024-01-19
2624,8297,tier1,2023-12-05
2625,8301,tier1,2020-08-23
2626,8304,tier1,2023-05-29
2627,8308,tier3,2025-06-16
2628,8311,tier3,2020-03-13
2629,8317,tier1,2023-12-05
2630,8320,tier2,2023-11-23
2631,8328,tier3,
2632,8329,tier2,
2633,8330,tier1,
2634,8332,tier1,2020-05-30
2635,8333,tier2,2020-11-26
2636,8335,tier2,2020-12-15
2637,8346,tier2,2019-12-24
2638,8355,tier1,
2639,8356,tier2,2023-01-18
2640,8360,tier3,2023-12-17
2641,8366,tier2,2025-09-19
2642,8370,tier1,2022-03-11
2643,8374,tier1,2021-06-25
2644,8379,tier1,2026-01-18
2645,8380,tier2,2022-12-11
2646,8383,tier1,2022-08-30
2647,8384,tier3,
2648,8385,tier1,2023-12-29
2649,8387,tier2,2020-12-04
2650,8389,tier3,2020-01-31
2651,8391,tier2,2023-10-06
2652,8395,tier1,2024-12-20
2653,8404,tier1,2024-09-01
2654,8407,tier3,2023-05-05
2655,8409,tier2,2019-12-14
2656,8411,tier1,2025-11-04
2657,8412,tier1,2023-10-05
2658,8413,tier2,2019-09-17
2659,8414,tier1,2022-06-15
2660,8418,tier1,2019-08-06
2661,8420,tier2,2021-06-18
2662,8430,tier1,2021-04-13
2663,8432,tier1,2021-10-09
2664,8440,tier1,
2665,8443,tier1,2024-06-20
2666,8447,tier3,2021-10-21
2667,8458,tier1,2022-01-24
2668,8460,tier2,2023-11-25
2669,8468,tier1,2021-03-21
2670,8469,tier1,2023-05-29
2671,8472,tier2,2026-03-06
2672,8476,tier1,2020-03-24
2673,8483,tier2,2024-07-14
2674,8484,tier2,2019-06-01
2675,8489,tier2,2025-09-01
2676,8491,tier3,2022-06-19
2677,8494,tier1,2024-08-22
2678,8495,tier1,2021-05-14
2679,8497,tier1,2023-10-18
2680,8498,tier3,2024-11-13
2681,8501,tier2,2025-11-16
2682,8504,tier1,2026-02-10
2683,8505,tier2,2020-11-16
2684,8510,tier2,2024-04-30
2685,8511,tier1,2025-11-23
2686,8515,tier1,2023-04-08
2687,8537,tier1,2026-04-04
2688,8543,tier1,2021-02-21
2689,8544,tier2,2021-11-13
2690,8554,tier1,2019-10-20
2691,8555,tier1,2019-12-28
2692,8561,tier2,2020-01-19
2693,8562,tier2,2019-01-03
2694,8566,tier2,2020-09-01
2695,8568,tier2,2020-02-01
2696,8575,tier2,2022-08-07
2697,8576,tier3,2020-05-22
2698,8580,tier1,2020-02-15
2699,8581,tier1,2021-06-04
2700,8585,tier1,2019-03-28
2701,8590,tier1,2023-05-20
2702,8592,tier1,2021-08-10
2703,8598,tier1,2020-05-24
2704,8600,tier1,2021-04-05
2705,8601,tier3,2020-12-12
2706,8606,tier2,2024-02-24
2707,8610,tier1,2022-07-14
2708,8614,tier2,2023-06-23
2709,8615,tier3,2025-02-27
2710,8619,tier2,2019-02-08
2711,8620,tier1,2019-05-03
2712,8622,tier1,2019-07-29
2713,8623,tier3,
2714,8624,tier3,2022-11-10
2715,8626,tier3,2023-09-17
2716,8629,tier2,2020-07-26
2717,8641,tier2,2020-03-02
2718,8643,tier1,2022-10-01
2719,8644,tier1,2021-10-13
2720,8647,tier2,2022-06-17
2721,8652,tier3,2025-02-11
2722,8655,tier1,
2723,8658,tier3,2021-06-10
2724,8659,tier2,2022-03-04
2725,8660,tier1,2024-05-31
2726,8664,tier1,2025-01-05
2727,8665,tier1,2020-04-16
2728,8668,tier1,2021-10-30
2729,8669,tier1,2025-04-22
2730,8670,tier2,2019-04-05
2731,8672,tier1,2019-07-13
2732,8674,tier2,2019-03-04
2733,8676,tier1,2022-06-05
2734,8679,tier1,2021-06-15
2735,8682,tier1,2025-05-26
2736,8686,tier1,2025-01-02
2737,8687,tier2,2021-07-24
2738,8690,tier1,2024-12-16
2739,8692,tier3,2025-10-08
2740,8697,tier2,2026-01-02
2741,8702,tier2,2020-10-28
2742,8706,tier1,2023-04-29
2743,8710,tier2,2026-04-25
2744,8714,tier1,2020-11-25
2745,8721,tier3,2021-11-01
2746,8727,tier1,2022-11-18
2747,8731,tier2,2020-12-16
2748,8732,tier1,2022-09-24
2749,8735,tier1,2023-11-03
2750,8737,tier2,2019-11-15
2751,8742,tier3,2019-09-14
2752,8743,tier2,2019-12-03
2753,8745,tier3,2021-08-02
2754,8755,tier2,2021-12-19
2755,8756,tier3,2019-02-18
2756,8757,tier2,2020-02-20
2757,8758,tier3,
2758,8759,tier1,2020-08-10
2759,8760,tier1,2025-07-09
2760,8761,tier1,2023-12-07
2761,8764,tier1,2022-05-13
2762,8772,tier1,2024-10-03
2763,8776,tier1,2020-11-11
2764,8778,tier2,2022-03-04
2765,8785,tier1,2021-02-26
2766,8791,tier1,2023-08-27
2767,8792,tier2,
2768,8793,tier3,2023-09-26
2769,8794,tier3,2024-12-01
2770,8796,tier3,2025-08-24
2771,8797,tier3,2019-05-16
2772,8803,tier1,2019-01-07
2773,8805,tier2,2020-09-09
2774,8811,tier2,2019-03-18
2775,8813,tier3,2020-10-16
2776,8814,tier2,2026-04-08
2777,8815,tier3,2025-10-14
2778,8817,tier2,2020-11-16
2779,8819,tier1,2025-04-11
2780,8822,tier1,2021-06-04
2781,8823,tier1,2020-09-06
2782,8827,tier3,2022-05-06
2783,8828,tier2,2022-12-20
2784,8830,tier2,2022-11-18
