harvest_id,farm_id,product_id,harvest_date,volume_kg,field_agent_employee_id
1251,2472,67,2026-05-02,2989.99,1131
1252,2448,39,2026-06-26,3768.71,1035
1253,1186,68,2026-06-30,3077.44,967
1254,3567,116,2024-11-17,5461.1,1009
1255,6096,35,2024-07-08,3170.45,1085
1256,6645,23,2024-04-08,7546.08,907
1257,6733,130,2024-04-13,5068.73,1008
1258,4367,73,2025-10-18,7609.55,1063
1259,3853,80,2024-04-20,7457.49,1192
1260,4437,72,2025-04-09,2727.4,1184
1261,194,63,2025-03-03,5174.9,1170
1262,1704,14,2025-07-22,7855.19,966
1263,4693,29,2024-10-16,6492.97,983
1264,6551,39,2026-06-30,3911.13,1140
1265,2392,14,2024-06-11,7888.44,1073
1266,6107,34,2024-06-28,4016.99,1170
1267,333,105,2024-10-24,3005.84,1031
1268,536,140,2026-04-01,6618.43,1116
1269,3413,64,2025-11-20,2314.62,1070
1270,5373,9,2025-06-26,2243.59,1089
1271,6780,106,2026-02-26,2293.14,1155
1272,1364,45,2025-09-07,6655.37,977
1273,2565,140,2026-06-23,6865.79,980
1274,6303,8,2025-02-01,900.26,1167
1275,2114,40,2026-06-30,4269.65,1058
1276,4272,107,2026-02-09,1188.05,1044
1277,5995,8,2024-11-18,1451.69,1143
1278,286,113,2024-03-19,2791.73,924
1279,1105,60,2024-08-13,231.69,936
1280,2972,86,2026-06-30,7021.7,964
1281,1911,84,2026-06-30,5876.63,958
1282,5361,20,2024-09-11,1511.49,1060
1283,5978,36,2024-11-15,5536.91,989
1284,5050,133,2026-06-30,2723.24,1108
1285,3911,128,2026-06-30,7682.62,1165
1286,636,55,2025-03-06,3191.9,1028
1287,2411,131,2024-09-25,267.75,1082
1288,6856,50,2025-02-08,2924.39,1051
1289,4648,116,2026-06-30,2188.41,904
1290,926,92,2026-04-18,2299.53,1177
1291,3539,104,2025-06-21,4257.54,1075
1292,6029,71,2026-04-03,3103.22,1007
1293,648,34,2025-04-09,1412.4,1159
1294,1122,99,2025-07-13,1011.51,1087
1295,1273,82,2025-12-07,5863.39,1010
1296,1760,106,2024-10-26,2200.37,1200
1297,1584,90,2024-06-27,3199.23,1188
1298,4048,105,2026-06-30,5572.35,924
1299,5886,105,2024-09-28,1453.58,1176
1300,6059,51,2025-03-09,4489.34,963
1301,3720,107,2025-01-22,7538.66,998
1302,6314,14,2026-06-30,6664.42,981
1303,1424,7,2025-11-23,4308.41,999
1304,4334,27,2025-10-10,268.22,971
1305,5679,21,2026-06-17,2936.44,1123
1306,3220,95,2025-05-11,7791.24,942
1307,4720,62,2026-06-30,4336.83,1066
1308,5872,139,2026-06-23,2574.43,1009
1309,5526,105,2025-04-22,5478.85,1119
1310,3685,78,2024-01-18,7780.91,1115
1311,1580,110,2026-06-30,624.22,928
1312,5482,105,2024-10-09,5301.51,1015
1313,2172,8,2026-06-30,814.59,1119
1314,6157,96,2026-02-16,276.93,1164
1315,5328,5,2025-11-02,2894.8,949
1316,3385,43,2024-04-16,2708.89,1098
1317,888,73,2024-09-07,5997.47,1095
1318,1024,52,2026-06-30,911.49,998
1319,547,95,2025-09-03,7763.8,1090
1320,4373,103,2024-09-26,3916.25,1001
1321,1894,15,2025-04-16,7893.31,1183
1322,1620,58,2025-09-04,1642.18,1117
1323,5634,22,2025-06-23,5336.44,971
1324,5634,109,2026-03-12,5876.35,1148
1325,3467,29,2026-05-09,1484.24,1155
1326,2342,1,2026-04-28,2845.99,1080
1327,3117,136,2024-09-16,6000.64,901
1328,5535,117,2025-10-05,1080.87,1104
1329,6505,114,2025-04-06,1225.55,920
1330,362,35,2024-04-03,2469.0,1089
1331,1003,51,2026-06-30,4922.01,1086
1332,5938,25,2026-06-30,2528.12,1108
1333,6310,95,2026-02-09,2645.09,983
1334,3868,16,2026-06-30,2277.8,913
1335,5129,90,2026-03-01,5577.02,1184
1336,3520,89,2025-01-25,3159.15,1087
1337,996,19,2026-06-30,302.67,1076
1338,4487,114,2026-06-30,1824.6,1019
1339,4083,4,2025-04-14,2383.91,1130
1340,503,57,2024-11-20,5275.11,1188
1341,2167,29,2024-09-25,426.41,1062
1342,5024,71,2024-10-22,2376.25,995
1343,315,77,2026-06-30,1186.39,1081
1344,1291,27,2025-10-14,1781.88,983
1345,5296,36,2026-06-30,5204.46,1199
1346,5422,70,2024-11-06,923.77,1119
1347,49,75,2026-06-30,1559.45,931
1348,4808,41,2024-05-28,2169.28,1049
1349,2727,30,2025-09-16,1425.71,1099
1350,6351,102,2025-04-22,2418.88,1087
1351,3896,55,2024-03-21,1744.13,976
1352,6422,77,2025-01-12,1693.5,916
1353,248,115,2026-05-23,4848.98,1035
1354,3074,3,2025-05-25,5833.03,1130
1355,6196,99,2024-03-07,1735.55,1141
1356,3250,97,2025-05-16,4936.05,942
1357,3639,128,2026-05-02,5563.2,916
1358,3892,125,2026-01-20,3225.25,955
1359,6285,58,2024-04-09,3635.57,912
1360,2146,62,2026-05-08,6859.95,1087
1361,5505,96,2025-04-15,2278.86,936
1362,5342,96,2024-06-19,6210.48,1137
1363,6758,105,2026-06-30,2125.13,1177
1364,5123,93,2026-04-25,3971.48,910
1365,3780,48,2025-10-20,1258.48,1099
1366,1633,28,2024-08-23,6993.51,984
1367,2804,55,2026-05-19,2113.03,970
1368,3773,32,2025-07-22,3042.05,993
1369,3757,15,2025-06-20,4245.92,1034
1370,4478,121,2026-06-30,1770.4,1168
1371,3242,88,2024-09-15,3379.71,1082
1372,1591,39,2025-07-23,6887.14,1149
1373,3929,85,2024-09-22,7405.18,1001
1374,162,33,2026-06-30,2140.96,1092
1375,3743,75,2024-05-12,3207.98,1064
1376,6056,5,2025-08-10,1019.94,933
1377,4022,19,2025-11-15,1694.72,998
1378,875,87,2026-05-28,2040.1,1106
1379,4084,39,2024-11-16,7711.87,1081
1380,3643,121,2025-08-28,5073.79,1173
1381,3722,50,2025-01-05,6224.29,982
1382,2700,128,2026-06-27,4752.2,911
1383,1807,107,2025-01-27,859.01,1128
1384,1636,43,2025-11-21,3512.12,996
1385,5625,38,2026-06-30,5945.73,912
1386,5351,12,2024-07-20,653.36,1072
1387,3422,58,2024-11-07,3009.02,1121
1388,5700,41,2026-06-30,2599.66,1171
1389,1055,129,2026-01-17,603.87,1034
1390,383,98,2025-11-05,902.45,1157
1391,2327,47,2026-01-21,4607.5,932
1392,4164,127,2026-06-20,3639.19,1094
1393,5546,137,2024-09-15,2288.55,1195
1394,6257,60,2026-03-24,7487.33,1154
1395,5702,137,2024-10-24,4994.7,1017
1396,5783,105,2026-05-18,2936.85,928
1397,4380,14,2025-09-14,747.22,1030
1398,5112,139,2024-11-06,6834.84,936
1399,6562,125,2024-09-22,4406.8,1174
1400,6294,115,2025-01-13,3884.36,1050
1401,6982,113,2024-08-23,7957.31,1127
1402,6420,126,2024-04-16,1032.46,930
1403,3856,12,2026-06-30,4894.67,1033
1404,2363,91,2025-01-17,6483.2,1130
1405,1448,42,2026-06-30,5938.38,1068
1406,2461,39,2024-11-07,2583.31,991
1407,2979,14,2025-02-21,2972.55,1092
1408,986,35,2025-05-25,2619.29,1149
1409,2986,90,2025-11-04,765.63,981
1410,621,7,2025-11-02,2110.56,1050
1411,5458,74,2025-08-01,1928.6,1196
1412,3715,14,2024-06-10,4440.25,1128
1413,1504,65,2024-06-11,4175.08,1177
1414,3996,100,2026-05-12,1375.92,1115
1415,5791,88,2026-06-30,6315.08,1093
1416,2614,138,2025-10-11,2043.39,1087
1417,4360,138,2024-05-26,3790.85,1014
1418,1406,58,2024-11-14,6742.34,983
1419,4803,114,2025-11-16,5976.4,1192
1420,3590,39,2024-01-15,5785.34,927
1421,5757,94,2026-06-09,798.01,971
1422,1902,19,2024-05-13,2064.44,930
1423,3554,80,2026-06-05,2748.89,1003
1424,4466,44,2025-10-15,7168.87,1088
1425,3652,131,2025-03-05,3805.77,1158
1426,1174,130,2024-10-09,1623.94,1043
1427,3287,65,2024-05-11,6941.29,908
1428,4802,90,2026-05-15,1643.07,1046
1429,938,16,2025-08-16,4277.58,1183
1430,5905,44,2025-06-03,5465.11,902
1431,3158,46,2024-04-28,4358.29,979
1432,1896,118,2025-08-06,1315.9,1033
1433,2482,135,2026-06-19,832.55,1036
1434,5529,112,2026-06-30,857.35,1008
1435,800,27,2025-05-07,5981.87,1127
1436,2708,132,2024-10-26,5814.9,925
1437,3981,75,2025-10-20,1574.23,989
1438,5186,33,2024-03-25,1217.92,1105
1439,2249,95,2025-07-19,7982.55,1094
1440,3336,46,2026-06-30,2868.42,1100
1441,932,47,2026-06-30,230.32,988
1442,5358,13,2024-04-05,2377.7,910
1443,2156,80,2026-01-04,4371.09,1070
1444,4042,26,2026-04-11,790.63,937
1445,1182,84,2025-10-06,1293.22,1113
1446,4880,92,2026-06-30,343.59,961
1447,4622,3,2024-05-26,726.91,926
1448,6114,58,2026-06-30,4001.07,1078
1449,6357,111,2026-06-30,3094.82,1131
1450,5843,55,2024-04-27,2854.84,1002
1451,4143,87,2026-06-30,4625.66,989
1452,5940,73,2026-06-30,5446.37,1030
1453,5237,106,2026-06-10,2786.63,986
1454,4592,57,2025-03-24,1295.11,955
1455,5304,29,2024-07-10,6817.94,1190
1456,2222,12,2026-06-30,4051.99,1075
1457,3365,106,2026-05-15,3833.15,1095
1458,849,3,2025-12-27,2733.95,1076
1459,3873,33,2025-11-09,636.92,1121
1460,1018,38,2026-03-04,3887.16,1125
1461,3522,52,2025-05-03,6967.66,1167
1462,5189,57,2026-06-30,2815.51,1008
1463,2872,43,2025-08-16,2594.3,1031
1464,2235,94,2026-05-23,5610.01,941
1465,4259,17,2025-07-23,4123.89,987
1466,2912,107,2024-09-16,508.09,940
1467,5297,20,2025-11-08,1595.8,1025
1468,5734,36,2024-01-11,2967.18,917
1469,3385,127,2024-11-27,7573.05,1153
1470,5677,33,2025-08-19,4960.54,1018
1471,591,36,2024-09-13,5656.73,1087
1472,999,68,2024-12-25,5069.41,1170
1473,5141,96,2026-06-13,6155.43,1102
1474,2681,29,2025-06-28,2141.12,1181
1475,4856,50,2026-03-20,4940.4,1087
1476,2855,21,2025-02-08,1102.86,909
1477,5806,138,2026-04-02,1519.71,948
1478,3732,76,2026-04-23,5332.8,1119
1479,4605,21,2025-07-06,4164.22,1107
1480,4764,108,2025-09-18,5218.84,1032
1481,464,99,2026-06-30,5518.34,990
1482,6992,25,2026-06-20,7241.89,985
1483,2491,53,2025-11-06,4660.35,1025
1484,6215,132,2024-05-07,3633.21,1172
1485,6492,98,2024-05-28,3088.94,1195
1486,4413,87,2026-06-30,2687.12,1058
1487,2072,99,2026-06-04,821.93,1025
1488,6649,41,2026-01-22,4040.26,1197
1489,5871,24,2025-12-12,6395.58,1097
1490,2068,118,2026-06-08,5273.41,991
1491,5987,109,2025-05-14,6210.24,1126
1492,6965,31,2025-06-21,1499.24,1193
1493,4905,67,2026-02-11,5365.45,1049
1494,2495,71,2025-02-22,7142.24,1012
1495,2742,102,2025-10-20,1856.41,1091
1496,2437,68,2024-07-09,4739.85,1141
1497,3549,105,2026-06-30,1271.43,1102
1498,5027,32,2025-05-13,3170.3,1023
1499,5992,133,2025-10-08,4559.68,1193
1500,1663,99,2026-06-30,2799.68,1146
1501,2384,32,2025-06-21,2338.47,985
1502,2377,99,2026-06-30,4806.0,931
1503,1870,20,2025-10-03,4219.48,1121
1504,5120,100,2026-03-20,2800.24,1124
1505,2108,128,2025-07-12,2429.69,1099
1506,3193,51,2026-06-30,1440.9,923
1507,2798,114,2026-03-03,1335.09,1121
1508,5201,50,2026-06-30,5682.09,1188
1509,1163,84,2026-03-07,951.17,1031
1510,6413,135,2025-07-05,5319.58,949
1511,2714,133,2024-10-02,7062.6,1155
1512,2482,136,2026-01-10,6225.7,1060
1513,1481,117,2025-02-24,3682.98,1150
1514,2364,73,2026-04-15,2596.63,1180
1515,3968,19,2026-02-11,4498.24,1145
1516,3519,71,2024-10-22,5754.11,903
1517,2480,24,2024-05-27,2983.84,1032
1518,6266,78,2025-10-25,2836.2,1000
1519,5648,5,2024-02-25,6891.79,1106
1520,6803,111,2026-06-30,2790.76,1166
1521,972,21,2025-06-19,1771.43,930
1522,1452,129,2026-03-13,3779.06,952
1523,4998,16,2025-08-15,3883.11,1113
1524,1479,38,2025-06-08,4830.24,982
1525,1015,17,2025-09-22,3647.3,1139
1526,363,75,2026-05-03,2906.04,1053
1527,2633,13,2024-06-07,1274.4,1197
1528,1241,104,2024-11-02,4936.89,902
1529,627,19,2025-11-09,3777.44,934
1530,4564,108,2024-10-17,465.37,1187
1531,6252,63,2026-06-06,3610.02,916
1532,3967,111,2026-06-13,4179.35,1187
1533,4936,2,2025-05-05,1829.8,1105
1534,1204,138,2024-05-26,5213.25,1128
1535,6016,85,2024-11-18,633.15,1185
1536,1975,46,2025-10-21,4011.03,943
1537,4651,30,2025-03-06,1779.43,1057
1538,5316,101,2024-11-20,1073.19,998
1539,1653,19,2024-04-11,6954.25,1157
1540,3265,41,2026-05-13,7938.04,959
1541,2314,70,2025-12-27,7959.81,1011
1542,6271,33,2026-06-08,4189.27,1031
1543,6138,31,2026-06-30,3379.69,1012
1544,3479,98,2026-06-30,6015.6,1122
1545,3152,54,2025-08-11,5799.66,975
1546,4658,91,2026-06-30,555.83,1118
1547,6737,124,2024-10-15,2349.08,1165
1548,2001,52,2025-07-10,6078.81,1017
1549,6792,99,2024-03-05,4430.81,1110
1550,1968,122,2024-03-26,3148.94,1041
1551,2852,128,2026-04-10,4815.1,1019
1552,5206,16,2025-10-02,5720.27,1036
1553,462,106,2025-05-03,675.23,1186
1554,5350,58,2025-08-11,6762.08,1179
1555,822,87,2026-06-08,2634.09,1103
1556,72,49,2024-11-06,7425.57,1038
1557,1867,126,2025-09-18,1212.8,1142
1558,3987,19,2025-11-09,4611.17,970
1559,3569,98,2026-03-18,7549.8,1141
1560,2234,62,2025-09-06,1282.58,1079
1561,1143,133,2025-05-18,6413.34,1184
1562,3846,12,2024-03-15,4785.52,1172
1563,1201,33,2024-05-28,5177.89,1127
1564,1717,130,2025-06-27,4726.62,1063
1565,6077,36,2024-08-08,4734.09,1087
1566,3737,48,2026-03-22,4607.26,916
1567,5053,137,2025-04-12,4694.61,1118
1568,3859,87,2025-02-11,756.19,985
1569,1488,29,2024-11-03,1077.65,1075
1570,40,80,2026-04-17,3202.96,1122
1571,1932,69,2026-06-30,810.9,916
1572,2746,63,2025-03-19,215.77,904
1573,4214,119,2025-05-28,1694.71,946
1574,6264,20,2024-10-17,6491.06,1169
1575,3205,21,2026-03-18,4758.76,965
1576,2184,7,2026-06-30,3104.47,1120
1577,2283,15,2024-06-08,1190.91,969
1578,4081,137,2024-04-27,4272.64,913
1579,159,51,2024-05-27,5333.07,923
1580,3739,128,2025-03-05,4255.81,1114
1581,892,1,2025-10-25,1459.22,1148
1582,3945,132,2025-01-05,4255.32,910
1583,1154,50,2024-05-21,2469.45,1109
1584,582,80,2026-06-30,1092.61,969
1585,1002,59,2026-03-21,7719.35,1074
1586,2538,25,2024-12-24,7686.73,962
1587,623,95,2026-06-30,2602.57,979
1588,1197,99,2026-02-09,6298.57,1116
1589,1989,109,2026-06-05,441.86,1079
1590,3991,7,2025-06-12,666.36,1082
1591,207,104,2026-06-30,4783.88,1098
1592,1762,44,2024-12-11,2157.1,1098
1593,2978,78,2024-10-03,2306.64,928
1594,4520,126,2025-11-08,6296.18,938
1595,2569,39,2026-06-30,4943.18,1184
1596,801,54,2024-09-17,5120.18,1100
1597,2733,34,2024-04-17,3055.34,1170
1598,3314,102,2025-03-11,7982.63,934
1599,1675,70,2025-04-26,5025.03,925
1600,2748,108,2025-10-12,4736.53,1134
1601,4208,40,2024-05-02,1293.09,947
1602,421,87,2025-02-23,6488.23,1074
1603,4371,81,2025-03-22,307.74,1138
1604,5415,51,2026-05-13,2305.81,916
1605,1955,42,2025-06-22,1816.29,1012
1606,1653,124,2026-06-30,1607.77,999
1607,4646,53,2025-03-10,1399.91,914
1608,5198,123,2025-02-01,6083.07,982
1609,3971,132,2025-09-23,5169.71,1155
1610,4575,9,2026-06-30,662.26,1172
1611,3799,138,2026-04-20,3365.49,1173
1612,960,25,2024-03-15,4922.23,1023
1613,4710,70,2026-05-05,2018.81,1149
1614,1796,12,2026-03-03,5434.44,1042
1615,5306,109,2026-03-25,2218.4,937
1616,645,14,2024-11-26,350.59,1158
1617,137,84,2025-09-02,6084.94,1150
1618,816,134,2025-10-22,3011.1,952
1619,3652,44,2024-07-25,4013.07,911
1620,2743,117,2024-04-28,6708.83,973
1621,5849,85,2024-10-06,7261.57,1132
1622,1296,91,2025-11-16,3405.39,1067
1623,3204,82,2025-10-24,1339.32,1081
1624,5367,109,2025-08-13,970.49,997
1625,5752,86,2026-05-19,5195.69,1065
1626,4641,118,2026-01-22,248.17,1171
1627,6013,18,2024-09-07,1353.19,1144
1628,2572,68,2025-05-05,3316.08,1038
1629,2190,105,2026-03-18,1273.87,904
1630,1213,127,2024-11-14,4680.15,1093
1631,5301,140,2025-09-21,4553.94,1045
1632,6017,47,2024-06-10,2004.04,1200
1633,3908,10,2024-04-23,7398.27,1195
1634,4984,25,2024-06-12,4465.44,927
1635,2252,24,2025-04-22,257.07,1037
1636,4671,1,2024-06-08,2985.32,1082
1637,4079,59,2024-10-19,5085.1,1083
1638,405,31,2024-10-11,6515.8,1175
1639,6536,13,2025-11-03,4486.1,1065
1640,1990,84,2024-04-22,3145.91,1059
1641,1004,53,2026-06-30,3452.38,1022
1642,2788,68,2025-03-16,697.42,1066
1643,486,120,2024-06-09,3832.58,943
1644,5155,47,2025-01-19,3925.63,1190
1645,2004,36,2025-10-27,7423.24,953
1646,2360,18,2025-10-09,454.79,917
1647,1979,79,2026-06-30,2408.27,923
1648,1141,85,2026-03-17,4932.91,999
1649,5159,128,2025-09-14,6235.95,974
1650,4731,131,2024-03-17,1849.74,1137
1651,5635,55,2025-09-07,4151.82,1045
1652,5950,127,2024-10-02,4515.44,1078
1653,2489,53,2024-03-21,4690.34,1039
1654,4448,29,2025-04-16,5984.13,1138
1655,5735,122,2024-10-28,7166.56,939
1656,2848,59,2024-05-20,5824.78,1167
1657,4611,70,2025-05-14,4388.61,1028
1658,719,132,2025-04-01,3313.66,939
1659,4210,117,2025-10-02,5586.98,981
1660,1874,31,2024-07-19,5684.64,1111
1661,6182,118,2024-03-15,3861.75,1085
1662,2952,48,2024-03-26,5800.16,1057
1663,5207,55,2024-04-09,3906.82,972
1664,718,60,2024-07-21,4474.12,942
1665,6171,58,2025-10-08,5957.67,1007
1666,4593,125,2024-05-04,7477.86,1098
1667,5935,12,2025-01-13,4379.87,1011
1668,93,133,2025-06-11,2685.58,995
1669,1914,81,2024-03-06,2616.8,990
1670,6208,116,2026-06-30,1225.02,1048
1671,4564,118,2025-05-08,2912.75,1024
1672,2812,115,2025-03-06,3523.08,967
1673,6911,114,2025-04-16,4739.95,923
1674,4115,50,2024-12-20,2839.18,1190
1675,6038,43,2024-05-13,4130.22,1003
1676,5717,107,2024-05-24,4943.03,1131
1677,6653,127,2026-03-05,674.47,1022
1678,3959,6,2024-11-02,6175.61,1191
1679,6832,111,2025-04-08,4819.18,1174
1680,5538,11,2026-06-08,1094.08,920
1681,4895,93,2026-06-30,5081.09,921
1682,1027,63,2026-04-28,947.06,1066
1683,1132,98,2026-06-11,7877.78,1161
1684,4170,88,2024-10-04,2784.65,1049
1685,4934,15,2024-06-10,7745.7,1154
1686,4841,24,2025-03-02,6389.61,1078
1687,4657,130,2025-12-21,7269.89,1072
1688,3028,97,2026-06-13,5770.66,969
1689,4162,55,2026-05-22,2776.58,1193
1690,4110,63,2025-09-21,7091.63,1145
1691,3441,82,2026-04-21,4218.44,1069
1692,416,5,2025-08-15,737.85,1121
1693,523,13,2026-05-09,4463.54,938
1694,2124,57,2025-09-16,2906.79,941
1695,3693,132,2026-06-30,7775.84,973
1696,491,52,2025-10-13,491.43,979
1697,6045,95,2026-04-05,1276.06,1145
1698,1288,119,2026-06-30,5573.27,905
1699,3235,90,2025-04-19,2284.44,961
1700,5048,140,2024-10-19,3907.32,1184
1701,2131,27,2026-05-18,7921.62,1124
1702,4511,139,2024-09-09,3712.07,980
1703,3201,26,2026-06-30,3581.77,1183
1704,1414,117,2025-10-09,4901.38,946
1705,3043,104,2024-10-12,425.1,1021
1706,4593,2,2025-08-26,3461.35,1136
1707,1600,51,2026-06-30,1104.63,929
1708,4993,61,2024-05-27,2549.93,962
1709,5395,49,2024-05-26,5974.29,1011
1710,4034,68,2024-04-15,5347.02,1074
1711,6066,13,2024-07-01,3773.49,928
1712,642,114,2025-02-10,5343.96,1178
1713,4123,114,2024-06-10,1656.29,925
1714,3322,140,2026-06-30,5707.25,954
1715,6172,136,2025-10-13,7943.6,1065
1716,3992,59,2026-04-13,6705.08,1071
1717,1693,30,2024-09-26,3978.97,1114
1718,154,13,2024-05-04,4255.92,931
1719,1443,115,2025-12-15,7702.03,943
1720,6432,60,2025-11-23,6167.99,1101
1721,5990,57,2024-06-02,4291.79,1094
1722,5421,54,2024-02-14,3645.24,1158
1723,2505,75,2025-06-25,4719.33,1131
1724,2698,69,2026-05-07,5452.57,1192
1725,2158,13,2026-06-05,3875.62,1126
1726,648,2,2025-10-21,4486.36,1004
1727,6399,67,2024-05-11,1611.22,1054
1728,6171,5,2025-04-08,2939.93,980
1729,5842,69,2024-02-15,2069.7,929
1730,5066,23,2025-07-12,1215.22,1092
1731,5939,28,2025-10-19,1447.86,1054
1732,1286,103,2024-03-06,1885.77,944
1733,1227,120,2026-06-30,1114.56,949
1734,2418,111,2024-01-18,431.92,1192
1735,2637,61,2026-06-30,2925.51,1123
1736,2278,90,2025-05-14,5167.2,1179
1737,6225,14,2024-08-05,3620.76,975
1738,6761,103,2026-05-07,7782.21,1105
1739,5258,21,2026-05-03,6361.72,1182
1740,3153,41,2025-05-21,678.01,932
1741,6289,62,2024-05-12,1951.58,924
1742,585,28,2026-06-30,2903.35,922
1743,2180,116,2025-09-01,5207.22,1140
1744,286,107,2025-01-04,2750.88,1140
1745,4740,79,2026-06-30,6590.57,1072
1746,2352,135,2026-05-27,200.74,1112
1747,6888,73,2026-02-24,903.53,1153
1748,2840,53,2024-03-09,512.43,989
1749,501,69,2024-11-15,6507.26,986
1750,4589,22,2024-06-07,3281.13,1100
1751,3472,23,2026-06-30,2020.72,1094
1752,4668,75,2024-02-24,2513.52,917
1753,5955,92,2024-09-28,729.74,1112
1754,6129,90,2026-02-23,2226.65,915
1755,1543,4,2026-03-27,5155.84,903
1756,3061,20,2024-03-26,5340.15,931
1757,357,78,2024-05-01,7235.17,1023
1758,600,82,2026-06-19,7663.84,1176
1759,5616,19,2025-11-26,6642.94,1082
1760,431,82,2025-03-21,1417.37,1082
1761,1605,28,2024-05-01,7850.68,1050
1762,4935,9,2024-09-15,2232.29,1108
1763,4626,139,2025-08-09,5377.01,1096
1764,555,50,2024-09-09,6960.9,1153
1765,4727,67,2026-01-15,2436.07,1158
1766,5919,56,2026-06-28,234.42,911
1767,2840,126,2024-04-06,7973.92,1039
1768,2295,59,2024-04-08,3681.03,1015
1769,1772,120,2026-04-21,7138.68,1006
1770,4126,125,2025-10-23,4981.83,968
1771,475,83,2025-10-25,6863.25,1005
1772,6946,94,2026-06-18,7488.45,951
1773,5822,39,2025-04-16,5636.38,1171
1774,5627,87,2025-10-25,7556.6,1026
1775,6648,113,2024-12-07,3487.51,1083
1776,4440,138,2024-09-16,5456.48,1049
1777,194,125,2026-04-19,7529.6,1022
1778,3209,126,2025-07-01,1617.77,1064
1779,4969,70,2025-11-08,3141.52,1041
1780,6267,120,2026-06-30,5807.78,973
1781,5755,52,2026-06-30,2950.44,1080
1782,1042,71,2026-06-14,7857.43,963
1783,2768,28,2024-04-16,4081.89,945
1784,1851,37,2026-06-30,2265.31,1089
1785,4989,131,2026-05-03,6920.78,978
1786,2347,25,2024-06-15,2837.29,903
1787,5661,100,2026-06-01,3785.74,1165
1788,2373,61,2025-02-14,4120.33,1135
1789,4904,77,2025-09-02,487.98,997
1790,2456,93,2024-08-08,6407.05,1151
1791,2563,55,2024-01-11,5274.49,1140
1792,848,125,2025-11-13,831.98,967
1793,6622,126,2025-11-09,979.71,1113
1794,2427,31,2026-06-14,5628.62,979
1795,4199,75,2025-06-27,3319.97,1075
1796,3556,32,2025-12-18,7425.85,1024
1797,1875,112,2026-02-15,1823.16,1042
1798,3795,23,2025-11-02,4222.71,1162
1799,3967,77,2026-05-25,6091.94,1039
1800,34,11,2026-06-30,6070.77,1092
1801,767,67,2024-10-09,7429.34,1066
1802,2550,15,2025-04-09,7657.76,1179
1803,6986,133,2025-09-24,7248.19,1146
1804,891,84,2025-11-14,3540.55,948
1805,1316,84,2024-04-21,7889.01,1078
1806,3132,80,2024-06-04,4313.22,1139
1807,2362,26,2024-04-19,661.49,927
1808,3546,133,2026-06-30,6428.47,942
1809,6579,26,2024-03-07,2342.38,1138
1810,3382,63,2024-10-12,6482.1,1041
1811,5140,66,2026-06-30,6039.02,1046
1812,2970,14,2025-08-03,5511.19,1041
1813,3298,18,2024-06-05,4486.85,934
1814,6007,20,2024-01-26,4413.92,1159
1815,3860,2,2025-10-13,5776.67,991
1816,5327,114,2026-06-30,482.1,1117
1817,3165,31,2024-09-22,4602.73,1157
1818,2000,48,2026-05-17,7307.76,993
1819,4845,127,2026-06-30,2617.55,948
1820,4410,52,2024-08-17,2790.86,1121
1821,1208,97,2024-09-16,7275.93,1189
1822,3220,49,2026-06-30,2289.43,1049
1823,3110,28,2026-03-04,2259.95,910
1824,5083,21,2024-12-04,4866.75,1048
1825,4031,121,2026-03-16,7743.67,918
1826,2484,76,2024-11-03,6809.52,1028
1827,552,90,2025-04-24,2521.29,996
1828,6041,49,2024-09-20,5643.6,1048
1829,5398,131,2024-11-09,6106.11,968
1830,2419,110,2026-06-30,2553.51,914
1831,3212,43,2024-04-17,7388.48,904
1832,6348,49,2025-09-07,2367.11,1186
1833,5036,39,2024-01-20,1986.3,1118
1834,1840,96,2026-05-21,5220.82,1157
1835,3455,87,2026-04-06,2992.13,1128
1836,5734,9,2025-08-25,6420.79,956
1837,6371,47,2024-08-09,2371.81,1036
1838,3899,72,2025-02-13,6245.04,1037
1839,2295,106,2024-12-23,7977.75,1078
1840,3906,47,2025-03-08,5234.38,956
1841,2972,138,2024-10-19,3504.47,1015
1842,682,49,2025-11-07,1585.82,1132
1843,1657,110,2025-11-09,4385.28,1081
1844,5514,94,2026-06-30,4988.73,1029
1845,1130,69,2025-05-16,4132.28,1130
1846,5796,25,2025-03-27,2312.54,1134
1847,4992,125,2024-09-16,3519.92,1052
1848,244,79,2024-03-10,3449.77,1185
1849,2476,124,2025-05-02,4780.27,988
1850,6859,106,2025-03-24,1794.14,1024
1851,1776,26,2024-10-22,7376.38,1075
1852,6098,96,2024-12-09,3775.96,991
1853,1540,107,2024-10-12,5288.99,1097
1854,936,4,2024-02-21,1893.98,929
1855,198,89,2026-04-28,7253.85,1155
1856,144,100,2026-06-30,6767.91,1100
1857,2940,128,2026-06-30,7322.63,1080
1858,6941,128,2024-05-27,2231.33,1020
1859,4484,3,2024-08-13,5723.38,1060
1860,788,45,2025-09-10,393.18,1048
1861,2578,69,2026-06-30,3954.84,1167
1862,5815,29,2025-11-16,3071.49,970
1863,2870,82,2025-05-17,4078.12,946
1864,4301,15,2024-06-16,4410.28,1066
1865,5409,122,2026-01-20,6623.03,923
1866,1597,100,2024-09-25,4598.6,993
1867,973,5,2026-06-30,2266.01,1115
1868,5699,121,2026-04-26,5432.26,1049
1869,909,91,2025-03-02,3684.49,1119
1870,760,97,2026-05-10,607.27,1054
1871,2819,90,2025-09-25,6099.62,964
1872,6389,112,2026-04-26,4929.35,936
