farmer_id,supplier_id,registration_date,cooperative_name
1389,1389,2020-05-12,
1390,1390,2025-11-19,
1391,1391,2023-01-09,
1392,1392,2019-05-27,
1393,1393,2026-01-30,Kaduna Farmers Cooperative
1394,1394,2024-03-18,Kaduna Farmers Cooperative
1395,1395,2020-08-26,Kaduna Farmers Cooperative
1396,1396,2016-06-22,Uyo Farmers Cooperative
1397,1397,2021-07-21,Benue Farmers Cooperative
1398,1398,2025-05-06,Uyo Farmers Cooperative
1399,1399,2018-10-12,
1400,1400,2019-05-19,
1401,1401,2018-12-04,
1402,1402,2019-04-16,
1403,1403,2019-03-26,Uyo Farmers Cooperative
1404,1404,2024-08-16,Kumasi Farmers Cooperative
1405,1405,2025-02-13,Uyo Farmers Cooperative
1406,1406,2020-11-07,
1407,1407,2025-09-10,
1408,1408,2023-05-28,Ibadan Farmers Cooperative
1409,1409,2016-11-03,Uyo Farmers Cooperative
1410,1410,2025-01-09,
1411,1411,2023-03-13,Ibadan Farmers Cooperative
1412,1412,2016-04-16,Kumasi Farmers Cooperative
1413,1413,2021-08-27,
1414,1414,2017-09-07,
1415,1415,2023-10-15,
1416,1416,2025-10-18,Kumasi Farmers Cooperative
1417,1417,2021-12-16,
1418,1418,2016-07-06,Uyo Farmers Cooperative
1419,1419,2024-06-10,
1420,1420,2016-05-09,Nakuru Farmers Cooperative
1421,1421,2025-08-11,Ibadan Farmers Cooperative
1422,1422,2017-05-08,
1423,1423,2021-12-17,Uyo Farmers Cooperative
1424,1424,2016-09-03,Kumasi Farmers Cooperative
1425,1425,2024-07-29,Enugu Farmers Cooperative
1426,1426,2024-09-09,Ibadan Farmers Cooperative
1427,1427,2023-06-29,
1428,1428,2023-05-22,Benue Farmers Cooperative
1429,1429,2024-01-27,Enugu Farmers Cooperative
1430,1430,2023-10-22,
1431,1431,2026-01-14,Uyo Farmers Cooperative
1432,1432,2022-01-02,Kumasi Farmers Cooperative
1433,1433,2026-01-27,Kumasi Farmers Cooperative
1434,1434,2021-03-16,Ibadan Farmers Cooperative
1435,1435,2016-09-30,Kaduna Farmers Cooperative
1436,1436,2026-02-19,
1437,1437,2019-01-22,Ibadan Farmers Cooperative
1438,1438,2026-01-10,Kaduna Farmers Cooperative
1439,1439,2022-03-27,Kumasi Farmers Cooperative
1440,1440,2015-10-30,Kumasi Farmers Cooperative
1441,1441,2015-05-05,Nakuru Farmers Cooperative
1442,1442,2023-10-27,Uyo Farmers Cooperative
1443,1443,2015-05-11,Kumasi Farmers Cooperative
1444,1444,2021-11-05,Nakuru Farmers Cooperative
1445,1445,2017-09-26,
1446,1446,2024-11-16,Kaduna Farmers Cooperative
1447,1447,2019-07-23,Nakuru Farmers Cooperative
1448,1448,2020-05-02,Kaduna Farmers Cooperative
1449,1449,2022-11-27,Ibadan Farmers Cooperative
1450,1450,2018-06-17,
1451,1451,2022-01-02,Kumasi Farmers Cooperative
1452,1452,2024-05-23,Kaduna Farmers Cooperative
1453,1453,2017-03-25,
1454,1454,2025-08-15,Kaduna Farmers Cooperative
1455,1455,2015-01-06,
1456,1456,2025-05-17,Benue Farmers Cooperative
1457,1457,2016-01-19,
1458,1458,2020-12-03,
1459,1459,2017-03-23,
1460,1460,2023-04-19,
1461,1461,2025-07-04,Kumasi Farmers Cooperative
1462,1462,2023-07-14,
1463,1463,2019-10-01,
1464,1464,2016-02-03,Kumasi Farmers Cooperative
1465,1465,2019-12-20,Ibadan Farmers Cooperative
1466,1466,2024-01-10,Nakuru Farmers Cooperative
1467,1467,2023-11-10,Ibadan Farmers Cooperative
1468,1468,2020-07-24,Benue Farmers Cooperative
1469,1469,2016-03-07,
1470,1470,2025-05-27,
1471,1471,2023-06-29,
1472,1472,2016-05-07,
1473,1473,2025-02-07,
1474,1474,2025-09-30,Nakuru Farmers Cooperative
1475,1475,2016-05-22,Ibadan Farmers Cooperative
1476,1476,2022-11-11,Kumasi Farmers Cooperative
1477,1477,2025-12-09,
1478,1478,2016-08-25,Uyo Farmers Cooperative
1479,1479,2020-09-26,
1480,1480,2024-12-05,
1481,1481,2025-11-16,Ibadan Farmers Cooperative
1482,1482,2025-12-15,
1483,1483,2025-02-28,Ibadan Farmers Cooperative
1484,1484,2018-06-23,
1485,1485,2025-04-10,
1486,1486,2026-02-11,Enugu Farmers Cooperative
1487,1487,2015-07-02,Uyo Farmers Cooperative
1488,1488,2020-11-15,Enugu Farmers Cooperative
1489,1489,2016-08-08,
1490,1490,2026-03-19,Kumasi Farmers Cooperative
1491,1491,2015-04-03,
1492,1492,2022-08-30,
1493,1493,2020-06-06,Kaduna Farmers Cooperative
1494,1494,2022-09-15,Nakuru Farmers Cooperative
1495,1495,2020-03-19,
1496,1496,2020-01-12,
1497,1497,2025-05-08,
1498,1498,2019-03-20,Enugu Farmers Cooperative
1499,1499,2017-02-06,Enugu Farmers Cooperative
1500,1500,2018-05-25,Ibadan Farmers Cooperative
1501,1501,2025-10-18,
1502,1502,2023-03-10,
1503,1503,2016-03-05,
1504,1504,2016-05-24,
1505,1505,2026-02-15,Uyo Farmers Cooperative
1506,1506,2026-05-18,
1507,1507,2018-10-12,
1508,1508,2023-11-29,
1509,1509,2025-07-17,
1510,1510,2024-09-01,Nakuru Farmers Cooperative
1511,1511,2026-06-19,Benue Farmers Cooperative
1512,1512,2021-05-12,Kaduna Farmers Cooperative
1513,1513,2019-10-13,Benue Farmers Cooperative
1514,1514,2019-02-13,
1515,1515,2023-04-11,Kumasi Farmers Cooperative
1516,1516,2025-03-18,
1517,1517,2025-03-09,Kumasi Farmers Cooperative
1518,1518,2022-11-15,Kaduna Farmers Cooperative
1519,1519,2018-12-11,Nakuru Farmers Cooperative
1520,1520,2018-10-02,Nakuru Farmers Cooperative
1521,1521,2016-12-29,Kumasi Farmers Cooperative
1522,1522,2015-10-02,Ibadan Farmers Cooperative
1523,1523,2015-08-07,Ibadan Farmers Cooperative
1524,1524,2022-07-07,
1525,1525,2021-11-06,Enugu Farmers Cooperative
1526,1526,2020-10-29,Kaduna Farmers Cooperative
1527,1527,2025-04-17,
1528,1528,2017-09-25,Kaduna Farmers Cooperative
1529,1529,2021-05-02,
1530,1530,2018-09-10,Kumasi Farmers Cooperative
1531,1531,2024-12-12,Kaduna Farmers Cooperative
1532,1532,2025-04-07,Nakuru Farmers Cooperative
1533,1533,2022-11-12,Kumasi Farmers Cooperative
1534,1534,2015-09-25,
1535,1535,2020-11-01,Enugu Farmers Cooperative
1536,1536,2017-08-08,Enugu Farmers Cooperative
1537,1537,2021-06-19,Uyo Farmers Cooperative
1538,1538,2021-05-11,Nakuru Farmers Cooperative
1539,1539,2023-02-26,Enugu Farmers Cooperative
1540,1540,2017-12-09,Kaduna Farmers Cooperative
1541,1541,2018-08-25,Benue Farmers Cooperative
1542,1542,2026-04-08,Nakuru Farmers Cooperative
1543,1543,2024-10-30,
1544,1544,2022-09-06,
1545,1545,2021-01-22,Kumasi Farmers Cooperative
1546,1546,2015-01-19,Uyo Farmers Cooperative
1547,1547,2024-09-21,
1548,1548,2019-02-09,Nakuru Farmers Cooperative
1549,1549,2025-04-02,
1550,1550,2016-07-23,Ibadan Farmers Cooperative
1551,1551,2025-09-11,
1552,1552,2021-07-16,
1553,1553,2026-01-23,Enugu Farmers Cooperative
1554,1554,2018-06-14,
1555,1555,2017-07-10,Ibadan Farmers Cooperative
1556,1556,2017-02-13,Enugu Farmers Cooperative
1557,1557,2022-06-08,Enugu Farmers Cooperative
1558,1558,2015-01-23,
1559,1559,2015-11-15,Uyo Farmers Cooperative
1560,1560,2025-08-28,
1561,1561,2021-04-14,Enugu Farmers Cooperative
1562,1562,2024-08-17,Enugu Farmers Cooperative
1563,1563,2016-11-29,
1564,1564,2016-02-25,Enugu Farmers Cooperative
1565,1565,2022-03-26,Ibadan Farmers Cooperative
1566,1566,2017-02-13,Benue Farmers Cooperative
1567,1567,2021-11-27,
1568,1568,2020-10-28,Nakuru Farmers Cooperative
1569,1569,2021-07-05,Kumasi Farmers Cooperative
1570,1570,2018-06-09,Kaduna Farmers Cooperative
1571,1571,2019-04-30,
1572,1572,2017-02-18,
1573,1573,2026-04-27,Benue Farmers Cooperative
1574,1574,2024-06-17,Ibadan Farmers Cooperative
1575,1575,2021-03-23,Ibadan Farmers Cooperative
1576,1576,2016-05-21,
1577,1577,2016-11-23,
1578,1578,2020-02-18,Benue Farmers Cooperative
1579,1579,2021-11-05,
1580,1580,2020-08-25,
1581,1581,2015-03-24,
1582,1582,2020-12-13,
1583,1583,2016-10-21,Enugu Farmers Cooperative
1584,1584,2026-05-28,
1585,1585,2026-01-16,
1586,1586,2015-09-27,
1587,1587,2025-05-29,Uyo Farmers Cooperative
1588,1588,2017-10-19,
1589,1589,2019-01-04,Kumasi Farmers Cooperative
1590,1590,2015-12-26,
1591,1591,2015-01-03,Uyo Farmers Cooperative
1592,1592,2019-12-15,Ibadan Farmers Cooperative
1593,1593,2025-03-17,
1594,1594,2021-08-23,Kumasi Farmers Cooperative
1595,1595,2025-07-29,Kaduna Farmers Cooperative
1596,1596,2019-11-12,
1597,1597,2015-04-25,
1598,1598,2019-12-02,Nakuru Farmers Cooperative
1599,1599,2017-09-04,
1600,1600,2025-08-18,
1601,1601,2015-10-10,
1602,1602,2019-03-20,Benue Farmers Cooperative
1603,1603,2024-04-03,Kaduna Farmers Cooperative
1604,1604,2023-06-24,
1605,1605,2023-06-18,Ibadan Farmers Cooperative
1606,1606,2019-04-09,Kaduna Farmers Cooperative
1607,1607,2024-12-03,Uyo Farmers Cooperative
1608,1608,2018-03-15,Kumasi Farmers Cooperative
1609,1609,2024-11-23,Enugu Farmers Cooperative
1610,1610,2015-11-24,Enugu Farmers Cooperative
1611,1611,2019-02-25,
1612,1612,2019-11-30,Uyo Farmers Cooperative
1613,1613,2015-12-26,Kaduna Farmers Cooperative
1614,1614,2019-05-18,Nakuru Farmers Cooperative
1615,1615,2015-02-14,Enugu Farmers Cooperative
1616,1616,2025-02-01,
1617,1617,2023-10-26,Benue Farmers Cooperative
1618,1618,2025-01-04,Ibadan Farmers Cooperative
1619,1619,2026-03-11,Kumasi Farmers Cooperative
1620,1620,2017-09-03,Nakuru Farmers Cooperative
1621,1621,2025-06-25,
1622,1622,2018-07-24,Kaduna Farmers Cooperative
1623,1623,2020-09-06,Ibadan Farmers Cooperative
1624,1624,2017-01-05,
1625,1625,2025-07-08,
1626,1626,2024-08-03,Kumasi Farmers Cooperative
1627,1627,2024-02-20,Nakuru Farmers Cooperative
1628,1628,2022-07-28,Uyo Farmers Cooperative
1629,1629,2024-09-26,Kumasi Farmers Cooperative
1630,1630,2016-04-28,
1631,1631,2024-01-06,
1632,1632,2020-12-08,Benue Farmers Cooperative
1633,1633,2015-08-06,Kaduna Farmers Cooperative
1634,1634,2019-03-27,
1635,1635,2023-07-23,Enugu Farmers Cooperative
1636,1636,2024-11-06,
1637,1637,2021-10-02,Uyo Farmers Cooperative
1638,1638,2020-04-22,Ibadan Farmers Cooperative
1639,1639,2015-06-16,Kaduna Farmers Cooperative
1640,1640,2022-12-07,
1641,1641,2023-07-12,Uyo Farmers Cooperative
1642,1642,2021-07-01,Kaduna Farmers Cooperative
1643,1643,2021-07-21,Ibadan Farmers Cooperative
1644,1644,2022-06-21,Nakuru Farmers Cooperative
1645,1645,2016-05-02,Ibadan Farmers Cooperative
1646,1646,2025-02-11,Kaduna Farmers Cooperative
1647,1647,2015-04-25,Enugu Farmers Cooperative
1648,1648,2015-05-10,
1649,1649,2025-07-02,Nakuru Farmers Cooperative
1650,1650,2018-12-23,
1651,1651,2019-12-01,Benue Farmers Cooperative
1652,1652,2017-02-14,Kaduna Farmers Cooperative
1653,1653,2022-05-19,
1654,1654,2018-06-24,Ibadan Farmers Cooperative
1655,1655,2026-03-30,
1656,1656,2024-07-09,Uyo Farmers Cooperative
1657,1657,2020-04-11,
1658,1658,2021-07-28,Benue Farmers Cooperative
1659,1659,2017-04-22,Uyo Farmers Cooperative
1660,1660,2025-06-12,Ibadan Farmers Cooperative
1661,1661,2016-12-05,Nakuru Farmers Cooperative
1662,1662,2023-05-16,
1663,1663,2025-09-27,
1664,1664,2024-08-17,Enugu Farmers Cooperative
1665,1665,2016-01-30,
1666,1666,2018-11-11,Uyo Farmers Cooperative
1667,1667,2016-05-14,Kaduna Farmers Cooperative
1668,1668,2023-07-02,Nakuru Farmers Cooperative
1669,1669,2024-07-22,Kumasi Farmers Cooperative
1670,1670,2015-05-16,
1671,1671,2016-09-29,Enugu Farmers Cooperative
1672,1672,2023-09-02,Benue Farmers Cooperative
1673,1673,2016-05-29,Kumasi Farmers Cooperative
1674,1674,2019-04-07,
1675,1675,2015-01-25,
1676,1676,2023-02-15,Kumasi Farmers Cooperative
1677,1677,2016-08-21,
1678,1678,2016-11-29,Ibadan Farmers Cooperative
1679,1679,2021-11-25,Uyo Farmers Cooperative
1680,1680,2024-12-11,Uyo Farmers Cooperative
1681,1681,2024-01-24,Kumasi Farmers Cooperative
1682,1682,2020-10-22,Enugu Farmers Cooperative
1683,1683,2023-05-02,Nakuru Farmers Cooperative
1684,1684,2022-08-26,
1685,1685,2017-02-16,
1686,1686,2021-03-23,Ibadan Farmers Cooperative
1687,1687,2023-01-14,Kaduna Farmers Cooperative
1688,1688,2022-01-16,
1689,1689,2021-01-19,Kumasi Farmers Cooperative
1690,1690,2017-11-26,
1691,1691,2021-02-08,Kaduna Farmers Cooperative
1692,1692,2026-01-28,
1693,1693,2016-12-15,Ibadan Farmers Cooperative
1694,1694,2015-10-29,Kaduna Farmers Cooperative
1695,1695,2022-01-12,
1696,1696,2017-08-15,Kumasi Farmers Cooperative
1697,1697,2020-05-22,Enugu Farmers Cooperative
1698,1698,2023-07-31,
1699,1699,2022-09-28,Uyo Farmers Cooperative
1700,1700,2017-04-06,
1701,1701,2019-07-25,Uyo Farmers Cooperative
1702,1702,2024-04-03,
1703,1703,2018-01-31,Enugu Farmers Cooperative
1704,1704,2016-07-09,Ibadan Farmers Cooperative
1705,1705,2023-11-24,Benue Farmers Cooperative
1706,1706,2016-12-24,
1707,1707,2019-04-30,Kumasi Farmers Cooperative
1708,1708,2022-07-06,Ibadan Farmers Cooperative
1709,1709,2020-11-02,Kumasi Farmers Cooperative
1710,1710,2018-10-04,
1711,1711,2016-12-08,Benue Farmers Cooperative
1712,1712,2018-01-21,
1713,1713,2015-01-22,Ibadan Farmers Cooperative
1714,1714,2018-11-01,Kaduna Farmers Cooperative
1715,1715,2015-10-17,Kaduna Farmers Cooperative
1716,1716,2018-10-24,Enugu Farmers Cooperative
1717,1717,2024-02-19,Enugu Farmers Cooperative
1718,1718,2016-03-12,Benue Farmers Cooperative
1719,1719,2016-01-25,Kaduna Farmers Cooperative
1720,1720,2019-04-30,
1721,1721,2022-02-03,Uyo Farmers Cooperative
1722,1722,2023-04-10,Kaduna Farmers Cooperative
1723,1723,2019-10-20,Ibadan Farmers Cooperative
1724,1724,2024-11-22,Uyo Farmers Cooperative
1725,1725,2026-05-29,Nakuru Farmers Cooperative
1726,1726,2016-02-21,Kumasi Farmers Cooperative
1727,1727,2016-03-04,
1728,1728,2019-12-08,
1729,1729,2021-11-29,
1730,1730,2025-01-01,Kaduna Farmers Cooperative
1731,1731,2025-10-28,Benue Farmers Cooperative
1732,1732,2019-03-11,
1733,1733,2019-11-07,Nakuru Farmers Cooperative
1734,1734,2016-12-31,Benue Farmers Cooperative
1735,1735,2019-07-10,Uyo Farmers Cooperative
1736,1736,2016-06-05,Kumasi Farmers Cooperative
1737,1737,2020-04-22,Uyo Farmers Cooperative
1738,1738,2025-10-02,Nakuru Farmers Cooperative
1739,1739,2018-04-07,Enugu Farmers Cooperative
1740,1740,2017-09-24,Kaduna Farmers Cooperative
1741,1741,2018-06-29,Uyo Farmers Cooperative
1742,1742,2017-02-07,
1743,1743,2022-03-24,Benue Farmers Cooperative
1744,1744,2015-04-07,Ibadan Farmers Cooperative
1745,1745,2016-10-26,
1746,1746,2024-08-23,
1747,1747,2017-05-08,
1748,1748,2026-04-16,
1749,1749,2015-03-10,
1750,1750,2024-10-02,Kumasi Farmers Cooperative
1751,1751,2016-06-02,Nakuru Farmers Cooperative
1752,1752,2016-12-31,Uyo Farmers Cooperative
1753,1753,2016-01-19,
1754,1754,2018-11-02,
1755,1755,2022-02-03,Uyo Farmers Cooperative
1756,1756,2021-01-15,
1757,1757,2018-08-01,
1758,1758,2024-11-23,
1759,1759,2023-10-18,
1760,1760,2017-08-09,Nakuru Farmers Cooperative
1761,1761,2019-04-12,Kumasi Farmers Cooperative
1762,1762,2019-11-11,
1763,1763,2024-03-22,Uyo Farmers Cooperative
1764,1764,2023-05-18,Kumasi Farmers Cooperative
1765,1765,2023-11-17,Ibadan Farmers Cooperative
1766,1766,2019-02-21,
1767,1767,2020-10-28,Kumasi Farmers Cooperative
1768,1768,2022-03-06,Benue Farmers Cooperative
1769,1769,2017-02-22,
1770,1770,2018-05-20,
1771,1771,2016-11-02,Nakuru Farmers Cooperative
1772,1772,2017-10-25,Nakuru Farmers Cooperative
1773,1773,2019-07-01,
1774,1774,2024-01-31,Ibadan Farmers Cooperative
1775,1775,2025-08-14,Kumasi Farmers Cooperative
1776,1776,2019-04-03,
1777,1777,2015-01-09,Kumasi Farmers Cooperative
1778,1778,2025-09-05,Kaduna Farmers Cooperative
1779,1779,2018-02-18,Benue Farmers Cooperative
1780,1780,2020-03-10,
1781,1781,2018-03-18,Nakuru Farmers Cooperative
1782,1782,2015-11-09,
1783,1783,2020-01-08,Benue Farmers Cooperative
1784,1784,2016-08-13,Ibadan Farmers Cooperative
1785,1785,2020-12-23,
1786,1786,2015-05-28,Kumasi Farmers Cooperative
1787,1787,2024-12-15,Ibadan Farmers Cooperative
1788,1788,2018-02-04,Nakuru Farmers Cooperative
1789,1789,2023-01-08,
1790,1790,2023-03-26,Kumasi Farmers Cooperative
1791,1791,2016-10-25,
1792,1792,2020-06-21,
1793,1793,2019-11-13,
1794,1794,2025-10-06,
1795,1795,2015-08-29,
1796,1796,2017-05-25,
1797,1797,2019-05-15,Kumasi Farmers Cooperative
1798,1798,2020-12-09,Ibadan Farmers Cooperative
1799,1799,2016-04-05,
1800,1800,2025-12-15,Nakuru Farmers Cooperative
1801,1801,2015-10-11,Enugu Farmers Cooperative
1802,1802,2022-10-12,
1803,1803,2023-05-01,
1804,1804,2024-10-09,Enugu Farmers Cooperative
1805,1805,2017-11-01,
1806,1806,2017-04-04,Enugu Farmers Cooperative
1807,1807,2015-10-15,
1808,1808,2022-12-09,Enugu Farmers Cooperative
1809,1809,2024-09-11,Nakuru Farmers Cooperative
1810,1810,2020-05-04,
1811,1811,2016-05-06,Uyo Farmers Cooperative
1812,1812,2023-06-12,Uyo Farmers Cooperative
1813,1813,2026-03-14,Enugu Farmers Cooperative
1814,1814,2022-07-17,
1815,1815,2017-10-12,
1816,1816,2017-06-27,Kaduna Farmers Cooperative
1817,1817,2019-02-26,Uyo Farmers Cooperative
1818,1818,2025-05-20,Kumasi Farmers Cooperative
1819,1819,2019-09-29,Enugu Farmers Cooperative
1820,1820,2023-07-03,Nakuru Farmers Cooperative
1821,1821,2019-12-14,Benue Farmers Cooperative
1822,1822,2017-07-27,Nakuru Farmers Cooperative
1823,1823,2017-09-20,Benue Farmers Cooperative
1824,1824,2019-09-04,Benue Farmers Cooperative
1825,1825,2023-03-28,
1826,1826,2017-11-23,
1827,1827,2022-07-09,Ibadan Farmers Cooperative
1828,1828,2023-03-01,Kumasi Farmers Cooperative
1829,1829,2016-05-17,Benue Farmers Cooperative
1830,1830,2017-12-26,Kumasi Farmers Cooperative
1831,1831,2017-01-03,
1832,1832,2020-05-08,
1833,1833,2018-01-15,Uyo Farmers Cooperative
1834,1834,2020-09-14,
1835,1835,2016-03-19,Benue Farmers Cooperative
1836,1836,2023-07-21,
1837,1837,2025-10-05,
1838,1838,2016-12-17,
1839,1839,2015-11-28,
1840,1840,2025-07-11,Kumasi Farmers Cooperative
1841,1841,2017-12-27,Uyo Farmers Cooperative
1842,1842,2022-03-13,Benue Farmers Cooperative
1843,1843,2024-02-19,Ibadan Farmers Cooperative
1844,1844,2017-02-28,
1845,1845,2016-09-08,Kumasi Farmers Cooperative
1846,1846,2015-10-20,Kaduna Farmers Cooperative
1847,1847,2019-08-19,Uyo Farmers Cooperative
1848,1848,2022-05-17,Nakuru Farmers Cooperative
1849,1849,2021-10-28,Nakuru Farmers Cooperative
1850,1850,2020-09-18,
1851,1851,2025-03-12,
1852,1852,2016-04-24,
1853,1853,2022-09-07,Kaduna Farmers Cooperative
1854,1854,2025-05-02,Ibadan Farmers Cooperative
1855,1855,2021-05-07,Enugu Farmers Cooperative
1856,1856,2015-01-18,
1857,1857,2015-02-14,Kaduna Farmers Cooperative
1858,1858,2021-01-07,Ibadan Farmers Cooperative
1859,1859,2022-09-19,Kaduna Farmers Cooperative
1860,1860,2015-07-12,Nakuru Farmers Cooperative
1861,1861,2018-07-13,
1862,1862,2019-03-31,Ibadan Farmers Cooperative
1863,1863,2026-03-16,Ibadan Farmers Cooperative
1864,1864,2017-05-23,
1865,1865,2024-08-14,Kumasi Farmers Cooperative
1866,1866,2018-10-01,Benue Farmers Cooperative
1867,1867,2024-08-18,Kaduna Farmers Cooperative
1868,1868,2015-08-02,
1869,1869,2015-08-11,Uyo Farmers Cooperative
1870,1870,2016-10-24,Ibadan Farmers Cooperative
1871,1871,2021-04-07,Uyo Farmers Cooperative
1872,1872,2021-02-11,Uyo Farmers Cooperative
1873,1873,2026-04-17,Kumasi Farmers Cooperative
1874,1874,2017-10-16,Kaduna Farmers Cooperative
1875,1875,2015-02-04,Enugu Farmers Cooperative
1876,1876,2022-12-01,
1877,1877,2025-12-21,Ibadan Farmers Cooperative
1878,1878,2016-05-15,Benue Farmers Cooperative
1879,1879,2021-09-28,
1880,1880,2026-04-30,Ibadan Farmers Cooperative
1881,1881,2024-09-09,Uyo Farmers Cooperative
1882,1882,2021-01-20,
1883,1883,2016-09-29,Enugu Farmers Cooperative
1884,1884,2019-12-17,Kumasi Farmers Cooperative
1885,1885,2023-12-01,Uyo Farmers Cooperative
1886,1886,2016-04-22,
1887,1887,2019-12-28,Kumasi Farmers Cooperative
1888,1888,2020-06-05,Benue Farmers Cooperative
1889,1889,2022-01-12,
1890,1890,2023-10-05,Uyo Farmers Cooperative
1891,1891,2015-04-16,
1892,1892,2015-08-29,Kumasi Farmers Cooperative
1893,1893,2025-03-31,
1894,1894,2025-04-23,
1895,1895,2021-07-15,
1896,1896,2021-09-02,
1897,1897,2015-02-11,Nakuru Farmers Cooperative
1898,1898,2025-04-28,Uyo Farmers Cooperative
1899,1899,2022-02-08,Nakuru Farmers Cooperative
1900,1900,2021-05-28,
1901,1901,2015-02-13,
1902,1902,2022-01-02,
1903,1903,2024-11-07,Kumasi Farmers Cooperative
1904,1904,2016-01-01,
1905,1905,2019-05-17,
1906,1906,2019-04-02,
1907,1907,2025-01-04,Enugu Farmers Cooperative
1908,1908,2015-07-01,
1909,1909,2019-08-29,
1910,1910,2020-07-30,
1911,1911,2023-03-17,Kaduna Farmers Cooperative
1912,1912,2023-03-22,Ibadan Farmers Cooperative
1913,1913,2016-03-04,
1914,1914,2025-01-06,
1915,1915,2015-12-31,Uyo Farmers Cooperative
1916,1916,2023-12-07,Enugu Farmers Cooperative
1917,1917,2019-04-09,
1918,1918,2023-11-23,Ibadan Farmers Cooperative
1919,1919,2019-10-27,
1920,1920,2022-07-10,
1921,1921,2025-08-27,Benue Farmers Cooperative
1922,1922,2020-10-05,
1923,1923,2019-07-31,Nakuru Farmers Cooperative
1924,1924,2020-08-26,
1925,1925,2024-11-23,Ibadan Farmers Cooperative
1926,1926,2023-05-11,
1927,1927,2016-12-27,
1928,1928,2016-08-17,
1929,1929,2023-01-01,
1930,1930,2018-01-19,Kumasi Farmers Cooperative
1931,1931,2024-02-05,Ibadan Farmers Cooperative
1932,1932,2025-07-10,Kaduna Farmers Cooperative
1933,1933,2022-08-18,Kaduna Farmers Cooperative
1934,1934,2022-04-28,Uyo Farmers Cooperative
1935,1935,2016-04-13,
1936,1936,2017-01-10,
1937,1937,2018-04-21,Benue Farmers Cooperative
1938,1938,2020-11-24,Kaduna Farmers Cooperative
1939,1939,2016-04-14,
1940,1940,2020-04-01,Kaduna Farmers Cooperative
1941,1941,2015-03-21,Ibadan Farmers Cooperative
1942,1942,2022-08-04,
1943,1943,2022-08-24,
1944,1944,2016-03-17,
1945,1945,2023-11-23,Kumasi Farmers Cooperative
1946,1946,2024-01-24,
1947,1947,2020-10-19,Kumasi Farmers Cooperative
1948,1948,2017-01-17,Kaduna Farmers Cooperative
1949,1949,2020-04-15,Ibadan Farmers Cooperative
1950,1950,2020-09-15,Benue Farmers Cooperative
1951,1951,2018-11-17,Kumasi Farmers Cooperative
1952,1952,2016-11-03,Benue Farmers Cooperative
1953,1953,2018-12-22,
1954,1954,2024-08-23,
1955,1955,2020-04-03,Nakuru Farmers Cooperative
1956,1956,2023-12-01,
1957,1957,2020-11-08,Uyo Farmers Cooperative
1958,1958,2025-09-27,
1959,1959,2026-04-26,Kumasi Farmers Cooperative
1960,1960,2023-06-11,Ibadan Farmers Cooperative
1961,1961,2018-10-07,
1962,1962,2023-09-07,Kaduna Farmers Cooperative
1963,1963,2018-11-03,Benue Farmers Cooperative
1964,1964,2016-04-04,Kumasi Farmers Cooperative
1965,1965,2015-10-09,Nakuru Farmers Cooperative
1966,1966,2020-08-26,
1967,1967,2018-03-25,
1968,1968,2017-05-23,Ibadan Farmers Cooperative
1969,1969,2024-04-24,
1970,1970,2024-08-13,
1971,1971,2023-10-08,Uyo Farmers Cooperative
1972,1972,2015-08-11,
1973,1973,2017-07-08,
1974,1974,2025-02-02,
1975,1975,2015-01-08,Uyo Farmers Cooperative
1976,1976,2015-07-03,
1977,1977,2025-09-17,
1978,1978,2025-10-19,Kaduna Farmers Cooperative
1979,1979,2016-06-10,Benue Farmers Cooperative
1980,1980,2018-11-16,Kumasi Farmers Cooperative
1981,1981,2015-09-18,
1982,1982,2018-04-06,Kaduna Farmers Cooperative
1983,1983,2015-12-25,Ibadan Farmers Cooperative
1984,1984,2017-11-22,Ibadan Farmers Cooperative
1985,1985,2018-01-24,Uyo Farmers Cooperative
1986,1986,2018-06-15,Kaduna Farmers Cooperative
1987,1987,2018-05-03,
1988,1988,2016-02-13,Nakuru Farmers Cooperative
1989,1989,2025-07-27,
1990,1990,2015-01-27,Ibadan Farmers Cooperative
1991,1991,2026-06-11,Nakuru Farmers Cooperative
1992,1992,2020-10-30,
1993,1993,2016-01-23,Nakuru Farmers Cooperative
1994,1994,2016-10-24,
1995,1995,2024-08-04,
1996,1996,2024-10-01,
1997,1997,2016-06-05,
1998,1998,2025-04-23,Ibadan Farmers Cooperative
1999,1999,2025-07-14,
2000,2000,2023-10-03,Uyo Farmers Cooperative
2001,2001,2017-05-27,Ibadan Farmers Cooperative
2002,2002,2023-03-14,
2003,2003,2022-10-23,Benue Farmers Cooperative
2004,2004,2018-07-01,Kumasi Farmers Cooperative
2005,2005,2017-12-28,
2006,2006,2022-12-09,Uyo Farmers Cooperative
2007,2007,2017-12-23,
2008,2008,2017-04-16,Kaduna Farmers Cooperative
2009,2009,2021-04-27,Enugu Farmers Cooperative
2010,2010,2025-10-02,Kumasi Farmers Cooperative
2011,2011,2019-09-16,
2012,2012,2018-03-30,Kaduna Farmers Cooperative
2013,2013,2023-12-12,
2014,2014,2018-02-24,Kumasi Farmers Cooperative
2015,2015,2019-03-07,Kumasi Farmers Cooperative
2016,2016,2020-08-23,Nakuru Farmers Cooperative
2017,2017,2022-07-22,
2018,2018,2018-11-02,
2019,2019,2019-12-09,Benue Farmers Cooperative
