loan_id,borrower_customer_id,borrower_supplier_id,principal_amount,status
962,,927,166772.79,active
963,,5122,2439689.45,repaid
964,,986,1640906.18,active
965,,3965,305462.14,repaid
966,,2711,1973229.75,active
967,,2901,836962.71,active
968,,2097,1629730.23,active
969,,2275,1380454.55,repaid
970,,2580,1455441.27,repaid
971,,313,694649.9,active
972,,4918,2179973.48,active
973,,1849,2388981.27,repaid
974,,3659,1101317.97,active
975,,1110,1220101.91,active
976,,1522,720405.52,active
977,,2414,83262.18,repaid
978,,3270,2131015.35,active
979,,2687,681713.29,active
980,,2591,627540.4,active
981,,4888,931684.36,active
982,,3552,733877.25,active
983,,3930,560152.46,active
984,,4195,1719005.72,defaulted
985,,3214,1301824.67,repaid
986,,3828,1691060.42,defaulted
987,,2832,2774678.78,repaid
988,,4840,290627.59,active
989,,3099,2891471.94,repaid
990,,5388,1762660.41,repaid
991,,1379,64663.42,repaid
992,,3602,1578673.58,active
993,,5574,2352385.49,active
994,,222,134420.58,active
995,,2020,2361237.34,defaulted
996,,3141,2139773.47,active
997,,4831,781490.02,repaid
998,,5168,1426263.05,repaid
999,,2378,964601.22,defaulted
1000,,2072,108565.5,repaid
1001,,284,2202705.46,active
1002,,3522,1994054.89,repaid
1003,,2791,1369060.28,active
1004,,4667,2221953.72,active
1005,,54,2369055.22,active
1006,,2507,2638341.82,defaulted
1007,,3800,1749734.49,repaid
1008,,2697,2267940.71,active
1009,,3140,464967.94,active
1010,,1533,1687017.23,repaid
1011,,5444,270676.47,active
1012,,841,994432.69,active
1013,,432,1990602.47,active
1014,,4759,501974.52,written_off
1015,,4200,1624954.82,written_off
1016,,3775,1734018.98,repaid
1017,,5497,2054950.86,repaid
1018,,1381,318176.83,active
1019,,1217,2010385.24,active
1020,,4397,380692.42,active
1021,,2243,2027010.85,active
1022,,153,2560341.06,active
1023,,1257,977120.63,active
1024,,2721,1616899.39,active
1025,,956,1666195.86,active
1026,,1918,651282.67,defaulted
1027,,2974,1008968.55,active
1028,,5121,2152610.79,active
1029,,419,1461692.75,repaid
1030,,5035,1932114.96,repaid
1031,,3671,2449538.39,repaid
1032,,1377,1411059.2,defaulted
1033,,1376,915844.25,repaid
1034,,2825,2598338.71,repaid
1035,,25,2420914.9,active
1036,,225,2452060.96,active
1037,,884,1069218.33,defaulted
1038,,287,2834409.03,repaid
1039,,2009,2322588.27,active
1040,,1025,1300473.72,written_off
1041,,1766,2250005.49,repaid
1042,,1528,1419451.37,written_off
1043,,3537,1201655.55,active
1044,,1427,2177738.92,active
1045,,229,1207760.76,active
1046,,3787,390304.5,active
1047,,5328,977510.87,repaid
1048,,3233,1831104.84,repaid
1049,,1555,2623427.03,active
1050,,3232,1166315.57,active
1051,,4465,1604454.88,active
1052,,1053,2445866.31,repaid
1053,,1320,1383658.04,repaid
1054,,3609,2166133.73,active
1055,,4192,2217878.4,active
1056,,416,942607.58,active
1057,,1133,1161934.69,repaid
1058,,745,1742128.83,active
1059,,5239,172037.43,active
1060,,1113,1556719.74,active
1061,,4629,2904346.24,defaulted
1062,,4679,258766.4,repaid
1063,,3442,1702558.29,active
1064,,2034,2290751.19,written_off
1065,,3519,2104639.79,defaulted
1066,,5176,1757787.65,repaid
1067,,4753,2681626.57,repaid
1068,,5238,2570839.33,active
1069,,4850,2958612.73,active
1070,,157,613172.78,active
1071,,2321,1876519.3,active
1072,,1135,225645.94,repaid
1073,,2226,2181073.56,active
1074,,4746,2696884.48,repaid
1075,,2775,813344.92,active
1076,,4613,1260218.69,defaulted
1077,,3187,2943130.33,repaid
1078,,2019,2486531.28,repaid
1079,,1947,179430.0,active
1080,,5317,2200578.91,repaid
1081,,3403,581848.46,defaulted
1082,,780,524408.47,active
1083,,3572,99587.63,repaid
1084,,1063,2337476.13,repaid
1085,,3874,2386077.5,active
1086,,1158,2290932.89,active
1087,,3046,1469660.92,active
1088,,1327,1278120.68,repaid
1089,,144,1373674.49,active
1090,,4736,2641919.02,repaid
1091,,5411,1016872.17,repaid
1092,,3452,2506599.86,active
1093,,2438,1000938.34,repaid
1094,,2454,1622145.84,active
1095,,2852,2041252.89,active
1096,,4835,545991.11,active
1097,,4093,2321206.95,active
1098,,4663,2761217.9,defaulted
1099,,4791,1272458.2,active
1100,,2447,1412651.17,active
1101,,2696,2076228.7,active
1102,,3850,2062985.79,active
1103,,3425,2555107.97,active
1104,,2441,750540.89,active
1105,,4657,2772383.78,active
1106,,5532,651229.06,active
1107,,5053,2239704.94,active
1108,,4809,1386675.86,active
1109,,3037,300456.43,written_off
1110,,2520,905886.55,active
1111,,1992,2079472.43,active
1112,,1198,1784710.2,active
1113,,3555,2410602.81,active
1114,,82,2347627.34,defaulted
1115,,5216,879504.3,active
1116,,4826,1001808.6,repaid
1117,,2905,323395.09,defaulted
1118,,4727,2396378.7,active
1119,,2196,727616.01,active
1120,,917,289630.22,defaulted
1121,,2373,2891250.63,active
1122,,1075,1632120.32,repaid
1123,,3086,1750027.53,repaid
1124,,4303,348125.28,active
1125,,16,1811039.12,repaid
1126,,2869,2530145.31,written_off
1127,,3527,1058785.92,active
1128,,3105,2711776.07,active
1129,,2771,1115395.19,active
1130,,844,2454480.24,active
1131,,3088,2142170.41,active
1132,,2769,1763920.85,active
1133,,246,1707217.93,active
1134,,1385,2232142.5,active
1135,,3962,1853019.04,active
1136,,4810,726874.93,active
1137,,3949,2651913.23,repaid
1138,,3637,2215441.27,repaid
1139,,5260,113363.0,repaid
1140,,1346,2044153.73,repaid
1141,,4795,1374664.58,active
1142,,3035,839272.0,active
1143,,2484,517635.43,active
1144,,3128,2952192.96,active
1145,,1881,416821.03,defaulted
1146,,266,2563194.28,repaid
1147,,587,2300008.97,repaid
1148,,3480,2020606.72,active
1149,,379,2996410.41,active
1150,,4752,2905117.16,active
1151,,2972,80678.57,repaid
1152,,1305,1280754.85,active
1153,,1507,956692.84,active
1154,,4852,2257408.86,repaid
1155,,4190,799442.07,active
1156,,2000,2324327.8,repaid
1157,,3436,2774471.66,active
1158,,356,2142629.03,active
1159,,4945,2111211.66,repaid
1160,,776,1599646.49,repaid
1161,,682,1716321.68,repaid
1162,,743,996149.83,active
1163,,1293,538656.69,active
1164,,1618,2923336.4,written_off
1165,,5251,1823650.54,written_off
1166,,5164,2492313.08,active
1167,,2516,1594849.06,active
1168,,3131,1914681.39,repaid
1169,,3041,110685.82,active
1170,,2813,513124.81,active
1171,,4565,999699.58,repaid
1172,,1487,926874.9,active
1173,,1272,2161681.04,active
1174,,3658,2828651.98,defaulted
1175,,4201,2793280.17,active
1176,,5143,1466162.22,defaulted
1177,,5539,957252.07,active
1178,,3812,1902483.32,repaid
1179,,5580,984492.11,written_off
1180,,3241,1354897.0,active
1181,,4221,1779711.36,active
1182,,2508,2867365.29,active
1183,,4048,2882606.71,defaulted
1184,,2878,319846.81,repaid
1185,,4223,351345.58,active
1186,,50,2589188.51,defaulted
1187,,4083,2057417.63,active
1188,,1273,973540.45,active
1189,,777,1179771.44,active
1190,,4076,1298070.88,active
1191,,871,635999.04,active
1192,,3416,1113159.7,active
1193,,5107,1431505.05,active
1194,,1742,2742987.99,active
1195,,1435,2349643.07,active
1196,,1619,1975030.51,active
1197,,3248,1793512.77,active
1198,,3599,868773.66,repaid
1199,,5264,1023221.22,active
1200,,309,1167438.42,active
1201,,4486,2765816.11,repaid
1202,,2755,2796899.82,repaid
1203,,931,1722916.69,active
1204,,4044,810269.59,repaid
1205,,1806,1095411.91,repaid
1206,,4332,364266.55,active
1207,,4227,2834590.62,repaid
1208,,4923,332664.16,active
1209,,1910,771520.94,active
1210,,4742,192676.86,active
1211,,3314,1039636.55,active
1212,,2670,523180.83,repaid
1213,,357,2603608.47,repaid
1214,,1256,1996776.18,active
1215,,3677,962202.95,active
1216,,4375,716465.0,defaulted
1217,,771,861073.98,repaid
1218,,4023,2662716.22,active
1219,,628,2217031.75,defaulted
1220,,4394,2277594.87,active
1221,,2990,1306536.02,repaid
1222,,2428,577136.4,active
1223,,4193,786372.89,active
1224,,4158,52244.15,defaulted
1225,,4698,2929456.17,active
1226,,5062,858000.42,active
1227,,1865,765743.59,repaid
1228,,1931,51977.6,defaulted
1229,,4298,1219320.27,repaid
1230,,467,2361559.14,active
1231,,1790,1405659.72,active
1232,,4937,1776673.09,active
1233,,993,1305638.73,repaid
1234,,2335,206772.43,active
1235,,345,482565.99,repaid
1236,,3428,649493.1,active
1237,,3541,2435711.45,defaulted
1238,,4355,2296491.58,repaid
1239,,4426,1719210.07,repaid
1240,,4057,2091181.84,active
1241,,2616,335216.85,active
1242,,2666,2768585.73,repaid
1243,,3058,2572741.84,defaulted
1244,,4367,473400.74,repaid
1245,,1564,1344535.99,repaid
1246,,4697,2434267.42,active
1247,,2742,599795.15,defaulted
1248,,5274,1429324.47,repaid
1249,,4176,1985006.94,repaid
1250,,3912,1500964.13,active
1251,,2294,2757969.92,active
1252,,895,1991085.0,repaid
1253,,4635,326188.89,repaid
1254,,4352,2429143.84,written_off
1255,,5443,116994.55,active
1256,,5248,1490725.31,active
1257,,688,1987516.0,active
1258,,2970,2610692.32,active
1259,,2232,2644429.13,defaulted
1260,,2853,2570560.66,repaid
1261,,3639,805983.06,repaid
1262,,3607,2815897.15,active
1263,,2199,2374674.44,repaid
1264,,577,2426409.69,active
1265,,4848,642745.14,repaid
1266,,452,476566.03,active
1267,,4881,1062481.37,active
1268,,2191,826679.07,repaid
1269,,667,2350667.0,repaid
1270,,2061,1681921.64,active
1271,,2998,2791799.45,repaid
1272,,2651,2517101.46,defaulted
1273,,2889,759364.91,active
1274,,1593,211036.93,active
1275,,4970,322454.69,repaid
1276,,4873,642376.23,written_off
1277,,5067,2160839.53,active
1278,,2106,2968515.12,active
1279,,1178,97251.84,repaid
1280,,1359,1295895.08,defaulted
1281,,3182,1416262.76,defaulted
1282,,3622,1996097.72,active
1283,,2993,952220.3,active
1284,,2829,788669.77,active
1285,,3578,2841207.41,repaid
1286,,4323,1314375.2,written_off
1287,,1165,2021275.5,active
1288,,943,1320333.65,active
1289,,1140,909665.37,written_off
1290,,4987,1805316.2,active
1291,,4720,1595838.78,repaid
1292,,4253,303806.18,repaid
1293,,3382,2687015.36,repaid
1294,,141,2709331.56,repaid
1295,,3392,868903.01,repaid
1296,,4274,769090.02,active
1297,,2971,2135281.15,active
1298,,2644,1339932.73,repaid
1299,,140,2243072.48,active
1300,,3616,2540494.31,active
1301,,2561,1000096.78,repaid
1302,,1278,2365202.63,active
1303,,4528,2907100.6,active
1304,,3047,238143.59,active
1305,,998,282515.14,active
1306,,3,1240415.08,active
1307,,4777,2524110.43,active
1308,,2228,2688613.94,repaid
1309,,4652,280537.92,defaulted
1310,,3650,1224466.06,active
1311,,1287,1124242.92,active
1312,,2573,281070.21,active
1313,,3080,559846.41,active
1314,,1308,1365003.13,repaid
1315,,3997,1972293.78,repaid
1316,,3118,2801062.34,repaid
1317,,2846,2538518.79,active
1318,,428,2101454.81,active
1319,,810,1095695.88,defaulted
1320,,1514,1506404.4,written_off
1321,,1167,1923284.55,active
1322,,1762,1510701.66,defaulted
1323,,2605,1289393.78,active
1324,,1349,2340754.59,active
1325,,3462,1508886.55,repaid
1326,,1861,2415047.91,active
1327,,4414,2831043.14,active
1328,,1874,1823911.56,repaid
1329,,1703,604702.22,written_off
1330,,3065,1520291.65,active
1331,,1939,91132.58,active
1332,,2341,2558899.71,repaid
1333,,4380,2634035.23,defaulted
1334,,41,278183.12,repaid
1335,,2800,529792.02,repaid
1336,,5312,2353446.46,defaulted
1337,,712,2627852.04,active
1338,,3015,2828955.56,active
1339,,5119,2685044.06,repaid
1340,,5095,2654352.48,defaulted
1341,,258,995535.71,written_off
1342,,3831,2476924.57,active
1343,,1497,2175399.51,repaid
1344,,382,414327.74,active
1345,,775,1934349.48,repaid
1346,,173,226852.03,active
1347,,3729,327912.63,active
1348,,3490,2849289.01,repaid
1349,,3054,508099.56,active
1350,,4349,1568734.96,active
1351,,2218,2242633.6,active
1352,,3778,1507870.22,repaid
1353,,753,591344.5,defaulted
1354,,3189,2602218.78,active
1355,,4162,529758.05,active
1356,,2738,1392673.28,active
1357,,1201,1731140.27,active
1358,,1746,275635.07,repaid
1359,,368,1074984.78,repaid
1360,,3339,2109879.61,active
1361,,2408,126831.53,repaid
1362,,2348,2912419.8,active
1363,,71,543607.3,repaid
1364,,4457,2868303.95,active
1365,,2772,501643.43,repaid
1366,,1840,691932.66,active
1367,,383,2172686.15,active
1368,,603,73769.92,repaid
1369,,2269,1241403.94,repaid
1370,,2688,1160271.4,active
1371,,4606,201148.93,repaid
1372,,787,2112797.49,defaulted
1373,,3843,2640226.49,active
1374,,4439,1603396.1,active
1375,,3330,1045229.65,active
1376,,1392,295469.59,active
1377,,4743,1368011.37,active
1378,,2753,1414338.73,active
1379,,3235,358361.44,repaid
1380,,736,463513.19,repaid
1381,,116,2117595.71,repaid
1382,,5150,2075542.87,repaid
1383,,366,2658303.75,written_off
1384,,2128,2151469.61,active
1385,,3703,1265055.09,active
1386,,4421,423332.63,active
1387,,5037,815480.26,repaid
1388,,2794,2098592.13,repaid
1389,,2854,2714528.72,repaid
1390,,1640,1288821.7,active
1391,,4660,212429.98,active
1392,,4592,1918501.74,repaid
1393,,4959,1462424.13,defaulted
1394,,1362,2354239.2,repaid
1395,,3726,1185097.84,defaulted
1396,,3893,2416446.53,active
1397,,1380,659480.24,repaid
1398,,663,1958643.71,active
1399,,1001,1358342.75,repaid
1400,,3404,648724.75,written_off
1401,,4139,2075421.51,active
1402,,1819,391527.34,active
1403,,892,1816935.24,repaid
1404,,2953,2458383.65,defaulted
1405,,3861,2717035.67,written_off
1406,,4778,2176552.87,active
1407,,2400,2023370.71,repaid
1408,,1796,2351583.5,defaulted
1409,,509,574915.3,active
1410,,1419,1707559.39,active
1411,,1371,1777629.87,repaid
1412,,5297,2204188.11,defaulted
1413,,1459,82151.14,active
1414,,3700,1703494.64,active
1415,,2639,883749.95,repaid
1416,,994,1755019.47,repaid
1417,,2539,1051725.2,active
1418,,3497,282543.09,repaid
1419,,1048,2744351.85,written_off
1420,,904,2252455.97,active
1421,,3748,846650.67,active
1422,,1187,369476.22,defaulted
1423,,3493,1573494.5,defaulted
1424,,2505,2947822.34,active
1425,,2730,981569.11,repaid
1426,,2262,2005303.67,active
1427,,511,1396126.06,active
1428,,4630,515628.4,active
1429,,4815,414105.31,repaid
1430,,3989,1228279.38,defaulted
1431,,3113,1631808.17,repaid
1432,,1798,2972757.47,active
1433,,951,2383880.21,active
1434,,2379,1844778.26,repaid
1435,,3345,246197.05,defaulted
1436,,1869,2945670.01,active
1437,,1491,1626724.33,active
1438,,1494,352465.02,active
1439,,819,2358073.98,written_off
1440,,1745,1908623.23,repaid
1441,,3222,2581256.58,repaid
1442,,3820,238027.78,active
1443,,3621,1236818.96,active
1444,,4091,1763618.31,repaid
1445,,926,2502959.37,active
1446,,2886,89345.57,repaid
1447,,2625,1929475.43,active
1448,,2380,122332.1,active
1449,,4681,1873650.32,repaid
1450,,4530,2559213.09,active
1451,,4701,2014946.52,active
1452,,446,2975420.33,active
1453,,1080,1094225.06,repaid
1454,,2590,2129944.95,repaid
1455,,2891,1378575.41,active
1456,,5437,271138.89,active
1457,,3647,1482875.83,repaid
1458,,3123,1339024.18,repaid
1459,,2870,952195.3,repaid
1460,,3050,300562.7,active
1461,,3424,1146435.9,active
1462,,2483,1320839.48,repaid
1463,,3129,74610.66,active
1464,,4513,1443285.87,active
1465,,4495,358235.0,repaid
1466,,2589,2311653.03,active
1467,,5256,512799.68,defaulted
1468,,161,304664.92,repaid
1469,,1410,1819575.61,defaulted
1470,,1827,2287000.82,repaid
1471,,5364,485386.99,active
1472,,2188,1717565.07,active
1473,,65,2991435.96,repaid
1474,,4832,2159760.49,repaid
1475,,2340,1584108.02,repaid
1476,,4017,2148510.54,active
1477,,4757,843889.63,repaid
1478,,1871,2219161.12,active
1479,,719,1767099.83,active
1480,,250,1954239.79,repaid
1481,,565,632051.03,repaid
1482,,3939,277427.02,active
1483,,2334,2831328.61,repaid
1484,,2795,651205.16,active
1485,,1065,612343.14,active
1486,,5509,1909269.71,active
1487,,2839,2324264.09,active
1488,,3913,1975509.41,written_off
1489,,4171,1439688.76,active
1490,,4880,1221495.44,written_off
1491,,5373,1576198.51,repaid
1492,,1878,222171.42,active
1493,,1463,253072.06,active
1494,,1402,1059206.51,written_off
1495,,2916,2202727.98,active
1496,,4765,2525491.4,repaid
1497,,5334,630121.37,defaulted
1498,,4182,2237217.92,repaid
1499,,2346,2271881.06,repaid
1500,,1439,114234.81,repaid
1501,,5576,779197.85,repaid
1502,,5139,1157055.38,active
1503,,201,2306929.19,repaid
1504,,3560,2915617.35,active
1505,,1716,2346758.65,repaid
1506,,5299,2364092.45,active
1507,,1611,2506914.81,active
1508,,2410,1262786.61,active
1509,,735,785083.43,repaid
1510,,5092,1965117.65,written_off
1511,,5340,1275622.63,active
1512,,5082,1022870.8,repaid
1513,,4483,1095967.3,defaulted
1514,,2734,1212855.65,active
1515,,4239,2261318.59,active
1516,,1737,109180.46,written_off
1517,,3087,1494904.26,written_off
1518,,364,2540462.08,active
1519,,465,2200166.89,repaid
1520,,3653,2336158.29,repaid
1521,,4396,1252709.28,active
1522,,3244,945143.77,active
1523,,808,403941.54,active
1524,,3018,2835604.06,active
1525,,3204,638283.41,written_off
1526,,5552,2449020.61,defaulted
1527,,4517,2873226.45,active
1528,,576,2514213.44,repaid
1529,,641,2173564.65,repaid
1530,,596,1177684.86,repaid
1531,,3439,1309554.3,active
1532,,4333,207332.14,repaid
1533,,4177,1647854.03,active
1534,,3934,2928328.38,repaid
1535,,2648,1055620.98,repaid
1536,,1496,389791.26,repaid
1537,,330,2436158.47,active
1538,,5527,2606693.52,active
1539,,4099,293357.51,active
1540,,4704,2451169.99,defaulted
1541,,4384,1322330.06,repaid
1542,,2576,260356.95,active
1543,,461,520137.74,repaid
1544,,4004,948771.15,active
1545,,1842,103413.05,repaid
1546,,2767,622806.76,active
1547,,4731,2336846.23,defaulted
1548,,499,1802975.76,active
1549,,2765,2963471.57,active
1550,,2421,1582635.74,active
1551,,297,2052104.8,repaid
1552,,3419,996323.51,repaid
1553,,1942,1485739.43,active
1554,,1960,855370.68,repaid
1555,,3351,796048.56,defaulted
1556,,4098,1936340.54,defaulted
1557,,3915,591075.23,active
1558,,109,127194.39,active
1559,,2917,2430914.14,repaid
1560,,636,162108.3,active
1561,,3842,115773.06,active
1562,,3290,2951455.01,defaulted
1563,,2092,293052.2,active
1564,,197,1659155.54,active
1565,,1659,346172.6,repaid
1566,,2632,2883626.99,repaid
1567,,53,2388254.5,active
1568,,5291,2354950.3,active
1569,15446,,1930932.25,active
1570,34551,,1889057.72,defaulted
1571,36211,,3634451.45,active
1572,13126,,4051125.92,active
1573,11454,,2121265.66,repaid
1574,17861,,3259243.23,written_off
1575,30886,,120666.2,active
1576,22588,,2624456.3,repaid
1577,6734,,2237370.4,active
1578,21861,,1446872.87,active
1579,24190,,2068567.5,repaid
1580,8440,,575324.49,active
1581,13326,,2763998.82,repaid
1582,38944,,167173.83,repaid
1583,33669,,4085133.45,repaid
1584,15611,,3344746.44,active
1585,19674,,914440.37,repaid
1586,2636,,1327395.71,written_off
1587,28060,,848028.41,repaid
1588,25806,,3543559.8,active
1589,23999,,1988670.84,active
1590,173,,1451343.37,repaid
1591,5182,,1347993.96,defaulted
1592,34595,,195893.64,active
1593,19806,,2103691.72,active
1594,23297,,2318998.67,active
1595,2705,,4695958.27,active
1596,36119,,4650838.97,active
1597,30453,,1880174.34,active
1598,37734,,244471.33,written_off
1599,24494,,4627993.11,repaid
1600,21276,,1107079.64,defaulted
1601,2622,,1300093.17,active
1602,4236,,4087268.39,active
1603,13786,,3071661.3,defaulted
1604,13295,,2250214.84,repaid
1605,32333,,661058.92,written_off
1606,10973,,1798513.42,written_off
1607,4929,,1730962.81,repaid
1608,29490,,2287527.5,written_off
1609,6597,,4853353.3,written_off
1610,29129,,4389366.99,active
1611,18217,,246769.14,repaid
1612,25172,,854093.74,active
1613,142,,1863917.76,active
1614,22116,,991677.45,repaid
1615,29400,,4874590.29,active
1616,39081,,2899720.71,active
1617,15050,,2307288.07,repaid
1618,30612,,1639206.76,defaulted
1619,19926,,3136731.36,active
1620,4413,,1319862.08,repaid
1621,16478,,1699854.09,active
1622,26467,,1841168.66,active
1623,28243,,3992645.86,active
1624,19739,,1038252.53,active
1625,26498,,2709451.97,repaid
1626,7109,,3618643.19,active
1627,21161,,1601945.38,active
1628,7019,,353679.86,active
1629,18671,,3787428.79,repaid
1630,36487,,3728596.38,repaid
1631,2428,,4901416.73,active
1632,9730,,2849929.18,repaid
1633,37140,,4524655.61,active
1634,8879,,727421.65,active
1635,33445,,2804211.62,active
1636,17438,,1694975.64,active
1637,917,,4992691.3,active
1638,21686,,3191383.69,defaulted
1639,27509,,2924293.19,repaid
1640,22579,,3923286.56,repaid
1641,19176,,2890041.73,active
1642,224,,2391711.45,active
1643,34742,,2745350.48,active
1644,4199,,1322948.74,written_off
1645,12900,,3862769.38,active
1646,14033,,3173889.64,active
1647,18372,,2388376.7,active
1648,27670,,635103.67,repaid
1649,24640,,4154902.23,repaid
1650,4555,,1765971.1,active
1651,32879,,4905457.11,written_off
1652,20063,,3784464.81,active
1653,14277,,3441548.31,defaulted
1654,24280,,564690.78,active
1655,35079,,3782198.56,active
1656,18995,,2464670.42,active
1657,17337,,1990747.84,active
1658,11889,,2908011.73,active
1659,27512,,2966405.05,active
1660,28510,,114739.02,written_off
1661,14544,,868646.03,active
1662,27376,,4800763.08,active
1663,38770,,379450.85,repaid
1664,17564,,1832426.94,active
1665,28784,,3049317.1,active
1666,15032,,3497960.25,active
1667,22297,,2531830.4,active
1668,38276,,3870634.28,active
1669,14673,,4156881.68,active
1670,8670,,3210199.24,repaid
1671,27085,,1789236.6,active
1672,26252,,3165567.17,active
1673,1972,,241092.16,active
1674,11805,,3383355.22,defaulted
1675,3986,,1039556.11,written_off
1676,16419,,1550935.69,active
1677,818,,3868160.95,active
1678,28254,,4299406.39,repaid
1679,37830,,4247202.42,active
1680,39858,,1587109.1,active
1681,31702,,1798291.15,active
1682,21705,,1483802.64,repaid
1683,34915,,920056.56,active
1684,39930,,452891.45,repaid
1685,1884,,3895689.21,active
1686,7130,,1855892.86,active
1687,23180,,1484065.71,active
1688,19975,,2986113.26,active
1689,13546,,1504445.46,active
1690,14430,,4185742.16,active
1691,30946,,4195220.79,active
1692,13733,,3647554.62,active
1693,1151,,2685072.6,active
1694,9803,,2246321.29,repaid
1695,38026,,447419.47,written_off
1696,8276,,1581877.29,active
1697,8360,,1180472.29,defaulted
1698,15942,,3318255.49,repaid
1699,5499,,3505362.03,repaid
1700,39594,,3028688.33,active
1701,27448,,2434546.91,active
1702,5312,,2443051.8,written_off
1703,9161,,4374027.18,active
1704,35751,,1351265.42,active
1705,13934,,2076555.18,active
1706,7638,,3556266.25,active
1707,15410,,149501.19,active
1708,22351,,1528925.71,active
1709,32892,,174641.31,defaulted
1710,12298,,4766919.67,repaid
1711,5787,,473473.32,defaulted
1712,5166,,303178.19,defaulted
1713,25753,,3842223.99,active
1714,25161,,2692460.92,repaid
1715,4405,,4102877.46,active
1716,15258,,969126.02,active
1717,6751,,2604187.96,active
1718,26581,,4878520.96,active
1719,17201,,4543906.52,active
1720,14109,,2137813.44,active
1721,16856,,1052083.0,repaid
1722,3689,,3089010.91,active
1723,35823,,4787683.08,active
1724,31188,,2235212.44,repaid
1725,19031,,3664608.7,active
1726,29597,,4016688.91,repaid
1727,35573,,1168898.15,repaid
1728,15811,,4758984.64,repaid
1729,26922,,1926870.59,active
1730,4938,,3701489.35,repaid
1731,18997,,2932693.88,active
1732,14789,,3697269.04,active
1733,29351,,1966990.21,defaulted
1734,36746,,3611056.3,active
1735,24682,,4931174.97,repaid
1736,18459,,4056768.55,active
1737,437,,1645031.91,active
1738,33117,,1428110.2,active
1739,17555,,3921547.88,active
1740,309,,2581667.21,defaulted
1741,36074,,606616.41,active
1742,15488,,775429.09,repaid
1743,11478,,1219472.92,active
1744,12477,,1579354.14,repaid
1745,35926,,2470805.38,active
1746,39610,,4079139.93,active
1747,38710,,4312887.2,active
1748,11269,,4369206.75,active
1749,5911,,2759232.91,repaid
1750,20877,,2077550.28,defaulted
1751,21627,,4117161.68,active
1752,32283,,513873.7,active
1753,2573,,4488766.74,active
1754,12573,,3265055.78,active
1755,32715,,2360465.76,active
1756,30163,,3619478.76,defaulted
1757,685,,1986962.54,active
1758,14969,,2963399.4,repaid
1759,8672,,1975282.81,repaid
1760,39117,,1425761.58,repaid
1761,31498,,4560870.24,active
1762,3316,,143258.84,repaid
1763,18716,,3344818.82,defaulted
1764,25637,,2669324.01,repaid
1765,25218,,4498653.62,active
1766,12403,,163233.63,active
1767,14754,,1050304.94,repaid
1768,3034,,1539986.6,active
1769,16663,,1315815.09,defaulted
1770,23262,,1444004.93,active
1771,26093,,4366018.23,active
1772,5138,,520844.13,defaulted
1773,28749,,1004347.73,defaulted
1774,9037,,1682705.13,active
1775,17362,,4480365.22,active
1776,14690,,4404601.73,active
1777,7558,,3600023.39,active
1778,5844,,4081503.16,active
1779,22735,,3441899.45,active
1780,30458,,2727664.27,active
1781,22286,,3685326.93,active
1782,3818,,2372621.02,active
1783,33078,,2810784.67,active
1784,1137,,2067352.38,active
1785,19533,,500349.69,repaid
1786,1359,,979249.54,defaulted
1787,6172,,4205403.91,defaulted
1788,21920,,1111661.45,defaulted
1789,4589,,3130062.49,defaulted
1790,8757,,2868333.43,active
1791,7822,,3998328.22,repaid
1792,33224,,1940882.59,active
1793,20206,,1130984.35,repaid
1794,1862,,2357073.74,written_off
1795,8537,,2864457.84,repaid
1796,34674,,498548.49,active
1797,34923,,1567711.22,defaulted
1798,5172,,2460215.23,repaid
1799,21204,,4075583.0,active
1800,4303,,1859311.58,repaid
1801,21116,,109783.19,repaid
1802,3886,,466040.79,active
1803,20290,,3817130.89,repaid
1804,39544,,3606048.01,active
1805,39052,,4100002.13,active
1806,30607,,2384496.04,active
1807,25830,,1961737.47,active
1808,29259,,595388.06,active
1809,26029,,777407.61,active
1810,13014,,290967.39,active
1811,4473,,2837038.92,active
1812,2651,,3580259.3,defaulted
1813,30674,,3110541.42,repaid
1814,21065,,3998983.28,active
1815,7838,,561962.72,active
1816,6555,,1014795.37,active
1817,24743,,4212818.66,active
1818,2625,,2005469.66,repaid
1819,27311,,528385.69,active
1820,13234,,2694611.79,active
1821,824,,2901148.21,written_off
1822,15006,,1554744.25,defaulted
1823,23847,,795461.44,active
1824,36101,,2017230.17,active
1825,21553,,4574009.04,repaid
1826,2841,,1462011.51,active
1827,12727,,1854067.08,repaid
1828,32143,,1847472.25,active
1829,458,,2866828.7,written_off
1830,3352,,1533511.49,active
1831,4097,,1267176.77,defaulted
1832,31650,,439891.21,defaulted
1833,23375,,187474.74,active
1834,10343,,3502093.4,written_off
1835,12921,,1605707.45,active
1836,17522,,4631243.52,repaid
1837,17096,,4185705.69,active
1838,5768,,1411380.96,defaulted
1839,33495,,2238554.6,active
1840,37173,,1852352.27,active
1841,19182,,1467213.41,defaulted
1842,2620,,1559663.68,repaid
1843,18818,,2637156.75,written_off
1844,15165,,3816370.49,repaid
1845,5214,,4553267.68,active
1846,912,,2849737.69,repaid
1847,15217,,3346863.62,active
1848,14010,,2778636.89,active
1849,20996,,2690882.78,active
1850,23934,,2104441.4,repaid
1851,8162,,797850.01,defaulted
1852,5851,,3253806.72,active
1853,28557,,910966.45,defaulted
1854,10664,,3424791.18,active
1855,23798,,3575497.94,active
1856,38873,,2140361.92,active
1857,18451,,3247708.97,active
1858,8732,,3021087.58,active
